LSZT       R44        Phu192sf
0.4622     18.3947    12.147     IN
0.7494     13.9769    15.7578    BR
1          8.1615     13.9945    GL
1.0283     8.2201     13.4336    NA
0.8871     4.7663     8.4886     RH
0.9368     3.3383     6.1483     NS
0.8825     2.9569     4.8712     PR
-0.0737    3.2042     5.2311     R_PR2
0.4937     6.1493     9.7206     R_PMS
-2.4084    8.071      8.7307     R_ZMI
-0.5691    8.4965     11.54      R_ZMU
0.7193     8.404      12.5107    R_DA
-0.6276    8.3258     13.9571    R_MTI
-0.4112    9.1027     14.8375    R_MTS
-2.384     9.0777     12.7923    R_FMO
-2.8524    9.5191     12.8246    R_FMT
-3.2907    14.8241    10.7005    R_PO
-3.4243    9.5686     10.0487    R_ZTS
1.8751     3.2594     4.9742     L_PR2
1.4549     5.8835     9.434      L_PMS
4.1346     8.382      8.3887     L_ZMI
2.4678     8.5533     11.4135    L_ZMU
1.2943     8.4601     12.4423    L_DA
2.8325     8.4756     13.8222    L_MTI
2.7121     9.1071     14.5839    L_MTS
4.3233     9.4441     12.6233    L_FMO
4.6205     9.9596     12.5556    L_FMT
4.5825     15.0354    10.5077    L_PO
5.0896     9.9383     9.6414     L_ZTS
-0.0932    3.1621     6.1722     O1
3.7633     10.2341    14.0318    O2
-4.2213    11.9958    10.0239    O3
0.9509     18.1615    12.3282    O4







































































































































































1.0384     8.1713     13.9656    GLRH
1.0082     8.1678     13.7596
1.0107     8.202      13.5719
1.0507     8.2083     13.3501
1.0068     8.2568     13.1046
0.9916     8.2362     12.801
0.9617     8.1967     12.5569
0.998      8.1076     12.3321
0.9768     8.0049     12.0943
0.9599     7.873      11.8714
0.9835     7.7708     11.7511
0.9253     7.6588     11.5843
0.9552     7.5496     11.4384
0.9753     7.3926     11.2528
0.9569     7.1789     11.0268
0.9373     7.0029     10.8524
0.9599     6.8427     10.6832
0.9569     6.6109     10.4604
0.9266     6.4758     10.3318
0.9399     6.3398     10.1555
0.949      6.1563     10.0186
0.9368     5.9652     9.8082
0.9196     5.7463     9.561
0.9228     5.575      9.3667
0.9187     5.436      9.2065
0.9221     5.2574     9.0191
0.912      5.0035     8.8053
0.9237     4.849      8.6527
0.9294     4.7684     8.4872











































































































































































1.003      4.7825     8.4844     NOSE
0.765      4.7733     8.5064
0.5424     4.7775     8.4764
0.4158     4.7578     8.4321
0.3114     4.5944     8.2395
0.2279     4.4696     8.0861
0.097      4.3408     7.8914
0.0734     4.2594     7.6905
0.0151     4.0983     7.4257
0.0834     3.9622     7.1538
0.1581     3.7373     6.9071
0.2178     3.3484     6.6754
0.4238     3.2523     6.5031
0.6125     3.2105     6.2668
0.8062     3.246      6.1468
0.9381     3.2841     6.1175
1.1604     3.3046     6.1896
1.3162     3.2873     6.3278
1.5077     3.2848     6.4897
1.6817     3.4155     6.6319
1.7849     3.6804     6.809
1.8605     3.855      6.9893
1.8818     3.9943     7.1388
1.8453     4.1324     7.3769
1.7791     4.2526     7.6323
1.7935     4.3183     7.7742
1.7377     4.3778     7.9059
1.6908     4.4587     8.0185
1.6395     4.5879     8.1907
1.5702     4.7052     8.3457
1.5191     4.7713     8.4109
1.3375     4.7858     8.441
1.1819     4.7923     8.53
1.0449     4.78       8.4838
0.9351     4.777      8.4874





































































































































































0.9429     3.2861     6.1279     NASP-PR
0.9352     3.1548     6.0016
0.9486     3.0722     5.8352
0.9453     2.9678     5.6537
0.9412     2.9045     5.4564
0.9337     2.8927     5.318
0.9229     2.8765     5.1609
0.916      2.8986     4.9371
































































































































































































0.5009     6.1586     9.7291     R-PM/MAX
0.4402     5.8098     9.5061
0.3593     5.5878     9.3178
0.2555     5.3393     9.1242
0.1487     5.1379     8.9315
0.0661     4.9733     8.7328
0.0333     4.7645     8.5269
-0.0262    4.6355     8.3178
-0.0749    4.474      8.1551
-0.2137    4.331      7.8128
-0.2833    4.2206     7.5016
-0.3449    4.1432     7.2176
-0.4209    4.0689     6.9796
-0.5064    3.9929     6.7407
-0.5576    3.9371     6.4717
-0.6019    3.8699     6.2461
-0.7262    3.8141     5.9482
-0.7515    3.8152     5.7126
-0.6388    3.825      5.4286





















































































































































































1.4376     5.8792     9.4538     L-PM/MAX
1.517      5.7016     9.2862
1.5985     5.5138     9.1421
1.7021     5.2827     8.9714
1.755      5.1459     8.8067
1.8235     5.0184     8.661
1.949      4.8278     8.402
1.9591     4.6826     8.2409
2.0175     4.626      8.0891
2.0717     4.5431     7.9547
2.1034     4.4526     7.7525
2.1352     4.335      7.5757
2.1768     4.2408     7.3283
2.2182     4.1775     7.0713
2.3017     4.1316     6.8444
2.3879     4.1149     6.5754
2.444      4.0842     6.3977
2.5096     4.0427     6.197
2.5564     4.004      6.0159
2.5869     3.9669     5.813
2.5472     4.0661     5.4328



















































































































































































-1.5068    6.955      6.5098     ROSTRUM
-1.4882    6.8178     6.7941
-1.3989    6.7443     7.0324
-1.161     6.6787     7.1664
-0.9995    6.6464     7.3309
-0.8377    6.6106     7.6023
-0.7953    6.5411     7.9
-0.8134    6.4614     8.2701
-0.796     6.3781     8.5956
-0.6865    6.2833     8.8364
-0.5962    6.1468     9.0591
-0.4232    6.0674     9.2799
-0.2186    6.0633     9.4106
-0.0015    6.01       9.5302
0.1279     6.0088     9.6076
0.394      5.9936     9.606
0.5113     6.0026     9.7136
0.7492     5.9576     9.7766
0.9524     5.9531     9.7599
1.1465     5.9947     9.7372
1.3323     6.0491     9.6671
1.4545     6.1196     9.5764
