UCMVZ      117251     Phu46stv
19.8501    16.1507    14.4268    IN
16.4759    13.3522    17.0149    BR
11.0179    9.2319     15.8579    GL
11.0192    9.2298     15.8667    NA
7.8223     6.4792     9.6057     RH
6.0098     5.0007     6.1076     NS
5.7166     4.7251     5.1823     PR
5.3054     5.7541     5.205      R_PR2
7.9829     7.4018     10.2589    R_PMS
9.131      12.4426    10.0474    R_ZMI
9.9542     10.8585    13.3584    R_ZMU
10.7413    9.6896     14.4915    R_DA
10.0968    10.9496    15.9788    R_MTI
11.5122    11.2979    17.1984    R_MTS
9.6504     12.7163    14.6873    R_FMO
9.8851     13.529     14.6774    R_FMT
14.024     17.3524    12.0865    R_PO
9.663      14.4039    11.2296    R_ZTS
6.6315     4.1173     5.3502     L_PR2
9.1295     6.8436     10.7398    L_PMS
13.8118    6.4337     10.1582    L_ZMI
12.5411    7.6371     13.3901    L_ZMU
11.4721    8.9302     14.5882    L_DA
12.472     8.0074     16.0328    L_MTI
13.5538    9.0762     17.1577    L_MTS
14.0627    7.1496     14.7908    L_FMO
15.0189    7.0975     14.8839    L_FMT
19.7254    10.155     12.1182    L_PO
16.0006    6.4548     11.5058    L_ZTS
5.9584     3.8896     5.0949     O1
14.8125    8.903      16.1976    O2
11.3168    16.5338    10.8968    O3
20.4987    14.2982    14.0431    O4







































































































































































10.9679    9.2375     15.9151    GLRH
10.9641    9.2193     15.7674
10.967     9.2097     15.5451
10.9786    9.1829     15.39
10.9983    9.1969     15.2741
10.9832    9.186      15.1617
10.9366    9.1879     14.9411
10.9316    9.1429     14.7421
10.8717    9.0953     14.5471
10.8209    9.0251     14.3586
10.7598    8.9769     14.1981
10.6695    8.8693     13.9753
10.5857    8.8027     13.803
10.5068    8.7072     13.6187
10.4249    8.6278     13.4406
10.3261    8.5223     13.2419
10.2577    8.4629     13.1132
10.1656    8.3985     12.945
10.0546    8.3046     12.7684
9.9383     8.2428     12.5904
9.8261     8.1        12.4185
9.7691     8.0208     12.2997
9.671      7.9615     12.1642
9.5326     7.8184     11.9441
9.4448     7.733      11.8322
9.3236     7.6418     11.6809
9.2234     7.5851     11.5738
9.1094     7.4944     11.4155
8.9906     7.4049     11.2846
8.9025     7.2841     11.187
8.7972     7.2162     11.0433
8.6917     7.1338     10.9355
8.6327     7.0595     10.8137
8.4985     6.9867     10.6785
8.3964     6.9282     10.5358
8.2548     6.8082     10.3729
8.1477     6.6867     10.2114
8.0225     6.6201     10.0421
7.9673     6.5601     9.8994
7.8988     6.4934     9.7357
7.8534     6.4311     9.6401































































































































































7.8324     6.4542     9.5847     NOSE
7.5328     6.6458     9.5428
7.3396     6.7818     9.3928
7.1634     6.8246     9.3319
6.9934     6.7906     9.1562
6.8599     6.7787     8.9375
6.7232     6.7255     8.7433
6.6552     6.6933     8.5724
6.5469     6.6661     8.4024
6.4314     6.6463     8.2437
6.354      6.5749     8.0774
6.2627     6.5006     7.8699
6.2197     6.4254     7.6974
6.1118     6.3151     7.5176
6.0596     6.2227     7.3623
5.9916     6.1241     7.2195
5.9068     6.0026     7.0847
5.7904     5.8611     6.9315
5.6893     5.7296     6.8329
5.6686     5.589      6.7114
5.6292     5.4244     6.6022
5.6352     5.262      6.503
5.6581     5.1394     6.3921
5.7792     4.9815     6.1375
5.9272     4.9759     6.0668
5.9812     4.7909     6.2736
6.1283     4.7576     6.389
6.2498     4.6876     6.4868
6.4324     4.6252     6.6046
6.592      4.5459     6.7113
6.7466     4.5488     6.8274
6.9096     4.5741     6.9411
7.0921     4.6003     7.0781
7.256      4.6628     7.2384
7.3991     4.669      7.3483
7.519      4.7833     7.497
7.6098     4.8406     7.6657
7.7168     4.8651     7.8703
7.8285     4.9075     8.0543
7.9163     4.9567     8.2487
7.9488     5.0777     8.3631
7.9285     5.2627     8.499
7.9472     5.4003     8.7277
8.0092     5.5545     8.9453
8.0394     5.6322     9.1072
8.1199     5.7571     9.2348
8.0931     5.8642     9.4197
7.9951     6.0831     9.4818
8.0139     6.2471     9.561
7.8225     6.4424     9.5761






















































































































































5.9192     4.9473     6.0261     NASP-PR
5.8389     4.8778     5.9091
5.791      4.8288     5.8132
5.7607     4.7976     5.7576
5.6799     4.763      5.5624
5.6854     4.7082     5.4382
5.6519     4.7201     5.27

































































































































































































7.9682     7.3906     10.2586    R-PM/MAX
7.8313     7.3511     10.1581
7.7497     7.2866     10.0703
7.6206     7.2583     9.8981
7.5416     7.2334     9.8045
7.4116     7.1717     9.7254
7.2796     7.1381     9.5786
7.1312     7.0821     9.4396
6.9452     7.0404     9.2735
6.7719     7.0047     9.0714
6.6513     7.0196     8.9231
6.5478     7.0154     8.802
6.4663     7.0087     8.6859
6.3332     7.0365     8.5211
6.3104     6.9737     8.2815
6.2244     6.976      8.0807
6.1591     6.9758     7.962
6.0967     6.9633     7.7712
6.031      6.968      7.6172
5.9665     6.9763     7.4096
5.8728     6.9917     7.211
5.8459     7.0003     7.1051
5.8028     7.1219     6.926
5.7794     7.2561     6.7544
5.709      7.313      6.5545
5.6856     7.2952     6.3993
5.6612     7.2896     6.1865
5.6269     7.3272     5.9622
5.7088     7.1908     5.8872
5.7503     7.1417     5.7215
5.9158     7.0134     5.5929









































































































































































9.1293     6.8281     10.792     L-PM/MAX
9.0081     6.6921     10.6558
8.9344     6.6171     10.5326
8.8978     6.5114     10.4111
8.8361     6.4103     10.2985
8.7624     6.3045     10.1772
8.6706     6.1726     10.0334
8.5847     6.0481     9.8932
8.5427     5.9386     9.7689
8.4715     5.8086     9.6262
8.427      5.6575     9.4762
8.3629     5.5183     9.3485
8.3351     5.4249     9.2181
8.2855     5.325      9.0692
8.2636     5.2312     8.9341
8.2267     5.1628     8.8385
8.2013     5.1013     8.6798
8.1647     5.0203     8.5636
8.1466     4.8934     8.4253
8.1363     4.8418     8.3235
8.128      4.7798     8.2042
8.0877     4.676      7.9901
8.0554     4.6007     7.7661
8.051      4.5312     7.6087
8.0401     4.4914     7.4343
8.0226     4.4256     7.2633
7.9919     4.3787     7.0792
8.0228     4.3097     6.8412
8.1311     4.2595     6.7006
8.2485     4.2292     6.5762
8.2993     4.1842     6.4066
8.3124     4.0826     6.199
8.2914     4.0532     5.9207
8.0462     4.2813     5.7258
7.7771     4.4396     5.593





































































































































































8.4461     10.5301    7.0775     ROSTRUM
8.423      10.3992    7.3991
8.37       10.3097    7.6065
8.3966     10.1634    7.818
8.4375     9.9285     8.1308
8.3868     9.7126     8.382
8.3222     9.5883     8.753
8.2606     9.5497     8.9774
8.1695     9.4911     9.1339
8.0832     9.4532     9.2854
8.0029     9.4549     9.4689
7.8287     9.4316     9.6632
7.696      9.3923     9.8978
7.6042     9.3749     10.0382
7.5485     9.3607     10.2469
7.5127     9.1706     10.433
7.5303     8.9697     10.667
7.6642     8.7127     10.7308
7.9091     8.5827     10.8104
8.0721     8.449      10.816
8.2073     8.2419     10.8216
8.3454     8.163      10.8744
8.4402     8.0061     10.8875
8.5361     7.7938     10.9579
8.6093     7.6356     10.9947
8.6674     7.5269     11.0646
8.7662     7.3141     11.0881
8.898      7.1598     11.0301
9.0298     7.0325     10.9897
9.1958     6.9309     10.9314
9.3748     6.8101     10.8443
9.5341     6.6697     10.7931
9.6484     6.551      10.7965
9.7969     6.3464     10.7881
9.9284     6.2233     10.7935
10.0407    6.0338     10.804
10.2185    5.814      10.7397
10.3926    5.6773     10.6119
10.6327    5.6518     10.2951
10.7143    5.7568     10.004
10.7212    5.8538     9.7148
10.6646    5.9141     9.3731
10.6516    6.0304     9.1408
10.7425    6.1502     8.8516
10.7962    6.1859     8.5808
10.8766    6.1702     8.2713
10.9964    6.1552     8.0535
11.0592    6.1253     7.9327
11.2153    6.0866     7.7528
11.404     6.0477     7.5948
11.4937    6.0253     7.4924
11.6432    6.0555     7.3651
11.7324    6.0765     7.2207
11.8648    6.1389     7.1204
11.911     6.1557     7.0153

















































































































































9.9978     13.4832    14.6611    SUPORB
10.0468    13.4956    14.9639
10.0332    13.4278    15.1538
10.0621    13.3126    15.4132
10.0947    13.1749    15.6779
10.1385    12.9817    15.8674
10.2098    12.789     16.071
10.3572    12.5688    16.2855
10.46      12.4212    16.4222
10.6288    12.2228    16.6039
10.78      12.1104    16.7333
10.9857    12.0188    16.8367
11.235     11.9212    16.9877
11.5009    11.7451    17.1273
11.675     11.6083    17.1959
11.8315    11.3065    17.2705
11.8214    11.1096    17.2489
11.8355    10.8812    17.2403
11.8849    10.7615    17.2322
11.8023    10.4898    17.1806
11.768     10.3279    17.1563
11.6975    10.1401    17.1017
11.608     9.9994     17.047
11.5344    9.8241     17.0096
11.4816    9.6099     16.9702
11.6917    9.593      17.0118
11.887     9.6117     17.0727
12.0157    9.5899     17.1107
12.1928    9.5636     17.1457
12.3748    9.5572     17.1915
12.5248    9.5101     17.2112
12.6976    9.5159     17.2294
12.8667    9.4994     17.2332
13.0266    9.4662     17.2585
13.2415    9.4588     17.2693
13.3624    9.3286     17.2282
13.4876    9.1403     17.1988
13.5512    9.0155     17.1582
13.669     8.887      17.086
13.738     8.715      16.9665
13.7557    8.5729     16.8849
13.7262    8.3749     16.8036
13.8127    8.2087     16.6969
13.9601    8.088      16.576
14.1346    8.0261     16.4696
14.3507    7.9232     16.3462
14.5162    7.762      16.2095
14.6752    7.593      16.0027
14.7891    7.5052     15.8256
14.8734    7.4007     15.6373
14.9988    7.3205     15.4239
15.0564    7.2499     15.2437
15.0753    7.1657     15.0404
15.0825    7.1514     14.892


















































































































































9.8616     11.0204    13.4397    RORBIT
9.7031     11.2958    13.5843
9.6684     11.4814    13.6247
9.6513     11.632     13.6895
9.618      11.8527    13.7918
9.5912     11.9568    13.8777
9.6422     12.111     13.9624
9.6754     12.2654    14.1188
9.6909     12.451     14.2889
9.6576     12.5317    14.3988
9.7164     12.623     14.5993
9.7324     12.6933    14.8065
9.6609     12.6582    15.0183
9.6584     12.5393    15.2362
9.6054     12.3546    15.4635
9.6332     12.1997    15.6988
9.6702     12.0239    15.788
9.6669     11.8101    16.0153
9.7275     11.5912    16.057
9.8349     11.4865    15.9623
9.8968     11.2223    16.0337
9.9679     11.0984    16.0105
10.0946    10.8602    16.0499
10.1951    10.8111    16.0427
10.3577    10.6588    16.0913
10.4611    10.5356    16.1048
10.5398    10.3589    16.1944
10.6817    10.1542    16.1954
10.7958    9.9644     15.9631
10.8087    9.8482     15.7263
10.8661    9.8575     15.5126
10.8945    9.8091     15.2789
10.9162    9.7966     15.1465
10.907     9.7435     14.9779
10.8637    9.7212     14.7941
10.8018    9.6781     14.6494
10.7501    9.772      14.4701



































































































































































12.6758    7.6646     13.4661    LORBIT
12.8238    7.4775     13.517
12.9146    7.3606     13.5931
13.0696    7.1927     13.656
13.1652    7.0955     13.7025
13.3175    7.026      13.7739
13.4345    7.0426     13.8773
13.5793    7.0554     13.9989
13.7148    7.0257     14.1338
13.8328    7.0325     14.2884
13.9267    7.0717     14.4276
13.9885    7.094      14.5684
14.0392    7.0955     14.7024
14.082     7.1848     14.8734
14.0401    7.1434     15.0882
13.9107    7.1337     15.2933
13.7743    7.1489     15.5602
13.6102    7.2155     15.7324
13.4579    7.2781     15.8179
13.2578    7.322      15.9497
13.0946    7.4782     15.9651
12.9157    7.5602     15.9864
12.7652    7.6981     16.0155
12.6483    7.8471     16.0064
12.5527    7.9742     15.9998
12.4558    8.0994     15.9818
12.3786    8.1874     16.0471
12.2122    8.349      16.0878
12.0506    8.5088     16.1355
11.9133    8.6863     16.1967
11.8169    8.824      16.1027
11.8036    8.8844     15.9559
11.8276    8.9331     15.8013
11.7405    8.9617     15.6454
11.6806    8.9585     15.5274
11.631     8.952      15.3775
11.5723    8.9918     15.2237
11.529     8.9856     15.0615
11.4718    8.9834     14.9533
11.4744    8.9459     14.8207
11.4814    8.8849     14.6128































































































































































9.8983     13.5046    14.6558    RTEMFOS
9.8214     13.4818    14.4118
9.7397     13.4733    14.1897
9.6444     13.4444    13.9975
9.5501     13.4126    13.7789
9.5215     13.4103    13.5689
9.4941     13.3811    13.3811
9.3963     13.3369    13.1154
9.3004     13.3007    12.9038
9.2403     13.2728    12.7745
9.2142     13.2639    12.5879
9.1127     13.249     12.4429
9.0919     13.2209    12.2126
9.0632     13.2149    11.9811
8.9943     13.2223    11.8727
