UWMA       ZA 185     Phu75stv
20.6269    19.8518    10.8375    IN
17.4364    17.4969    15.37      BR
12.4638    13.2737    14.7292    GL
12.4151    13.2566    14.416     NA
9.6514     10.7326    9.8838     RH
8.1769     9.1886     7.3037     NS
7.9551     8.9074     6.0858     PR
7.4103     9.6621     6.1499     R_PR2
10.414     12.0874    10.7804    R_PMS
10.536     15.7839    9.4034     R_ZMI
11.4698    14.8289    11.9789    R_ZMU
12.2903    13.5366    13.2657    R_DA
11.4505    14.7513    14.4572    R_MTI
12.3238    15.0063    15.3696    R_MTS
10.9795    16.4046    13.1564    R_FMO
11.402     17.1411    13.208     R_FMT
14.5093    20.3906    10.0319    R_PO
11.2481    17.7309    9.898      R_ZTS
8.7717     8.4199     6.208      L_PR2
11.0985    11.3496    10.7517    L_PMS
15.0101    10.8298    9.6092     L_ZMI
13.9287    11.8197    11.9876    L_ZMU
12.7696    13.1072    13.3974    L_DA
14.0006    11.9779    14.4796    L_MTI
14.3633    12.5537    15.2394    L_MTS
15.5048    11.4286    13.1348    L_FMO
16.4365    11.8517    13.1851    L_FMT
20.114     14.334     10.5256    L_PO
16.8665    11.2084    10.2162    L_ZTS
8.1526     8.2904     5.8489     O1
12.1415    16.887     14.5142    O2
18.0384    11.667     10.2418    O3
21.2049    18.6323    10.921     O4







































































































































































12.4139    13.2673    14.6974    GLRH
12.4201    13.2529    14.5423
12.4133    13.2417    14.3951
12.3824    13.2879    14.132
12.3817    13.2852    13.9937
12.4142    13.2878    13.8305
12.4044    13.286     13.6803
12.3973    13.2825    13.5064
12.3813    13.2443    13.3733
12.3512    13.2005    13.2364
12.3117    13.1395    13.0934
12.2512    13.096     12.936
12.176     13.0067    12.7711
12.1141    12.9481    12.6616
12.0379    12.861     12.5496
11.9498    12.7761    12.4263
11.8634    12.7021    12.311
11.7802    12.6543    12.2207
11.7107    12.5785    12.1465
11.616     12.4879    12.0456
11.5345    12.4313    11.9709
11.4364    12.3482    11.8354
11.3492    12.2436    11.7219
11.2796    12.1969    11.6538
11.1692    12.1003    11.5344
11.0187    11.9953    11.3812
10.9276    11.8979    11.2969
10.8158    11.7773    11.1828
10.7407    11.7113    11.0935
10.5824    11.5973    10.9514
10.489     11.5209    10.8732
10.3281    11.4523    10.7258
10.2442    11.3728    10.6456
10.1429    11.2922    10.5361
10.0733    11.1517    10.4024
9.9831     10.9989    10.2902
9.8677     10.9222    10.1794
9.7827     10.8658    10.0927
9.7039     10.8017    10.0201
9.6713     10.7839    9.9734
9.645      10.729     9.9054































































































































































9.6664     10.7007    9.9341     NOSE
9.495      10.9413    9.9071
9.172      11.0489    9.6948
8.947      10.9599    9.4217
8.7452     10.871     9.1474
8.564      10.7979    8.9188
8.4592     10.7191    8.7366
8.324      10.6618    8.5613
8.195      10.5641    8.3822
8.1109     10.4358    8.2193
8.0429     10.3131    8.0579
8.044      10.1293    7.8819
7.9603     9.9672     7.7251
7.8756     9.7797     7.635
7.8195     9.636      7.5605
7.8698     9.5162     7.5026
8.0222     9.3582     7.386
8.1476     9.2868     7.3393
8.2074     9.2184     7.3204
8.2623     9.0682     7.3587
8.3681     8.9505     7.4618
8.4491     8.8081     7.5366
8.6386     8.7722     7.6336
8.8133     8.7609     7.7355
9.0064     8.8542     7.8626
9.0935     8.9015     7.9834
9.2331     8.9684     8.1645
9.4385     9.0576     8.3969
9.4428     9.2121     8.4905
9.5474     9.3856     8.6929
9.6064     9.5097     8.8517
9.6854     9.6334     9.0357
9.7788     9.7381     9.1989
9.8328     9.8712     9.3309
9.867      9.9507     9.4305
9.8911     10.0679    9.4972
9.9266     10.1412    9.596
9.982      10.2565    9.7068
9.9547     10.3354    9.834
9.9316     10.4571    9.8611
9.7927     10.6102    9.902
9.6527     10.7183    9.8799






























































































































































8.2019     9.2254     7.3323     NASP-PR
8.088      9.1454     7.2339
7.9984     9.037      7.0807
7.9394     8.9673     6.8787
7.9325     8.9332     6.7608
7.9184     8.9199     6.6291
