UCB LHES   112        Tg4stv
3.41676    3.54884    7.34852
3.34351    3.47088    7.24342
3.27034    3.39016    7.10001
3.22684    3.32289    6.91965
3.18894    3.2767     6.7215
3.15946    3.21528    6.53104
3.1438     3.17672    6.31635
3.12518    3.17932    6.14825
3.1421     3.18678    5.92651
3.13577    3.19808    5.69205
3.18323    3.19711    5.52352
3.24385    3.23903    5.38089



























































































































































































5.44345    6.42273    10.15179   R-PM/MAX
5.3208     6.35432    10.01031
5.2282     6.2925     9.87231
5.11528    6.20502    9.74207
5.00206    6.1168     9.58852
4.87177    6.05556    9.47729
4.79303    6.01152    9.37021
4.72124    5.93966    9.31856
4.63404    5.89457    9.21208
4.54789    5.85172    9.14292
4.3992     5.76806    8.95388
4.29044    5.72175    8.8529
4.17716    5.6491     8.74645
4.08178    5.60854    8.63855
3.94072    5.50201    8.50881
3.88706    5.42401    8.40034
3.77439    5.35784    8.32354
3.73256    5.26607    8.24995
3.63331    5.22737    8.14831
3.51381    5.30909    8.11106
3.48002    5.36626    8.00509
3.38601    5.36957    7.883
3.30284    5.33118    7.7454
3.1268     5.26767    7.53007
3.02675    5.22344    7.44346
2.95531    5.15644    7.39131
2.81781    5.09985    7.20438
2.6766     5.0966     7.01512
2.58168    5.03942    6.85941
2.49611    5.02974    6.70633
2.45029    4.98652    6.56329
2.43556    4.86132    6.44005
2.43757    4.85295    6.27865
2.44905    4.83349    6.13168
2.55749    4.69841    6.01568
2.66441    4.61276    5.91545
2.73328    4.57808    5.79764



































































































































































5.56505    5.29708    9.39068    L-PM/MAX
5.55116    5.17827    9.27982
5.49603    5.05673    9.15624
5.49049    4.95995    9.06622
5.42996    4.83645    8.96132
5.35649    4.74185    8.84348
5.2645     4.61783    8.71564
5.21344    4.50901    8.63256
5.17487    4.44342    8.48473
5.12014    4.36834    8.42437
5.0533     4.28007    8.35298
4.98628    4.15051    8.32503
4.99547    4.02378    8.29125
5.15552    4.04032    8.23367
5.21271    3.99312    8.15343
5.21926    3.90631    8.08892
5.19986    3.85293    8.0067
5.15303    3.75627    7.89419
5.14746    3.68073    7.83079
5.11149    3.5972     7.74292
5.09135    3.50143    7.65158
5.09523    3.37959    7.54593
5.07749    3.18541    7.38302
5.0973     3.03327    7.21703
5.01771    2.91657    7.02763
4.93813    2.83439    6.81207
4.95091    2.7826     6.62028
4.90015    2.7796     6.47983
4.82835    2.80208    6.28716
4.82594    2.83249    6.18457
4.77865    2.83193    6.09638
4.78049    2.84759    6.01284
4.7124     2.92657    5.88849







































































































































































4.14603    7.79302    6.14253    ROSTRUM
4.06799    7.75927    6.30875
4.03972    7.71853    6.4665
4.0475     7.68768    6.60346
4.0943     7.60205    6.77608
4.17013    7.46684    6.92555
4.21031    7.34042    7.04876
4.28847    7.21273    7.19693
4.35778    7.15042    7.32056
4.42929    7.099      7.43685
4.47546    7.06494    7.55093
4.49746    7.00116    7.67751
4.53041    6.94639    7.84644
4.53801    6.89072    7.966
4.57211    6.86815    8.07886
4.5667     6.82347    8.20268
4.57779    6.76715    8.30609
4.56885    6.71666    8.45483
4.53977    6.64417    8.60462
4.54004    6.60413    8.69499
4.58395    6.60197    8.82265
4.57737    6.5398     8.90039
4.60966    6.50018    9.01271
4.63606    6.46036    9.11105
4.71704    6.32744    9.34291
4.79811    6.22292    9.4684
4.85823    6.1233     9.50177
5.00665    6.13392    9.60995
5.08729    5.93975    9.6401
5.21058    5.82965    9.62775
5.37692    5.70322    9.6722
5.50467    5.59378    9.66409
5.64121    5.52857    9.60205
5.77036    5.42108    9.536
6.01254    5.32064    9.39821
6.15664    5.28629    9.2667
6.28228    5.26981    9.07004
6.36746    5.24389    8.92504
6.43279    5.21351    8.68101
6.50916    5.21264    8.50697
6.60498    5.18106    8.33942
6.65313    5.16495    8.1825
6.77013    5.1705     8.04539
6.86132    5.12543    7.84833
6.98084    5.10973    7.71564
7.03417    5.05963    7.60391
7.15965    5.01243    7.49387
7.2319     4.9671     7.43421
7.29595    4.89797    7.3431
7.42025    4.84139    7.23971
7.49769    4.7944     7.14807
7.56409    4.78851    7.11035
7.65574    4.76536    7.04697
7.68415    4.71611    6.87206
7.71026    4.72933    6.72354
7.77419    4.78047    6.56371
















































































































































4.26735    9.99228    13.49066   SUPORB
4.20003    9.86447    13.68075
4.23793    9.71011    13.82992
4.29948    9.58101    13.95455
4.34278    9.38916    14.02847
4.36841    9.20941    14.07769
4.4378     9.11452    14.13034
4.51434    8.97906    14.1902
4.58572    8.78988    14.25975
4.61675    8.65296    14.26767
4.66174    8.41841    14.32539
4.67425    8.21165    14.34104
4.67767    8.07744    14.33023
4.70857    7.90129    14.35571
4.72441    7.87675    14.35127
4.84519    7.67615    14.3511
4.93402    7.50501    14.35361
5.04217    7.26371    14.35286
5.18923    7.08829    14.33885
5.24143    7.01203    14.33069
5.32802    6.90234    14.31573
5.48885    6.75635    14.3163
5.6123     6.66277    14.32211
5.75638    6.5212     14.3108
5.84536    6.48598    14.33275
5.95334    6.39614    14.35043
6.02793    6.36218    14.38793
6.16035    6.29648    14.42146
6.27203    6.20803    14.44582
6.39284    6.13548    14.48457
6.4969     6.08514    14.49792
6.62571    6.02358    14.52407
6.7788     5.97609    14.55116
6.91494    5.94864    14.55675
7.12445    5.85548    14.5528
7.28961    5.81423    14.55617
7.43133    5.72024    14.57292
7.67024    5.66921    14.57716
7.83134    5.60621    14.56962
8.01565    5.62523    14.55131
8.20179    5.66356    14.56161
8.37969    5.70316    14.54164
8.55228    5.69701    14.52557
8.67471    5.73702    14.53257
8.81666    5.69262    14.48446
8.95878    5.67717    14.46942
9.14316    5.64975    14.39296
9.2861     5.63203    14.34405
9.47967    5.54281    14.12571
9.54618    5.54608    14.03409
9.57304    5.52379    13.92787
9.61508    5.53464    13.81675
9.65044    5.536      13.75733



















































































































































5.00678    8.32319    11.70904   RORBIT
4.88851    8.50235    11.69461
4.84456    8.62833    11.71379
4.79107    8.75365    11.72732
4.73494    8.82994    11.7614
4.67715    8.95213    11.80385
4.59284    9.08503    11.89676
4.54251    9.16683    11.96595
4.53298    9.24001    12.05326
4.48681    9.34622    12.19079
4.49841    9.37181    12.30417
4.44128    9.43959    12.5011
4.43324    9.46104    12.56838
4.34177    9.49544    12.66957
4.32122    9.52542    12.88565
4.30754    9.42874    13.08737
4.22828    9.25552    13.22537
4.14964    9.07807    13.33042
4.06693    8.89015    13.40029
4.09006    8.69863    13.41223
4.11446    8.48838    13.46719
4.15551    8.28053    13.4726
4.22985    8.08839    13.47918
4.30607    7.96299    13.44624
4.39399    7.84207    13.43338
4.50545    7.68225    13.41493
4.609      7.67533    13.38534
4.71887    7.53621    13.37456
4.87811    7.20753    13.58415
5.07688    7.04567    13.67562
5.20652    6.9922     13.65189
5.31975    6.98771    13.59946
5.45895    6.85379    13.53648
5.53428    6.87578    13.45882
5.63919    6.85492    13.23241
5.75404    6.99695    13.08245
5.8343     7.1134     12.98468



































































































































































7.85908    5.74939    11.93788   LORBIT
8.05405    5.67782    11.94547
8.19627    5.63759    11.98785
8.33659    5.58221    11.99689
8.47271    5.53688    12.03187
8.61868    5.52012    12.10875
8.71583    5.48396    12.19336
8.81515    5.46093    12.27008
8.88735    5.45759    12.34256
8.96006    5.45349    12.45496
9.03371    5.45306    12.56115
9.03727    5.45732    12.68438
9.06744    5.45705    12.84183
9.07893    5.44175    13.00832
9.09925    5.44264    13.08119
9.09711    5.41228    13.20351
9.10199    5.39531    13.28733
9.03342    5.41382    13.45286
8.92127    5.38354    13.55541
8.77974    5.33086    13.63191
8.63934    5.23706    13.73708
8.46687    5.19114    13.75237
8.31945    5.16782    13.78088
8.17503    5.1088     13.80222
8.01851    5.10262    13.79796
7.88557    5.10622    13.78114
7.74567    5.09805    13.77617
7.59829    5.12314    13.75874
7.3854     5.19203    13.75287
7.21757    5.32049    13.69199
7.00699    5.44131    13.69624
6.87675    5.60561    13.72215
6.64321    5.78784    13.82761
6.51477    5.91524    13.79386
6.42194    6.07905    13.74811
6.34455    6.15574    13.70687
6.38876    6.30714    13.57695
6.43405    6.41726    13.41551
6.47309    6.53225    13.19093
6.49658    6.62692    13.04175
































































































































































4.26851    10.08363   13.4052    RTEMFOS
4.22682    10.16362   13.26198
4.19544    10.23097   13.11329
4.17441    10.25778   12.92564
4.14318    10.29566   12.79173
4.09611    10.43521   12.68563
4.11835    10.53577   12.4796
4.05437    10.53475   12.3831
4.02609    10.58743   12.20094
4.01963    10.60992   12.09341
4.0005     10.66173   11.92488
3.94893    10.63873   11.81163
3.98164    10.72756   11.61484
3.98266    10.75559   11.40003
3.97467    10.77124   11.20482
3.92699    10.76386   11.10682
3.90693    10.79902   10.9391
3.9166     10.87896   10.75159
3.83706    11.07103   10.60544
3.77317    11.29997   10.43433
3.78656    11.46776   10.39858
3.79392    11.57415   10.3578
3.79637    11.72375   10.30948
3.80687    11.79252   10.30719
3.85118    11.95015   10.31277















































































































































































9.58313    5.62002    13.75587   LTEMFOS
9.67272    5.55408    13.64594
9.73692    5.58985    13.507
9.81398    5.51171    13.36253
9.82273    5.46521    13.26984
9.89352    5.47457    13.15501
9.94861    5.36794    13.00733
10.00509   5.35486    12.86707
10.0907    5.38598    12.6776
10.13363   5.30841    12.59238
10.20151   5.32418    12.45508
10.22946   5.30934    12.35779
10.2563    5.31009    12.22867
10.29543   5.21852    12.00003
10.35131   5.23532    11.88187
10.39583   5.22795    11.72923
10.36212   5.17772    11.59151
10.37382   5.15334    11.49381
10.46158   5.14182    11.28678
10.52025   5.08643    11.12859
10.69109   5.10558    10.96584
10.8631    5.07477    10.89966
11.06615   5.15243    10.80515
11.25671   5.16695    10.8055
11.42108   5.24083    10.79705
11.60901   5.30059    10.84015














































































































































































5.53389    4.94168    12.08831   OP
6.84184    6.36014    12.34398   BA
10.0511    10.02183   12.59959   ST
13.54731   14.08376   13.32938   IV
4.05249    9.18583    12.65865   R_PG
4.30491    11.70555   11.92365   R_ZTI
9.11581    12.10246   14.40369   R_M3D
10.48071   14.10255   14.19888   R_M12
12.01529   15.39552   14.20879   R_MP3
13.53462   15.75963   13.90914   R_PMI
9.97092    3.95622    12.37492   L_PG
12.47715   4.57502    11.39624   L_ZTI
12.39116   9.34267    14.17521   L_M3D
14.03084   11.09188   14.03302   L_M12
15.14586   12.89795   14.05852   L_MP3
15.36647   14.35894   13.79587   L_PMI
14.01337   16.07871   12.80113   O1
7.93511    11.52874   6.6422     O2
11.88929   4.077      10.92146   O3
5.50762    2.78348    9.47753    O4




















































































































































































7.67819    13.38119   11.95981   RZYGINF
7.49669    13.30626   11.88988
7.36917    13.31388   11.82515
7.24851    13.34385   11.76892
7.02324    13.34288   11.75651
6.86733    13.35203   11.77727
6.65754    13.39127   11.81432
6.47522    13.32629   11.86468
6.318      13.28077   11.82903
6.17183    13.14979   11.86383
5.99804    13.08217   11.86513
5.84901    13.02331   11.85443
5.64995    12.92679   11.86641
5.46066    12.88219   11.87954
5.23936    12.83746   11.87336
5.09351    12.65923   11.86152
4.92507    12.48769   11.88243
4.81172    12.33278   11.91227
4.70161    12.25632   11.93824
4.59603    12.11094   11.95826
4.47458    11.96891   11.97214
4.34701    11.81782   11.97428
4.26252    11.69036   11.9354
4.21271    11.58822   11.94211
















































































































































































13.57155   8.39407    11.79869   LZYGINF
13.53737   8.24697    11.78469
13.52836   8.15055    11.76748
13.52965   8.00635    11.68675
13.57471   7.91765    11.59831
13.66998   7.73211    11.51777
13.65202   7.54844    11.5255
13.6751    7.4537     11.52673
13.70911   7.31285    11.55384
13.70039   7.24122    11.56548
13.65175   7.16715    11.56714
13.64178   6.94168    11.5707
13.59987   6.78198    11.57539
13.53213   6.67763    11.58471
13.52116   6.53073    11.54005
13.47587   6.33199    11.54185
13.42494   6.15958    11.5286
13.36024   6.05171    11.54903
13.35748   5.90034    11.55976
13.32554   5.75133    11.55385
13.25964   5.61725    11.53824
13.12754   5.43411    11.49431
13.03742   5.33121    11.48877
12.92981   5.19276    11.47531
12.85832   5.09127    11.47857
12.75808   5.00845    11.50378
12.67245   4.86325    11.48743
12.58474   4.73343    11.46413
12.44825   4.58845    11.46115











































































































































































9.06422    12.16672   14.30237   R-ALV
9.10057    12.36611   14.32295
9.18551    12.53415   14.32302
9.29739    12.73977   14.31444
9.40299    12.95575   14.25016
9.51885    13.07213   14.32117
9.62597    13.18236   14.29942
9.81532    13.39531   14.27181
9.91185    13.59126   14.12907
10.07601   13.78132   14.05187
10.16753   13.8939    14.06543
10.32527   14.04945   14.0543
10.52805   14.22223   14.13243
10.76085   14.43874   14.21928
10.82331   14.50322   14.21979
10.92713   14.63405   14.15088
11.09106   14.77098   14.11037
11.27605   14.86369   14.14411
11.36656   14.88509   14.22324
11.50711   15.00133   14.21694
11.67237   15.13723   14.24389
11.83186   15.23999   14.27368
11.97763   15.34574   14.26927
12.08504   15.40614   14.22539
















































































































































































12.36802   9.34003    14.15739   L-ALV
12.53489   9.38357    14.09471
12.69401   9.46547    14.10563
12.83305   9.56833    14.05907
12.98398   9.70241    14.07454
13.14636   9.84193    14.03107
13.26974   9.98883    14.03405
13.36261   10.15022   14.00619
13.45873   10.24992   13.97908
13.57553   10.37161   13.96426
13.69317   10.52306   13.96004
13.74254   10.62591   13.92451
13.83753   10.71451   13.91744
13.92862   10.85668   13.86412
14.0566    11.02632   13.88946
14.13897   11.1786    13.89926
14.21295   11.29088   13.92155
14.3057    11.42518   13.89829
14.38602   11.5552    13.91046
14.46176   11.6767    13.92687
14.57273   11.88159   13.95297
14.66213   12.07333   13.95873
14.75854   12.23491   13.97675
14.85474   12.37293   14.01571
14.93936   12.52843   14.04286
15.03336   12.66571   14.04039
15.14797   12.835     14.02968
