UWMA       ZA 117     Phu63stv
9999       9999       9999       IN
9999       9999       9999       BR
11.2031    12.3145    14.692     GL
11.1653    12.2889    14.0027    NA
8.6617     9.3324     9.3999     RH
7.5164     7.7683     6.5822     NS
7.273      7.4766     5.366      PR
6.7103     8.1373     5.4957     R_PR2
9.0105     10.2778    10.2338    R_PMS
8.5405     14.5278    9.1737     R_ZMI
9.9166     13.3747    11.9911    R_ZMU
10.8989    12.4257    13.0616    R_DA
9.9622     13.7346    14.2855    R_MTI
10.6956    14.1855    15.3693    R_MTS
9.3079     14.8416    13.0396    R_FMO
9.2016     15.7261    12.895     R_FMT
11.5765    19.6939    10.3736    R_PO
8.6262     16.3318    10.1248    R_ZTS
8.084      7.0664     5.4649     L_PR2
9.8954     9.8941     10.3406    L_PMS
13.777     10.32      9.1605     L_ZMI
12.4991    11.1473    11.9119    L_ZMU
11.6047    12.1544    13.0575    L_DA
12.8707    11.3579    14.2414    L_MTI
13.1392    12.1732    15.3448    L_MTS
14.1517    10.9955    12.9492    L_FMO
15.0788    11.2865    13.0478    L_FMT
18.1755    14.5947    10.1842    L_PO
16.1082    11.0207    10.0725    L_ZTS
8.3038     7.3244     6.8247     O1
9.6043     15.6563    14.1026    O2
17.4391    11.8175    9.8369     O3
18.792     17.3239    10.5282    O4







































































































































































11.2026    12.3012    14.739     GLRH
11.2433    12.2425    14.4144
11.242     12.2443    14.1749
11.1958    12.2462    14.0085
11.1781    12.2337    13.8067
11.1761    12.2024    13.5707
11.176     12.1796    13.4018
11.1612    12.0576    13.1633
11.0817    12.0202    12.9981
10.9881    11.9584    12.8512
10.9077    11.8802    12.6806
10.8313    11.8052    12.5431
10.769     11.6848    12.3485
10.6593    11.55      12.1592
10.5807    11.4242    11.9656
10.4794    11.3153    11.8049
10.3863    11.1967    11.6634
10.2525    11.0661    11.5016
10.184     11.0185    11.3911
10.0998    10.8504    11.2637
9.984      10.7318    11.1124
9.8824     10.621     10.9758
9.7209     10.4377    10.7813
9.6072     10.3084    10.6127
9.4672     10.1011    10.4367
9.3499     9.9594     10.2841
9.2463     9.8379     10.1555
9.1395     9.6853     9.9704
9.0428     9.5988     9.8881
8.9941     9.558      9.7864
8.9368     9.4369     9.7027
8.8315     9.405      9.5907
8.6758     9.3344     9.3895







































































































































































8.7157     9.3288     9.3893     NOSE
8.5209     9.4609     9.377
8.3714     9.6457     9.2933
8.1939     9.6098     9.0978
8.0735     9.5461     8.8882
7.9108     9.464      8.6902
7.7849     9.3947     8.5247
7.5782     9.2936     8.376
7.5523     9.2081     8.2489
7.4679     9.1365     8.064
7.3393     8.9706     7.7608
7.2811     8.8351     7.5403
7.2359     8.6388     7.262
7.2535     8.427      7.1054
7.2527     8.2625     6.9785
7.256      8.1446     6.8282
7.3257     8.0359     6.7108
7.4995     7.8657     6.6585
7.6303     7.8161     6.6972
7.7466     7.725      6.7066
7.8754     7.5517     6.7918
7.9983     7.519      6.9282
