AMNH       169432     Phu1cms2









































































32.1481    -12.9878   6.1147     NASP-PR
32.291     -12.987    5.9444
32.4024    -12.9468   5.7773
32.5179    -12.888    5.5053
32.534     -12.9193   5.2428
32.5245    -12.8778   5.0081
32.5123    -12.8773   4.8602
32.5062    -12.8795   4.5455
32.3938    -12.9118   4.3469































































































































































































28.7698    -14.0407   10.0593    R-PM/MAX
28.953     -14.0726   9.8807
29.2071    -14.1665   9.5234
29.4466    -14.2345   9.2577
29.7046    -14.3208   8.9479
29.8526    -14.3842   8.7644
29.9284    -14.4093   8.6293
30.0317    -14.4631   8.4492
30.1641    -14.4938   8.1287
30.307     -14.5477   7.8751
30.4079    -14.6206   7.5246
30.5436    -14.6529   7.1431
30.645     -14.71     6.8396
30.6871    -14.7552   6.6667
30.808     -14.8432   6.3219
30.8623    -14.9789   6.0942
30.8723    -15.0591   5.8148
30.8294    -15.0319   5.6088
30.8348    -14.9753   5.4722
30.8079    -14.8722   5.2713
30.7831    -14.7197   5.1661



















































































































































































28.9522    -12.0479   10.0491    L-PM/MAX
29.1152    -11.9868   9.7709
29.2743    -11.9099   9.5785
29.3892    -11.8345   9.4051
29.5191    -11.7837   9.2461
29.6774    -11.7024   9.0815
29.802     -11.612    8.9115
29.9269    -11.539    8.7164
30.0421    -11.4909   8.5589
30.157     -11.4491   8.3458
30.238     -11.4149   8.1979
30.338     -11.3848   7.9988
30.4339    -11.3559   7.7809
30.5235    -11.3372   7.5787
30.6007    -11.2896   7.3479
30.6784    -11.251    7.1389
30.7813    -11.2143   6.9208
30.9042    -11.1665   6.6183
30.9759    -11.0643   6.4373
31.0408    -10.9583   6.1593
30.9645    -10.822    5.9048
30.9606    -10.909    5.7583
30.8945    -11.0873   5.5376

















































































































































































26.3402    -15.8238   6.4852     ROSTRUM
26.4066    -15.8108   6.7574
26.5264    -15.7136   7.1948
26.6231    -15.5836   7.4908
26.6446    -15.4612   7.7365
26.7537    -15.3507   8.0288
26.8287    -15.3457   8.3154
26.9571    -15.4356   8.6631
27.1       -15.5478   8.9774
27.2119    -15.708    9.3499
27.3229    -15.8255   9.6717
27.4258    -15.9018   9.9151
27.6231    -15.7565   10.2357
27.7837    -15.6643   10.5011
27.8407    -15.3811   10.61
27.8357    -14.9612   10.6906
27.8064    -14.6467   10.5968
27.8584    -14.2738   10.7841
27.9665    -13.9194   10.9882
28.2252    -13.5715   11.2903
28.3184    -13.2504   11.4393
28.3435    -12.8977   11.4777
28.2679    -12.527    11.3866
28.0684    -12.2117   11.1384
27.9792    -11.9615   10.9404
27.9129    -11.7439   10.8297
27.8888    -11.4492   10.7353
27.8612    -11.2098   10.7042
27.9293    -10.8667   10.7395
27.9073    -10.4717   10.6448
27.7633    -10.2296   10.367
27.5852    -10.1064   9.9364
27.5011    -10.1527   9.6771
27.4248    -10.3211   9.4016
27.3479    -10.4343   9.1545
27.2568    -10.5024   8.9322
27.1797    -10.5864   8.6321
27.1027    -10.6278   8.4553
27.0136    -10.6082   8.1642
26.9304    -10.5445   7.9118
26.8352    -10.4117   7.7291
26.7134    -10.2324   7.512
26.6546    -10.0975   7.3143
26.6011    -9.9707    7.1094
26.5117    -9.9244    6.8512
26.4515    -9.9083    6.6123
26.4246    -9.925     6.4631

























































































































































23.0501    -17.8125   14.8372    SUPORB
22.9826    -17.7897   15.0426
23.0074    -17.7187   15.3583
23.0419    -17.5942   15.7319
23.1088    -17.4552   16.0713
23.2142    -17.157    16.5056
23.2972    -16.8482   16.7724
23.3455    -16.5984   16.9578
23.4246    -16.3411   17.087
23.51      -15.9044   17.2538
23.572     -15.6004   17.3674
23.6549    -15.2712   17.4696
23.6907    -14.9852   17.5211
23.6642    -14.537    17.5783
23.7301    -14.2231   17.6051
23.7771    -13.7983   17.5702
23.7923    -13.4344   17.4932
23.8385    -13.087    17.4092
23.8619    -12.777    17.3991
23.8969    -12.3354   17.4977
23.8933    -11.9425   17.5428
23.8127    -11.6076   17.5697
23.8193    -11.3255   17.5523
23.7586    -10.913    17.5135
23.7379    -10.6081   17.4487
23.6847    -10.32     17.3774
23.5813    -9.9775    17.2643
23.4452    -9.563     17.0931
23.3611    -9.218     16.9185
23.2835    -9.0352    16.795
23.2062    -8.8271    16.6315
23.1389    -8.5949    16.321
23.0547    -8.4802    16.1207
23.0419    -8.4004    15.8962
22.9789    -8.3222    15.6324
22.937     -8.245     15.4121
22.867     -8.1546    15.207
22.9111    -8.1816    15.0713
22.9242    -8.1638    14.9249

































































































































































24.4876    -15.2884   13.8795    RORBIT
24.4362    -15.5265   13.8954
24.3822    -15.7849   13.9808
24.2947    -15.9917   14.0711
24.2196    -16.1345   14.1284
24.1897    -16.2293   14.1745
23.9906    -16.442    14.4069
23.8892    -16.4928   14.5404
23.8356    -16.5878   14.6578
23.7136    -16.6045   14.8507
23.7191    -16.6906   14.9694
23.7209    -16.7779   15.1275
23.7555    -16.8278   15.3114
23.8329    -16.7843   15.5139
23.9354    -16.6804   15.7245
24.0979    -16.5741   15.9474
24.1843    -16.3558   16.1067
24.3028    -16.1941   16.1973
24.4197    -15.9596   16.2912
24.529     -15.6551   16.3559
24.5936    -15.3219   16.3805
24.5859    -15.1346   16.3625
24.5995    -14.9047   16.2777
24.5055    -14.6695   16.2379
24.4179    -14.419    16.2468
24.4659    -13.7073   16.2132
24.4317    -13.6232   15.9047
24.4673    -13.5519   15.6655
24.4107    -13.5381   15.4099
24.5745    -13.4889   15.0917










































































































































































24.6366    -10.7313   13.8625    LORBIT
24.5511    -10.4447   13.9557
24.5083    -10.2811   13.9969
24.3587    -10.067    14.066
24.2961    -9.786     14.1741
24.1678    -9.5753    14.2966
24.1035    -9.5104    14.3572
23.9954    -9.3884    14.4881
23.8247    -9.3242    14.6936
23.7351    -9.1421    14.9908
23.6588    -9.1313    15.1423
23.6678    -9.0875    15.4162
23.778     -9.1298    15.6295
23.9148    -9.143     15.8375
24.086     -9.2534    16.0852
24.2042    -9.4109    16.2182
24.3206    -9.6362    16.3273
24.3684    -9.9637    16.3224
24.4583    -10.2007   16.328
24.5368    -10.4127   16.3476
24.6123    -10.6418   16.3984
24.5839    -10.9001   16.3184
24.527     -11.0524   16.2723
24.4179    -11.2479   16.2625
24.47      -11.3489   16.314
24.4411    -12.243    16.2277
24.3801    -12.2863   16.0362
24.4256    -12.3418   15.8847
24.4734    -12.399    15.7004
24.5677    -12.4826   15.4674
24.55      -12.4569   15.2856
24.5442    -12.4178   15.0565








































































































































































23.0069    -17.828    14.8419    RTEMFOS
23.0995    -17.8362   14.6639
23.1384    -17.8064   14.4036
23.2718    -17.8466   14.244
23.3836    -17.8697   14.0959
23.4416    -17.8515   13.8756
23.6014    -17.8488   13.6749
23.62      -17.8631   13.4276
23.751     -17.8889   13.162
23.7735    -17.8793   12.9396
23.8386    -17.9022   12.7657
23.9075    -17.9257   12.5968
23.9027    -17.957    12.4026
23.9921    -18.0276   12.1127
23.9807    -18.0898   11.8954
23.9218    -18.1319   11.63
23.8644    -18.1809   11.5165
23.8053    -18.241    11.4268
23.7503    -18.3022   11.3509
23.5747    -18.4342   11.2188
23.496     -18.4706   11.2354
23.2565    -18.5713   11.2085
23.1064    -18.6411   11.203
22.9837    -18.6217   11.2379
22.7937    -18.6331   11.2849
22.6681    -18.6217   11.3235
22.5168    -18.6286   11.3894
22.4581    -18.6158   11.4071












































































































































































22.9224    -8.1847    14.9357    LTEMFOS
23.0745    -8.1324    14.6741
23.1261    -8.0989    14.5022
23.2054    -8.0721    14.3071
23.315     -8.0645    14.0173
23.3885    -8.0674    13.8583
23.462     -8.0453    13.6591
23.5329    -8.0574    13.4597
23.5723    -8.0757    13.265
23.6402    -8.1073    12.9688
23.7238    -8.0762    12.8437
23.8081    -8.0359    12.6301
23.8221    -8.0621    12.4069
23.8766    -7.9736    12.1475
23.8848    -7.9393    11.9934
23.8463    -7.8926    11.7427
23.7545    -7.7718    11.4823
23.6112    -7.6944    11.3759
23.4429    -7.6119    11.3473
23.2706    -7.5308    11.3678
23.1437    -7.4422    11.4029
22.911     -7.3883    11.4482
22.7511    -7.3968    11.4945
22.6083    -7.3584    11.5091
















































































































































































32.9856    -12.7631   11.9141    OP
30.8841    -12.9697   12.0988    BA
24.3498    -13.2585   11.3111    ST
17.6784    -13.499    11.8773    IV
9999       9999       9999       R_PG
28.1582    -18.7789   10.0366    R_ZTI
23.8958    -15.7741   12.8986    R_M3D
21.0724    -16.207    12.8304    R_M12
18.3763    -15.9076   12.8826    R_MP3
16.5309    -15.2179   12.5922    R_PMI
30.6087    -8.729     11.8346    L_PG
27.7846    -7.3211    10.6219    L_ZTI
23.7473    -10.7448   13.2358    L_M3D
20.8877    -10.3922   13.0278    L_M12
18.2271    -10.8231   12.8862    L_MP3
16.3267    -11.7165   12.3389    L_PMI
17.4589    -10.7554   11.7545    O1
24.3479    -8.4782    9.2032     O2
31.6317    -8.7799    9.0493     O3
35.1634    -10.9998   9.816      O4




















































































































































































24.2406    -17.2041   10.3939    RZYGINF
24.2804    -17.3143   10.3205
24.5754    -17.5197   10.1511
24.7524    -17.6983   10.0405
25.0614    -17.9996   10.022
25.3734    -18.1715   10.0983
25.738     -18.2599   10.2434
26.0873    -18.2901   10.4038
26.4172    -18.3464   10.426
26.769     -18.4675   10.4188
27.1674    -18.5564   10.3949
27.516     -18.7099   10.3322
27.76      -18.8518   10.2133
27.9625    -18.8763   10.1091
28.1432    -18.8637   10.0356

























































































































































































24.1028    -9.2275    10.771     LZYGINF
24.1706    -9.0491    10.5952
24.3787    -8.7985    10.4288
24.622     -8.491     10.3937
24.8631    -8.2291    10.4493
25.0976    -8.0438    10.5596
25.4581    -7.9664    10.699
25.8385    -7.9831    10.8247
26.0898    -7.8242    10.8824
26.4893    -7.783     10.9419
26.772     -7.7007    10.9481
27.0584    -7.5977    10.8998
27.3394    -7.4347    10.8204
27.7205    -7.3689    10.7039


























































































































































































23.9978    -15.7186   12.8578    R-ALV
23.8171    -15.8768   12.7663
23.636     -16.0111   12.8284
23.371     -16.0955   12.8822
23.0936    -16.1858   12.8728
22.8194    -16.1947   12.9279
22.5431    -16.2376   12.8718
22.2895    -16.2547   12.8957
22.0217    -16.2737   12.9095
21.6181    -16.3221   12.8295
21.3303    -16.2651   12.8335
21.1029    -16.2454   12.8412
20.9412    -16.2216   12.8658
20.6892    -16.2314   12.8448
20.3816    -16.2001   12.8698
20.147     -16.1821   12.851
19.8664    -16.0607   12.8566
19.6937    -16.0104   12.8869
19.395     -16.0052   12.8432
19.0744    -16.0216   12.8726
18.7527    -16.0209   12.8536
18.4309    -16.0002   12.8476


















































































































































































23.7245    -10.7834   13.2644    L-ALV
23.5394    -10.6098   13.2417
23.2999    -10.5097   13.2147
23.0258    -10.4221   13.2008
22.7037    -10.3946   13.1774
22.4966    -10.389    13.1709
22.2839    -10.389    13.1749
22.0506    -10.3656   13.1923
21.8114    -10.3295   13.2104
21.4626    -10.3371   13.1731
21.1607    -10.4066   13.1155
20.9991    -10.4715   13.1188
20.82      -10.4813   13.155
20.5226    -10.5144   13.1505
20.2954    -10.5172   13.134
20.0159    -10.5482   13.1116
19.7631    -10.6754   13.0978
19.5724    -10.7328   13.0823
19.3353    -10.7851   13.0478
19.0965    -10.801    13.0332
18.8651    -10.8319   13.0254
18.701     -10.8367   12.9877
18.4899    -10.8495   12.9744
18.2521    -10.8858   12.9269
