AMNH       169432     Phu1cms2
12.9786    -12.9927   15.4746    IN
18.3543    -13.037    17.8019    BR
24.7538    -12.9482   16.7515    GL
24.816     -12.9594   16.1792    NA
29.7452    -13.0376   9.6185     RH
32.1655    -13.0024   6.0999     NS
32.2802    -12.8956   4.2815     PR
32.1339    -13.9977   4.3815     R_PR2
28.7798    -14.0388   10.0586    R_PMS
24.1694    -17.0436   9.6202     R_ZMI
24.5235    -15.3062   13.8646    R_ZMU
24.5638    -13.5068   15.08      R_DA
24.4774    -15.2289   16.3301    R_MTI
23.653     -15.198    17.518     R_MTS
23.6832    -16.7184   14.9919    R_FMO
23.0014    -17.8462   14.8435    R_FMT
16.5832    -17.4851   12.9699    R_PO
22.4044    -18.6187   11.4574    R_ZTS
32.1569    -11.796    4.4913     L_PR2
28.95      -12.068    10.0612    L_PMS
24.2798    -8.7663    10.0179    L_ZMI
24.6639    -10.7077   13.8701    L_ZMU
24.5332    -12.4666   15.0748    L_DA
24.4741    -10.3401   16.3649    L_MTI
23.7079    -10.4756   17.4181    L_MTS
23.7285    -9.0971    14.9762    L_FMO
23.0122    -8.1819    14.838     L_FMT
16.8749    -8.5456    12.926     L_PO
22.7504    -7.4769    11.4768    L_ZTS
30.0528    -10.2756   6.4624     O1
24.3837    -8.3045    11.2045    O2
17.5594    -8.9493    13.8431    O3
13.9397    -11.2907   14.0813    O4







































































































































































24.7242    -12.943    16.7624    GLRH
24.8023    -12.9458   16.4569
24.8301    -12.9347   16.1762
24.8587    -12.9173   15.6834
24.8646    -12.8759   15.2903
24.9548    -12.8856   14.8825
25.1479    -12.9129   14.5273
25.385     -12.9217   14.1796
25.6972    -12.8959   13.8857
26.0072    -12.9458   13.6281
26.2708    -12.9451   13.3712
26.5455    -12.9656   13.1431
26.8031    -13.0245   12.8703
27.0831    -12.9683   12.6126
27.3545    -13.0176   12.3281
27.6331    -13.0422   12.0771
28.0724    -13.0189   11.7128
28.2338    -12.9939   11.5617
28.4107    -12.9694   11.3728
28.5681    -12.992    11.2188
28.7751    -13.0247   11.0281
28.9534    -13.0113   10.8274
29.148     -13.0118   10.511
29.2857    -12.9842   10.2924
29.4291    -13.0019   10.1341
29.5804    -13.0278   9.9346
29.659     -13.0317   9.7781
29.7449    -13.0476   9.6718












































































































































































29.725     -13.0576   9.6646     NOSE
29.6555    -13.2632   9.673
29.6856    -13.5142   9.5254
29.6552    -13.6977   9.4028
29.6639    -13.8708   9.1693
29.7504    -13.9413   8.9973
29.9018    -14.0281   8.8336
30.0223    -14.0919   8.6257
30.1274    -14.1252   8.4147
30.2941    -14.204    8.1396
30.4636    -14.2477   7.8738
30.6644    -14.2646   7.5427
30.8158    -14.2805   7.3326
31.0255    -14.2439   7.1141
31.2908    -14.1457   6.9201
31.4768    -14.0132   6.7675
31.6515    -13.8644   6.6547
31.9682    -13.6945   6.5633
32.1488    -13.4922   6.4629
32.2796    -13.2993   6.2553
32.2429    -13.1429   6.0993
32.2066    -12.9669   6.0814
32.2768    -12.6888   6.2795
32.2112    -12.5143   6.4873
32.0431    -12.3312   6.6459
31.8177    -12.0579   6.7587
31.6053    -11.8994   6.8826
31.261     -11.7298   7.1511
31.1563    -11.6762   7.3428
30.8659    -11.652    7.6705
30.6739    -11.6683   7.8247
30.4962    -11.6768   8.0747
30.2654    -11.739    8.3876
30.1269    -11.8165   8.5348
29.9485    -11.9384   8.7185
29.8158    -11.9768   8.9264
29.7441    -12.1454   9.1111
29.6455    -12.3551   9.3491
29.6762    -12.493    9.5371
29.7166    -12.7423   9.6895
29.6978    -12.9151   9.6922






















































































