TMP        AZ 1012    Phu144sf
20.5462    6.4189     12.2798    IN
24.7768    6.4066     15.916     BR
31.8679    5.839      16.4684    GL
31.9426    5.7611     15.9086    NA
37.3046    5.0171     10.8906    RH
40.8933    4.795      7.9003     NS
41.5948    4.7624     6.7803     PR
41.284     3.687      6.7084     R_PR2
36.2533    4.4491     11.4006    R_PMS
32.3801    1.227      10.1344    R_ZMI
31.7107    3.6802     13.7151    R_ZMU
31.6828    5.2014     14.7581    R_DA
31.362     3.8355     16.0248    R_MTI
30.5495    3.9918     16.964     R_MTS
30.5675    2.1392     14.7423    R_FMO
29.866     1.51       14.4989    R_FMT
24.375     1.0916     10.9476    R_PO
30.1079    0.3723     11.3523    R_ZTS
41.3484    5.8969     6.7707     L_PR2
36.0792    5.7419     11.5749    L_PMS
32.7492    9.4925     9.8371     L_ZMI
31.9221    7.7189     13.5342    L_ZMU
31.7194    6.3426     14.7052    L_DA
31.6087    7.7706     15.7104    L_MTI
30.8636    7.5059     16.8425    L_MTS
30.9577    9.3345     14.1399    L_FMO
30.2477    10.0139    14.0212    L_FMT
24.7187    10.4921    10.3178    L_PO
30.518     10.7089    10.8736    L_ZTS
41.86      5.1486     7.0614     O1
29.4719    9.0863     15.7776    O2
27.091     -0.3118    10.8618    O3
20.7834    5.5045     12.144     O4







































































































































































31.882     5.8175     16.4098    GLRH
31.9008    5.8043     16.2528
31.919     5.7736     16.0451
31.9237    5.7689     15.9066
31.9646    5.7616     15.6472
31.9485    5.7533     15.2754
32.0117    5.7233     15.0224
32.115     5.6967     14.7699
32.322     5.6759     14.4922
32.4948    5.6457     14.2625
32.61      5.6352     14.1053
32.8204    5.59       13.9023
33.1556    5.5508     13.5893
33.3768    5.4971     13.4093
33.5595    5.453      13.2546
33.7726    5.4387     13.1166
33.9658    5.4228     12.9349
34.1779    5.3996     12.7836
34.4303    5.3887     12.6392
34.6988    5.337      12.47
35.0386    5.2834     12.264
35.3434    5.2314     12.0681
35.6044    5.2079     11.87
35.8866    5.1714     11.6918
36.1703    5.1366     11.5099
36.3733    5.1085     11.3945
36.67      5.0685     11.2158
36.8858    5.0686     11.1
37.0462    5.0678     11.0135
37.1921    5.0379     10.9383
37.2922    5.034      10.8895
37.293     5.0066     10.8654








































































































































































37.314     4.9732     10.8584    NOSE
37.3392    4.6482     10.8097
37.3882    4.3502     10.7289
37.6301    4.2049     10.5768
37.8357    4.1218     10.4066
38.0101    4.0431     10.2628
38.2093    3.9635     10.0665
38.4521    3.8357     9.9101
38.7349    3.7586     9.6918
38.9989    3.7252     9.4742
39.2765    3.6574     9.3107
39.5413    3.6723     9.113
39.8184    3.8066     8.8601
40.1444    3.8636     8.6808
40.4211    3.9329     8.5547
40.6663    4.0409     8.4258
40.7961    4.2101     8.309
40.8522    4.3973     8.2213
40.8891    4.5377     8.0486
40.8501    4.6368     7.9778
40.8622    4.7458     7.9116
40.9129    4.9328     7.9569
41.0361    5.0674     8.1057
40.9706    5.2615     8.243
40.7262    5.4066     8.4023
40.5293    5.5829     8.5346
40.257     5.7176     8.6679
40.1221    5.7937     8.7506
39.8589    5.8835     8.9246
39.6558    5.9588     9.0878
39.4511    5.9955     9.2287
39.1167    6.0079     9.4763
38.7685    6.0093     9.6803
38.5508    6.0318     9.8825
38.4301    6.0325     10.0534
38.1572    5.9351     10.1954
38.0072    5.8993     10.3654
37.8068    5.8107     10.4643
37.5937    5.7312     10.6315
37.4611    5.6933     10.6779
37.4157    5.5399     10.7454
37.3424    5.3731     10.8733
37.3024    5.0222     10.8802
37.2846    4.9321     10.8658




























































































































































40.9166    4.7703     7.8874     NASP-PR
41.1491    4.8051     7.7846
41.333     4.7213     7.572
41.4642    4.7251     7.2908
41.536     4.7113     7.104
41.5953    4.745      6.9658
41.625     4.7623     6.8151
41.5821    4.7097     6.6631
































































































































































































36.5094    4.3746     11.2659    R-PM/MAX
36.7369    4.3263     11.1777
36.8956    4.2849     11.0547
37.1737    4.1744     10.9099
37.2909    4.1403     10.8076
37.5491    4.0417     10.7166
37.7778    3.9595     10.5742
38.0306    3.8552     10.3924
38.2872    3.8045     10.1739
38.5318    3.6744     9.9098
38.6532    3.6446     9.769
38.8488    3.5479     9.605
38.9972    3.4312     9.3981
39.1637    3.3901     9.1899
39.2713    3.3103     9.0744
39.3675    3.2546     8.9269
39.5812    3.161      8.6624
39.6454    3.0546     8.3975
39.7041    2.9463     8.1609
39.8316    2.8381     7.946
39.9789    2.7401     7.6317
40.01      2.6638     7.2982
40.0819    2.6868     7.154
40.0816    2.8379     6.8898
40.0091    2.9846     6.7069















































































































































































36.072     5.7498     11.5744    L-PM/MAX
36.3657    5.764      11.4108
36.5602    5.7535     11.3198
36.8216    5.8462     11.1836
37.0268    5.852      11.0544
37.2675    5.933      10.929
37.5057    6.0124     10.8035
37.5593    6.0792     10.7743
37.7936    6.1849     10.6323
38.0442    6.203      10.4463
38.2439    6.2057     10.3103
38.4372    6.3154     10.1229
38.5954    6.34       9.9449
38.9157    6.4097     9.6502
39.1377    6.441      9.3879
39.3402    6.4748     9.1983
39.5644    6.5101     8.9003
39.7574    6.5502     8.6468
39.8325    6.7311     8.3954
