AMNH       119761     laj3ms8.xls
9.1712     10.4465    -9.6447
9.1284     10.6888    -9.7312
9.0885     10.9585    -9.9936
9.1189     11.0882    -10.3708
9.2055     11.0835    -10.6989
9.304      10.9866    -11.0387
9.4478     10.8056    -11.3062
9.5631     10.5325    -11.5315
9.8251     10.3166    -11.4944
10.0983    10.0841    -11.5464
10.3491    9.9055     -11.5741
10.5387    9.711      -11.5264
10.6671    9.5547     -11.4303
10.7816    9.4473     -11.2608
10.9032    9.4024     -10.9742
10.9784    9.3318     -10.7713
10.9797    9.2786     -10.6339




















































































































































































14.6968    8.7812     -10.4022   RTEMFOS
14.672     8.7        -10.2649
14.6553    8.5315     -10.0126
14.5465    8.3703     -9.7618
14.4049    8.1626     -9.4881
14.3535    7.9231     -9.2703
14.3653    7.752      -9.0301
14.4927    7.7403     -8.7998
14.6087    7.7505     -8.6523
14.8269    7.9294     -8.5325
15.0352    8.1531     -8.528
15.2054    8.2149     -8.5468
15.3173    8.3738     -8.5997



























































































































































































8.9246     11.7165    -10.0052   LTEMFOS
8.9358     11.5577    -9.8582
8.85       11.4582    -9.5845
8.8371     11.3625    -9.444
8.7866     11.1472    -9.2038
8.6787     10.8034    -8.8342
8.5806     10.7651    -8.5776
8.5128     10.8994    -8.3518
8.5054     11.2094    -8.1824
8.4855     11.5791    -8.1903
8.4739     11.7879    -8.2111
8.4505     11.8244    -8.2127




























































































































































































9.9661     5.2416     -8.9607    OP
10.9195    6.7216     -9.1565    BA
13.1112    9.9853     -8.6262    ST
15.2139    13.1253    -8.511     IV
13.9125    5.3236     -8.6068    R_PG
15.8233    6.5356     -8.2703    R_ZTI
14.5081    9.2153     -9.6093    R_M3D
15.5273    10.3148    -9.4913    R_M12
16.292     11.8746    -9.224     R_MP3
16.5167    12.5256    -8.9247    R_PMI
8.4123     8.8584     -8.7095    L_PG
8.9052     11.0813    -8.4536    L_ZTI
11.9132    10.8931    -9.6219    L_M3D
12.4961    12.3272    -9.4846    L_M12
13.6827    13.6147    -9.1812    L_MP3
14.4756    14.0506    -8.8763    L_PMI
16.5399    14.1791    -8.9068    O1
16.6828    9.2671     -7.6173    O2
13.0876    3.8973     -7.5159    O3
9.7979     3.6722     -5.7959    O4




















































































































































































15.9017    6.5346     -8.266     RZYGINF
15.9408    6.6695     -8.3089
16.0382    6.8737     -8.3579
16.0717    7.087      -8.4235
16.131     7.3124     -8.5339
16.1913    7.562      -8.5953
16.2951    7.8708     -8.6483
16.3472    8.1372     -8.6567
16.3951    8.3691     -8.6539
16.4703    8.5387     -8.6279
16.4322    8.751      -8.5961
16.3713    8.8712     -8.5881
16.3128    9.0893     -8.5899
16.2506    9.2022     -8.5714
16.1796    9.3539     -8.5557
16.1358    9.3932     -8.522
























































































































































































8.9633     11.011     -8.4334    LZYGINF
9.1009     11.1656    -8.5033
9.3443     11.3544    -8.6031
9.6049     11.5713    -8.7001
9.8881     11.8366    -8.7567
10.0718    12.0712    -8.786
10.1873    12.1856    -8.8337
10.3788    12.2894    -8.8235
10.6105    12.4699    -8.7319
10.7834    12.5107    -8.7095
10.9792    12.5385    -8.6268
11.1584    12.5253    -8.6368
11.2645    12.5404    -8.6149



























































































































































































14.5846    9.1563     -9.563     R-ALV
14.7078    9.2195     -9.5519
14.806     9.2667     -9.559
14.937     9.3285     -9.5483
15.0632    9.4394     -9.5485
15.1681    9.5566     -9.5297
15.312     9.7026     -9.5218
15.4078    9.7996     -9.4522
15.52      9.9278     -9.446
15.5679    10.0107    -9.4505
15.6263    10.0715    -9.4479
15.7075    10.2945    -9.4251
15.8089    10.4857    -9.4071
15.8885    10.688     -9.4015
15.9614    10.9253    -9.3257
16.1027    11.195     -9.2755
16.2088    11.4193    -9.2858
16.3893    11.6288    -9.2171
16.3738    11.8087    -9.2296





















































































































































































11.9198    10.933     -9.573     L-ALV
11.9411    11.0942    -9.5784
11.9657    11.2285    -9.5937
12.0318    11.4451    -9.6098
12.1043    11.6603    -9.576
12.1597    11.866     -9.5477
12.2629    12.0577    -9.4966
12.4059    12.2696    -9.4147
12.5307    12.3859    -9.4038
12.6643    12.4788    -9.4695
12.7635    12.6058    -9.4592
12.8342    12.7432    -9.3873
12.948     12.8115    -9.3612
13.0502    12.9033    -9.2667
13.2194    13.0927    -9.271
13.39      13.2614    -9.2901
13.5188    13.4917    -9.2312
13.6772    13.628     -9.1972
13.7585    13.6344    -9.1865





















































































































































































13.1829    8.3093     -8.4286    R_FOS
9.6293     10.093     -8.0442    L_FOS
