AMNH       119761     laj3ms2.xls
9.8986     3.4922     -7.444
9.8431     3.5715     -7.52
9.8119     3.6995     -7.5875
9.7783     3.9112     -7.7511
9.8145     4.0338     -7.8347
9.8408     4.2414     -7.9644
9.8792     4.2852     -8.0541
9.8663     4.3811     -8.1937
9.9501     4.521      -8.26
10.0036    4.6745     -8.3974
10.0879    4.7803     -8.5893
10.1926    4.8244     -8.7529
10.2757    4.8278     -8.9963
10.2907    4.7823     -9.0655
10.2682    4.7149     -9.0728
10.2313    4.6473     -9.0089
10.243     4.5546     -8.9875
10.2806    4.4911     -8.9752
10.3026    4.4745     -9.0708
10.3771    4.4635     -9.2213
10.4621    4.4156     -9.2581
10.5323    4.3724     -9.2519




























































































































































9.9658     3.4035     -7.3894    NASP-PR
9.9319     3.3358     -7.3163
9.8775     3.1916     -7.1457
9.798      3.0989     -6.8823
9.7392     3.0743     -6.6882
9.7078     3.0665     -6.5299
9.7097     3.0657     -6.4606

































































































































































































11.4971    5.0143     -9.6675    R-PM/MAX
11.4676    4.8324     -9.5223
11.4378    4.6719     -9.3538
11.444     4.4642     -9.1268
11.4226    4.1968     -8.8997
11.3946    3.9934     -8.6639
11.409     3.8236     -8.4163
11.3615    3.6583     -8.1742
11.3784    3.5436     -7.9577
11.4459    3.4428     -7.6991
11.439     3.3135     -7.4507
11.45      3.1622     -7.2699
11.4916    3.094      -7.0351
11.5377    3.1373     -6.8899


























































































































































































10.8611    5.5008     -9.5499    L-PM/MAX
10.7003    5.4039     -9.3747
10.5792    5.3037     -9.2306
10.4573    5.2631     -9.0656
10.2802    5.1624     -8.8668
10.1541    5.0823     -8.7292
10.0569    5.0537     -8.5991
9.9433     4.984      -8.4163
9.8482     4.8928     -8.1909
9.778      4.8612     -8.0686
9.7296     4.8617     -7.9626
9.6595     4.871      -7.8296
9.5579     4.876      -7.6232
9.4353     4.8787     -7.3326
9.3095     4.848      -7.1545
9.2336     4.8795     -6.9634
9.253      4.9069     -6.7628























































































































































































12.8106    4.4207     -6.5567    ROSTRUM
12.8729    4.3919     -6.9028
12.8365    4.4289     -7.2449
12.7       4.5256     -7.4476
12.631     4.5883     -7.5708
12.5884    4.6621     -7.7924
12.552     4.7097     -7.9762
12.5598    4.7112     -8.151
12.4852    4.6831     -8.3655
12.4931    4.7643     -8.5266
12.4797    4.7117     -8.706
12.4844    4.6726     -8.8844
12.4373    4.6386     -9.0393
12.3431    4.7225     -9.1238
12.2756    4.7895     -9.1796
12.2149    4.8621     -9.255
12.0691    4.9917     -9.3554
11.9543    5.1595     -9.4474
11.8248    5.2994     -9.6006
11.757     5.3801     -9.7584
11.7165    5.4394     -9.9271
11.6143    5.4544     -10.1141
11.5258    5.5142     -10.2557
11.4726    5.5723     -10.341
11.4041    5.6085     -10.3479
11.3599    5.6888     -10.271
11.2487    5.7897     -10.1021
11.1803    5.8796     -9.8352
11.0832    5.9256     -9.5971
10.904     6.025      -9.4104
10.7711    6.0956     -9.3021
10.5674    6.1846     -9.2134
10.3166    6.275      -9.0544
10.232     6.3515     -8.9395
10.3346    6.3409     -8.7428
10.3721    6.3336     -8.5659
10.383     6.3547     -8.3199
10.3449    6.3716     -8.093
10.3307    6.4112     -7.8409
10.2949    6.4615     -7.5826
10.2078    6.4652     -7.3963
10.1268    6.5473     -7.205
10.0474    6.5816     -6.9456
10.049     6.6105     -6.7099
10.0602    6.6341     -6.6321
10.0539    6.6113     -6.5729


























































































































































15.1745    5.3635     -10.2291   SUPORB
15.1992    5.3764     -10.3675
15.1698    5.4555     -10.608
15.073     5.5227     -10.889
14.8753    5.6808     -11.2469
14.661     5.785      -11.4646
14.364     5.8555     -11.7093
13.9312    5.9558     -11.9446
13.678     5.9593     -11.9991
13.2782    6.0388     -12.0546
13.0177    6.1507     -12.0987
12.6577    6.2464     -12.0739
12.3042    6.3061     -12.0065
12.0333    6.4116     -11.9379
11.9836    6.4942     -11.9445
11.8958    6.5489     -11.9346
11.6796    6.8714     -11.9915
11.5055    7.0535     -11.9997
11.3041    7.3268     -12.0099
11.0593    7.7648     -11.9701
10.8147    8.1318     -11.8448
10.6597    8.4879     -11.637
10.4866    8.8208     -11.3974
10.3625    9.004      -11.1715
10.2847    9.1426     -10.947
10.1883    9.1988     -10.7937
10.111     9.2539     -10.6387
10.0506    9.26       -10.4614
10.0129    9.31       -10.304











































































































































































13.2268    5.0321     -9.6047    RORBIT
13.5183    4.9661     -9.6062
13.9523    5.0081     -9.682
14.1305    5.0484     -9.7658
14.2779    5.091      -9.8662
14.3945    5.1764     -9.9872
14.4453    5.2172     -10.0792
14.5258    5.2618     -10.2109
14.5484    5.3001     -10.3114
14.5929    5.2987     -10.5987
14.5568    5.3186     -10.8744
14.4497    5.3876     -11.1153
14.2159    5.476      -11.3852
14.0479    5.5219     -11.4962
13.7632    5.5871     -11.5267
13.4456    5.7196     -11.5634
13.1443    5.8377     -11.5992
12.8781    5.953      -11.5888
12.6453    5.9702     -11.5761
12.4901    6.0348     -11.424
12.3849    6.1069     -11.207
12.2416    6.1559     -10.9946
12.1468    6.1429     -10.7927
12.0954    6.1718     -10.6176
















































































































































































10.163     7.1543     -9.5208    LORBIT
10.0972    7.3155     -9.5053
9.9896     7.635      -9.4997
9.9671     7.8879     -9.5525
9.9874     8.1836     -9.6707
10.0139    8.411      -9.8428
9.9192     8.5423     -9.9577
10.0331    8.6004     -10.2265
10.0935    8.5862     -10.5082
10.1381    8.5166     -10.8002
10.279     8.4116     -11.0198
10.3723    8.2478     -11.226
10.5129    7.9848     -11.3191
10.6102    7.8034     -11.391
10.7461    7.5811     -11.4083
10.9665    7.3707     -11.4661
11.1273    7.2025     -11.4665
11.2202    7.0884     -11.4193
11.3057    6.9585     -11.3588
11.4178    6.7926     -11.1735
11.4782    6.6914     -11.0804
11.6314    6.7008     -10.7174
11.6716    6.5957     -10.5698
11.6213    6.4843     -10.4762
















































































































































































15.1598    5.3853     -10.2814   RTEMFOS
15.1341    5.3246     -10.1037
15.1288    5.2295     -9.9286
15.0136    5.1222     -9.7113
14.8623    4.9896     -9.4676
14.7499    4.8203     -9.275
14.6482    4.5694     -9.0985
14.6494    4.4646     -8.838
14.7261    4.4541     -8.6419
14.8711    4.4099     -8.4765
15.1522    4.5552     -8.3581
15.3591    4.5863     -8.2967
15.5099    4.7832     -8.3838
15.5599    4.8299     -8.403


























































































































































































9.9793     9.2295     -10.0246   LTEMFOS
9.9884     9.1131     -9.8089
9.891      9.0419     -9.5438
9.7696     8.8849     -9.4021
9.6576     8.6576     -9.2015
9.5624     8.5067     -9.0128
9.4664     8.4056     -8.7816
9.3837     8.3926     -8.5248
9.3363     8.6663     -8.1995
9.3647     8.93       -8.1116
9.3769     9.2266     -8.083
9.4839     9.3998     -8.1599
9.4789     9.472      -8.1498



























































































































































































11.7092    6.1607     -10.1471   OP
12.8689    7.5512     -10.1082   BA
15.2521    10.5206    -9.0579    ST
17.5458    13.4272    -8.4524    IV
15.6941    5.8207     -9.5969    R_PG
17.6777    6.8607     -9.0164    R_ZTI
16.5984    9.7434     -10.04     R_M3D
17.716     10.7443    -9.7278    R_M12
18.5491    12.1954    -9.2313    R_MP3
18.8707    12.7016    -8.7844    R_PMI
10.5079    9.8132     -9.4929    L_PG
11.1252    12.0249    -8.9124    L_ZTI
14.1402    11.688     -9.9306    L_M3D
14.8419    13.0492    -9.6232    L_M12
16.0919    14.2465    -9.089     L_MP3
16.918     14.5857    -8.6569    L_PMI
19.0027    14.4853    -8.6694    O1
18.617     9.301      -7.8685    O2
14.6745    4.309      -8.681     O3
11.1696    4.2537     -7.2766    O4




















































































































































































17.646     6.8513     -9.0203    RZYGINF
17.7067    6.982      -9.0251
17.8266    7.2152     -9.0418
17.9391    7.4136     -9.0898
17.9918    7.6567     -9.1709
18.0727    7.7934     -9.1809
18.1669    7.9706     -9.1717
18.2469    8.6744     -9.1281
18.3028    8.906      -9.076
18.3164    9.1016     -9.0229
18.3288    9.2813     -8.9786
18.254     9.4924     -8.952
18.1771    9.6127     -8.9187
18.1355    9.698      -8.8736


























































































































































































11.1719    11.9829    -8.9537    LZYGINF
11.349     12.1194    -8.9663
11.5062    12.2807    -9.0187
11.7153    12.4282    -9.0676
11.8654    12.5748    -9.0792
12.0045    12.6508    -9.084
12.2157    12.7702    -9.0843
12.3893    12.9072    -9.1035
12.5146    12.9594    -9.0891
12.618     13.1209    -9.0653
12.8083    13.1838    -8.9967
13.0485    13.1862    -8.8989
13.1772    13.2508    -8.8576
13.2798    13.2851    -8.8222
13.3686    13.2975    -8.8312

























































































































































































16.5988    9.7958     -10.0579   R-ALV
16.7838    9.8676     -10.0219
16.9655    9.9122     -9.9638
17.1092    10.0195    -9.9401
17.2409    10.1354    -9.8914
17.3811    10.258     -9.8646
17.4792    10.3626    -9.8183
17.5867    10.4681    -9.7852
17.7083    10.6265    -9.7407
17.7523    10.7507    -9.7337
17.7334    10.7751    -9.7352
17.7936    10.8225    -9.6951
17.9009    10.9847    -9.6388
17.97      11.1233    -9.5984
18.0196    11.3191    -9.555
18.1269    11.4678    -9.4905
18.1615    11.6405    -9.4633
18.1913    11.7046    -9.4216
18.3709    11.8397    -9.336
18.4983    11.9737    -9.2856
18.5402    12.1861    -9.2462



















































































































































































14.1197    11.7568    -9.8909    L-ALV
14.152     11.9324    -9.8766
14.1724    12.1096    -9.8484
14.2463    12.3306    -9.8107
14.3727    12.5676    -9.7948
14.4944    12.7486    -9.6941
14.7561    13.072     -9.5499
14.9326    13.229     -9.4756
15.0884    13.3855    -9.4253
15.2468    13.5014    -9.3518
15.4437    13.6747    -9.3017
15.6392    13.8336    -9.2359
15.7557    13.9505    -9.1985
15.8941    14.1507    -9.1405
16.019     14.2514    -9.0718
16.0817    14.2457    -9.0846
























































































































































































13.6031    5.1374     -8.1796    R_FOS
10.3739    7.5521     -7.92      L_FOS
