AMNH       119761     laj3ms3.xls
14.2327    9.7398     -10.3927
14.1705    9.8044     -10.5086
14.0886    9.869      -10.5204
14.0151    9.9776     -10.4322
13.9574    10.1382    -10.1636
13.8804    10.1016    -10.0056
13.7725    10.1065    -9.7014
13.5457    10.204     -9.4451
13.3371    10.3219    -9.3037
13.1171    10.4068    -9.1887
12.8925    10.4941    -9.0608
12.8308    10.478     -8.9918
12.8415    10.4882    -8.9213
12.9033    10.5024    -8.7591
12.95      10.4705    -8.584
12.945     10.4553    -8.3336
12.9227    10.4504    -8.1981
12.8856    10.448     -7.9308
12.8668    10.4816    -7.7343
12.8414    10.5591    -7.5905
12.7558    10.6156    -7.3207
12.6608    10.6566    -7.1374
12.6127    10.6578    -6.9517
12.6392    10.6689    -6.7735
12.6504    10.677     -6.6644
12.6356    10.7001    -6.6037























































































































































17.7655    9.63       -10.3445   SUPORB
17.8012    9.634      -10.4766
17.691     9.7437     -10.8152
17.5069    9.8724     -11.1771
17.1688    10.0172    -11.583
16.7398    10.1516    -11.8671
16.5433    10.1608    -11.9538
16.2252    10.1774    -12.0378
15.9115    10.3129    -12.1304
15.53      10.4248    -12.1825
15.19      10.5004    -12.1261
14.8967    10.5168    -12.0447
14.7052    10.5482    -11.9875
14.4702    10.6882    -11.9306
14.3735    10.7276    -11.9276
14.3325    10.8638    -11.9573
14.2016    11.0286    -12.01
14.0351    11.2771    -12.0394
13.8869    11.5129    -12.0479
13.6523    11.7844    -11.9774
13.4216    12.0972    -11.8887
13.2575    12.3415    -11.7555
13.1385    12.5928    -11.6299
13.0859    12.7425    -11.5238
12.9304    13.0135    -11.2645
12.796     13.2749    -10.9408
12.648     13.3563    -10.6717
12.56      13.4435    -10.4656
12.5105    13.4354    -10.2496
12.4782    13.414     -10.092










































































































































































15.8515    9.2338     -9.6354    RORBIT
16.0722    9.1966     -9.6388
16.2856    9.202      -9.6531
16.5428    9.2018     -9.7363
16.7025    9.2771     -9.8115
16.8548    9.3605     -9.8813
16.9915    9.4727     -10.003
17.0614    9.5376     -10.1235
17.1275    9.5838     -10.2635
17.1415    9.6115     -10.3809
17.1539    9.5922     -10.4695
17.1532    9.6017     -10.598
17.1463    9.5787     -10.7838
17.0332    9.6627     -10.9939
16.966     9.7061     -11.1624
16.8204    9.7384     -11.3396
16.6501    9.7506     -11.5239
16.3626    9.8017     -11.6139
16.1974    9.8695     -11.5929
15.9419    9.9406     -11.627
15.6967    10.0417    -11.633
15.5407    10.0831    -11.6627
15.3714    10.0986    -11.6622
15.1469    10.1047    -11.7693
15.0989    10.2262    -11.4538
15.0223    10.263     -11.3391
14.8999    10.2892    -11.2016
14.8378    10.327     -11.0861
14.7745    10.3314    -10.9481
14.6911    10.3234    -10.7755
14.6719    10.3608    -10.6195









































































































































































12.826     11.3161    -9.4948    LORBIT
12.7109    11.4395    -9.4821
12.6087    11.7131    -9.4597
12.5338    11.9637    -9.5147
12.5087    12.113     -9.5724
12.5086    12.2965    -9.6194
12.5108    12.435     -9.724
12.4755    12.5981    -9.8607
12.4874    12.6894    -10.0067
12.4666    12.7382    -10.082
12.5701    12.7037    -10.1942
12.6389    12.7073    -10.4384
12.7051    12.6794    -10.6328
12.818     12.6197    -10.8654
12.9252    12.4795    -11.0853
12.9698    12.3002    -11.2464
13.1615    12.1148    -11.3198
13.2879    11.8578    -11.3758
13.3944    11.5877    -11.4661
13.4908    11.5388    -11.4832
13.6714    11.3712    -11.4663
13.7252    11.221     -11.4432
13.9078    11.0289    -11.3086
13.9889    10.903     -11.179
14.0532    10.8969    -11.055
14.1347    10.9155    -10.8962
14.1814    10.7954    -10.6954
14.1883    10.7422    -10.5038
14.1587    10.6887    -10.3799











































































































































































17.7348    9.6159     -10.2869   RTEMFOS
17.7162    9.5637     -10.1598
17.6991    9.44       -9.9558
17.56      9.2812     -9.7419
17.4152    9.0972     -9.5055
17.3078    8.8867     -9.258
17.2938    8.738      -8.9847
17.3255    8.6923     -8.8249
17.471     8.711      -8.5832
17.6573    8.7732     -8.4568
17.9151    8.9116     -8.4078
18.1981    9.0231     -8.4374
18.2921    9.1287     -8.4759



























































































































































































12.5511    13.4959    -10.0673   LTEMFOS
12.5637    13.3924    -9.9066
12.5403    13.3008    -9.8099
12.4815    13.2129    -9.6336
12.3891    13.0882    -9.4238
12.3121    13.0004    -9.3608
12.3303    12.9382    -9.2348
12.2463    12.8141    -9.1167
12.1896    12.7103    -9.0249
12.1414    12.5963    -8.873
11.9858    12.4766    -8.7096
11.9555    12.5186    -8.4414
11.973     12.595     -8.3203
11.9801    12.8115    -8.1327
11.9939    13.0966    -8.0649
12.0039    13.3917    -8.0966
12.043     13.6084    -8.1079























































































































































































12.0932    9.2014     -10.3182   OP
13.3778    10.4396    -10.1984   BA
16.0651    13.1344    -9.0347    ST
18.6787    15.7674    -8.2849    IV
15.9495    8.4665     -9.5786    R_PG
18.0288    9.2196     -8.9037    R_ZTI
17.4068    12.233     -9.947     R_M3D
18.5676    13.0448    -9.6099    R_M12
19.5939    14.3934    -9.0307    R_MP3
19.9225    14.9663    -8.5536    R_PMI
11.2768    13.0003    -9.6608    L_PG
12.1667    15.0906    -9.0521    L_ZTI
15.1566    14.4998    -9.9043    L_M3D
16.0214    15.6689    -9.6075    L_M12
17.3828    16.7177    -8.9831    L_MP3
18.1615    16.971     -8.5373    L_PMI
20.3127    16.6505    -8.5201    O1
19.2381    11.548     -7.6517    O2
14.6845    7.0154     -8.762     O3
11.2587    7.3649     -7.3891    O4




















































































































































































18.0094    9.2392     -8.9117    RZYGINF
18.0806    9.3698     -8.9117
18.2102    9.5621     -8.9181
18.3602    9.8019     -8.9852
18.462     10.0357    -9.0479
18.5341    10.2532    -9.0377
18.6597    10.5463    -9.0305
18.7294    10.7561    -8.9954
18.8006    10.8829    -8.9896
18.8451    11.0789    -8.9595
18.9113    11.1926    -8.9135
18.9152    11.3654    -8.8489
18.9589    11.534     -8.831
18.9539    11.6942    -8.8171
18.9131    11.8494    -8.7745
18.7955    11.9479    -8.7239
























































































































































































12.183     15.0458    -9.0524    LZYGINF
12.3597    15.1442    -9.0844
12.5643    15.2692    -9.1129
12.8733    15.4268    -9.164
13.0734    15.5698    -9.1573
13.2442    15.6859    -9.1583
13.4229    15.8168    -9.1831
13.6493    15.9354    -9.1794
13.7781    16.0262    -9.1374
13.9042    15.9915    -9.0837
14.2171    16.0215    -8.9708
14.3693    16.0197    -8.8912
14.5345    16.0341    -8.8456
14.6408    16.0226    -8.8232
14.6985    15.9763    -8.8147

























































































































































































17.4402    12.1838    -9.9472    R-ALV
17.6245    12.2388    -9.9148
17.7704    12.2788    -9.8824
17.9319    12.3545    -9.8164
18.0247    12.4321    -9.7864
18.1428    12.5075    -9.7582
18.2291    12.5576    -9.7127
18.3566    12.6688    -9.6869
18.4627    12.7469    -9.6147
18.5971    12.8906    -9.5784
18.628     12.9989    -9.5931
18.6784    13.0585    -9.5003
18.8032    13.2137    -9.4563
18.9446    13.4557    -9.3904
19.0701    13.699     -9.3054
19.2197    13.8818    -9.2025
19.3653    14.035     -9.1294
19.5896    14.2434    -9.039
19.6144    14.4136    -9.0029





















































































































































































15.1441    14.3511    -9.9069    L-ALV
15.1702    14.5344    -9.9095
15.2317    14.6968    -9.8821
15.3307    14.9663    -9.8359
15.4732    15.2596    -9.7281
15.7011    15.5079    -9.6566
15.9198    15.709     -9.5001
16.1148    15.8322    -9.4607
16.2709    15.9654    -9.463
16.5017    16.0963    -9.3319
16.6512    16.2081    -9.2532
16.8796    16.3512    -9.1853
17.0547    16.5307    -9.098
17.2114    16.653     -9.0609
17.3554    16.7045    -8.9965

























































































































































































16.272     9.3416     -8.1275    R_FOS
13.0213    11.6217    -7.9476    L_FOS
