AMNH       119761     laj3ms10.xls
10.2817    9.2832     -8.8299
10.2419    9.0845     -8.5802
10.2326    8.939      -8.3557
10.1892    8.7794     -8.0392
10.2188    8.6554     -7.8342
10.262     8.5142     -7.5513
10.341     8.3708     -7.3065
10.346     8.3374     -7.1607
10.356     8.388      -7.0472


























































































































































































9.7246     10.7644    -9.8011    L-PM/MAX
9.6382     10.7019    -9.6814
9.4805     10.6179    -9.4728
9.3137     10.5241    -9.2628
9.0767     10.4287    -9.0391
8.8834     10.3378    -8.7578
8.6948     10.2165    -8.4679
8.5794     10.1235    -8.2563
8.5288     10.1035    -8.0864
8.3919     10.1437    -7.8583
8.313      10.1621    -7.6843
8.2216     10.1117    -7.5068
8.1262     10.0963    -7.3583
8.0512     10.1123    -7.1719
8.043      10.0802    -7.0539
8.0847     10.0851    -6.9445
























































































































































































11.6671    9.6668     -6.8272    ROSTRUM
11.6782    9.6678     -6.9242
11.6939    9.6671     -7.1301
11.6612    9.6778     -7.3045
11.5841    9.7696     -7.5204
11.5215    9.8886     -7.694
11.4459    9.9475     -7.8501
11.41      9.9559     -7.9823
11.3734    9.986      -8.1118
11.3956    10.0159    -8.2316
11.354     9.993      -8.3952
11.3319    10.0106    -8.5631
11.3022    10.0117    -8.696
11.3214    10.0067    -8.8555
11.3298    9.9985     -9.0152
11.3322    9.9548     -9.1518
11.3316    9.9731     -9.2228
11.3011    10.008     -9.286
11.2561    10.0783    -9.3253
11.2235    10.1506    -9.3405
11.2047    10.2328    -9.3567
11.1159    10.2689    -9.4506
10.9709    10.3931    -9.5602
10.8223    10.519     -9.6331
10.6945    10.5995    -9.7402
10.5641    10.7147    -9.9048
10.5138    10.7601    -10.0634
10.4875    10.8138    -10.2212
10.4412    10.8531    -10.3873
10.4164    10.8975    -10.517
10.3308    10.9645    -10.59
10.25      11.0327    -10.6298
10.2526    11.1293    -10.6386
10.1644    11.166     -10.5556
10.1013    11.2251    -10.344
10.0553    11.2364    -10.1154
9.9862     11.2066    -9.956
9.9235     11.2473    -9.8125
9.787      11.3261    -9.6318
9.594      11.4083    -9.516
9.359      11.517     -9.351
9.2007     11.5422    -9.2531
9.0798     11.6318    -9.2126
9.0152     11.654     -9.0796
9.0248     11.6176    -9.0533
9.1321     11.6272    -8.8365
9.1577     11.651     -8.6707
9.1333     11.66      -8.3036
9.1104     11.6771    -8.0924
9.0828     11.6901    -7.8737
8.996      11.6991    -7.6486
8.9554     11.7333    -7.5094
8.9011     11.8003    -7.3729
8.8472     11.8554    -7.1251
8.8475     11.8416    -6.979
8.835      11.8706    -6.843
8.8352     11.894     -6.7938















































































































































13.9793    10.6923    -10.3999   SUPORB
14.0243    10.6987    -10.4872
13.9661    10.7579    -10.7472
13.8973    10.8567    -11.0112
13.7609    10.9693    -11.274
13.5747    11.0555    -11.534
13.3055    11.1528    -11.784
12.983     11.2777    -11.9863
12.7246    11.3006    -12.108
12.47      11.374     -12.2007
12.1352    11.4969    -12.3236
11.938     11.5563    -12.3165
11.6145    11.6161    -12.2767
11.3587    11.6125    -12.2204
11.1207    11.7076    -12.1945
10.9382    11.7491    -12.139
10.787     11.8375    -12.1013
10.6045    12.0141    -12.1121
10.4781    12.1626    -12.1716
10.3828    12.2815    -12.1793
10.303     12.3723    -12.1715
10.2419    12.4082    -12.1702
10.168     12.4954    -12.1383
10.1224    12.5768    -12.1472
10.0753    12.7587    -12.1679
9.9251     12.9669    -12.1195
9.7445     13.2307    -12.0624
9.6294     13.4456    -11.9916
9.4775     13.7199    -11.8162
9.3555     13.9229    -11.6536
9.2792     14.0586    -11.5433
9.1718     14.2579    -11.3518
9.066      14.4359    -11.0616
8.9122     14.6071    -10.7939
8.8334     14.6394    -10.5505
8.794      14.6202    -10.4026
8.7731     14.6355    -10.3193



































































































































































11.9824    10.3096    -9.7406    RORBIT
12.1718    10.2669    -9.7534
12.4228    10.229     -9.7549
12.6094    10.2282    -9.7722
12.8191    10.2215    -9.8452
12.9899    10.2938    -9.9288
13.1277    10.4175    -10.0031
13.2259    10.4486    -10.0969
13.3502    10.434     -10.2579
13.4085    10.507     -10.4048
13.4244    10.5265    -10.5398
13.4102    10.5583    -10.6038
13.3869    10.6361    -10.774
13.3332    10.6661    -10.9792
13.2465    10.7082    -11.1974
13.1183    10.7789    -11.3673
12.9616    10.8191    -11.5478
12.7706    10.8331    -11.6831
12.5829    10.8736    -11.7115
12.3922    10.9494    -11.7254
12.222     11.0084    -11.7149
12.0681    11.099     -11.7068
11.8898    11.1799    -11.7461
11.6762    11.1875    -11.912
11.5728    11.2739    -11.6994
11.4391    11.2419    -11.6689
11.3576    11.3705    -11.4773
11.2542    11.412     -11.3141
11.1698    11.4479    -11.1584
11.0475    11.4564    -10.9309
10.9674    11.444     -10.7495
10.9728    11.4033    -10.6418








































































































































































9.0104     12.4093    -9.6825    LORBIT
8.915      12.6246    -9.6635
8.8276     12.8589    -9.6469
8.7641     13.1258    -9.7061
8.7593     13.3823    -9.7872
8.7662     13.5656    -9.8841
8.7992     13.7249    -10.0466
8.8077     13.8138    -10.1936
8.8283     13.851     -10.3639
8.8928     13.872     -10.585
8.9643     13.8408    -10.7835
9.0133     13.7677    -10.975
9.0458     13.7312    -11.1143
9.116      13.6295    -11.2454
9.1595     13.5088    -11.3842
9.2606     13.4223    -11.4185
9.3318     13.2533    -11.4792
9.4133     13.0586    -11.5349
9.4822     12.8999    -11.5742
9.5944     12.8288    -11.5645
9.7475     12.7336    -11.6019
9.7649     12.7029    -11.6143
9.8815     12.5954    -11.611
9.981      12.4628    -11.607
10.1299    12.3153    -11.5135
10.2268    12.2344    -11.4243
10.2623    12.0801    -11.3158
10.3456    12.0322    -11.1657
10.3911    11.9619    -11.0194
10.4039    11.8819    -10.9148
10.4667    11.8512    -10.7119
10.4396    11.83      -10.612
10.4085    11.7998    -10.4985







































































































































































13.958     10.6668    -10.3695   RTEMFOS
13.9382    10.6026    -10.2185
13.8844    10.4482    -9.9505
13.7654    10.3213    -9.756
13.6479    10.2171    -9.5835
13.5385    10.0266    -9.4074
13.4335    9.819      -9.1887
13.478     9.7252     -8.9547
13.6115    9.6939     -8.7097
13.7699    9.7882     -8.5642
13.9324    9.8784     -8.5121
14.0942    9.9459     -8.4841
14.2095    10.0446    -8.4983
14.3403    10.0874    -8.5124
14.483     10.1343    -8.5219

























































































































































































8.7923     14.5847    -10.1571   LTEMFOS
8.7681     14.4179    -10.0043
8.7637     14.3594    -9.8352
8.6745     14.3095    -9.7176
8.5504     14.0557    -9.4278
8.4631     13.9374    -9.304
8.3278     13.7255    -9.1425
8.2562     13.6257    -8.8282
8.1938     13.7202    -8.5204
8.2102     14.0278    -8.3128
8.225      14.2561    -8.2652
8.2398     14.4599    -8.2906
8.2518     14.5957    -8.2961
8.2848     14.79      -8.3014


























































































































































































7.9492     7.5605     -8.7946    OP
8.9427     9.0475     -8.7257    BA
11.0509    12.2251    -7.6647    ST
13.1158    15.3475    -7.0064    IV
11.9276    7.6565     -8.1561    R_PG
13.8193    8.7734     -7.5833    R_ZTI
12.4767    11.5885    -8.6142    R_M3D
13.5389    12.6858    -8.2868    R_M12
14.2851    14.2569    -7.7413    R_MP3
14.4222    14.8313    -7.3972    R_PMI
6.4312     11.0715    -8.1752    L_PG
6.8054     13.3015    -7.5999    L_ZTI
9.8744     13.3581    -8.5445    L_M3D
10.4843    14.6853    -8.2545    L_M12
11.591     15.9019    -7.7095    L_MP3
12.3782    16.3548    -7.272     L_PMI
14.4558    16.633     -7.5113    O1
14.5443    11.4648    -6.4926    O2
11.0367    6.0507     -7.3616    O3
7.5978     5.5871     -5.9278    O4




















































































































































































13.8399    8.7553     -7.5619    RZYGINF
13.9019    8.9333     -7.5704
13.9851    9.1923     -7.5935
14.0704    9.4911     -7.6647
14.0837    9.7296     -7.7204
14.1768    10.0144    -7.7271
14.2291    10.2321    -7.7221
14.28      10.4839    -7.6801
14.2961    10.7078    -7.6504
14.31      10.9646    -7.6
14.2619    11.1959    -7.5166
14.2465    11.3829    -7.519
14.1402    11.5031    -7.4681
14.0796    11.5847    -7.4445


























































































































































































6.8558     13.232     -7.6402    LZYGINF
7.0251     13.3673    -7.6626
7.2575     13.5655    -7.717
7.4643     13.7413    -7.7682
7.6288     13.9503    -7.7654
7.8729     14.1589    -7.7658
8.0484     14.3462    -7.7993
8.3276     14.5169    -7.7321
8.5566     14.6071    -7.6371
8.7786     14.6964    -7.5436
9.0499     14.7708    -7.4837
9.1479     14.7188    -7.4747




























































































































































































12.5687    11.5752    -8.598     R-ALV
12.7288    11.6537    -8.5505
12.8949    11.7375    -8.5294
13.0563    11.908     -8.5187
13.2042    12.0732    -8.4745
13.3563    12.2279    -8.3976
13.4201    12.318     -8.3912
13.4518    12.3457    -8.3033
13.5773    12.6342    -8.2473
13.7734    12.9847    -8.1293
13.8844    13.2861    -8.0159
14.0067    13.6169    -7.9188
14.1783    13.8788    -7.8576
14.2852    14.2398    -7.7566


























































































































































































9.885      13.3023    -8.5991    L-ALV
9.8693     13.5024    -8.551
9.9235     13.8193    -8.4882
10.0257    14.0763    -8.4645
10.1627    14.3568    -8.377
10.3392    14.5928    -8.3174
10.5376    14.8318    -8.2246
10.7207    15.0763    -8.1348
10.9891    15.3326    -7.9729
11.1971    15.5277    -7.9082
11.3497    15.7807    -7.8328
11.4484    15.9105    -7.7564
11.6003    16.0086    -7.7053



























































































































































































12.4242    10.4175    -8.4031    R_FOS
9.1754     12.7856    -8.1033    L_FOS
