AMNH       119761     laj3ms9.xls
11.3252    6.7081     -8.6422
11.3265    6.5589     -8.4784
11.2371    6.4605     -8.3149
11.1477    6.3371     -8.2401
11.0021    6.268      -8.0188
10.7885    6.1853     -7.8111
10.5934    6.1788     -7.6598
10.4718    6.1052     -7.6185
10.3134    6.1571     -7.5193
10.2243    6.1671     -7.5548
10.1238    6.3276     -7.6773
10.0608    6.5643     -7.8565
10.06      6.8396     -8.0116
10.1069    6.9748     -8.1568
10.1232    7.1034     -8.3142
10.1727    7.1783     -8.3577
10.1632    7.3012     -8.4473
10.3028    7.4689     -8.6554
10.374     7.5376     -8.8037
10.4522    7.5538     -9.01
10.4889    7.5206     -9.1598
10.4619    7.4243     -9.1673
10.4405    7.364      -9.1067
10.4577    7.2759     -9.088
10.5098    7.2071     -9.2024
10.5492    7.2137     -9.2983
10.644     7.2012     -9.3466
10.7061    7.1455     -9.3298

































































































































































10.2638    6.1353     -7.5091    NASP-PR
10.2109    6.0059     -7.4003
10.1511    5.9077     -7.2698
10.1181    5.8327     -7.0805
10.0718    5.7943     -6.8844
10.0686    5.7583     -6.7419
10.0308    5.7379     -6.6007
10.0167    5.7493     -6.5649
































































































































































































11.6873    7.8538     -9.7946    R-PM/MAX
11.6832    7.6713     -9.6378
11.6751    7.4995     -9.4784
11.65      7.3117     -9.2922
11.6483    6.9671     -8.9777
11.7168    6.7565     -8.7251
11.7277    6.6254     -8.4967
11.6967    6.4203     -8.1931
11.735     6.2861     -7.9446
11.7681    6.1362     -7.6558
11.8115    5.9465     -7.3888
11.8326    5.8943     -7.1603
11.8845    5.8998     -7.0597



























































































































































































10.997     8.2603     -9.6607    L-PM/MAX
10.8786    8.1904     -9.515
10.7467    8.0748     -9.3358
10.5343    7.9572     -9.0731
10.3605    7.8884     -8.8858
10.1924    7.7867     -8.6287
10.1046    7.7129     -8.4434
9.9965     7.6336     -8.2119
9.8859     7.6027     -7.9808
9.7802     7.5722     -7.7503
9.6383     7.5674     -7.4574
9.5305     7.5409     -7.2531
9.4358     7.5371     -7.0639
9.4696     7.5315     -6.978


























































































































































































13.1448    7.2702     -6.8158    ROSTRUM
13.1439    7.2608     -6.9213
13.1371    7.2511     -7.0491
13.1133    7.264      -7.2868
13.0482    7.3253     -7.4644
12.9449    7.3468     -7.5853
12.8593    7.4381     -7.7732
12.8174    7.5138     -7.968
12.7481    7.5282     -8.1623
12.758     7.5275     -8.2966
12.724     7.5731     -8.5054
12.7025    7.6143     -8.663
12.711     7.6011     -8.8507
12.7395    7.6254     -8.9654
12.7207    7.5422     -9.0873
12.6927    7.5338     -9.1888
12.6555    7.5824     -9.2759
12.5698    7.6655     -9.3073
12.5091    7.6919     -9.3163
12.3932    7.7726     -9.4126
12.2585    7.9462     -9.5217
12.1195    8.066      -9.6245
11.9669    8.1854     -9.7717
11.8674    8.2668     -9.9586
11.7987    8.3174     -10.1655
11.6889    8.3601     -10.3598
11.5634    8.4591     -10.4742
11.5358    8.4816     -10.4779
11.5065    8.5433     -10.4371
11.3834    8.6459     -10.2977
11.3053    8.6776     -9.9968
11.2069    8.6571     -9.6921
11.0793    8.717      -9.5286
10.8897    8.8148     -9.3976
10.6232    8.9657     -9.2415
10.465     9.0105     -9.1524
10.347     9.0731     -9.0516
10.3365    9.0704     -8.9907
10.4103    9.0564     -8.8392
10.4777    9.0822     -8.6323
10.4639    9.0489     -8.3502
10.4397    9.0661     -8.1064
10.3938    9.0288     -7.9038
10.3519    9.1073     -7.6553
10.276     9.1595     -7.4169
10.1781    9.2212     -7.1563
10.2085    9.2801     -6.9702
10.204     9.2895     -6.8139
10.2103    9.3274     -6.694























































































































































13.3406    7.9337     -9.758     SUPORB
13.5802    7.9022     -9.7594
13.9556    7.9271     -9.7763
14.2124    8.0302     -9.8639
14.3654    8.0489     -9.98
14.5273    8.1569     -10.0912
14.6768    8.2117     -10.3514
14.6898    8.299      -10.455
14.7103    8.2767     -10.6273
14.7088    8.3288     -10.7785
14.6473    8.3459     -10.9756
14.552     8.4098     -11.1658
14.4155    8.4423     -11.4098
14.2333    8.5047     -11.5504
13.9981    8.519      -11.6553
13.7492    8.5616     -11.7219
13.5244    8.5986     -11.7838
13.382     8.6404     -11.7642
13.2259    8.7012     -11.8259
13.0202    8.8084     -11.7537
12.9181    8.867      -11.7272
12.8158    8.9469     -11.6244
12.7197    8.8907     -11.6179
12.6142    8.9845     -11.4431
12.5349    9.0564     -11.2499
12.4138    9.0848     -10.9874
12.3588    9.0927     -10.8682













































































































































































10.2713    9.9459     -9.5586    RORBIT
10.1967    10.1528    -9.5458
10.0638    10.44      -9.5355
10.0185    10.7068    -9.6198
10.0085    10.9696    -9.7033
10.0265    11.1457    -9.8475
10.051     11.261     -10.013
10.0283    11.3431    -10.1995
10.051     11.3614    -10.3174
10.0707    11.3549    -10.4447
10.1885    11.2976    -10.7719
10.2422    11.2281    -10.9465
10.2851    11.154     -11.0927
10.3626    11.0725    -11.1897
10.4258    10.928     -11.3221
10.4642    10.7274    -11.4419
10.7186    10.3705    -11.5107
10.8981    10.2599    -11.5247
11.0577    10.0454    -11.5794
11.203     9.8676     -11.5448
11.3727    9.7275     -11.4013
11.4709    9.669      -11.2677
11.5325    9.6297     -11.1667
11.6581    9.7217     -10.9736
11.7142    9.5419     -10.6777
11.6481    9.3877     -10.4438
11.6191    9.3486     -10.4065













































































































































































10.2838    9.9074     -9.5687    LORBIT
10.1963    10.1595    -9.5422
10.0371    10.4894    -9.5522
9.972      10.827     -9.655
9.9888     11.1527    -9.8567
9.9836     11.3024    -10.0975
10.041     11.3596    -10.4197
10.1173    11.2876    -10.7304
10.282     11.1915    -11.039
10.3776    10.9619    -11.3176
10.4828    10.8157    -11.3585
10.605     10.6643    -11.4164
10.6982    10.4881    -11.4512
10.7841    10.3592    -11.4828
10.9866    10.2044    -11.5341
11.2259    10.0881    -11.4965
11.3408    9.8942     -11.4596
11.4725    9.795      -11.3502
11.5297    9.691      -11.2285
11.592     9.621      -11.1284
11.6768    9.5886     -10.9074
11.7244    9.5217     -10.7749
11.754     9.4396     -10.6746

















































































































































































15.2983    8.3529     -10.369    RTEMFOS
15.2678    8.2342     -10.22
15.1671    8.074      -9.9842
15.0492    7.9214     -9.7367
14.9181    7.7189     -9.5211
14.8739    7.5102     -9.2383
14.952     7.4053     -8.9392
15.1138    7.3889     -8.6898
15.4568    7.5434     -8.563
15.7179    7.703      -8.5632
15.8496    7.8388     -8.6089





























































































































































































9.9809     11.9817    -9.8858    LTEMFOS
9.9736     11.8669    -9.709
9.816      11.7357    -9.5372
9.7823     11.5926    -9.3132
9.6927     11.4111    -9.1262
9.5945     11.2452    -8.9701
9.4684     11.0828    -8.7729
9.3625     11.0621    -8.5201
9.3489     11.3046    -8.2182
9.4355     11.5951    -8.1282
9.4635     11.9725    -8.1289
9.488      12.1648    -8.1365




























































































































































































7.6393     6.8872     -9.8949    OP
8.699      8.3113     -9.5959    BA
10.9506    11.2002    -8.0372    ST
13.1253    14.0739    -6.9277    IV
11.5833    6.555      -8.9687    R_PG
13.4525    7.5848     -8.081     R_ZTI
12.3905    10.5475    -8.9474    R_M3D
13.4531    11.5333    -8.4553    R_M12
14.2405    12.9903    -7.7564    R_MP3
14.3978    13.6975    -7.1236    R_PMI
6.2384     10.4626    -9.0507    L_PG
6.7429     12.6235    -8.1988    L_ZTI
9.9359     12.4136    -8.9835    L_M3D
10.5704    13.7235    -8.4438    L_M12
11.7431    14.8394    -7.6797    L_MP3
12.4163    15.1026    -7.1687    L_PMI
14.6381    15.1243    -6.9313    O1
14.2492    10.0151    -6.6965    O2
10.4436    5.0337     -8.3198    O3
6.8473     4.7749     -7.3112    O4




















































































































































































13.439     7.5665     -8.0899    RZYGINF
13.5421    7.7421     -8.0696
13.6493    7.9936     -8.0652
13.7519    8.2232     -8.0916
13.8394    8.5862     -8.1193
14.0071    8.9006     -8.0742
14.0414    9.2456     -8.0095
14.0574    9.5512     -7.9187
14.0436    9.8156     -7.8134
14.0049    10.0972    -7.7586
13.8986    10.2728    -7.6935
13.847     10.3281    -7.6673




























































































































































































6.8185     12.5571    -8.2104    LZYGINF
7.0431     12.725     -8.2166
7.3078     12.8901    -8.2531
7.4843     13.0293    -8.2591
7.7686     13.2598    -8.2161
7.9706     13.4663    -8.1743
8.1692     13.6302    -8.1769
8.4145     13.8188    -8.0336
8.6631     13.8316    -7.9283
8.8416     13.8738    -7.8176
8.9897     13.8863    -7.7574
9.1        13.8562    -7.7415




























































































































































































12.3651    10.5446    -8.9773    R-ALV
12.4775    10.5629    -8.9441
12.6218    10.6381    -8.9211
12.758     10.67      -8.8362
12.8779    10.7735    -8.7867
13.0217    10.8689    -8.7174
13.0979    10.9396    -8.6724
13.1819    11.0537    -8.6474
13.2594    11.1302    -8.5837
13.3037    11.2168    -8.5978
13.3758    11.2622    -8.5323
13.4008    11.3227    -8.4417
13.4964    11.5125    -8.3539
13.6394    11.7469    -8.2651
13.7068    11.904     -8.1974
13.7917    12.1367    -8.1015
13.9105    12.3972    -7.9793
14.0364    12.5433    -7.8554
14.2071    12.7352    -7.7593
14.2545    12.9738    -7.6887




















































































































































































9.8837     12.3833    -8.952     L-ALV
9.9308     12.6629    -8.9121
9.9827     12.8643    -8.8624
10.0601    13.0765    -8.785
10.1673    13.3334    -8.6634
10.3282    13.576     -8.5617
10.4855    13.6731    -8.5056
10.5871    13.8357    -8.277
10.7621    14.0342    -8.2194
10.897     14.1572    -8.1405
11.0871    14.2943    -7.9205
11.2524    14.4483    -7.8686
11.3616    14.5658    -7.8269
11.4993    14.7523    -7.7932
11.6146    14.8491    -7.6789
11.7253    14.8795    -7.6756
























































































































































































13.7591    8.0884     -8.2792    R_FOS
10.538     10.2182    -8.07      L_FOS
