NMNH       481747     cta5ms.xls
14.6277    9.0827     9.4852
14.5431    9.07       9.5243
14.5825    9.0554     9.4243
14.5565    9.0209     9.3409
14.5132    9.0013     9.2439
14.5719    8.9791     9.0806
14.5536    8.9639     9.0221
14.495     8.9361     8.8769












































































































































10.9727    11.3787    7.9191     RORBIT
10.9257    11.4403    7.8979
10.8652    11.5387    7.874
10.8124    11.6532    7.8661
10.7216    11.7906    7.8674
10.6726    11.9131    7.8862
10.6081    11.9931    7.9096
10.5593    12.0776    7.9499
10.531     12.1736    7.9886
10.5264    12.2613    8.0534
10.4999    12.3776    8.1807
10.5174    12.4582    8.2734
10.5062    12.5023    8.3799
10.5144    12.5354    8.5234
10.5314    12.5983    8.6016
10.5211    12.6053    8.6852
10.5444    12.6215    8.793
10.5337    12.6624    8.8549
10.579     12.6929    8.9929
10.5828    12.6987    9.0577
10.5504    12.6747    9.1363
10.5809    12.6626    9.2012
10.5333    12.6726    9.278
10.5574    12.6518    9.364
10.5959    12.631     9.4418
10.6536    12.5501    9.561
10.7204    12.5009    9.6294
10.7388    12.4387    9.73
10.7611    12.3811    9.7907
10.8059    12.3196    9.8623
10.8481    12.2189    9.9643
10.8448    12.1982    9.996
10.8251    12.1717    10.0193
10.8673    12.1153    10.1896
10.9243    12.063     10.0741
11.0379    11.9543    10.1094
11.0915    11.8702    10.1655
11.0711    11.7706    10.21
11.1257    11.7042    10.2144
11.1356    11.633     10.271
11.184     11.5247    10.3094
11.209     11.4533    10.3242
11.2646    11.3685    10.2992
11.323     11.2859    10.2724
11.3652    11.214     10.2073
11.3693    11.1652    10.2108
11.4562    11.1043    10.1748
11.4893    11.07      10.2332
11.5345    11.0094    10.2228
11.6057    10.926     10.1912
11.6038    10.8676    10.1778
11.7064    10.7865    10.0726
11.7337    10.7509    10.0046
11.7676    10.7717    9.8731
11.7515    10.7359    9.8294
11.748     10.7183    9.7688
11.7315    10.6861    9.7304
11.7408    10.6736    9.5928
11.7435    10.6803    9.4872
11.7742    10.6664    9.4209
11.787     10.674     9.3354
11.7889    10.6809    9.2081
11.7955    10.7111    9.0862
11.7876    10.7153    9.0195
11.7922    10.7139    8.9994
11.7651    10.7024    8.9252






































































































































12.8651    9.3124     7.7344     LORBIT
12.9416    9.2687     7.7296
12.9755    9.2374     7.7282
13.0798    9.1483     7.715
13.215     9.0738     7.7267
13.4153    9.0092     7.7894
13.5128    8.9566     7.8226
13.6276    8.9435     7.8822
13.689     8.9442     7.953
13.7577    8.9069     8.0948
13.8346    8.9186     8.1684
13.907     8.9194     8.3408
13.9516    8.939      8.4554
13.9814    8.9522     8.5533
14.0292    8.9536     8.6214
14.0346    8.9664     8.7008
14.0524    8.9807     8.8002
14.0529    8.9837     8.9326
14.0232    8.9723     9.0773
14.0354    8.9743     9.1297
14.0179    8.9634     9.2256
13.997     8.9953     9.2843
13.9139    9.07       9.4452
13.8828    9.1014     9.4746
13.8267    9.1606     9.585
13.7386    9.2202     9.6953
13.6989    9.2585     9.7753
13.6201    9.3018     9.8331
13.5122    9.3358     9.9238
13.4445    9.3793     9.9636
13.3182    9.439      10.0245
13.2019    9.4984     10.0972
13.146     9.4964     10.1193
13.0398    9.5459     10.1675
12.9591    9.6362     10.1411
12.9038    9.6748     10.1384
12.8552    9.7476     10.0819
12.7479    9.7928     10.0822
12.6749    9.8229     10.0941
12.6456    9.8513     10.0818
12.6182    9.8838     10.0676
12.5573    9.9562     10.1168
12.4718    10.0212    10.1261
12.3732    10.0629    10.1337
12.3134    10.1204    10.0841
12.2467    10.1782    10.0476
12.2165    10.1971    9.9994
12.2097    10.2341    9.8904
12.1997    10.2627    9.7349
12.2053    10.2952    9.608
12.21      10.3019    9.5271
12.1847    10.3127    9.4224
12.1549    10.3405    9.354
12.1753    10.3472    9.2467
12.1736    10.3661    9.1754
12.1475    10.3539    9.086
12.163     10.3363    9.0108
12.1585    10.342     8.9588
12.1043    10.2854    8.9303













































































































































10.74      13.2197    9.4433     RTEMFOS
10.7193    13.214     9.3991
10.6928    13.2189    9.2884
10.6368    13.2242    9.1325
10.6301    13.2199    9.034
10.6056    13.2409    8.9321
10.5634    13.2471    8.7968
10.5592    13.259     8.7069
10.5026    13.2584    8.5415
10.4791    13.2425    8.4027
10.4745    13.2578    8.2703
10.4682    13.2811    8.1267
10.4663    13.2712    8.0275
10.4716    13.2699    7.911
10.4591    13.2795    7.7952
10.4569    13.2783    7.6682
10.4617    13.3117    7.5379
10.482     13.335     7.4085
10.5235    13.3795    7.3386
10.5177    13.4169    7.2332
10.5842    13.5178    7.1308
10.6111    13.59      7.0725
10.5916    13.6587    7.0263
10.6246    13.7146    7.0052
10.6847    13.8384    6.9685
10.7328    13.8781    6.9758
10.7914    13.964     6.9963
10.8028    13.9965    6.9936
10.8214    14.0735    7.0262











































































































































































14.6019    9.0962     9.0008     LTEMFOS
14.5898    9.04       8.8543
14.5899    9.0307     8.7753
14.578     9.0234     8.6674
14.5686    8.9936     8.5009
14.587     9.0109     8.3866
14.5758    8.9926     8.2977
14.5965    8.9725     8.1777
14.5862    8.9692     8.0597
14.5754    8.9357     7.9625
14.5636    8.9032     7.8642
14.5497    8.8802     7.7163
14.5327    8.911      7.514
14.5326    8.9102     7.4087
14.5285    8.8922     7.2349
14.5465    8.8821     7.1242
14.5799    8.9015     7.0524
14.6625    8.938      6.9198
14.7628    8.993      6.786
14.8634    9.0748     6.7315
14.9527    9.1343     6.6882
15.0245    9.1529     6.676
15.1102    9.2314     6.6781
15.2301    9.2517     6.7145
15.3127    9.273      6.7466
15.3552    9.2841     6.7933














































































































































































8.0673     8.2945     8.9037     OP
9.2466     9.2784     8.6704     BA
11.5479    11.305     7.5653     ST
13.6561    13.1433    6.8239     IV
7.3687     11.4327    7.9312     R_PG
8.2217     13.1786    7.4853     R_ZTI
10.4931    12.3312    8.1606     R_M3D
11.4064    13.7112    7.9497     R_M12
13.0244    14.4542    7.2642     R_MP3
13.5717    14.5314    7.0528     R_PMI
11.4097    7.1799     8.1442     L_PG
13.1068    7.8794     7.7728     L_ZTI
12.5579    10.2256    8.2856     L_M3D
13.9007    11.036     8.1293     L_M12
14.8671    12.4463    7.3263     L_MP3
15.0209    12.9943    7.1672     L_PMI
14.7416    12.4392    6.7151     O1
14.2412    9.5215     7.3947     O2
10.4871    6.0209     7.3183     O3
7.4306     5.5386     6.9147     O4




















































































































































































10.6035    13.9246    7.484      RZYGINF
10.4901    13.9201    7.4878
10.348     13.9349    7.4602
10.2396    13.9502    7.4446
10.1718    13.9793    7.4678
10.056     13.9892    7.5115
9.9585     13.9594    7.5719
9.8728     13.9502    7.6291
9.7317     13.8779    7.6731
9.5903     13.8295    7.6952
9.4926     13.7711    7.7086
9.3609     13.7014    7.7075
9.2869     13.6661    7.6977
9.1551     13.6299    7.6849
9.0693     13.5859    7.6551
8.9299     13.5305    7.6212
8.8295     13.5259    7.6071
8.7322     13.4836    7.5741
8.6395     13.4118    7.5523
8.5871     13.3938    7.5418
8.5387     13.3249    7.5485
8.4843     13.2981    7.5264
8.4118     13.2689    7.5281
8.3723     13.2541    7.5263
8.3459     13.242     7.5053
8.3474     13.2135    7.5054
8.3135     13.1976    7.4988
8.2619     13.1501    7.4634












































































































































































14.1632    10.1513    7.6613     LZYGINF
14.1318    10.0157    7.7122
14.1422    9.9341     7.6663
14.1846    9.8834     7.6537
14.1564    9.7709     7.732
14.1514    9.7381     7.7439
14.1931    9.6751     7.7929
14.1648    9.6313     7.891
14.2015    9.5947     7.8622
14.1742    9.5532     7.9017
14.1154    9.4444     7.9402
14.0441    9.3544     7.9406
14.0136    9.2568     7.9462
13.963     9.1805     7.945
13.8744    9.0612     7.9642
13.8096    8.978      7.9779
13.7676    8.8535     7.9612
13.7131    8.7797     7.9647
13.6635    8.6988     7.9403
13.6068    8.6441     7.9128
13.5573    8.5491     7.8859
13.5193    8.4852     7.8728
13.4837    8.3775     7.8348
13.4406    8.3171     7.8204
13.4131    8.2757     7.8039
13.366     8.223      7.7955
13.3354    8.1351     7.7985
13.2897    8.0734     7.7977
13.2611    8.0393     7.7965
13.2194    7.9727     7.7957
13.2024    7.9365     7.8039
13.1293    7.8225     7.7576








































































































































































10.4905    12.3558    8.1666     R-ALV
10.4803    12.4721    8.2208
10.4891    12.5092    8.2144
10.5311    12.6001    8.1643
10.5598    12.6476    8.158
10.6076    12.7311    8.1351
10.6245    12.7988    8.1195
10.6467    12.8501    8.1051
10.6828    12.9103    8.1079
10.7091    12.9535    8.102
10.7428    13.0256    8.0865
10.7961    13.0624    8.0966
10.8292    13.1011    8.1004
10.905     13.2465    8.0639
11.0115    13.371     8.0553
11.0763    13.4415    8.0445
11.1489    13.5081    8.0165
11.2063    13.5761    7.9989
11.2907    13.6563    7.9741
11.3603    13.696     7.9706
11.4017    13.7466    7.9423
11.4753    13.7773    7.93
11.5153    13.794     7.9354
11.6478    13.8462    7.9085
11.7546    13.9254    7.898
11.8118    13.9933    7.8583
11.9026    14.0298    7.825
11.9793    14.012     7.8083
12.0298    14.0311    7.7921
12.1001    14.0505    7.7237
12.1591    14.0767    7.704
12.1877    14.1001    7.6518
12.2698    14.1225    7.627
12.326     14.1816    7.5826
12.4134    14.2353    7.5564
12.4666    14.2588    7.5215
12.5479    14.2818    7.5272
12.6099    14.3396    7.4696
12.6729    14.3775    7.4007
12.741     14.3967    7.3644
12.7527    14.4251    7.3539
12.8059    14.4597    7.2943
12.9169    14.4896    7.2561
13.0158    14.4435    7.2859




























































































































































12.5277    10.235     8.3002     L-ALV
12.624     10.2114    8.3285
12.7835    10.2784    8.3046
12.8358    10.293     8.2793
12.9404    10.3494    8.254
13.0853    10.3861    8.2175
13.1565    10.4145    8.2507
13.265     10.4891    8.2253
13.3562    10.5096    8.2448
13.4452    10.5802    8.2284
13.5546    10.6898    8.1892
13.6051    10.744     8.1913
13.6787    10.7593    8.2436
13.7795    10.8649    8.2294
13.888     10.9836    8.2007
14.0161    11.1036    8.1074
14.095     11.1911    8.0594
14.1926    11.2521    8.0285
14.2871    11.3735    7.9744
14.3594    11.5033    7.8911
14.3614    11.5929    7.8301
14.4033    11.6958    7.7333
14.4452    11.7689    7.6832
14.5408    11.8577    7.6513
14.5993    11.9633    7.5887
14.6765    12.0533    7.5461
14.7309    12.1225    7.4935
14.7276    12.1801    7.4882
14.8611    12.2742    7.3152
14.9005    12.4802    7.3156










































































































































































11.0744    12.2935    6.8143     R_FOS
13.598     9.6151     6.6787     L_FOS
