NMNH       164580     laj44ms.xls
7.4082     6.3296     8.0094     R-PM/MAX
7.3114     6.3032     7.9126
7.2338     6.332      7.8408
7.1297     6.3268     7.7599
7.0725     6.2884     7.6517
6.9928     6.2892     7.527
6.9414     6.2827     7.4225
6.8606     6.2998     7.3769
6.8021     6.2496     7.2844
6.7391     6.2114     7.2302
6.6707     6.1786     7.1073
6.6235     6.1415     6.9734
6.5579     6.1174     6.8397
6.5102     6.142      6.7317
6.439      6.1511     6.6417
6.4057     6.1463     6.5427
6.3513     6.1814     6.4527
6.3199     6.1947     6.3562
6.2769     6.2502     6.272
6.2571     6.275      6.2115
6.2401     6.3037     6.1513
6.2179     6.34       6.0456
6.2932     6.3713     5.8553

















































































































































































7.8156     5.6921     7.9694     L-PM/MAX
7.8392     5.6189     7.9191
7.8727     5.5635     7.8398
7.8526     5.4705     7.7555
7.8413     5.4091     7.6731
7.86       5.3497     7.5823
7.8711     5.2851     7.4505
7.8393     5.2443     7.3518
7.8299     5.1921     7.297
7.8088     5.126      7.1891
7.8031     5.0792     7.1136
7.7846     5.0251     7.0224
7.7618     5.0088     6.9421
7.7216     4.9715     6.8453
7.7207     4.9098     6.6957
7.7244     4.8441     6.575
7.7606     4.8013     6.4836
7.7813     4.7499     6.3923
7.8004     4.6695     6.2714
7.843      4.6435     6.1767
7.8333     4.6014     6.12
7.8329     4.5783     6.0784
7.8581     4.577      6.0202
7.9019     4.6269     5.9013
















































































































































































7.3183     8.1907     6.1003     ROSTRUM
7.3018     8.1508     6.1938
7.2818     8.1101     6.2596
7.2508     8.0586     6.3273
7.2682     8.0615     6.3501
7.2848     8.0277     6.4507
7.2815     8.0099     6.5625
7.2834     7.9806     6.6466
7.2803     7.8944     6.7031
7.2828     7.8481     6.8063
7.2773     7.806      6.8827
7.2489     7.7871     7.0199
7.2577     7.7251     7.0676
7.2206     7.6827     7.1816
7.1695     7.6589     7.2164
7.1564     7.6018     7.3002
7.1066     7.5397     7.3951
7.054      7.5244     7.5116
7.0313     7.4621     7.5566
7.046      7.4213     7.6057
7.0366     7.369      7.7234
7.0564     7.319      7.7966
7.0828     7.2798     7.8536
7.0497     7.3063     7.9735
7.1763     7.217      7.9267
7.2794     7.1305     7.9876
7.3351     7.0656     8.0669
7.3981     6.9993     8.0735
7.4638     6.9229     8.1157
7.5357     6.8708     8.1637
7.5914     6.8275     8.1986
7.6521     6.7279     8.2315
7.7001     6.6743     8.2827
7.7344     6.6203     8.3526
7.7649     6.5594     8.4452
7.7964     6.5216     8.503
7.8082     6.4621     8.5361
7.7999     6.4612     8.5339
7.886      6.3449     8.5138
7.9335     6.2896     8.5735
8.0083     6.2125     8.5319
8.0847     6.2012     8.5308
8.1234     6.1689     8.4522
8.2246     6.1114     8.2931
8.3155     6.0648     8.242
8.417      5.9903     8.1832
8.512      5.9078     8.1412
8.5701     5.8605     8.1125
8.6429     5.7724     8.0677
8.6802     5.6859     7.988
8.7267     5.6375     7.9015
8.7882     5.6167     7.8036
8.8558     5.5687     7.6668
8.9585     5.5629     7.5234
9.0139     5.5781     7.5015
9.1184     5.5707     7.3284
9.2102     5.5723     7.2205
9.2247     5.6348     7.0651
9.2858     5.6543     6.9625
9.3363     5.6496     6.8864
9.4133     5.6244     6.7688
9.4516     5.6373     6.6886
9.517      5.6411     6.6137
9.5759     5.6267     6.5537
9.6006     5.6284     6.5195
9.6587     5.6379     6.3909
9.75       5.6592     6.2849
9.7734     5.6642     6.2011
9.7829     5.6992     6.1107
9.8089     5.7427     5.9927
9.7947     5.8057     5.9222
9.7931     5.8447     5.8975
































































































































7.206      9.5544     8.8664     SUPORB
7.2018     9.5281     8.9425
7.227      9.4681     9.0505
7.205      9.3826     9.1508
7.2591     9.2929     9.3301
7.3113     9.221      9.4616
7.336      9.1477     9.6031
7.3937     9.0823     9.717
7.4502     8.9759     9.8029
7.5192     8.8689     9.9179
7.5765     8.7922     9.9972
7.6303     8.6841     10.0766
7.6849     8.5603     10.1494
7.7212     8.4618     10.2077
7.7583     8.3573     10.2727
7.8571     8.2282     10.3424
7.9078     8.1196     10.3607
7.9776     7.9914     10.3874
8.0439     7.8507     10.4212
8.1211     7.7226     10.4339
8.1737     7.5798     10.4501
8.2841     7.4046     10.4715
8.3387     7.2757     10.4271
8.378      7.181      10.386
8.4638     7.0625     10.3897
8.5349     6.9736     10.329
8.6083     6.8935     10.3368
8.6741     6.86       10.3544
8.7154     6.7487     10.3318
8.8401     6.6623     10.378
8.9598     6.5537     10.377
9.0986     6.4791     10.4084
9.2042     6.41       10.3907
9.3374     6.3479     10.3997
9.5054     6.2738     10.3847
9.6394     6.2161     10.3499
9.7698     6.1804     10.3404
9.911      6.1269     10.2935
10.0515    6.0863     10.2325
10.1497    6.0362     10.1795
10.2077    5.9703     10.1361
10.2553    5.9815     10.1338
10.3757    5.9141     10.0455
10.5497    5.8155     9.893
10.705     5.7529     9.7461
10.7932    5.7119     9.659
10.8822    5.6793     9.5485
10.9218    5.6326     9.44
10.9593    5.6294     9.3951
11.0273    5.5682     9.2186
11.1017    5.5245     9.0733
11.1153    5.4931     8.9984
11.1362    5.4799     8.9086
11.1272    5.4294     8.8566
11.1548    5.3904     8.7213

















































































































































7.0798     7.6293     8.0683     RORBIT
6.9972     7.7501     8.0482
6.9762     7.875      8.0464
6.9193     8.0048     8.0407
6.8665     8.1438     8.0692
6.8478     8.2718     8.1152
6.8663     8.3754     8.1601
6.8946     8.4545     8.1982
6.9019     8.542      8.2572
6.9317     8.6617     8.3559
7.021      8.7504     8.4322
7.0382     8.8134     8.5154
7.0564     8.8777     8.5892
7.0659     8.9296     8.6568
7.0857     8.9779     8.7134
7.0917     8.9863     8.7883
7.0891     9.0025     8.863
7.1364     8.9916     8.9992
7.1512     8.9771     9.08
7.1754     8.9559     9.1618
7.1768     8.9177     9.2708
7.2386     8.8545     9.3862
7.3227     8.8133     9.4633
7.3253     8.7825     9.5193
7.3309     8.7016     9.6344
7.3837     8.6187     9.7245
7.419      8.5458     9.784
7.4741     8.4226     9.8656
7.5318     8.3164     9.92
7.5306     8.2169     9.9706
7.5886     8.1324     9.9804
7.6286     8.0113     9.9792
7.6556     7.9542     10.01
7.7525     7.8221     9.9608
7.8439     7.684      9.9656
7.8905     7.5971     9.9561
7.9948     7.4537     9.9406
8.0354     7.3984     9.9149
8.1508     7.3676     9.8144
8.1502     7.3198     9.8124
8.1254     7.2518     9.8619
8.1749     7.2667     9.7545
8.227      7.1742     9.586
8.2552     7.091      9.4133
8.2362     7.0509     9.2863
8.2325     7.0361     9.2133
8.2259     7.0055     9.1257
8.1692     6.9609     9.1164
























































































































































9.2667     5.4523     8.0195     LORBIT
9.3697     5.4094     8.0064
9.4518     5.3511     8.0006
9.5971     5.2744     7.9947
9.7226     5.2275     8.0188
9.7664     5.2171     8.0301
9.848      5.207      8.0547
9.9486     5.1927     8.0934
10.0201    5.1893     8.1582
10.1029    5.2122     8.1859
10.1812    5.2232     8.257
10.289     5.2452     8.3302
10.3413    5.2715     8.3949
10.3993    5.2886     8.4701
10.4569    5.3286     8.5224
10.5029    5.3488     8.599
10.5239    5.3624     8.644
10.5465    5.3561     8.7016
10.5746    5.3871     8.7703
10.6106    5.4034     8.8727
10.5795    5.433      9.0534
10.5311    5.449      9.1733
10.4335    5.5359     9.3517
10.433     5.5485     9.4247
10.3803    5.5675     9.5359
10.3142    5.6003     9.6264
10.2485    5.6339     9.7155
10.1548    5.6938     9.8047
10.0787    5.718      9.8887
10.0258    5.7468     9.9368
9.9217     5.8146     9.952
9.8329     5.8442     9.9729
9.7376     5.9018     10.0008
9.6693     5.933      9.9971
9.5461     6.0393     9.9706
9.4525     6.0728     10.0154
9.3703     6.1179     10.0237
9.2997     6.1626     10.0203
9.21       6.207      10.0324
9.1147     6.2676     10.0833
9.0458     6.379      9.9686
8.9873     6.4404     9.949
8.9006     6.4955     9.9043
8.8082     6.5405     9.8526
8.7684     6.5702     9.7905
8.7512     6.5948     9.7157
8.6997     6.5887     9.6745
8.6645     6.6177     9.5494
8.6221     6.6098     9.496
8.5878     6.5991     9.4011
8.5923     6.6105     9.3105
8.6        6.6087     9.186
8.5664     6.6106     9.1304
8.5767     6.5969     9.1273
8.5189     6.5544     9.0768
8.4788     6.5468     9.0302
















































































































































7.1837     9.6083     8.7456     RTEMFOS
7.143      9.5981     8.6342
7.1204     9.5742     8.5348
7.0622     9.546      8.4268
7.0341     9.4896     8.3264
6.9651     9.4548     8.2525
6.9298     9.3405     8.1058
6.8976     9.2568     8.0428
6.8825     9.2295     7.9461
6.8457     9.1082     7.8315
6.8245     9.033      7.6731
6.8094     9.0189     7.5565
6.7878     9.0207     7.3727
6.8074     9.0551     7.2533
6.7897     9.1116     7.1677
6.8158     9.1511     7.1127
6.8229     9.2845     7.0189
6.8033     9.4286     7.0301
6.8383     9.49       6.9339
6.8901     9.5728     6.9302
6.934      9.6218     6.9348
6.9591     9.6792     6.9729
6.9599     9.7466     6.9556
7.0389     9.89       7.0188
7.0542     9.9306     7.0282
7.0597     9.9887     7.0421
7.1119     10.032     7.0683













































































































































































11.186     5.4743     8.6927     LTEMFOS
11.1725    5.4442     8.546
11.1536    5.432      8.4371
11.0964    5.3689     8.3339
11.0542    5.3529     8.2579
10.994     5.3236     8.1899
10.9611    5.2807     8.1275
10.9098    5.2757     8.0703
10.8384    5.2592     7.9804
10.7595    5.2216     7.904
10.6827    5.1647     7.8305
10.62      5.1351     7.751
10.568     5.0818     7.5817
10.5493    5.0515     7.4946
10.5722    5.0219     7.3999
10.6173    5.0355     7.2967
10.7087    5.0323     7.1793
10.7882    5.0569     7.105
10.852     5.0706     7.0787
10.951     5.1178     7.0544
11.0753    5.1605     7.0035
11.1218    5.1714     7.0036
11.2163    5.2013     6.998
11.284     5.234      7.0085
11.3196    5.2471     7.0245
11.3547    5.24       7.0383
11.4139    5.2545     7.1026
11.484     5.2756     7.0894
11.5523    5.3444     7.1051











































































































































































7.2384     5.8913     8.5099     OP
8.122      7.2115     8.4335     BA
9.807      9.6826     7.3008     ST
11.2816    11.9157    6.7299     IV
6.0149     8.9707     7.9627     R_PG
6.6064     11.002     7.5673     R_ZTI
8.7462     10.4238    8.0684     R_M3D
9.1947     11.755     7.7597     R_M12
10.2536    12.7869    7.235      R_MP3
10.7127    13.1794    6.963      R_PMI
10.4392    5.9455     7.7618     L_PG
12.0834    7.0918     7.1995     L_ZTI
10.9321    9.0061     7.9814     L_M3D
11.8915    9.8078     7.6209     L_M12
12.5056    11.3169    7.1872     L_MP3
12.6163    11.8276    7.0032     L_PMI
12.4724    12.283     6.4837     O1
12.6791    9.1987     6.0294     O2
9.959      5.1278     6.7164     O3
7.0293     4.2228     5.7025     O4




















































































































































































8.3528     12.0038    7.2651     RZYGINF
8.2239     12.0352    7.2973
8.1569     12.0338    7.2941
8.0917     12.0158    7.3243
8.0228     12.0314    7.3665
7.9497     12.0038    7.4237
7.8555     11.9685    7.4807
7.7581     11.9366    7.5191
7.6725     11.8723    7.5689
7.5984     11.7857    7.6011
7.5477     11.7102    7.6246
7.4608     11.6297    7.6544
7.3701     11.5483    7.6744
7.2244     11.4244    7.6947
7.1128     11.3328    7.6863
7.0208     11.2485    7.6635
6.885      11.1537    7.6398
6.7847     11.0719    7.6013
6.7145     11.0368    7.581
6.6656     10.9897    7.5678
6.6428     10.9456    7.5399
6.6061     10.897     7.5139


















































































































































































12.4657    9.293      7.0535     LZYGINF
12.5391    9.2245     7.0578
12.5812    9.1675     7.0577
12.6142    9.1012     7.0715
12.6649    9.024      7.1112
12.8101    8.9385     7.1405
12.7927    8.8778     7.2036
12.7433    8.7923     7.2442
12.7196    8.6875     7.2847
12.658     8.5929     7.3432
12.6415    8.5159     7.3638
12.5818    8.4112     7.4079
12.5533    8.3298     7.4174
12.5146    8.2612     7.4358
12.5185    8.2377     7.4281
12.461     8.123      7.4417
12.3934    7.9793     7.457
12.3605    7.8753     7.4297
12.3258    7.7791     7.3948
12.2528    7.6183     7.3433
12.2155    7.5342     7.3212
12.1785    7.4267     7.3032
12.1442    7.3576     7.274
12.1378    7.2677     7.2428
12.0857    7.1953     7.2359
12.0498    7.1558     7.2157
12.0395    7.1099     7.1982













































































































































































8.7136     10.4456    8.0701     R-ALV
8.6877     10.5117    8.0499
8.6871     10.5601    8.0333
8.6943     10.6535    8.014
8.6776     10.7448    7.987
8.685      10.7992    7.9605
8.6915     10.8625    7.9483
8.7282     10.8978    7.9526
8.7415     10.9249    7.9579
8.761      10.9424    7.9448
9999       9999       9999
9.1843     11.8527    7.7087
9.2674     11.8931    7.67
9.3068     11.9425    7.6459
9.3457     11.9818    7.633
9.4109     12.0181    7.6141
9.4475     12.0524    7.6057
9.5292     12.0782    7.592
9.6039     12.1718    7.5859
9.6587     12.1905    7.5895
9.7079     12.2339    7.5594
9.77       12.2786    7.5352
9.885      12.3447    7.4553
9.9358     12.4526    7.3721
9.9763     12.5114    7.3415
10.0173    12.6018    7.3063
10.078     12.7252    7.2663
10.1216    12.7472    7.2389
10.179     12.7536    7.2477
10.2757    12.7742    7.2514










































































































































































10.9671    9.0142     7.9894     L-ALV
11.0952    9.0122     7.9246
11.2386    9.1093     7.8739
11.3241    9.1619     7.8358
11.412     9.2071     7.8034
11.5043    9.2628     7.7803
11.5933    9.3392     7.7833
11.6518    9.3848     7.7471
11.7123    9.4953     7.7302
11.7919    9.5787     7.6972
11.8423    9.6766     7.6738
11.892     9.764      7.6401
11.9246    9.8536     7.6211
11.9548    9.884      7.6018
11.9916    9.9025     7.5758
12.0615    10.0143    7.5575
12.1078    10.1185    7.5455
12.1535    10.2244    7.5273
12.1955    10.3549    7.505
12.2079    10.4821    7.4461
12.256     10.5912    7.393
12.3075    10.6909    7.3524
12.3475    10.7821    7.3595
12.4011    10.9215    7.2965
12.4485    11.0053    7.2532
12.4764    11.0302    7.2488
12.5166    11.0962    7.2321
12.5616    11.1917    7.2083
12.5877    11.2595    7.1545
12.5879    11.3131    7.1352
12.5652    11.3375    7.1721









































































































































































7.2753     8.1801     6.9505     R_FOS
9.6948     5.6017     7.0087     L_FOS
