AMNH       52585      laj24ms.xls
14.2437    14.3833    -8.6024    IN
11.2918    11.5244    -11.1106   BR
8.0761     8.7476     -9.7016    GL
7.9178     8.5841     -9.1649    NA
6.6824     7.3615     -7.0029    RH
5.9918     6.6036     -4.9182    NS
5.8082     6.3692     -4.0181    PR
6.4298     5.9401     -4.1266    R_PR2
7.6115     7.9856     -7.8328    R_PMS
10.269     6.8812     -5.7051    R_ZMI
9.1462     7.2939     -7.4079    R_ZMU
8.2008     8.5114     -8.5721    R_DA
9.4845     7.9256     -9.7387    R_MTI
9.8304     8.3382     -10.1969   R_MTS
10.4607    7.2913     -8.4393    R_FMO
11.0547    7.2438     -8.3741    R_FMT
14.4054    9.7936     -7.2021    R_PO
11.5282    6.8442     -6.4306    R_ZTS
5.4593     7.0059     -4.0322    L_PR2
7.3936     8.3031     -7.8926    L_PMS
6.6016     10.9667    -5.5089    L_ZMI
6.8862     9.8229     -7.1956    L_ZMU
7.8621     8.8654     -8.7428    L_DA
7.417      10.1105    -9.6353    L_MTI
7.7366     10.4934    -10.0781   L_MTS
6.8394     11.211     -8.1549    L_FMO
6.8399     11.7321    -8.0041    L_FMT
9.8775     14.8006    -6.8506    L_PO
6.679      12.0611    -6.1632    L_ZTS
5.8151     5.8477     -3.9358    O1
6.256      11.4348    -5.8002    O2
10.5183    15.1507    -7.3325    O3
13.5383    14.5719    -9.2358    O4







































































































































































8.0986     8.6971     -9.6768    GLRH
8.0604     8.6706     -9.5427
7.989      8.6021     -9.3429
7.9242     8.5451     -9.0914
7.8495     8.4577     -8.8584
7.7826     8.3939     -8.6419
7.6998     8.3099     -8.3986
7.6133     8.2118     -8.1818
7.5001     8.1095     -7.9636
7.3768     7.995      -7.7726
7.2328     7.8243     -7.611
7.1154     7.7347     -7.4523
6.9995     7.5974     -7.3338
6.8878     7.4879     -7.1965
