AMNH       52607      laj8ms.xls
15.1805    18.2269    -8.4076    IN
12.4445    15.5103    -10.8645   BR
9.1959     12.3697    -8.9958    GL
9.0738     12.2619    -8.5834    NA
8.1822     11.4184    -6.465     RH
7.74       10.9961    -4.6314    NS
7.5773     10.836     -4.1113    PR
8.331      10.565     -4.0759    R_PR2
8.8879     11.8089    -7.3818    R_PMS
11.3076    11.1114    -5.4812    R_ZMI
10.1846    11.3371    -6.6726    R_ZMU
9.5015     12.2579    -8.0401    R_DA
10.734     11.8919    -9.0857    R_MTI
11.0219    12.0917    -9.5146    R_MTS
11.5789    11.1462    -7.7913    R_FMO
12.1337    11.2891    -7.802     R_FMT
15.1377    13.84      -7.0997    R_PO
12.6296    11.1185    -6.083     R_ZTS
7.2533     11.5465    -4.1008    L_PR2
8.5966     12.0927    -7.3725    L_PMS
7.8044     14.529     -5.6584    L_ZMI
8.1336     13.4572    -7.0048    L_ZMU
9.115      12.6149    -8.1211    L_DA
8.5967     13.6186    -9.1304    L_MTI
8.9276     13.8077    -9.5571    L_MTS
8.0199     14.7895    -8.0064    L_FMO
8.0496     15.2389    -7.8785    L_FMT
10.4775    18.1911    -7.3275    L_PO
7.8757     15.875     -6.3236    L_ZTS
7.7566     10.3951    -4.0589    O1
7.3702     15.0249    -5.8857    O2
10.9904    18.7618    -7.5318    O3
14.6119    18.3357    -9.0693    O4







































































































































































9.1114     12.2737    -8.6415    GLRH
9.0594     12.2132    -8.4444
9.0071     12.1351    -8.2009
8.9272     12.0638    -7.9092
8.8418     11.9802    -7.6722
8.7832     11.9289    -7.4998
8.6804     11.8634    -7.2546
8.593      11.7786    -7.043
8.4763     11.637     -6.9092
8.3803     11.524     -6.7871
8.2921     11.4707    -6.6725
8.2114     11.3892    -6.5766
8.1937     11.3614    -6.4522



























































































































































































8.1875     11.3919    -6.4351    NOSE
8.2924     11.2987    -6.4514
8.3295     11.2611    -6.3718
8.3526     11.2107    -6.2587
8.4343     11.2208    -6.2309
8.5156     11.2195    -6.266
8.5739     11.1654    -6.1889
8.5909     11.1133    -5.9674
8.6313     11.0666    -5.8102
8.6656     11.0244    -5.5274
8.4841     10.9699    -5.3116
8.3102     10.95      -5.1522
8.123      10.9266    -4.9719
7.9982     10.9328    -4.8329
7.8988     10.9419    -4.7418
7.8562     10.9687    -4.6896
7.8106     11.0081    -4.6548
7.7734     11.1593    -4.7901
7.7872     11.2702    -4.8934
7.7356     11.3768    -5.0103
7.6956     11.479     -5.12
7.7375     11.6009    -5.2244
7.7526     11.7583    -5.3719
7.7869     11.8596    -5.5487
7.8548     11.873     -5.7733
7.8741     11.8546    -5.9602
7.9592     11.8132    -6.1326
7.9763     11.7527    -6.2257
7.9894     11.6593    -6.2642
8.034      11.5661    -6.3911
8.1116     11.5281    -6.4625
8.1355     11.4975    -6.4204
8.1871     11.433     -6.4456







































































































































































7.7743     11.013     -4.6486    NASP-PR
7.6867     10.9352    -4.5554
7.6366     10.887     -4.4409
7.5906     10.8809    -4.2752
7.5712     10.8433    -4.1675
7.591      10.8377    -4.0755


































































































































































































8.9408     11.7428    -7.3049    R-PM/MAX
8.9089     11.6183    -7.1095
8.9067     11.49      -6.887
8.8875     11.3966    -6.6885
8.8997     11.2962    -6.452
8.9832     11.2394    -6.2975
8.9609     11.1248    -6.0709
8.9344     10.9963    -5.8191
8.8972     10.8656    -5.5256
8.8599     10.8194    -5.2632
8.8867     10.7891    -5.0917
8.8904     10.6978    -4.8166
8.9061     10.6102    -4.6034
8.9222     10.5612    -4.434
8.9415     10.5948    -4.2651

























































































































































































8.569      12.086     -7.3816    L-PM/MAX
8.4614     12.0932    -7.2552
8.3506     12.1106    -7.0435
8.2083     12.0795    -6.832
8.0877     12.1017    -6.5886
7.9907     12.1566    -6.3551
7.824      12.1301    -6.0275
7.6617     12.0859    -5.7203
7.5946     12.1134    -5.3727
7.4927     12.0492    -5.057
7.3855     12.0372    -4.8032
7.326      12.1002    -4.5701
7.2896     12.1419    -4.4311
7.3256     12.1523    -4.3344


























































































































































































10.3599    11.3666    -4.3167    ROSTRUM
10.3165    11.3264    -4.5212
10.2759    11.3111    -4.7271
10.2099    11.3584    -4.9766
10.1299    11.3935    -5.2643
10.0519    11.4191    -5.5179
9.9494     11.3659    -5.8926
9.8573     11.35      -6.0858
9.801      11.36      -6.2152
9.7536     11.4104    -6.2817
9.6598     11.4359    -6.3597
9.5572     11.5096    -6.5939
9.4547     11.5957    -6.7508
9.3572     11.6978    -6.8998
9.2191     11.7733    -7.0133
9.1362     11.8018    -7.1985
9.0562     11.8686    -7.4904
8.9379     11.8929    -7.6026
8.839      11.995     -7.6524
8.8187     12.0185    -7.6948
8.7997     11.9953    -7.6439
8.6954     12.0886    -7.5792
8.6356     12.2541    -7.2878
8.5891     12.329     -7.0226
8.4903     12.4689    -6.8481
8.3397     12.6021    -6.648
8.2774     12.7872    -6.4363
8.1781     12.9614    -6.1329
8.2137     13.0703    -5.8554
8.2096     13.1546    -5.6361
8.1567     13.324     -5.2099
8.0765     13.386     -5.055
7.9866     13.4727    -4.8696
7.9905     13.5707    -4.6298
7.9951     13.5937    -4.4862
7.9754     13.5767    -4.4604




































































































































































12.1352    11.2614    -7.8365    SUPORB
12.1498    11.3383    -8.0745
12.0319    11.4727    -8.4299
11.8783    11.613     -8.7615
11.687     11.7198    -9.0076
11.4863    11.8084    -9.1867
11.2813    11.8661    -9.3151
11.0834    11.9447    -9.4092
10.8279    12.0406    -9.4831
10.5606    12.1114    -9.457
10.3301    12.2514    -9.4661
10.0455    12.3408    -9.4814
9.7269     12.4827    -9.4494
9.5682     12.5093    -9.3426
9.4026     12.5994    -9.3112
9.3298     12.7034    -9.3272
9.2534     12.9176    -9.4244
9.174      13.0711    -9.4823
9.0126     13.3331    -9.5099
8.8965     13.6585    -9.532
8.7847     14.0413    -9.4762
8.7579     14.2728    -9.4144
8.7151     14.5102    -9.3064
8.5887     14.7607    -9.1173
8.4041     15.0021    -8.848
8.2535     15.2067    -8.4838
8.1888     15.3036    -8.2947
8.1145     15.3223    -8.0426
8.0709     15.279     -7.8231
8.0517     15.2648    -7.7283










