AMNH       52598      laj14ms.xls
16.1128    16.7006    -8.7106    IN
13.7734    14.0847    -11.2864   BR
10.0784    10.6025    -9.1818    GL
9.8718     10.4216    -8.5113    NA
8.8827     9.4856     -6.7005    RH
8.2296     8.8556     -4.9845    NS
8.024      8.6961     -4.2082    PR
8.6712     8.3157     -4.1839    R_PR2
9.5701     9.7926     -7.183     R_PMS
12.469     8.8855     -5.4393    R_ZMI
11.18      9.281      -7.2366    R_ZMU
10.2644    10.4715    -8.3284    R_DA
11.4536    9.9384     -9.3149    R_MTI
11.6706    10.1885    -9.7773    R_MTS
12.5476    9.2632     -8.2176    R_FMO
12.9992    9.2066     -8.1516    R_FMT
16.3941    12.0058    -6.9625    R_PO
13.6242    8.8095     -5.9672    R_ZTS
7.6893     9.3397     -4.2311    L_PR2
9.331      10.1795    -7.2654    L_PMS
8.3646     12.9839    -5.3413    L_ZMI
8.8422     11.603     -7.177     L_ZMU
9.9129     10.7967    -8.2194    L_DA
9.4239     11.9078    -9.2119    L_MTI
9.7324     12.2032    -9.8044    L_MTS
8.6979     13.1743    -8.0288    L_FMO
8.7859     13.605     -7.965     L_FMT
11.611     16.6027    -6.8357    L_PO
8.5064     14.1047    -5.8005    L_ZTS
8.0497     8.236      -3.9766    O1
8.0469     13.4552    -5.4506    O2
12.1846    17.0856    -7.2554    O3
15.9472    16.6501    -9.1048    O4







































































































































































10.0737    10.6126    -9.2058    GLRH
10.0422    10.5612    -9.003
9.9813     10.4741    -8.7892
9.9124     10.4104    -8.6025
9.8691     10.3378    -8.4016
9.8021     10.3136    -8.1442
9.7602     10.235     -7.9133
9.6685     10.161     -7.7111
9.5793     10.0938    -7.5292
9.5043     10.0032    -7.3845
