AMNH       52666      ca15ms.xls
14.3728    15.9154    -9.5612    IN
12.1011    13.0942    -12.1941   BR
8.5857     9.5286     -9.5553    GL
8.6086     9.5026     -9.6313    NA
7.9232     8.6955     -7.0402    RH
7.3934     7.9622     -4.6964    NS
7.2755     7.8971     -4.1055    PR
7.8418     7.6054     -3.97      R_PR2
8.4875     8.9021     -7.6059    R_PMS
11.6798    8.2857     -5.4343    R_ZMI
10.0284    8.6018     -7.4353    R_ZMU
9.1099     9.4408     -8.6284    R_DA
10.0438    8.6431     -9.6857    R_MTI
10.3857    8.9959     -10.305    R_MTS
11.4756    8.1627     -8.6487    R_FMO
12.0136    8.4026     -8.758     R_FMT
15.3935    11.9685    -7.7201    R_PO
13.0745    8.5851     -6.467     R_ZTS
6.9218     8.404      -4.0308    L_PR2
8.0372     9.2597     -7.6251    L_PMS
7.3532     12.3756    -5.3261    L_ZMI
7.7032     10.8572    -7.4062    L_ZMU
8.3905     9.8133     -8.6701    L_DA
7.7268     10.9888    -9.573     L_MTI
7.9727     11.1811    -10.2518   L_MTS
7.1107     12.2542    -8.5285    L_FMO
7.2817     12.756     -8.5247    L_FMT
10.6292    16.2449    -7.6542    L_PO
7.5109     13.813     -6.4825    L_ZTS
6.8412     8.6641     -4.6975    O1
7.3633     13.6037    -5.7759    O2
11.0262    16.5463    -8.4398    O3
14.2905    15.7783    -10.2902   O4







































































































































































8.6093     9.5319     -9.6983    GLRH
8.5848     9.4949     -9.5346
8.5702     9.4515     -9.3706
8.5384     9.3832     -9.1551
8.5027     9.3303     -8.9795
8.4699     9.2946     -8.7968
8.4323     9.2681     -8.6284
8.4057     9.2331     -8.466
8.3615     9.196      -8.2304
8.3343     9.1339     -8.0901
8.2652     9.0778     -7.9165
8.2362     9.0428     -7.7941
8.1949     8.9716     -7.6944
8.1367     8.8821     -7.5442
8.0763     8.8064     -7.4083
7.9822     8.7693     -7.2742
7.9462     8.7137     -7.1551
7.9326     8.6873     -7.0784
