AMNH       52617      laj16ms.xls
16.0191    14.7477    -8.7608    IN
12.8573    12.0834    -11.3849   BR
9.2512     9.1805     -9.3319    GL
9.2003     9.1473     -9.2166    NA
7.9685     7.9588     -6.729     RH
7.3109     7.3605     -4.7806    NS
7.1208     7.1415     -4.2132    PR
7.7671     6.7771     -4.1738    R_PR2
8.8811     8.3397     -7.3396    R_PMS
11.6615    7.3251     -5.3737    R_ZMI
10.2426    7.8316     -7.2163    R_ZMU
9.5501     9.0451     -8.572     R_DA
10.6056    8.3452     -9.4773    R_MTI
10.8563    8.5479     -9.9573    R_MTS
11.6454    7.6315     -8.1428    R_FMO
12.2073    7.6244     -8.1835    R_FMT
15.8695    10.1347    -7.1158    R_PO
12.9324    7.2892     -6.0144    R_ZTS
6.8143     7.8841     -4.079     L_PR2
8.5173     8.8461     -7.4085    L_PMS
7.9645     11.5746    -5.3478    L_ZMI
8.2639     10.2423    -7.1607    L_ZMU
9.2288     9.3274     -8.5144    L_DA
8.8853     10.5856    -9.4052    L_MTI
9.0926     10.7067    -9.9466    L_MTS
8.2894     11.7882    -8.1003    L_FMO
8.3766     12.2228    -7.8917    L_FMT
11.4379    15.262     -7.0815    L_PO
8.187      12.8608    -5.8565    L_ZTS
7.0873     6.6187     -3.823     O1
7.6615     12.0881    -5.5683    O2
12.3021    15.7336    -7.5954    O3
16.5159    13.9338    -9.2181    O4







































































































































































9.3495     9.1245     -9.3416    GLRH
9.2737     9.0453     -9.1483
9.2016     8.997      -8.9177
9.1321     8.9309     -8.631
9.0657     8.8619     -8.4407
8.9761     8.7973     -8.2134
8.8882     8.6953     -8.0328
8.8189     8.634      -7.8636
8.7259     8.5186     -7.673
8.5801     8.4297     -7.5045
8.4891     8.3342     -7.391
8.3972     8.2262     -7.262
8.3056     8.1707     -7.0916
8.2171     8.0703     -6.9828
8.1594     8.0479     -6.9138
8.0768     7.9874     -6.8318
8.044      7.9728     -6.7041























































































































































































8.0531     7.9289     -6.7337    NOSE
8.1289     7.882      -6.7913
8.1934     7.8011     -6.7389
8.2559     7.7807     -6.6398
8.3781     7.7581     -6.6577
8.465      7.8217     -6.6789
8.4965     7.8327     -6.6669
8.5326     7.7874     -6.4399
8.5598     7.6834     -6.2491
8.5399     7.633      -6.0334
8.4604     7.5464     -5.8554
8.3402     7.4937     -5.7066
8.237      7.4235     -5.5757
8.0969     7.3939     -5.4261
7.9154     7.3108     -5.3067
7.7876     7.3313     -5.1434
7.6615     7.294      -5.0172
7.4925     7.2781     -4.8474
7.4208     7.3233     -4.8066
7.415      7.4815     -4.8442
7.3678     7.5918     -5.0323
7.3964     7.7505     -5.1546
7.4708     7.8732     -5.2715
7.4959     7.9731     -5.3212
7.5239     8.0443     -5.3803
7.549      8.1436     -5.4217
7.5924     8.2446     -5.4893
7.6368     8.3663     -5.6181
7.7408     8.4523     -5.7655
7.8448     8.4956     -5.8983
7.8724     8.5132     -6.0436
7.913      8.5075     -6.1431
7.9534     8.4934     -6.2487
7.9914     8.4356     -6.4123
8.0102     8.422      -6.5194
8.021      8.4212     -6.5664
7.9094     8.3362     -6.5828
7.883      8.2481     -6.5575
7.8683     8.1868     -6.5308
7.9047     8.1599     -6.5519
7.9518     8.1311     -6.6323
8.0132     8.0844     -6.7049
8.0401     8.0267     -6.7435
8.0247     7.9714     -6.7212
8.056      7.952      -6.7121



























































































































































7.3744     7.3264     -4.7827    NASP-PR
7.3259     7.2528     -4.7395
7.2574     7.1851     -4.6308
7.2075     7.1331     -4.5049
7.1779     7.1232     -4.4384
7.1637     7.1001     -4.3403
7.1673     7.0958     -4.2698

































































































































































































8.9623     8.4169     -7.4292    R-PM/MAX
8.9449     8.2945     -7.2141
8.9232     8.1795     -7.0495
8.8924     8.0811     -6.9412
8.8776     8.0274     -6.8241
8.8641     7.9609     -6.7196
8.9168     7.9003     -6.5587
8.9045     7.7907     -6.3947
8.8813     7.6801     -6.2141
8.8685     7.5855     -6.0572
8.835      7.5252     -5.9056
8.7845     7.4215     -5.6996
8.7434     7.34       -5.5642
8.7324     7.2487     -5.4197
8.7194     7.152      -5.2603
8.7724     7.0409     -5.0308
8.7607     6.9367     -4.8928
8.767      6.8528     -4.7481
8.7454     6.7572     -4.6093
8.7766     6.8142     -4.4081




















































































































































































8.5936     8.8233     -7.4334    L-PM/MAX
8.5025     8.8312     -7.2661
8.3946     8.7946     -7.1195
8.2753     8.7656     -6.944
8.198      8.7305     -6.7763
8.1479     8.7323     -6.6564
8.0542     8.7421     -6.4413
7.9752     8.7488     -6.2565
7.8801     8.7143     -6.1063
7.752      8.694      -5.8953
7.6648     8.6667     -5.7089
7.5893     8.6547     -5.5162
7.4976     8.6379     -5.3612
7.4261     8.6038     -5.2524
7.3559     8.6486     -5.1437
7.2925     8.6778     -5.0238
7.2081     8.6746     -4.8733
7.138      8.6629     -4.7576
7.0771     8.6609     -4.6461
6.9992     8.6881     -4.5362
7.0123     8.6945     -4.388



















































































































































































10.5632    7.6569     -4.3662    ROSTRUM
10.5361    7.6495     -4.5203
10.4996    7.6338     -4.7194
10.4507    7.6351     -4.8478
10.3596    7.6921     -5.0048
10.2712    7.751      -5.0965
10.1722    7.8577     -5.2683
10.124     7.9202     -5.4573
10.0826    7.9443     -5.6226
10.0244    7.9298     -5.8469
9.9657     7.8958     -6.1227
9.9275     7.8636     -6.2823
9.8915     7.8278     -6.4215
9.8444     7.8104     -6.5598
9.7448     7.8945     -6.7003
9.6352     8.0554     -6.8012
9.5148     8.2079     -7.0037
9.4427     8.3295     -7.1222
9.3213     8.4873     -7.3232
9.2391     8.5895     -7.4054
9.1684     8.6632     -7.5599
9.1222     8.682      -7.7735
9.0711     8.7203     -7.9805
8.9975     8.7544     -8.1116
8.9115     8.8004     -8.1625
8.8667     8.8513     -8.1511
8.848      8.9504     -8.1038
8.8066     9.0067     -7.8361
8.7839     9.0713     -7.5667
8.7299     9.1779     -7.3879
8.6134     9.3119     -7.1429
8.4975     9.3775     -7.0243
8.4334     9.4675     -6.9495
8.3678     9.58       -6.7592
8.2793     9.6197     -6.7016
8.1638     9.7209     -6.6593
8.1438     9.7775     -6.5318
8.1866     9.7697     -6.3664
8.2685     9.8482     -6.1055
8.3033     9.9069     -5.7112
8.325      9.9694     -5.3572
8.2893     10.0845    -5.1269
8.1623     10.2011    -4.8929
8.0916     10.2791    -4.6698
8.096      10.3058    -4.4869
8.1275     10.3202    -4.3447
8.2045     10.3356    -4.2293

























































































































































12.2674    7.6612     -8.186     SUPORB
12.2481    7.6707     -8.4029
12.1867    7.7286     -8.5822
12.146     7.8086     -8.8066
12.101     7.8711     -8.9717
12.0158    7.9552     -9.1808
11.8603    8.0954     -9.4264
11.655     8.1894     -9.5758
11.4946    8.2717     -9.6984
11.2289    8.386      -9.8354
11.0148    8.4991     -9.9362
10.7736    8.6564     -10.0178
10.4958    8.8729     -10.0876
10.1544    9.0558     -10.0454
9.8616     9.2339     -9.9614
9.6675     9.3596     -9.8412
9.554      9.4664     -9.8435
9.5341     9.5672     -9.8579
9.3998     9.8237     -9.9428
9.2479     10.2056    -9.9986
9.132      10.5523    -9.9751
9.0127     10.8997    -9.9126
8.91       11.2071    -9.7974
8.7977     11.4964    -9.6092
8.6519     11.8671    -9.2805
8.5085     12.0996    -8.9648
8.4515     12.2494    -8.6367
8.3906     12.285     -8.3867
8.3503     12.3023    -8.1496
8.3555     12.2636    -7.8953










































































































































































10.3679    7.8275     -7.2451    RORBIT
10.5323    7.7176     -7.2441
10.7487    7.6623     -7.2775
10.9625    7.6084     -7.3333
11.1353    7.6277     -7.4134
11.282     7.6385     -7.504
11.4306    7.6371     -7.6273
11.5317    7.6289     -7.7581
11.6424    7.6417     -7.9059
11.702     7.661      -7.9986
11.7145    7.6768     -8.1114
11.7626    7.6846     -8.2749
11.7254    7.6741     -8.5076
11.683     7.6881     -8.7118
11.5874    7.7413     -8.8978
11.4913    7.7917     -9.0749
11.3662    7.8716     -9.2295
11.21      8.0307     -9.3013
11.0302    8.0826     -9.4469
10.8788    8.2063     -9.4387
10.6589    8.3595     -9.4706
10.5051    8.491      -9.4926
10.3976    8.5697     -9.5162
10.3146    8.6226     -9.5647
10.0273    8.9076     -9.3521
9.8675     8.9668     -9.2135
9.747      8.9895     -9.0436
9.6064     8.9958     -8.7841
9.5772     9.0105     -8.6244











































































































































































