AMNH       52657      ca11ms.xls
17.8055    16.4014    -8.9517    IN
14.8005    13.5542    -11.6816   BR
11.778     10.9314    -8.9648    GL
11.7307    10.8906    -8.6971    NA
11.331     10.4196    -6.6561    RH
10.8486    9.9343     -4.8818    NS
10.6296    9.7937     -4.1035    PR
11.2586    9.381      -4.0635    R_PR2
11.8346    10.3326    -6.6879    R_PMS
14.1881    9.6059     -5.4075    R_ZMI
12.8973    10.3378    -6.8148    R_ZMU
12.177     10.8888    -8.0441    R_DA
12.9743    10.2686    -8.9198    R_MTI
13.2443    10.4876    -9.5985    R_MTS
14.1474    9.7207     -7.6734    R_FMO
14.7485    9.7231     -7.9429    R_FMT
18.0027    12.7126    -7.4418    R_PO
15.6224    9.8464     -6.0164    R_ZTS
10.3096    10.5324    -4.1493    L_PR2
11.1814    10.9015    -6.6006    L_PMS
10.8057    13.4409    -5.3753    L_ZMI
11.3845    12.0534    -6.8111    L_ZMU
11.7192    11.2316    -7.975     L_DA
11.3374    12.0952    -8.9086    L_MTI
11.4513    12.2762    -9.5135    L_MTS
10.8371    13.4132    -7.7653    L_FMO
10.9695    13.9923    -7.9263    L_FMT
14.2134    16.8433    -7.4015    L_PO
11.2133    14.8586    -6.0208    L_ZTS
10.1684    9.8955     -3.887     O1
15.2072    9.6227     -5.5033    O2
18.3853    12.8437    -8.3812    O3
18.3409    15.5692    -9.6544    O4







































































































































































11.8249    10.8909    -9.0127    GLRH
11.7938    10.8837    -8.8073
11.7586    10.8453    -8.5931
11.7324    10.7716    -8.2526
11.7359    10.7616    -7.9238
11.7379    10.7386    -7.6489
11.685     10.6687    -7.3986
11.6366    10.6143    -7.2084
11.5435    10.5228    -7.0159
11.4517    10.4613    -6.86
11.3682    10.4051    -6.7216
11.3627    10.3837    -6.6642




























































































































































































11.3553    10.4011    -6.6226    NOSE
11.4843    10.397     -6.6215
11.5949    10.3752    -6.609
11.5625    10.317     -6.5583
11.5208    10.2747    -6.4881
11.5431    10.2128    -6.3901
11.6231    10.1648    -6.2144
11.6534    10.1022    -6.0328
11.6441    10.0018    -5.8595
11.6403    9.9895     -5.6341
11.4647    9.9255     -5.4228
11.3228    9.8846     -5.3019
11.1356    9.8602     -5.1021
10.9791    9.8566     -4.9613
10.8355    9.899      -4.8754
10.774     9.9303     -4.8591
10.6895    10.0714    -4.939
10.7178    10.1987    -5.0581
10.7474    10.3075    -5.1497
10.7794    10.4192    -5.2322
10.7985    10.5505    -5.3616
10.8142    10.6091    -5.4245
10.8497    10.6961    -5.5575
10.9019    10.7628    -5.7505
10.9523    10.768     -5.9182
11.0154    10.7544    -6.0155
11.0287    10.7255    -6.1527
11.1081    10.6708    -6.3135
11.1874    10.6633    -6.3827
11.2783    10.6144    -6.5728
11.3189    10.5053    -6.5989
11.3334    10.4483    -6.634








































































































































































10.7534    9.9126     -4.84      NASP-PR
10.6921    9.8378     -4.7398
10.6264    9.7645     -4.5463
10.5861    9.7678     -4.3298
10.6108    9.7914     -4.1761
10.6396    9.7935     -4.0927


































































































































































































11.8542    10.3085    -6.6607    R-PM/MAX
11.8334    10.19      -6.4461
11.8567    10.082     -6.2174
11.8429    10.0157    -6.0418
11.7832    9.9132     -5.8388
11.7387    9.819      -5.6364
11.7494    9.7521     -5.5041
11.7647    9.6634     -5.2831
11.8383    9.5412     -4.9923
11.8844    9.4594     -4.7546
11.9256    9.3944     -4.5398
11.9506    9.4405     -4.3195
11.9577    9.4521     -4.292























































































































































































