AMNH       52612      laj9ms.xls
15.5639    16.202     -8.8408    IN
9999       9999       9999       BR
9.9142     9.9021     -9.3181    GL
9.7606     9.8449     -9.0876    NA
8.6145     8.789      -6.8301    RH
7.903      8.2797     -4.7918    NS
7.7134     8.2271     -4.0021    PR
8.3239     7.7639     -4.0637    R_PR2
9.5807     9.4498     -7.8996    R_PMS
12.2217    8.638      -5.4281    R_ZMI
11.0916    8.7773     -7.2526    R_ZMU
10.1865    9.8325     -8.4688    R_DA
11.2702    9.3652     -9.3769    R_MTI
11.5692    9.7116     -9.8766    R_MTS
12.4339    8.7611     -8.1413    R_FMO
12.8507    8.7507     -8.075     R_FMT
16.1694    11.9719    -7.1155    R_PO
13.4188    8.6708     -6.071     R_ZTS
7.3435     8.7699     -4.0496    L_PR2
9.1971     9.6821     -7.6878    L_PMS
8.1548     12.3968    -5.624     L_ZMI
8.4911     11.161     -7.4219    L_ZMU
9.7729     10.2819    -8.4461    L_DA
9.1894     11.1759    -9.4779    L_MTI
9.5674     11.5111    -10.0189   L_MTS
8.3791     12.3776    -8.431     L_FMO
8.3487     12.8431    -8.3351    L_FMT
10.8593    16.2697    -7.5425    L_PO
8.1239     13.6468    -6.3622    L_ZTS
7.801      7.7094     -3.7277    O1
7.6615     13.0134    -6.0333    O2
11.5907    16.7487    -7.8654    O3
15.1633    16.4761    -8.5089    O4







































































































































































9.8625     9.8708     -9.2566    GLRH
9.7445     9.7997     -8.9676
9.6648     9.7041     -8.6651
9.5733     9.6291     -8.3848
9.4836     9.5514     -8.1373
9.3753     9.4699     -7.9096
9.2497     9.3532     -7.6823
9.1326     9.2499     -7.4992
9.0349     9.1641     -7.3578
8.951      9.056      -7.2773
8.8194     8.9423     -7.1415
8.728      8.8744     -7.0302
8.6736     8.8124     -6.9306
8.6183     8.7811     -6.8531
8.6233     8.7834     -6.7918

























































































































































































8.6956     8.7317     -6.8421    NOSE
8.756      8.6661     -6.7518
8.7891     8.6375     -6.6376
8.8084     8.5903     -6.5256
8.8688     8.557      -6.5595
8.9849     8.6273     -6.5843
9.0801     8.7246     -6.5356
9.1266     8.6739     -6.4579
