AMNH       52613      laj11ms.xls
15.9369    17.1304    -8.4733    IN
13.3319    14.2457    -10.8441   BR
10.3897    11.2101    -8.8525    GL
10.2702    11.1276    -8.4434    NA
9.5223     10.4232    -6.6114    RH
9.1045     9.9599     -4.9141    NS
8.9393     9.781      -4.3671    PR
9.6288     9.5165     -4.3202    R_PR2
10.1849    10.6189    -6.977     R_PMS
12.735     10.0528    -5.312     R_ZMI
11.6239    10.1529    -6.7278    R_ZMU
10.6082    11.2095    -7.9098    R_DA
11.6601    10.7143    -8.8883    R_MTI
11.8913    10.9907    -9.3871    R_MTS
12.8602    10.1605    -7.6907    R_FMO
13.2956    10.2631    -7.865     R_FMT
16.1308    12.8741    -7.0417    R_PO
13.787     10.0754    -5.9231    R_ZTS
8.5772     10.4127    -4.4277    L_PR2
9.7742     11.0718    -7.0511    L_PMS
9.049      13.4399    -5.3576    L_ZMI
9.2249     12.4543    -6.7379    L_ZMU
10.2633    11.4238    -7.9472    L_DA
9.7231     12.4027    -8.9361    L_MTI
9.9787     12.6096    -9.3591    L_MTS
9.1211     13.5754    -7.8626    L_FMO
9.2043     14.0429    -7.819     L_FMT
11.3995    16.9731    -7.0675    L_PO
9.0698     14.6692    -5.9975    L_ZTS
8.3084     9.8789     -4.2326    O1
8.8075     14.0707    -5.5223    O2
12.1083    17.6448    -7.3012    O3
15.2636    17.3462    -8.9907    O4







































































































































































10.4094    11.1901    -8.814     GLRH
10.3558    11.132     -8.5938
10.3163    11.083     -8.3402
10.2625    11.0495    -8.0391
10.2177    10.9926    -7.8145
10.1681    10.8948    -7.5102
10.1032    10.8624    -7.353
10.0027    10.7879    -7.1906
9.8897     10.6852    -7.0575
9.7617     10.5711    -6.8771
9.6781     10.4043    -6.8081
9.6367     10.3816    -6.7027
9.6014     10.363     -6.5739



























































































































































































9.5268     10.4188    -6.6404    NOSE
9.5845     10.325     -6.5971
9.6161     10.268     -6.5259
9.681      10.2166    -6.469
9.7505     10.2081    -6.4535
9.8068     10.2371    -6.4248
9.8504     10.281     -6.4866
9.9099     10.3133    -6.4977
9.9466     10.2412    -6.3141
10.0102    10.1294    -6.0657
9.9868     9.9534     -5.8413
9.849      9.9066     -5.5592
9.685      9.8426     -5.4067
9.4378     9.8926     -5.2773
9.3105     9.8878     -5.1134
9.181      9.8773     -4.9669
9.0966     9.9221     -4.92
9.0839     9.9452     -4.9075
9.014      10.0139    -4.953
8.9392     10.1617    -5.1314
8.9383     10.3517    -5.2891
8.9208     10.5067    -5.371
8.9708     10.6476    -5.5012
9.0179     10.775     -5.6611
9.0592     10.8324    -5.7945
9.2005     10.8939    -6.0673
9.295      10.9037    -6.2203
9.3551     10.8162    -6.3336
9.3575     10.7828    -6.4308
9.3388     10.7108    -6.4047
9.306      10.6298    -6.3755
9.2856     10.5641    -6.3825
9.3586     10.5405    -6.464
9.4449     10.5215    -6.5306
9.4924     10.5088    -6.5499
9.5516     10.4932    -6.5311




































































































































































9.0912     9.9644     -4.915     NASP-PR
8.9981     9.8666     -4.8393
8.9229     9.7696     -4.6548
8.943      9.7274     -4.5192
8.9319     9.7499     -4.3823



































































































































































































10.2369    10.5828    -6.9255    R-PM/MAX
10.2865    10.4771    -6.6453
10.2988    10.2936    -6.3391
10.3199    10.148     -6.0976
10.3445    10.0038    -5.8339
10.2974    9.8137     -5.4555
10.2174    9.6843     -5.1263
10.2048    9.5991     -4.9458
10.2016    9.5469     -4.7879
10.2174    9.5024     -4.648
10.2498    9.5192     -4.587





























































































































































































9.7867     11.0809    -7.0604    L-PM/MAX
9.6577     11.0823    -6.9127
9.5362     11.1098    -6.6518
9.4488     11.1222    -6.4878
9.3113     11.127     -6.2474
9.1361     11.119     -5.8897
9.0479     11.0926    -5.7177
8.9681     11.0676    -5.5184
8.839      11.0335    -5.2589
8.7294     11.0085    -5.0301
8.6611     10.9928    -4.8642
8.6009     11.0199    -4.6537
8.6427     11.0002    -4.5269



























































































































































































11.6816    10.4144    -4.6114    ROSTRUM
11.6539    10.381     -4.7995
11.5863    10.3738    -5.0828
11.4602    10.4355    -5.4144
11.365     10.457     -5.7178
11.2641    10.4088    -6.0199
11.1149    10.3786    -6.3294
10.8797    10.5307    -6.5689
10.6703    10.6918    -6.7724
10.4889    10.8459    -7.1048
10.3864    10.9103    -7.3211
10.2487    10.9259    -7.5087
10.1418    10.9823    -7.6072
10.1202    11.0065    -7.5923
10.0988    11.0455    -7.6294
9.9779     11.2383    -7.2681
9.8958     11.3272    -6.987
9.7302     11.5315    -6.7122
9.5059     11.7489    -6.4291
9.4129     11.9302    -6.1378
9.4176     12.1927    -5.393
9.3536     12.3186    -5.0827
9.3642     12.4018    -4.8069
9.3783     12.4403    -4.6573
9.4618     12.5109    -4.4872















































































































































































13.2614    10.2497    -7.7065    SUPORB
13.2648    10.2823    -7.9883
13.1453    10.3496    -8.2964
12.9632    10.4502    -8.6138
12.7341    10.5634    -8.8894
12.389     10.7041    -9.1209
11.9388    10.851     -9.2875
11.6339    10.9645    -9.337
11.3041    11.0982    -9.3723
10.9848    11.1918    -9.2973
10.6697    11.3952    -9.2497
10.5286    11.4342    -9.1777
10.4396    11.5888    -9.2387
10.1469    12.0938    -9.3473
9.9824     12.5823    -9.3569
9.5489     13.3852    -9.0282
9.352      13.6602    -8.7293
9.2058     13.9246    -8.3021
9.1161     14.0303    -7.8469
9.1067     13.9909    -7.754




















































































































































































11.6278    10.2008    -6.7392    RORBIT
11.8501    10.1203    -6.7681
12.1229    10.1241    -6.874
12.3279    10.1489    -6.9884
12.5261    10.1551    -7.1986
12.6565    10.1945    -7.395
12.8256    10.2006    -7.6117
12.7928    10.2586    -8.1003
12.6875    10.3406    -8.3312
12.5727    10.3344    -8.5574
12.1315    10.5515    -8.8468
11.8249    10.6411    -8.8709
11.6594    10.7478    -8.8455
11.3282    10.8549    -8.9601
11.1377    11.0457    -8.8272
10.8691    11.1917    -8.5964
10.7282    11.2491    -8.2174
10.6525    11.2319    -7.9659
10.6522    11.2244    -7.9205





















































































































































































9.2369     12.5088    -6.7395    LORBIT
9.1902     12.6431    -6.77
9.1442     12.8362    -6.8497
9.0989     12.9698    -6.9249
9.0945     13.1144    -7.0342
9.1088     13.2888    -7.2649
9.1451     13.4489    -7.4741
9.175      13.557     -7.6076
9.1648     13.5667    -7.905
9.1992     13.493     -8.2052
9.4098     13.2103    -8.6302
9.4818     12.9518    -8.843
9.5572     12.7333    -8.9358
9.8578     12.2372    -8.9245
10.0567    11.9176    -8.9537
10.1838    11.7113    -8.8062
10.2591    11.6347    -8.6274
10.316     11.5858    -8.4715
10.3049    11.5174    -8.2662
10.3074    11.469     -8.0807
10.3255    11.495     -7.9032
10.2898    11.4994    -7.7976


















































































































































































13.3132    10.2943    -7.8337    RTEMFOS
13.2276    10.1981    -7.5319
13.1175    10.1065    -7.2455
12.9544    10.0243    -6.8441
12.8804    9.9131     -6.5431
12.9075    9.896      -6.2333
13.0817    9.8995     -5.9888
13.3236    9.9649     -5.871
13.5628    10.0298    -5.86
13.6769    10.0929    -5.8833
13.8075    10.1382    -5.9466





























































































































































































9.1719     13.9991    -7.7436    LTEMFOS
9.1484     13.8963    -7.4715
9.0597     13.7829    -7.1992
8.968      13.665     -6.8754
8.8762     13.6096    -6.5715
8.8251     13.7106    -6.2003
8.9901     14.0814    -5.9436
9.0259     14.2734    -5.9341
9.0272     14.4171    -5.9459
9.052      14.5171    -5.9682
9.0696     14.5495    -6.0085





























































































































































































9.6288     9.9345     -6.7257    OP
10.8326    11.1501    -7.0792    BA
13.2151    13.7102    -6.4657    ST
15.0326    15.7674    -6.4899    IV
13.3088    9.5983     -6.4566    R_PG
15.0901    10.4248    -6.261     R_ZTI
13.9735    12.6412    -6.9321    R_M3D
