AMNH       82428      laj1ms.xls
14.2357    13.9774    -10.706    IN
12.4771    10.4711    -13.5701   BR
10.205     6.3017     -12.2786   GL
10.1588    6.2021     -12.0955   NA
9.0508     4.3489     -9.392     RH
8.6043     3.4683     -7.4649    NS
8.6348     3.3234     -6.9227    PR
9.4014     3.051      -6.7481    R_PR2
9.8122     5.0504     -10.123    R_PMS
12.9919    5.2381     -7.7759    R_ZMI
11.6091    5.3611     -10.0209   R_ZMU
10.3569    6.0505     -11.4589   R_DA
11.7854    6.0369     -12.0745   R_MTI
12.021     6.4964     -12.6429   R_MTS
12.8678    5.6972     -10.7223   R_FMO
13.4278    5.8895     -10.606    R_FMT
15.7343    9.5164     -9.1749    R_PO
14.0319    5.7988     -8.5754    R_ZTS
8.0029     3.6763     -6.6298    L_PR2
9.1807     5.3316     -10.0073   L_PMS
7.9738     7.9527     -7.7369    L_ZMI
8.453      6.9146     -10.0122   L_ZMU
9.937      6.3468     -11.2427   L_DA
9.0593     7.3766     -12.0922   L_MTI
9.252      7.7777     -12.6712   L_MTS
8.075      8.0252     -10.7703   L_FMO
8.0151     8.5339     -10.7405   L_FMT
9.7242     12.5726    -9.2564    L_PO
7.5736     9.028      -8.5292    L_ZTS
8.843      2.6862     -6.4664    O1
12.4209    4.8708     -9.6405    O2
15.9031    10.3222    -9.8477    O3
14.92      13.1227    -10.1501   O4







































































































































































10.2186    6.3024     -12.304    GLRH
10.1697    6.2162     -12.1445
10.104     6.1133     -11.9486
10.0434    6.0418     -11.7596
9.9826     5.9678     -11.5728
9.9114     5.876      -11.4044
9.8543     5.8012     -11.2557
9.7991     5.6999     -11.024
9.7351     5.6129     -10.8177
9.6833     5.489      -10.6313
9.6507     5.3891     -10.4873
9.5338     5.2724     -10.3272
9.4789     5.143      -10.1736
9.3971     4.9795     -10.0511
9.3476     4.8058     -9.923
9.2406     4.7081     -9.8286
9.1777     4.6004     -9.7213
9.1347     4.5398     -9.6482
9.0767     4.4244     -9.5404
9.0718     4.3312     -9.4469
9.018      4.3584     -9.3946












































































































































