AMNH       52581      laj20ms.xls
16.6828    14.6143    -8.5095    IN
14.0903    11.5167    -10.8175   BR
11.2699    8.4076     -8.9896    GL
11.2113    8.376      -8.6609    NA
10.2795    7.196      -6.5552    RH
9.8813     6.5696     -4.774     NS
9.7608     6.3479     -4.2143    PR
10.4065    6.0813     -4.2667    R_PR2
11.0251    7.7479     -7.2096    R_PMS
13.822     6.8226     -5.6971    R_ZMI
12.5112    7.4164     -7.1697    R_ZMU
11.458     8.2929     -8.1972    R_DA
12.6213    7.8958     -9.068     R_MTI
12.8262    8.1664     -9.5781    R_MTS
13.692     7.3733     -8.0403    R_FMO
14.3688    7.3406     -7.9697    R_FMT
17.4425    10.4747    -7.093     R_PO
15.0842    7.1129     -6.3054    R_ZTS
9.3416     6.9328     -4.1236    L_PR2
10.6956    8.0818     -7.2439    L_PMS
9.5142     10.2925    -5.5526    L_ZMI
10.2224    9.4443     -7.0749    L_ZMU
11.1626    8.6642     -8.225     L_DA
10.5489    9.7002     -9.0291    L_MTI
10.902     10.0035    -9.54      L_MTS
10.0205    10.6685    -7.8997    L_FMO
9.8671     11.2617    -7.6939    L_FMT
12.3794    14.468     -7.0137    L_PO
9.6823     11.9342    -5.9565    L_ZTS
9.8803     5.8787     -4.0369    O1
9.2769     10.8915    -5.7375    O2
12.9329    14.9349    -7.5592    O3
15.6766    15.1432    -8.4036    O4







































































































































































11.2982    8.436      -9.1248    GLRH
11.2401    8.3798     -8.9017
11.1968    8.3705     -8.6076
11.1665    8.3061     -8.3984
11.1156    8.2644     -8.1887
11.0507    8.178      -7.9853
11.0229    8.1343     -7.8077
10.964     8.0298     -7.6387
10.876     7.9996     -7.5278
10.7913    7.8837     -7.3443
10.7111    7.8119     -7.2188
10.6338    7.6529     -7.0999
10.5455    7.59       -7.0098
10.461     7.4782     -6.8964
10.386     7.3669     -6.7727
10.3511    7.3181     -6.7083
10.2831    7.249      -6.6227
10.2527    7.2319     -6.4481






















































































































































































10.2316    7.2235     -6.5561    NOSE
10.3183    7.1903     -6.4911
10.3395    7.1357     -6.4803
10.3755    7.0546     -6.4732
10.4682    7.0483     -6.433
10.5812    7.0828     -6.478
10.7006    7.1734     -6.4845
10.7763    7.1187     -6.2516
10.8132    7.0773     -6.0731
10.8225    6.9861     -5.8954
10.7966    6.8632     -5.7772
10.7343    6.7906     -5.6728
10.6797    6.7082     -5.5549
10.5546    6.6597     -5.3751
10.4315    6.6046     -5.2983
10.2477    6.575      -5.1056
10.1518    6.568      -4.9737
10.0141    6.5247     -4.8828
9.9085     6.5644     -4.8076
9.7852     6.6106     -4.797
9.7155     6.7156     -4.8921
9.6819     6.8089     -4.9718
9.6891     6.902      -5.0588
9.676      7.0197     -5.154
9.7036     7.1507     -5.2536
9.7504     7.2573     -5.3365
9.7807     7.3801     -5.4588
9.8365     7.4736     -5.605
9.8872     7.5286     -5.774
