AMNH       82430      laj37ms.xls
18.1171    18.3022    -9.9414    IN
15.372     14.9107    -11.6481   BR
12.493     11.8434    -9.3495    GL
12.4485    11.6996    -8.8281    NA
11.5896    10.5616    -6.7832    RH
10.8523    9.7152     -4.6959    NS
10.7253    9.5787     -4.3465    PR
11.3344    9.2293     -3.9406    R_PR2
12.4225    11.1272    -7.4109    R_PMS
15.2628    10.55      -5.5529    R_ZMI
14.1152    10.9476    -7.2969    R_ZMU
12.8984    11.8245    -8.4424    R_DA
14.1642    11.1404    -9.4476    R_MTI
14.5213    11.5633    -10.1008   R_MTS
15.3447    10.7725    -8.1791    R_FMO
15.9707    10.7621    -8.1658    R_FMT
19.0713    14.219     -7.7134    R_PO
16.7644    10.6441    -6.3101    R_ZTS
10.1757    10.1221    -4.0779    L_PR2
11.8857    11.4611    -7.3951    L_PMS
11.0562    14.4351    -5.404     L_ZMI
11.4459    13.0554    -7.329     L_ZMU
12.359     12.1509    -8.4151    L_DA
11.5907    13.2788    -9.3343    L_MTI
11.864     13.5722    -10.0419   L_MTS
11.0752    14.4586    -8.0609    L_FMO
10.9475    15.1329    -8.0252    L_FMT
13.7644    18.5845    -7.6139    L_PO
10.7921    15.7084    -6.1033    L_ZTS
10.9945    8.9699     -3.7148    O1
10.4257    14.3785    -6.0175    O2
14.4278    19.0604    -8.2823    O3
18.4595    17.3738    -10.391    O4







































































































































































12.546     11.8405    -9.5036    GLRH
12.517     11.7916    -9.2713
12.5187    11.7747    -9.0954
12.4829    11.7252    -8.9197
12.4179    11.664     -8.7019
12.4063    11.6074    -8.5246
12.3638    11.5288    -8.2785
12.2978    11.4422    -8.019
12.2174    11.3596    -7.8271
12.15      11.2551    -7.6494
12.0609    11.1281    -7.4984
11.9761    11.0063    -7.3543
11.8784    10.9234    -7.2557
11.8038    10.8265    -7.197
11.7272    10.6984    -7.0777
11.675     10.6041    -6.9926
11.6335    10.5722    -6.9244
11.6118    10.5321    -6.8567






















































































































































































11.5726    10.5651    -6.8224    NOSE
11.6472    10.5239    -6.8
11.6667    10.4256    -6.7536
11.737     10.3545    -6.7443
11.7726    10.3155    -6.6698
11.8103    10.2953    -6.6175
11.8449    10.3074    -6.5928
11.9351    10.3352    -6.6059
12.0081    10.3667    -6.5285
12.0391    10.3417    -6.3958
12.0541    10.2736    -6.2556
12.1023    10.1942    -6.0856
12.0907    10.0898    -5.8934
12.0366    10.0268    -5.7699
11.9712    9.9395     -5.6344
11.9007    9.9125     -5.5561
11.8125    9.8784     -5.4079
11.7355    9.8708     -5.3196
11.585     9.8027     -5.25
11.4542    9.7565     -5.1377
11.2956    9.7724     -5.0199
11.1532    9.7443     -4.9649
11.0596    9.7065     -4.9012
10.9742    9.739      -4.7733
10.9065    9.7572     -4.7355
10.8152    9.8585     -4.7745
10.723     10.0088    -4.9499
10.6733    10.1262    -5.0549
10.647     10.2569    -5.1363
10.6728    10.4532    -5.2455
10.7201    10.6249    -5.3761
10.7964    10.7399    -5.4921
10.8544    10.8318    -5.6518
10.9069    10.8674    -5.7586
10.9495    10.9389    -5.9118
11.0337    11.0096    -6.0665
11.1236    11.0375    -6.2236
11.2158    11.0219    -6.3255
11.2753    11.0147    -6.4441
11.2794    10.9734    -6.6003
11.3154    10.9514    -6.6916
11.3098    10.8751    -6.6656
11.29      10.7937    -6.6733
11.3138    10.7284    -6.6962
11.386     10.657     -6.7554
11.4626    10.6144    -6.7745
11.5159    10.5909    -6.8348
11.5995    10.5704    -6.8151
























































































































































10.8782    9.7506     -4.7048    NASP-PR
10.8283    9.6706     -4.6451
10.7894    9.635      -4.5939
10.775     9.5819     -4.531
10.7209    9.5734     -4.4554
10.7403    9.5497     -4.3524


































































































































































































12.4303    11.0762    -7.3712    R-PM/MAX
12.4287    10.9782    -7.2532
12.4796    10.8953    -7.1006
12.4787    10.8001    -6.9475
12.5061    10.6534    -6.7753
12.4968    10.5306    -6.5759
12.4869    10.4071    -6.4009
12.5093    10.2468    -6.2387
12.4815    10.1088    -6.0666
12.4644    9.9999     -5.9092
12.4041    9.9311     -5.7255
12.3836    9.8405     -5.523
12.3916    9.756      -5.3427
12.388     9.6783     -5.1115
12.4506    9.5824     -4.8485
12.4762    9.5136     -4.6957
12.4623    9.5004     -4.5465
12.4928    9.5012     -4.4629
12.4576    9.594      -4.2426





















































































































































































11.8266    11.4449    -7.3986    L-PM/MAX
11.7225    11.4267    -7.3011
11.6497    11.4275    -7.1933
11.571     11.4279    -7.0865
11.5047    11.4184    -6.9614
11.4444    11.4172    -6.8672
11.3783    11.3859    -6.8038
11.3296    11.4033    -6.7089
11.2715    11.4066    -6.6063
11.178     11.3996    -6.4713
11.0901    11.3737    -6.3217
11.0048    11.3398    -6.2152
10.9248    11.3332    -6.0927
10.8422    11.2768    -5.9335
10.8012    11.2822    -5.7962
10.7523    11.2408    -5.636
10.6978    11.2667    -5.5278
10.5789    11.1512    -5.3111
10.507     11.1462    -5.1514
10.4272    11.1831    -5.0005
10.3706    11.1536    -4.8942
10.299     11.1511    -4.756
10.2546    11.175     -4.6066
10.2529    11.1524    -4.4914
10.2906    11.1864    -4.3843
10.3263    11.1428    -4.2974
































































































































































