AMNH       52626      laj7ms.xls
16.4115    19.6676    -8.5802    IN
13.5092    16.8265    -10.8738   BR
10.329     13.7761    -8.6582    GL
10.2372    13.7722    -8.1973    NA
9.5023     13.1781    -6.1993    RH
9.0834     12.7305    -4.4221    NS
8.9614     12.6268    -3.8671    PR
9.5997     12.2772    -3.8601    R_PR2
10.2429    13.4835    -6.9024    R_PMS
12.7582    12.8335    -5.0387    R_ZMI
11.7738    12.8884    -6.3217    R_ZMU
10.6421    13.8897    -7.6967    R_DA
11.7356    13.2552    -8.6844    R_MTI
11.9743    13.4141    -9.2301    R_MTS
12.905     12.8317    -7.3721    R_FMO
13.3275    12.8221    -7.5334    R_FMT
16.4096    15.7123    -6.9655    R_PO
13.9706    12.7964    -5.5023    R_ZTS
8.5594     13.2661    -3.9065    L_PR2
9.8542     13.7911    -6.8638    L_PMS
9.223      16.4189    -5.0874    L_ZMI
9.2745     15.311     -6.372     L_ZMU
10.3197    14.1195    -7.6989    L_DA
9.7556     15.2517    -8.7181    L_MTI
10.0238    15.4637    -9.3699    L_MTS
9.2089     16.3639    -7.3355    L_FMO
9.1826     16.7356    -7.4249    L_FMT
11.8944    19.7049    -7.1639    L_PO
9.1441     17.4953    -5.6458    L_ZTS
8.4666     12.8128    -3.5031    O1
8.7395     16.6191    -5.142     O2
12.276     20.1537    -7.6118    O3
15.9172    19.966     -9.1058    O4







































































































































































10.3898    13.7664    -8.7185    GLRH
10.3379    13.7287    -8.5115
10.3152    13.7243    -8.1918
10.2797    13.6991    -7.9137
10.2391    13.7003    -7.6129
10.1978    13.6589    -7.3543
10.1169    13.6107    -7.0855
10.0174    13.5502    -6.9078
9.9223     13.5012    -6.745
9.8358     13.407     -6.6257
9.7474     13.3138    -6.4769
9.6787     13.2146    -6.3988
9.6197     13.1541    -6.3024
9.5775     13.1155    -6.2192
9.584      13.1263    -6.1598

























































































































































































9.546      13.1728    -6.1725    NOSE
9.6622     13.1098    -6.1212
9.7396     13.0222    -6.0989
9.7523     12.9691    -5.9978
9.8117     12.9806    -5.9482
9.8325     12.964     -5.9672
9.9359     12.9789    -6.0173
9.9665     13.0106    -5.998
10.0059    12.9736    -5.9228
10.0407    12.9397    -5.7066
10.0577    12.8718    -5.553
10.0185    12.8122    -5.3132
9.8942     12.7418    -5.1247
9.7249     12.69      -4.9792
9.546      12.6612    -4.7949
9.3883     12.6395    -4.6452
9.2394     12.6148    -4.5272
