NMNH       452498     laj39ms.xls














8.1899     5.0858     6.0333     NASP-PR
8.1385     5.0223     5.9601
8.1297     4.9815     5.9082
8.118      4.9341     5.8791
8.1251     4.907      5.8099
8.1102     4.8828     5.7548
8.1006     4.8694     5.6964
8.1068     4.885      5.6294
8.1048     4.8675     5.58































































































































































































8.9583     6.2932     8.2461     R-PM/MAX
8.8894     6.3029     8.1361
8.7742     6.2834     8.0034
8.6877     6.2996     7.8414
8.6535     6.3024     7.7719
8.5873     6.3035     7.6572
8.52       6.2993     7.5318
8.4883     6.3025     7.4796
8.4341     6.2806     7.3894
8.363      6.31       7.2691
8.2989     6.326      7.1882
8.2754     6.3385     7.0869
8.2125     6.3066     6.9643
8.1546     6.2868     6.8493
8.1113     6.2815     6.756
8.0511     6.2895     6.6614
8.0138     6.3115     6.5912
7.9703     6.3406     6.5198
7.9153     6.2883     6.4229
7.8839     6.3034     6.3459
7.8366     6.2993     6.276
7.8158     6.3083     6.1994
7.785      6.2905     6.1396
7.7514     6.3224     6.0783
7.7213     6.3064     5.9928
7.6928     6.2922     5.9453
7.6667     6.2709     5.8909
7.688      6.2775     5.841
7.7118     6.2677     5.6875











































































































































































9.5042     5.8448     8.1709     L-PM/MAX
9.5268     5.787      8.0787
9.5283     5.6672     7.9215
9.534      5.6193     7.8382
9.5265     5.5589     7.7319
9.5182     5.5208     7.6838
9.5258     5.4484     7.5429
9.4998     5.3814     7.4359
9.5051     5.3168     7.3351
9.5083     5.2659     7.2527
9.5381     5.2231     7.125
9.5108     5.1712     7.0969
9.4974     5.1367     6.9409
9.4646     5.0993     6.8898
9.4707     5.0688     6.7981
9.4991     5.0271     6.7268
9.4702     4.9792     6.637
9.4686     4.9497     6.587
9.4427     4.8921     6.4741
9.4405     4.8399     6.3885
9.4443     4.8173     6.3573
9.4262     4.7633     6.2741
9.4379     4.7235     6.1953
9.4742     4.692      6.1229
9.5024     4.6415     6.0052
9.5016     4.6359     5.9513
9.4849     4.6153     5.9451
9.5154     4.5791     5.843
9.5025     4.5731     5.7643
9.5067     4.561      5.6701
9.517      4.6064     5.569









































































































































































8.8414     8.3501     5.8867     ROSTRUM
8.7826     8.2484     5.9912
8.7312     8.2318     6.116
8.6658     8.2213     6.2959
8.6473     8.1932     6.4068
8.6432     8.1165     6.4955
8.7049     8.0225     6.6276
8.7404     7.9233     6.6923
8.7561     7.8591     6.7853
8.7685     7.7752     6.9034
8.7776     7.6951     7.0312
8.7453     7.5864     7.1759
8.7509     7.5596     7.2283
8.6797     7.5322     7.3344
8.6401     7.4046     7.4675
8.6837     7.3313     7.5434
8.8959     7.2575     7.5612
8.8454     7.1055     7.7588
8.8642     7.0132     7.8626
8.9176     6.9088     7.9602
8.9645     6.8501     8.0285
8.9914     6.7746     8.0754
9.0288     6.6923     8.1417
9.0736     6.6288     8.176
9.1223     6.549      8.2618
9.1234     6.4892     8.3137
9.1522     6.4384     8.423
9.1412     6.3513     8.4797
9.1711     6.2807     8.517
9.2354     6.1808     8.5505
9.2681     6.1227     8.5319
9.3638     6.0778     8.5126
9.5014     5.984      8.3906
9.626      5.9893     8.2555
9.7167     5.965      8.1847
9.813      5.8957     8.0789
9.946      5.8562     8.0285
10.0409    5.7973     7.9017
10.1518    5.7527     7.8211
10.2394    5.7452     7.7163
10.321     5.7511     7.6201
10.34      5.6978     7.5877
10.4724    5.6746     7.5019
10.5421    5.6137     7.462
10.6289    5.6149     7.3362
10.6852    5.5407     7.2379
10.7541    5.5484     7.1135
10.843     5.5674     6.9746
10.9159    5.5983     6.8372
11.0007    5.5913     6.6904
11.0297    5.5725     6.569
11.0836    5.5669     6.477
11.1387    5.5579     6.4072
11.162     5.5423     6.344
11.2031    5.5427     6.2957
11.2387    5.5697     6.1997
11.2919    5.6199     6.098
11.3429    5.6959     5.9651
11.3471    5.7204     5.868
11.3823    5.7766     5.792












































































































































8.7125     9.5556     8.9407     SUPORB
8.7565     9.595      9.1136
8.7769     9.5251     9.2271
8.7487     9.4783     9.2812
8.7949     9.4518     9.3809
8.8501     9.4075     9.5901
8.9095     9.3805     9.7279
8.9671     9.3376     9.8598
9.0056     9.2717     9.9957
9.0404     9.1839     10.0907
9.103      9.0268     10.2473
9.1678     8.9404     10.3225
9.2022     8.853      10.4062
9.2727     8.7247     10.4782
9.3173     8.6595     10.5366
9.34       8.5555     10.5764
9.4617     8.3414     10.6688
9.4784     8.2609     10.6948
9.5244     8.1379     10.7165
9.5587     7.9786     10.7293
9.6086     7.8724     10.7468
9.6927     7.7485     10.7685
9.7148     7.6152     10.7793
9.7871     7.4972     10.7702
9.829      7.3812     10.7554
9.8115     7.3715     10.7286
9.9038     7.1441     10.6663
10.0197    6.972      10.6228
10.0738    6.8504     10.5941
10.2013    6.7155     10.6125
10.3192    6.6532     10.6668
10.4092    6.6066     10.6904
10.6718    6.5221     10.7325
10.8691    6.427      10.7293
10.9921    6.3923     10.713
11.0565    6.3217     10.6805
11.2375    6.2402     10.6798
11.4342    6.1464     10.5987
11.525     6.096      10.581
11.6682    6.0492     10.5367
11.7903    5.9923     10.4691
11.9545    5.9383     10.3731
12.0467    5.9095     10.2995
12.1251    5.8924     10.2666
12.1638    5.8678     10.2324
12.2971    5.814      10.0931
12.4185    5.7944     9.9792
12.5129    5.7751     9.8689
12.5508    5.7318     9.7985
12.6217    5.6942     9.6906
12.6441    5.6651     9.5924
12.6547    5.6086     9.4904
12.7038    5.5952     9.3558
12.7408    5.5819     9.2323
12.7201    5.5358     9.2098
12.6797    5.5024     9.171
12.7574    5.4968     8.985
12.7816    5.5029     8.8294
12.6822    5.423      8.6725
12.6621    5.4001     8.5749
12.6277    5.3651     8.4546











































































































































8.6943     7.6969     7.9694     RORBIT
8.6123     7.8359     7.9329
8.5374     7.9891     7.9322
8.5245     8.1104     7.9216
8.5046     8.2638     7.9435
8.5175     8.4216     8.0096
8.5286     8.4975     8.0796
8.5338     8.6039     8.1453
8.6028     8.7438     8.2467
8.6023     8.783      8.3159
8.6035     8.8443     8.4388
8.6327     8.9075     8.5022
8.6328     8.9473     8.5629
8.6492     9.0114     8.6475
8.672      9.0259     8.7295
8.7144     9.0689     8.8154
8.7266     9.107      8.9052
8.7398     9.1473     8.9851
8.7781     9.1645     9.0376
8.8055     9.1674     9.1318
8.6987     9.1932     9.1845
8.728      9.1834     9.3364
8.75       9.1449     9.4108
8.7668     9.1004     9.4984
8.814      9.0452     9.6045
8.8179     8.9832     9.7054
8.792      8.9147     9.7816
8.8181     8.8875     9.8882
8.8292     8.8045     9.9746
8.8506     8.7314     10.0133
8.8897     8.6316     10.0762
8.8859     8.574      10.1167
8.9191     8.4868     10.1594
8.9424     8.382      10.2167
9.0038     8.2968     10.1942
9.0216     8.2228     10.2362
9.0655     8.1824     10.219
9.0836     8.1222     10.2385
9.1273     8.0738     10.2116
9.1654     8.0084     10.2505
9.2604     7.9508     10.2879
9.3315     7.8366     10.2806
9.325      7.7551     10.3446
9.3901     7.663      10.3105
9.4705     7.5987     10.2346
9.4512     7.4878     10.2869
9.5186     7.4409     10.1854
9.6034     7.3697     10.1202
9.6357     7.3144     10.0814
9.7062     7.2283     9.9418
9.74       7.1781     9.886
9.7392     7.1132     9.8121
9.751      7.0563     9.7538
9.7463     6.9958     9.6555
9.7485     6.9782     9.5641
9.7429     6.964      9.5041
9.7473     6.9542     9.4721
9.7451     6.932      9.3917














































































































































10.9789    5.4033     7.9056     LORBIT
11.0994    5.3567     7.8866
11.2407    5.3032     7.9146
11.3704    5.2775     7.9305
11.5174    5.2601     7.9628
11.6472    5.2617     8.0624
11.7692    5.2949     8.162
11.8591    5.2981     8.2839
11.9748    5.3158     8.3974
12.1028    5.3623     8.5558
12.1495    5.3897     8.6706
12.1882    5.4251     8.757
12.2634    5.4855     8.8955
12.2818    5.5197     9.0385
12.2822    5.5203     9.1854
12.2528    5.5233     9.3394
12.2054    5.5357     9.4755
12.2402    5.489      9.5112
12.1446    5.5299     9.6696
12.0494    5.5812     9.7735
11.9447    5.6185     9.8743
11.8437    5.6617     9.954
11.7515    5.6789     10.0254
11.6334    5.728      10.0834
11.5337    5.7859     10.1146
11.4242    5.8516     10.1355
11.3269    5.9092     10.1583
11.1817    5.9766     10.1894
11.053     6.0602     10.2366
10.9362    6.1415     10.2741
10.712     6.2994     10.2013
10.6345    6.3744     10.1449
10.4897    6.4341     10.08
10.4128    6.4853     9.9911
10.3674    6.51       9.9334
10.3954    6.5875     9.8093
10.3717    6.5726     9.7528
10.3162    6.6333     9.6216
10.2834    6.6284     9.5237
10.2537    6.6618     9.3949
10.244     6.6569     9.3205
10.1714    6.622      9.2796






























































































































































8.764      9.6516     8.8487     RTEMFOS
8.7344     9.6247     8.641
8.6681     9.5922     8.5169
8.5916     9.5257     8.3765
8.5353     9.4231     8.2516
8.4446     9.2712     8.0546
8.3697     9.1551     7.9351
8.344      9.0744     7.7843
8.3352     8.9883     7.5761
8.3119     8.9559     7.4356
8.2881     8.9735     7.2791
8.243      9.0313     7.1538
8.3071     9.1226     7.0171
8.3144     9.2517     6.931
8.3548     9.3848     6.8761
8.3609     9.5244     6.8532
8.3954     9.6487     6.8429
8.4167     9.7616     6.8468
8.4518     9.8617     6.8527
8.4963     9.9527     6.8878
8.5208     10.0258    6.899



















































































































































































12.7196    5.4541     8.6346     LTEMFOS
12.6686    5.4096     8.5552
12.6723    5.3946     8.4419
12.6225    5.3506     8.3367
12.5383    5.3157     8.278
12.4703    5.2793     8.1937
12.4013    5.2193     8.1635
12.3742    5.1962     8.0491
12.342     5.1712     7.9112
12.2823    5.1323     7.8426
12.205     5.1008     7.6903
12.177     5.0592     7.6259
12.1127    4.9992     7.5286
12.0674    4.9851     7.4515
12.0542    4.98       7.3753
12.0716    4.9822     7.2812
12.1102    4.9678     7.1311
12.1799    4.9651     7.0501
12.3424    5.0368     6.8908
12.5282    5.0705     6.8002
12.6674    5.1048     6.78
12.8171    5.1651     6.7783
12.9088    5.1812     6.7839
13.0311    5.2377     6.8095
13.1534    5.2428     6.8401
13.2312    5.2668     6.8507
13.2981    5.3277     6.8992













































































































































































7.2954     6.4261     8.4715     OP
8.4056     7.6304     8.338      BA
10.7172    9.9468     7.4895     ST
12.808     12.0632    7.074      IV
6.5261     9.8211     7.8512     R_PG
7.6772     11.8135    7.8688     R_ZTI
9.707      10.7989    8.1984     R_M3D
10.2946    11.997     8.0698     R_M12
11.7601    13.0901    7.7146     R_MP3
12.1287    13.2851    7.3175     R_PMI
10.6197    5.9093     7.5209     L_PG
12.5439    6.9299     7.4572     L_ZTI
11.5912    8.9734     8.0312     L_M3D
12.7684    9.6344     7.8636     L_M12
13.848     10.9992    7.6385     L_MP3
14.0585    11.5597    7.4146     L_PMI
14.0073    11.3505    7.0388     O1
13.4964    9.133      6.1082     O2
9.7398     4.6752     7.0388     O3
6.2896     4.697      6.5997     O4




















































































































































































9.6405     12.4515    7.5625     RZYGINF
9.5908     12.4928    7.5723
9.4847     12.5756    7.5889
9.4024     12.6481    7.6432
9.3036     12.6867    7.6805
9.1901     12.7028    7.7289
9.1199     12.6502    7.7647
8.9761     12.6102    7.8072
8.8981     12.5657    7.8487
8.8145     12.5247    7.8848
8.6784     12.4346    7.9456
8.6031     12.3798    7.9583
8.5513     12.2871    7.979
8.4467     12.2174    7.9639
8.2942     12.0823    7.9734
8.1693     12.0313    7.9653
8.0876     11.9747    7.9409
7.9716     11.8942    7.9286
7.8726     11.859     7.9018
7.8433     11.804     7.8891
7.7857     11.7771    7.8882
7.7474     11.7537    7.8535


















































































































































































13.2795    8.9274     7.2524     LZYGINF
13.3224    8.8662     7.2825
13.4114    8.7254     7.237
13.4173    8.6409     7.2623
13.4684    8.5229     7.283
13.4597    8.4267     7.3162
13.4252    8.256      7.389
13.383     8.0931     7.4454
13.3211    7.9954     7.4999
13.2503    7.879      7.5689
13.1559    7.8202     7.5853
13.0834    7.7568     7.6036
12.9975    7.68       7.6107
13.0493    7.6772     7.6005
12.9322    7.5889     7.6043
12.8193    7.4299     7.5593
12.7708    7.3597     7.5468
12.6817    7.2364     7.5381
12.634     7.1618     7.5226
12.5987    7.056      7.4854
12.5641    7.0119     7.4697
12.5468    6.9353     7.4527
12.5329    6.8829     7.4218

















































































































































































9.6719     10.838     8.1994     R-ALV
9.6477     10.9788    8.118
9.6821     11.0442    8.126
9.6941     11.1187    8.1099
9.6852     11.1892    8.0988
9.705      11.3093    8.0908
9.74       11.3743    8.1028
9.798      11.4782    8.0783
9.8705     11.5727    8.1126
9.8785     11.6298    8.1067
9.9251     11.7521    8.0128
10.0063    11.8403    8.0964
10.0858    11.94      8.0632
10.1388    12.0176    8.0497
10.239     12.0519    8.0782
10.2904    12.129     8.0343
10.3925    12.212     8.014
10.4875    12.2678    7.9957
10.5725    12.328     7.9474
10.6958    12.455     7.98
10.8597    12.4614    7.9718
10.9281    12.5418    7.9464
11.0943    12.6161    7.8866
11.1193    12.7219    7.8758
11.1836    12.8022    7.8207
11.2658    12.8592    7.8331
11.4066    12.9067    7.8106
11.4788    12.9548    7.8223
11.5211    13.0349    7.7887
11.5672    13.0622    7.8152
11.6399    13.1233    7.7425
11.7723    13.1297    7.6925








































































































































































11.5504    9.003      8.0437     L-ALV
11.6522    8.9694     8.0777
11.8365    8.9628     8.0589
11.9497    8.9876     8.0107
12.0706    9.0004     8.0059
12.1921    9.0732     8.005
12.3342    9.179      7.9497
12.4348    9.2347     7.906
12.5054    9.2877     7.9048
12.6403    9.3843     7.8838
12.715     9.4313     7.9519
12.829     9.5678     7.9264
12.9834    9.7072     7.9025
13.0039    9.8175     7.8778
13.1611    9.9333     7.866
13.2157    10.0489    7.8896
13.2447    10.2046    7.8408
13.3309    10.3138    7.7894
13.4389    10.4004    7.7821
13.4945    10.4998    7.7616
13.6308    10.6266    7.7027
13.6749    10.7189    7.7023
13.7675    10.7662    7.7129
13.8493    10.8971    7.68
13.8678    10.9972    7.6795















































































































































































8.7679     8.0262     6.9062     R_FOS
11.2924    5.5882     6.7875     L_FOS
