NMNH       477292     cta2ms.xls
7.599      6.7325     7.6862
7.6346     6.7819     7.8657
7.6023     6.8035     7.9666
7.593      6.831      8.0942
7.5687     6.8926     8.2594
7.548      6.9598     8.4016
7.507      6.997      8.4673
7.4521     7.0315     8.5504
7.4059     7.0672     8.6509
7.391      7.0725     8.7172
7.3324     7.1069     8.8305
7.2549     7.1755     8.8662
7.1894     7.2148     8.8298
7.1561     7.2229     8.7915
7.0971     7.2366     8.7688



























































































































































6.7518     6.8791     6.6584     NASP-PR
6.6774     6.8187     6.5867
6.6329     6.782      6.4969
6.5694     6.7264     6.3905
6.5129     6.6835     6.2392
6.4895     6.6312     6.0951
6.4673     6.6021     5.978
6.478      6.5998     5.8727
6.4902     6.6093     5.7323
6.4844     6.6247     5.6987
6.4737     6.6359     5.6142
6.477      6.6652     5.5769
6.5476     6.6697     5.4653



























































































































































































7.453      7.9033     9.7506     R-PM/MAX
7.3767     7.9117     9.6005
7.3262     7.8939     9.4612
7.2408     7.8687     9.3169
7.1599     7.8764     9.2089
7.0528     7.9013     9.0693
6.9929     7.8804     8.9439
6.9343     7.8861     8.8247
6.8667     7.922      8.6789
6.8502     7.9082     8.5691
6.7996     7.9202     8.4678
6.7663     7.9231     8.3576
6.7117     7.9606     8.2109
6.6276     7.9818     8.0606
6.5952     8.0015     7.9574
6.5665     7.988      7.7888
6.5219     8.0634     7.6669
6.493      8.1208     7.5064
6.4575     8.1055     7.3405
6.4444     8.0826     7.2042
6.4011     8.0877     7.0553
6.3704     8.0942     6.9158
6.3176     8.0956     6.8201
6.3101     8.1318     6.7261
6.2786     8.1359     6.6596
6.2222     8.1861     6.5563
6.1618     8.1842     6.4731
6.1683     8.1982     6.362
6.1465     8.2266     6.2709
6.1284     8.2297     6.2049
6.1241     8.2699     6.0668
6.2392     8.2217     5.8459








































































































































































7.838      7.5784     9.6877     L-PM/MAX
7.826      7.5111     9.6118
7.8528     7.4631     9.4751
7.8239     7.3742     9.3253
7.8011     7.2907     9.1946
7.8089     7.2083     9.034
7.801      7.1748     8.9592
7.7984     7.1259     8.8603
7.8166     7.0788     8.7642
7.7492     7.0257     8.658
7.7871     6.9758     8.5759
7.7976     6.9216     8.4054
7.8137     6.9009     8.3255
7.81       6.85       8.233
7.8798     6.7674     8.1283
7.8491     6.7371     8.0813
7.8822     6.6843     7.9199
7.8924     6.6323     7.7096
7.9653     6.6236     7.5771
8.0036     6.6043     7.4907
8.0198     6.5684     7.3391
8.0283     6.5441     7.2066
8.1012     6.4251     6.8551
8.1074     6.3775     6.7286
8.1378     6.3344     6.6241
8.1367     6.3106     6.5495
8.1248     6.2689     6.4545
8.1337     6.2277     6.4121
8.124      6.1897     6.3068
8.1697     6.2047     6.2999
8.1389     6.1778     6.16
8.1345     6.1927     6.0613
8.0744     6.2659     5.9072







































































































































































7.5854     10.5256    6.8178     ROSTRUM
7.5068     10.4951    6.9675
7.4308     10.4258    7.1766
7.3964     10.3288    7.3395
7.3903     10.2135    7.4864
7.3781     10.0578    7.5828
7.3943     9.9862     7.6973
7.4095     9.8456     7.8478
7.4081     9.7904     8.0012
7.3828     9.7248     8.0757
7.3688     9.6709     8.2098
7.318      9.6213     8.3525
7.2533     9.6495     8.4418
7.1267     9.6321     8.6148
7.0977     9.5427     8.781
7.06       9.4669     8.8684
7.0731     9.3446     8.9856
7.0621     9.3102     9.0858
7.0901     9.154      9.1539
7.1457     9.0673     9.2278
7.2251     8.9885     9.2794
7.2633     8.8515     9.3328
7.276      8.7812     9.4023
7.3483     8.6773     9.4803
7.3646     8.5905     9.6052
7.4277     8.4837     9.6877
7.4758     8.3838     9.7594
7.5085     8.2775     9.8505
7.5038     8.2223     9.9607
7.5246     8.1531     10.0361
7.5482     8.1231     10.077
7.5614     8.0633     10.1418
7.5833     7.9751     10.1686
7.5971     7.9374     10.1804
7.6193     7.9014     10.1808
7.7283     7.7925     10.1477
7.8267     7.7157     10.1174
7.9313     7.6981     10.0691
8.0733     7.6884     9.9685
8.0814     7.6809     9.9137
8.2175     7.6189     9.7944
8.3347     7.5775     9.6478
8.4355     7.5002     9.5439
8.6154     7.427      9.4322
8.6967     7.3774     9.3879
8.7638     7.3214     9.2918
8.8799     7.2543     9.2149
8.972      7.2038     9.1234
9.1104     7.224      8.9962
9.2471     7.1379     8.8659
9.3339     7.149      8.7261
9.4273     7.2033     8.6449
9.4884     7.3612     8.4692
9.5754     7.4463     8.3978
9.6921     7.4495     8.2611
9.7284     7.4969     8.1529
9.8245     7.4921     8.0279
9.8948     7.4628     7.8925
10.0273    7.4659     7.7573
10.1526    7.4758     7.6572
10.2422    7.4677     7.578
10.3257    7.4671     7.4745
10.365     7.4581     7.3807
10.4239    7.485      7.2164
10.5373    7.5732     7.066
10.5355    7.6139     6.95
10.5779    7.7218     6.8753





































































































































6.5407     11.4054    11.1672    SUPORB
6.5272     11.3312    11.2805
6.5555     11.2805    11.3963
6.5444     11.2224    11.4986
6.5782     11.1659    11.6352
6.5887     11.0827    11.7227
6.6506     10.948     11.885
6.6649     10.8171    11.9386
6.6985     10.7211    12.0234
6.7474     10.6561    12.0848
6.7881     10.4955    12.1581
6.856      10.3602    12.2125
6.9259     10.1542    12.2734
6.9605     10.0086    12.2912
6.9874     9.8488     12.3082
7.0356     9.7494     12.3072
7.0773     9.5984     12.3104
7.1293     9.452      12.3084
7.2079     9.321      12.3219
7.2715     9.2227     12.3493
7.3765     9.0945     12.3629
7.4327     9.0339     12.4001
7.4991     8.8995     12.4207
7.5642     8.7955     12.4347
7.6563     8.6804     12.4456
7.776      8.5154     12.4006
7.8269     8.3492     12.328
7.8423     8.29       12.2839
7.8661     8.2369     12.2636
7.9454     8.2017     12.2663
8.0642     8.0896     12.3015
8.1879     8.008      12.3567
8.3037     7.925      12.3722
8.4569     7.8429     12.4132
8.6312     7.7277     12.3964
8.797      7.6212     12.3757
8.96       7.5359     12.3615
9.1356     7.4147     12.3226
9.3314     7.2924     12.3253
9.4469     7.2381     12.3621
9.6054     7.1699     12.3649
9.7471     7.1167     12.3802
9.9117     7.065      12.3738
10.0498    7.0113     12.3498
10.1378    6.9717     12.3277
10.2095    6.91       12.2743
10.3659    6.8598     12.2392
10.5474    6.818      12.1459
10.6387    6.7647     12.0797
10.7709    6.6964     12.0098
10.937     6.6479     11.9124
11.0438    6.6415     11.7982
11.1598    6.6695     11.7007
11.2166    6.6027     11.5708
11.2935    6.6022     11.414
11.3139    6.5846     11.3205
11.2585    6.4712     11.2012
11.2831    6.4493     11.0845
11.3163    6.4471     10.9089













































































































































6.914      9.8133     9.5569     RORBIT
6.8429     9.9192     9.5808
6.8297     10.0285    9.5969
6.762      10.1367    9.6129
6.7007     10.2899    9.7012
6.71       10.4087    9.7951
6.6653     10.5108    9.8688
6.6717     10.5879    9.9603
6.6552     10.6361    10.0576
6.6151     10.6878    10.1801
6.5862     10.7355    10.2914
6.5957     10.7461    10.3808
6.5936     10.7581    10.4822
6.5727     10.7455    10.5786
6.5382     10.7677    10.7039
6.534      10.7421    10.7603
6.5024     10.7486    10.8689
6.4794     10.7513    10.9344
6.4837     10.7308    11.0145
6.5016     10.6837    11.1725
6.5099     10.6017    11.2853
6.5542     10.4938    11.4042
6.5797     10.4251    11.4814
6.6368     10.3187    11.5583
6.6017     10.2182    11.6291
6.5969     10.1792    11.6566
6.6203     10.0654    11.732
6.642      9.9727     11.7402
6.6513     9.8625     11.7754
6.7385     9.7386     11.7458
6.7595     9.6654     11.7737
6.7705     9.5605     11.7776
6.7948     9.4635     11.8186
6.8243     9.4133     11.811
6.8996     9.3335     11.7796
6.9718     9.2594     11.7388
7.0195     9.1913     11.7109
7.0599     9.1241     11.6944
7.0973     9.0837     11.6857
7.1536     9.0179     11.6779
7.1971     8.9856     11.6776
7.2684     8.9286     11.6572
7.3333     8.8961     11.6861
7.2958     8.9325     11.7578
7.353      8.9219     11.7751
7.3889     8.8363     11.8196
7.5077     8.778      11.7582
7.6056     8.7376     11.669
7.626      8.6943     11.6627
7.7058     8.6812     11.6153
7.6727     8.6634     11.5569
7.7292     8.6322     11.489
7.7356     8.5974     11.3836
7.7386     8.5557     11.2597
7.7797     8.5455     11.0821
7.8498     8.5691     10.9271
7.8618     8.5908     10.8093
7.8649     8.6041     10.7765
7.8905     8.6513     10.7252













































































































































9.6023     7.0058     9.6509     LORBIT
9.6789     6.967      9.6424
9.7917     6.9046     9.6608
9.9049     6.8445     9.6691
9.9976     6.809      9.7198
10.0756    6.7701     9.7533
10.1791    6.7331     9.803
10.2866    6.7258     9.8803
10.3556    6.6944     9.9456
10.426     6.6698     10.0392
10.4862    6.667      10.1236
10.508     6.6565     10.1758
10.5493    6.6555     10.2666
10.5656    6.6554     10.3806
10.5985    6.6154     10.49
10.6105    6.6037     10.5868
10.598     6.5862     10.6799
10.6057    6.5586     10.8146
10.592     6.5657     10.975
10.576     6.5901     11.1211
10.5219    6.6402     11.2351
10.4416    6.6558     11.369
10.3539    6.6899     11.4696
10.2171    6.7508     11.6025
10.1083    6.8083     11.6811
9.9861     6.8484     11.7337
9.8608     6.9043     11.7941
9.7825     6.9386     11.8097
9.6785     6.9717     11.8107
9.6062     7.0163     11.8247
9.4998     7.069      11.8228
9.412      7.1216     11.8079
9.3376     7.1637     11.8029
9.1622     7.3009     11.717
9.0947     7.3543     11.7315
8.9769     7.3948     11.6942
8.9031     7.4426     11.6795
8.8628     7.4782     11.6815
8.8362     7.5065     11.661
8.8085     7.5299     11.6421
8.7613     7.5536     11.6473
8.6918     7.556      11.7143
8.72       7.5585     11.7725
8.6258     7.6047     11.8178
8.5391     7.7148     11.7663
8.4663     7.7379     11.7589
8.372      7.7986     11.6863
8.3696     7.8553     11.6041
8.3539     7.8879     11.5274
8.4114     7.9207     11.3857
8.418      7.9382     11.2746
8.4188     7.9469     11.2314
8.3929     7.9865     11.0662
8.4216     8.015      10.978
8.4379     8.0351     10.8611
8.4404     8.0391     10.7585
8.4647     8.0416     10.6954
8.5009     8.0376     10.6174














































































































































6.6103     11.3846    11.3652    RTEMFOS
6.5887     11.4276    11.2136
6.5346     11.4599    11.1164
6.5229     11.4706    10.9984
6.4998     11.4973    10.8432
6.4505     11.5019    10.6634
6.4446     11.5191    10.5473
6.4603     11.5606    10.347
6.4474     11.5504    10.1189
6.4638     11.5844    9.9791
6.4649     11.5781    9.8135
6.4725     11.5937    9.6836
6.5161     11.6113    9.5619
6.5032     11.6079    9.386
6.5182     11.6169    9.2572
6.5324     11.6396    9.1458
6.5665     11.7064    9.0302
6.5366     11.7908    8.8985
6.6046     11.8866    8.8778
6.6934     12.0405    8.8306
6.7006     12.1275    8.804
6.7163     12.222     8.7949
6.7385     12.3497    8.7815
6.8171     12.3604    8.8208
6.8452     12.5496    8.8548
6.9083     12.6035    8.9008
6.9506     12.6121    8.9747
6.9376     12.7688    9.0329
7.016      12.8048    9.0098
7.064      12.8748    9.0632
7.0831     12.8915    9.0896









































































































































































11.3318    6.5258     11.1064    LTEMFOS
11.3552    6.5378     10.9499
11.3513    6.529      10.8443
11.3688    6.5003     10.7148
11.4005    6.4726     10.5232
11.4001    6.4702     10.436
11.4626    6.4773     10.2617
11.4594    6.4838     10.1524
11.4834    6.5086     9.9469
11.4795    6.4961     9.8412
11.4943    6.5127     9.6745
11.5033    6.5248     9.4781
11.5304    6.5037     9.3312
11.6087    6.5491     9.1614
11.7466    6.5649     9.0589
11.8781    6.6066     8.9989
12.0124    6.6218     8.9682
12.1351    6.6671     8.9649
12.2763    6.7007     8.9582
12.3043    6.7251     8.9886
12.3954    6.7656     9.0098
12.493     6.8262     9.0579
12.5492    6.8811     9.1157
12.5996    6.8856     9.1298
12.6719    6.9227     9.169
12.6885    6.938      9.213
12.812     6.9417     9.2147













































































































































































5.5622     4.3963     6.6229     OP
6.5281     5.5185     7.2579     BA
9.3938     8.4645     7.1977     ST
12.0253    11.1111    7.5823     IV
4.4788     8.1815     6.6576     R_PG
5.0812     10.1351    6.5634     R_ZTI
8.3554     9.861      7.8767     R_M3D
9.2222     11.1458    8.121      R_M12
10.8366    12.3012    8.2822     R_MP3
11.619     12.6748    8.0965     R_PMI
9.3699     3.5607     6.6509     L_PG
11.23      4.2689     6.6785     L_ZTI
10.8123    7.4303     7.9967     L_M3D
12.1164    8.3968     8.1727     L_M12
13.1814    10.0562    8.3076     L_MP3
13.5246    10.872     8.1814     L_PMI
13.4538    11.2208    7.4322     O1
12.7309    9.1934     7.5382     O2
12.8715    6.5021     6.7181     O3
8.9055     2.9356     5.2665     O4




















































































































































































7.962      11.4544    6.9627     RZYGINF
7.8755     11.4683    6.9474
7.7847     11.4537    6.9384
7.6219     11.4703    6.9241
7.5426     11.4695    6.92
7.46       11.4689    6.9194
7.3421     11.4715    6.9244
7.2387     11.4922    6.9443
7.1547     11.4898    6.9777
7.1076     11.462     6.9927
7.1402     11.4701    6.9821
7.0351     11.3743    7.0192
6.9641     11.3303    7.0746
6.8899     11.2772    7.1371
6.8023     11.221     7.1665
6.7211     11.1569    7.21
6.5271     11.1183    7.2111
6.406      11.028     7.2123
6.2607     10.9675    7.1583
6.1046     10.8568    7.1138
5.9397     10.7586    7.0397
5.862      10.6695    6.9561
5.7725     10.6071    6.9155
5.6784     10.554     6.8771
5.6011     10.4989    6.8358
5.4235     10.4241    6.7745
5.3608     10.3721    6.7207
5.3028     10.3225    6.6768
5.2672     10.2849    6.6434
5.2398     10.261     6.6255
5.1969     10.2301    6.5963
5.1419     10.1667    6.5684
5.1039     10.1187    6.5338
5.0738     10.0784    6.5119






































































































































































12.3979    7.0808     7.1502     LZYGINF
12.4536    6.9838     7.0963
12.4862    6.8973     7.0875
12.5143    6.7825     7.0629
12.5259    6.6316     7.0861
12.5434    6.5487     7.0858
12.5316    6.4638     7.1334
12.5138    6.3605     7.1802
12.501     6.2667     7.2187
12.4659    6.1933     7.2519
12.4576    6.1272     7.2791
12.3102    5.9807     7.3514
12.1781    5.7715     7.3788
12.1553    5.6435     7.3592
12.0767    5.4742     7.3559
12.0104    5.32       7.3362
11.9232    5.2212     7.3147
11.8781    5.1258     7.2652
11.7864    4.9998     7.2257
11.7574    4.9406     7.1638
11.7244    4.8857     7.108
11.6528    4.7992     7.0873
11.5815    4.7213     6.9833
11.5269    4.6659     6.9474
11.4897    4.596      6.9034
11.4267    4.5381     6.8758
11.3791    4.4667     6.8172
11.3341    4.4315     6.7952
11.2944    4.3884     6.7536
11.2731    4.3668     6.7406
11.2518    4.3451     6.7278
11.1887    4.274      6.6743
11.1624    4.2101     6.6038







































































































































































8.3572     9.8492     7.8784     R-ALV
8.3509     9.9138     7.8936
8.3473     9.9737     7.8954
8.3796     10.0358    7.9127
8.3903     10.0925    7.8971
8.4013     10.155     7.9052
8.4368     10.2513    7.9051
8.4929     10.3057    7.9456
8.5682     10.4669    7.9663
8.6999     10.5826    7.9644
8.7264     10.6838    7.9749
8.7625     10.7703    7.9913
8.8468     10.8523    8.029
8.8867     10.9097    8.028
8.9826     11.0518    8.044
9.0814     11.1258    8.0606
9.1639     11.1861    8.0787
9.2231     11.2128    8.0993
9.3048     11.3022    8.1091
9.3796     11.3659    8.1475
9.4586     11.4411    8.1631
9.5599     11.5566    8.1497
9.6929     11.6262    8.1868
9.7552     11.6533    8.1839
9.8649     11.6918    8.1845
9.9768     11.7741    8.2136
10.0983    11.8743    8.2007
10.1737    11.93      8.1952
10.2278    11.9613    8.1985
10.3059    12.0375    8.2127
10.3852    12.0804    8.2374
10.4554    12.1697    8.2426
10.5476    12.2092    8.261
10.6677    12.2855    8.2963
10.779     12.3134    8.2395





































































































































































10.7589    7.4608     8.0095     L-ALV
10.8324    7.4299     8.0188
10.9285    7.4138     8.0008
11.0317    7.459      8.0062
11.1356    7.5019     8.0122
11.1707    7.5335     8.029
11.2446    7.5752     8.0423
11.3764    7.675      8.0397
11.4664    7.7493     8.0342
11.5722    7.8608     8.0473
11.6654    7.9469     8.098
11.7561    8.0181     8.1424
11.8583    8.0862     8.1773
11.9667    8.1435     8.1715
12.0585    8.2589     8.155
12.1598    8.3652     8.1496
12.1703    8.4099     8.1737
12.2153    8.4844     8.1934
12.3122    8.5535     8.1981
12.4206    8.686      8.2025
12.5456    8.785      8.1824
12.5616    8.8524     8.2047
12.6192    9.0227     8.2246
12.6629    9.1336     8.2776
12.7351    9.2445     8.297
12.8367    9.3529     8.3216
12.8824    9.4875     8.2595
12.9184    9.6028     8.2516
12.9821    9.6865     8.3129
13.0487    9.7471     8.3315
13.109     9.8316     8.3127
13.1386    9.8976     8.3039
13.1843    10.015     8.2748
13.1595    10.0891    8.3154






































































































































































7.556      10.7313    8.4581     R_FOS
10.6071    7.5306     8.4461     L_FOS
