AMNH       52625      laj33ms.xls
16.8719    16.7839    -8.5045    IN
13.9856    13.9922    -10.9311   BR
10.728     11.4691    -8.6045    GL
10.6826    11.3916    -8.2583    NA
9.8722     10.6636    -6.2126    RH
9.5197     10.2477    -4.5756    NS
9.3651     9.9679     -4.0279    PR
9.9431     9.7576     -3.8921    R_PR2
10.6329    11.0925    -7.0198    R_PMS
13.0517    9.9378     -5.2724    R_ZMI
11.7865    10.4168    -6.6433    R_ZMU
11.078     11.4229    -7.8545    R_DA
11.9688    10.7356    -8.6941    R_MTI
12.1822    10.9293    -9.2993    R_MTS
13.0043    10.0576    -7.6785    R_FMO
13.445     10.1028    -7.5882    R_FMT
16.7696    12.3793    -7.1739    R_PO
14.2744    9.9341     -6.1066    R_ZTS
9.0807     10.6262    -3.9282    L_PR2
10.2727    11.3982    -6.8903    L_PMS
9.656      13.68      -5.1911    L_ZMI
9.9128     12.6       -6.572     L_ZMU
10.6196    11.7015    -7.812     L_DA
10.2229    12.6556    -8.6906    L_MTI
10.4589    12.9501    -9.2481    L_MTS
9.7737     13.8381    -7.4316    L_FMO
9.8287     14.314     -7.443     L_FMT
12.5977    16.9951    -7.0277    L_PO
9.8685     14.9036    -5.8833    L_ZTS
9.5498     9.4239     -3.8732    O1
9.3799     14.1427    -5.7145    O2
13.0127    17.4906    -7.5447    O3
15.9847    17.5184    -8.427     O4







































































































































































10.7027    11.4074    -8.3148    GLRH
10.6783    11.355     -8.1281
10.6489    11.3194    -7.7806
10.6018    11.299     -7.5764
10.5622    11.2498    -7.4024
10.5228    11.2332    -7.2103
10.4894    11.1726    -7.0543
10.4249    11.1197    -6.932
10.3856    11.0644    -6.8118
10.3554    11.0153    -6.7333
10.2565    10.9684    -6.6078
10.1827    10.8911    -6.5108
10.116     10.8242    -6.461
10.0523    10.7618    -6.4022
9.9888     10.6997    -6.344
9.9402     10.6935    -6.2986
9.8912     10.6452    -6.2246























































































































































































