AMNH       52634      ca19ms.xls
16.4297    16.4215    -11.5368   IN
13.3812    13.415     -14.182    BR
10.1033    9.933      -12.3224   GL
10.0332    9.7725     -11.9438   NA
9.0178     8.4484     -9.6482    RH
8.0428     7.1696     -7.5275    NS
7.8029     6.9602     -6.764     PR
8.4782     6.5912     -6.7718    R_PR2
9.2488     7.4349     -8.462     R_PMS
12.8001    7.9214     -8.3136    R_ZMI
11.4561    8.4874     -10.156    R_ZMU
10.448     9.5047     -11.1942   R_DA
11.4611    9.1371     -12.3655   R_MTI
11.5558    9.4172     -12.8286   R_MTS
12.8645    8.2823     -11.2064   R_FMO
13.59      8.5756     -11.3927   R_FMT
16.9168    11.6587    -9.7808    R_PO
14.3577    8.0626     -8.9971    R_ZTS
7.4921     7.5297     -6.7492    L_PR2
8.1631     8.5755     -8.4037    L_PMS
8.6927     12.0666    -7.7879    L_ZMI
8.7924     10.8779    -9.8072    L_ZMU
9.9183     10.0313    -11.183    L_DA
9.2238     11.2003    -12.1461   L_MTI
9.4782     11.3952    -12.5796   L_MTS
8.4786     12.2789    -10.6809   L_FMO
8.6515     13.06      -10.6675   L_FMT
11.7544    16.3444    -9.2978    L_PO
8.4994     13.6511    -8.3303    L_ZTS
8.0899     6.4513     -6.9824    O1
13.1067    7.6549     -8.8369    O2
17.2946    12.0217    -10.0745   O3
16.5211    15.4857    -10.5283   O4







































































































































































10.056     9.815      -12.0213   GLRH
9.9924     9.7687     -11.8706
9.9606     9.711      -11.7231
9.9385     9.6462     -11.5267
9.8883     9.5996     -11.3497
9.8565     9.5322     -11.1502
9.8047     9.4468     -10.957
9.728      9.3775     -10.7546
9.6398     9.2805     -10.5816
9.5419     9.1509     -10.4201
9.4402     8.9783     -10.2453
9.3518     8.8436     -10.1206
9.2149     8.6935     -9.9939
9.0975     8.5159     -9.8311
9.0485     8.4319     -9.7113
9.0332     8.4317     -9.6391
























































































































































































9.0872     8.3981     -9.6967    NOSE
9.177      8.3629     -9.6939
9.2226     8.2667     -9.6464
9.298      8.1472     -9.5445
9.3775     8.0892     -9.4514
9.4106     8.0022     -9.3485
9.4138     7.9272     -9.2528
9.4281     8.0264     -9.1915
9.4202     7.8998     -9.0507
9.3867     7.7704     -8.9369
9.3565     7.6324     -8.7975
9.3087     7.5365     -8.5997
9.2438     7.4044     -8.3953
9.1443     7.3414     -8.2563
9.018      7.2236     -8.1166
8.8688     7.1919     -8.0126
8.7632     7.1754     -7.9608
8.5224     7.1995     -7.8439
8.357      7.2267     -7.7267
8.1585     7.2189     -7.6171
8.0394     7.3446     -7.6294
8.0003     7.3542     -7.6337
7.9304     7.4413     -7.6992
7.9576     7.6572     -7.825
7.9722     7.83       -7.8867
