AMNH       81250      ca16ms.xls
9.4903     8.8978     -6.9642
9.2758     9.088      -7.358
9.1238     9.1726     -7.5602
9.0126     9.2366     -7.6904
8.8981     9.3001     -7.8516
8.8008     9.4452     -7.8528
8.6737     9.7161     -7.4085
8.6061     9.9165     -7.1359
8.5935     10.0176    -6.9859
8.5058     10.1796    -6.7934
8.4073     10.3876    -6.4848
8.3595     10.5269    -6.2726
8.2945     10.6373    -6.1037
8.3314     10.7158    -5.9169
8.3877     10.8248    -5.6377
8.3563     10.8982    -5.4137
8.3591     10.9896    -5.2231
8.3459     11.057     -5.0219
8.3218     11.1189    -4.8588
8.347      11.1686    -4.7131
8.3874     11.1982    -4.5753
8.4738     11.2089    -4.4009





































































































































































12.3377    8.0532     -8.5943    SUPORB
12.3401    8.0541     -8.7102
12.3044    8.0763     -8.9084
12.2423    8.0967     -9.0306
12.0775    8.1494     -9.2487
11.8962    8.2111     -9.4148
11.7751    8.2991     -9.5347
11.6281    8.3622     -9.6355
11.4305    8.4465     -9.7328
11.2555    8.5628     -9.814
10.2098    9.3574     -10.1319
9.8242     9.5213     -10.0087
9.6314     9.5906     -9.9111
9.44       9.6559     -9.7827
9.3281     9.6867     -9.7167
9.29       9.7265     -9.6679
9.3222     9.781      -9.7816
9.2727     9.9466     -9.8651
9.2015     10.1934    -9.928
9.1101     10.4922    -9.9962
8.9765     10.8729    -9.9931
8.8933     11.1809    -9.9538
8.7525     11.6009    -9.8526
8.6647     11.9076    -9.7294
8.6271     12.2605    -9.5706
8.6216     12.5666    -9.391
8.6016     12.7729    -9.1937
8.5461     12.8987    -8.9818
8.532      12.9669    -8.8033
8.5107     13.0362    -8.6184
8.4664     13.033     -8.5027









































































































































































10.5584    8.4404     -7.2649    RORBIT
10.7274    8.3378     -7.2617
10.9616    8.2281     -7.3346
11.126     8.1386     -7.4385
11.2838    8.0378     -7.5901
11.4297    8.0088     -7.7613
11.5086    7.9774     -8.0012
11.6297    7.9691     -8.2169
11.6774    7.9515     -8.4544
11.3974    8.0479     -8.9781
11.2303    8.0786     -9.1031
11.0305    8.2098     -9.2383
10.2936    8.6424     -9.4361
10.1183    8.7593     -9.4787
9.7604     9.1049     -9.4744
9.6795     9.2315     -9.3059
9.6417     9.3052     -9.0937
9.6245     9.3529     -8.931
9.619      9.3775     -8.7231
9.5988     9.3733     -8.5054
9.5988     9.3705     -8.4246



















































































































































































8.568      11.0883    -7.2586    LORBIT
8.5293     11.2831    -7.2259
8.4968     11.5051    -7.2491
8.4475     11.6237    -7.2873
8.406      11.7659    -7.3764
8.3663     12.0046    -7.5427
8.2759     12.106     -7.6859
8.2746     12.2193    -7.8821
8.3088     12.3275    -8.084
8.264      12.3968    -8.4313
8.2368     12.302     -8.6389
8.2509     12.1191    -8.8854
8.291      11.888     -9.0768
8.347      11.589     -9.2314
8.3705     11.3538    -9.3215
8.4694     11.1636    -9.3297
8.5106     10.982     -9.3705
8.6421     10.714     -9.3572
8.6614     10.6163    -9.3535
8.7967     10.3546    -9.2694
8.8773     10.4441    -9.3215
8.9635     10.2891    -9.2863
9.0299     10.1863    -9.0924
9.0748     10.0626    -8.7975
9.0512     10.0257    -8.6675
9.055      9.9956     -8.491
9.0291     9.9625     -8.3819













































































































































































12.3454    8.0407     -8.6105    RTEMFOS
12.3762    7.997      -8.3302
12.3588    7.972      -8.2076
12.3636    7.9501     -7.9894
12.3141    7.8923     -7.7463
12.1646    7.8759     -7.1754
12.1272    7.8944     -6.8884
12.1668    7.8607     -6.688
12.3925    7.8125     -6.4111
12.6016    7.8376     -6.3221
12.8143    7.82       -6.2874
13.2393    7.9596     -6.4257
13.3473    8.008      -6.5013



























































































































































































8.4419     13.032     -8.2664    LTEMFOS
8.3829     13.0269    -8.1396
8.4028     12.9994    -7.9248
8.3689     12.9968    -7.7653
8.3506     12.9876    -7.5733
8.3181     12.9572    -7.3771
8.2746     12.7644    -6.7651
8.2929     12.8433    -6.5366
8.3821     13.1391    -6.2882
8.463      13.3474    -6.2296
8.528      13.5018    -6.248
8.6901     13.8246    -6.3622
8.7469     13.8793    -6.399



























































































































































































6.5213     7.428      -7.7108    OP
7.7504     8.3643     -8.1032    BA
10.5286    10.6392    -7.5472    ST
13.2459    12.784     -7.3308    IV
9.7984     6.0326     -7.504     R_PG
11.8192    6.7012     -7.0622    R_ZTI
11.5529    9.401      -8.0208    R_M3D
12.889     10.0271    -8.0233    R_M12
14.172     11.41      -7.7478    R_MP3
14.5469    12.1543    -7.5852    R_PMI
5.8165     10.825     -7.5161    L_PG
6.8948     12.6768    -7.1232    L_ZTI
9.4506     11.7489    -8.1462    L_M3D
10.3865    13.001     -8.059     L_M12
12.0626    13.9623    -7.6951    L_MP3
12.8854    14.1997    -7.4732    L_PMI
13.5574    14.5781    -7.4606    O1
8.2866     13.7542    -6.9469    O2
4.7845     9.8707     -6.3211    O3
4.7507     6.8617     -5.2901    O4




















































































































































































12.9817    8.8113     -7.2353    RZYGINF
12.9954    8.7152     -7.2211
13.0204    8.5595     -7.2393
13.0358    8.3743     -7.2458
12.9882    8.1126     -7.2818
12.8444    7.844      -7.2965
12.675     7.5984     -7.3269
12.5219    7.3342     -7.3284
12.3499    7.1687     -7.254
12.1839    6.9652     -7.1688
12.0637    6.859      -7.1384
11.9855    6.7534     -7.0979
11.9022    6.6781     -7.0539



























































































































































































9.2762     13.3454    -7.2923    LZYGINF
8.942      13.3869    -7.2881
8.7129     13.4211    -7.3434
8.5119     13.3775    -7.3687
8.2912     13.3386    -7.3849
8.0323     13.1948    -7.412
7.8474     13.0934    -7.4142
7.6228     12.9662    -7.3676
7.4642     12.9192    -7.2915
7.3216     12.8494    -7.2282
7.1798     12.7791    -7.1897
7.067      12.7043    -7.166
6.9411     12.6677    -7.0829



























































































































































































11.5409    9.39       -8.0229    R-ALV
11.6819    9.3953     -8.0276
11.8296    9.4037     -8.033
12.1082    9.4887     -7.9795
12.3412    9.5967     -7.9565
12.505     9.6842     -7.9881
12.8242    9.9178     -7.9791
12.9976    10.0943    -7.999
13.1726    10.1843    -7.9188
13.4379    10.5008    -7.8409
13.5373    10.6238    -7.8634
13.6984    10.7357    -7.7637
13.8279    10.9251    -7.7735
14.043     11.1367    -7.7252
14.133     11.2728    -7.6807
14.1971    11.4148    -7.6862
























































































































































































9.4761     11.8346    -8.1208    L-ALV
9.4979     12.0201    -8.0987
9.6206     12.2962    -8.0404
9.7965     12.4841    -8.0449
10.0034    12.7117    -8.0371
10.2746    12.9622    -8.0033
10.5648    13.1255    -7.9723
10.6798    13.3004    -7.9745
10.9896    13.4225    -7.93
11.2245    13.5494    -7.8746
11.4261    13.6826    -7.8289
11.6615    13.7865    -7.7557
11.8172    13.8797    -7.7397
12.0129    13.9542    -7.6795
12.1199    13.9817    -7.6907

























































































































































































11.3068    8.5283     -6.1474    R_FOS
8.9292     11.7864    -5.9297    L_FOS
