AMNH       52624      laj32ms.xls
17.5873    16.322     -8.6287    IN
14.4625    13.4943    -10.7345   BR
11.2562    10.6472    -8.658     GL
11.1491    10.5789    -8.16      NA
10.225     9.7637     -6.2286    RH
9.6989     9.3374     -4.4115    NS
9.473      9.1722     -3.8216    PR
10.066     8.845      -3.8031    R_PR2
10.983     10.0878    -6.742     R_PMS
13.5939    9.3732     -4.9104    R_ZMI
12.5613    9.4153     -6.3375    R_ZMU
11.4592    10.5493    -7.521     R_DA
12.5764    9.8693     -8.5271    R_MTI
12.9041    10.189     -9.1295    R_MTS
13.5968    9.3071     -7.3006    R_FMO
14.0955    9.3971     -7.4128    R_FMT
17.311     12.0551    -6.844     R_PO
14.8401    9.4412     -5.4846    R_ZTS
9.1866     9.7615     -3.8119    L_PR2
10.5316    10.4915    -6.7668    L_PMS
9.7827     13.0063    -5.2376    L_ZMI
10.0936    12.1073    -6.524     L_ZMU
11.0106    10.9311    -7.5846    L_DA
10.6146    12.0476    -8.7017    L_MTI
10.9113    12.309     -9.3027    L_MTS
10.0237    13.1656    -7.422     L_FMO
10.0307    13.6107    -7.4648    L_FMT
12.823     16.5392    -7.1189    L_PO
10.0567    14.5794    -5.8777    L_ZTS
9.7367     8.6225     -3.5115    O1
9.4889     13.1276    -5.8188    O2
13.421     17.0699    -7.6296    O3
16.9071    16.7463    -9.0267    O4







































































































































































11.2655    10.6304    -8.6808    GLRH
11.2404    10.605     -8.5114
11.2026    10.5863    -8.333
11.1503    10.5504    -8.1909
11.0953    10.5528    -8.0018
11.0639    10.5145    -7.8029
11.0181    10.4858    -7.6362
10.9762    10.4486    -7.4801
10.9363    10.407     -7.3564
10.8807    10.3849    -7.2138
10.815     10.3191    -7.0768
10.7795    10.2884    -7.0017
10.718     10.2343    -6.8874
10.6212    10.1558    -6.7664
10.5495    10.084     -6.6789
10.4793    9.9988     -6.5947
10.4273    9.9444     -6.5403
10.3877    9.8575     -6.4424
10.3316    9.8182     -6.397
10.2847    9.7793     -6.3372
10.2565    9.7637     -6.293
10.2443    9.7391     -6.2306


















































































































































































10.2201    9.7498     -6.2232    NOSE
10.2626    9.6853     -6.2236
10.2909    9.618      -6.2051
10.2935    9.5657     -6.1651
10.3057    9.5339     -6.1078
10.3432    9.4944     -6.0853
10.4101    9.511      -6.011
10.4763    9.5154     -5.9996
10.5468    9.5384     -6.0233
10.5754    9.5616     -6.0195
10.6026    9.4765     -5.8516
10.6283    9.4287     -5.7569
10.6272    9.3668     -5.6445
10.6231    9.3642     -5.5467
10.6271    9.3792     -5.3779
10.5648    9.3266     -5.2044
10.4911    9.3215     -5.1131
10.3983    9.3078     -5.0311
10.2147    9.317      -4.9058
10.1424    9.316      -4.8466
10.0479    9.3105     -4.7442
9.9749     9.2871     -4.6578
9.8872     9.3001     -4.5574
9.7917     9.2702     -4.5118
9.7308     9.2758     -4.4637
9.7052     9.3182     -4.4496
9.6344     9.3641     -4.4293
9.6038     9.4677     -4.5138
9.5701     9.5796     -4.6032
9.5426     9.6847     -4.725
9.5816     9.7629     -4.8252
9.6365     9.8787     -4.9146
9.6709     9.9612     -5.0083
9.6947     10.0571    -5.106
9.7515     10.1329    -5.2646
9.7945     10.1971    -5.3966
9.8382     10.2201    -5.4774
9.883      10.2317    -5.6265
9.9312     10.22      -5.731
9.9599     10.2253    -5.816
9.9945     10.177     -5.8922
10.0123    10.1411    -5.9879
9.9525     10.0339    -5.9971
9.9805     9.9906     -6.0497
9.9632     9.918      -6.0488
9.9836     9.8809     -6.0232
10.0423    9.8508     -6.073
10.1295    9.8215     -6.161
10.1954    9.8166     -6.1497
10.2397    9.7856     -6.1762






















































































































































9.7158     9.3351     -4.4272    NASP-PR
9.6438     9.2497     -4.3493
9.5748     9.2191     -4.2472
9.548      9.1632     -4.1723
9.5179     9.1692     -4.0621
9.4961     9.1548     -3.9971
9.477      9.1509     -3.8752
9.5134     9.1405     -3.7969
































































































































































































10.9678    10.0813    -6.7526    R-PM/MAX
10.9792    9.9755     -6.6354
10.9585    9.8531     -6.5155
10.941     9.78       -6.4085
10.9537    9.747      -6.3149
10.9871    9.6927     -6.1965
10.9801    9.6073     -6.0529
10.9902    9.564      -5.9326
11.0237    9.5152     -5.778
10.9835    9.4343     -5.6725
10.9733    9.35       -5.5308
10.9479    9.2532     -5.3214
10.9237    9.1957     -5.1776
10.9093    9.1443     -4.9505
10.9087    9.1025     -4.8635
10.9504    9.0494     -4.7276
10.9753    8.9956     -4.6045
10.9836    8.9271     -4.4446
10.9632    8.8702     -4.3235
11.0138    8.8487     -4.18
10.975     8.9372     -3.999



















































































































































































10.5008    10.4832    -6.7678    L-PM/MAX
10.3919    10.4576    -6.6825
10.3426    10.475     -6.5904
10.2502    10.4608    -6.508
10.1966    10.4593    -6.3974
10.0962    10.4974    -6.222
10.0357    10.5169    -6.1181
9.9623     10.4976    -5.992
9.8978     10.489     -5.8747
9.8191     10.4495    -5.8016
9.7937     10.4711    -5.6782
9.6965     10.4369    -5.5861
9.6524     10.4264    -5.4824
9.5873     10.4312    -5.3071
9.5532     10.4372    -5.2082
9.502      10.412     -5.043
9.4387     10.4523    -4.9438
9.4073     10.4648    -4.8578
9.35       10.4776    -4.7035
9.2968     10.5039    -4.6144
9.2425     10.5235    -4.4893
9.1877     10.5012    -4.3512
9.1859     10.5257    -4.2249
9.2008     10.5494    -4.1264
9.2034     10.5315    -4.1032















































































































































































12.456     9.7147     -4.0729    ROSTRUM
12.4416    9.6617     -4.242
12.3929    9.6435     -4.3985
12.3099    9.6057     -4.6299
12.2519    9.6052     -4.8378
12.1782    9.608      -5.0231
12.1037    9.6053     -5.1677
12.0501    9.6029     -5.3017
12.0246    9.6012     -5.4179
11.9757    9.5934     -5.5551
11.9322    9.5754     -5.6831
11.9129    9.5762     -5.7694
11.8386    9.5694     -5.8757
11.7979    9.5904     -5.9686
11.7099    9.7231     -6.0699
11.6266    9.8095     -6.1608
11.529     9.8709     -6.2747
11.4568    9.9445     -6.4083
11.3339    10.0456    -6.521
11.2405    10.1317    -6.6281
11.2037    10.1779    -6.7309
11.1729    10.2145    -6.8301
11.0779    10.2469    -7.0109
10.9992    10.2975    -7.1037
10.8698    10.3987    -7.1563
10.8287    10.429     -7.1708
10.7905    10.5133    -7.1497
10.7285    10.596     -7.0486
10.6748    10.5488    -7.0604
10.6125    10.6504    -6.8787
10.6008    10.7325    -6.7352
10.546     10.7968    -6.6292
10.416     10.8742    -6.5008
10.3393    10.9642    -6.4069
10.1998    11.052     -6.2621
10.1284    11.1307    -6.1732
10.0921    11.2085    -6.0567
10.0254    11.2774    -6.0575
9.9418     11.3306    -5.9921
9.9377     11.3974    -5.8431
9.9083     11.4371    -5.7732
9.9693     11.4963    -5.4819
9.9951     11.573     -5.307
9.9853     11.6519    -5.1205
9.9767     11.7502    -4.9278
9.982      11.8037    -4.8169
9.994      11.8705    -4.6961
10.0216    11.9241    -4.4702
10.0464    11.9767    -4.3525
10.073     11.9866    -4.2844
10.1126    11.9691    -4.2166















































































































































