AMNH       52661      ca12ms.xls
18.2434    16.4303    -8.4818    IN
15.202     14.3169    -11.7526   BR
11.5388    11.7689    -9.7592    GL
11.4551    11.6591    -9.2025    NA
10.615     11.0429    -7.0936    RH
9.8954     10.4926    -5.1195    NS
9.7313     10.4014    -4.3972    PR
10.2406    10.029     -4.3055    R_PR2
11.2132    11.2698    -7.88      R_PMS
13.8262    10.0323    -5.8157    R_ZMI
12.4718    10.7341    -7.4158    R_ZMU
11.6171    11.4975    -8.4694    R_DA
12.6651    10.8059    -9.71      R_MTI
12.8035    10.987     -10.162    R_MTS
13.5605    10.0057    -8.3636    R_FMO
14.2298    10.0856    -8.4047    R_FMT
17.9582    12.2722    -7.3891    R_PO
14.9323    9.966      -6.2593    R_ZTS
9.5414     10.8817    -4.3346    L_PR2
10.9816    11.4391    -7.8751    L_PMS
10.7656    14.2558    -5.9002    L_ZMI
10.9679    12.8512    -7.39      L_ZMU
11.2932    11.8746    -8.298     L_DA
11.0816    13.0037    -9.6855    L_MTI
11.3612    13.2456    -10.1991   L_MTS
10.6166    14.2705    -8.3957    L_FMO
10.8495    14.7978    -8.4558    L_FMT
14.2191    17.3972    -7.3024    L_PO
10.998     15.4043    -6.2444    L_ZTS
9.8117     9.9201     -4.3197    O1
10.5917    14.8834    -5.8773    O2
14.64      17.7355    -7.1552    O3
17.9442    16.9281    -8.8781    O4







































































































































































11.5123    11.7025    -9.6283    GLRH
11.5058    11.6837    -9.5298
11.4822    11.6712    -9.3922
11.4623    11.6551    -9.2857
11.4376    11.6107    -9.1999
11.3727    11.5729    -9.0148
11.3351    11.5428    -8.7943
11.3078    11.503     -8.6413
11.2792    11.477     -8.4904
11.2443    11.4473    -8.3493
11.1634    11.4278    -8.1638
11.1415    11.3772    -8.0761
11.0928    11.3559    -7.9567
11.0329    11.2795    -7.8134
10.9463    11.2482    -7.6703
10.8845    11.2102    -7.5526
10.8218    11.1465    -7.4487
10.7767    11.1046    -7.3618
10.7283    11.0531    -7.2886
10.6898    11.0432    -7.2051
10.6279    10.9902    -7.1131



















































































































































































10.6332    10.9932    -7.0613    NOSE
10.684     10.9571    -7.0616
10.7169    10.9182    -7.0766
10.7732    10.8628    -7.093
10.7803    10.779     -7.0018
10.7882    10.7275    -6.9674
10.827     10.7029    -6.8925
10.8879    10.6867    -6.7855
10.8384    10.5904    -6.7198
10.8476    10.5313    -6.5933
10.8579    10.4527    -6.4739
10.8426    10.4091    -6.3284
10.8122    10.3741    -6.1523
10.7735    10.332     -6.0182
10.7039    10.294     -5.897
10.6438    10.2936    -5.7967
10.509     10.2927    -5.6654
10.3252    10.3314    -5.4744
10.225     10.3453    -5.3842
10.08      10.3945    -5.2638
9.9826     10.5193    -5.1945
9.9542     10.6464    -5.2301
9.918      10.7092    -5.2723
9.9513     10.8197    -5.3458
9.9673     10.9198    -5.4352
9.9883     11.02      -5.5104
10.0203    11.1385    -5.6117
10.0542    11.2109    -5.7042
10.0715    11.2978    -5.7778
10.1101    11.3253    -5.9177
10.1377    11.382     -6.0185
10.1924    11.3847    -6.1182
10.2204    11.3712    -6.229
10.3056    11.3813    -6.4539
10.3268    11.3703    -6.5744
10.397     11.365     -6.8134
10.4992    11.2545    -6.9928
10.5474    11.1757    -7.0423
10.582     11.102     -7.0471
10.5923    11.0197    -7.0328
10.6264    10.9963    -7.1026































































































































































9.9438     10.4926    -5.1556    NASP-PR
9.8609     10.458     -5.0731
9.7924     10.4157    -4.9969
9.7603     10.3851    -4.8431
9.7431     10.3846    -4.7579
9.7267     10.3588    -4.6517
9.7201     10.345     -4.5917
9.7189     10.3309    -4.5171
9.7321     10.3593    -4.4436
9.7658     10.4142    -4.366






























































































































































































11.1908    11.2652    -7.8619    R-PM/MAX
11.2228    11.177     -7.6987
11.1964    11.1029    -7.5929
11.1804    11.0189    -7.4511
11.1771    10.9666    -7.3377
11.1503    10.8646    -7.161
11.1182    10.7806    -7.0295
11.0966    10.7176    -6.916
11.0733    10.6576    -6.7877
11.0397    10.5819    -6.6171
11.0398    10.5155    -6.4857
11.025     10.4388    -6.3078
10.9997    10.369     -6.1372
10.9907    10.3123    -5.9883
11.0017    10.2563    -5.9353
10.9952    10.1818    -5.7793
10.991     10.1129    -5.6426
10.9836    10.0146    -5.4903
11.011     9.9153     -5.3405
10.9931    9.87       -5.2192
11.0123    9.7981     -5.0512
11.0141    9.7605     -4.893
11.0319    9.7257     -4.6691
11.0065    9.7827     -4.58
















































































































































































10.9533    11.4629    -7.8556    L-PM/MAX
10.8853    11.4989    -7.7213
10.8262    11.5098    -7.5677
10.7387    11.4959    -7.4339
10.6978    11.5215    -7.3147
10.621     11.5356    -7.1587
10.5124    11.5298    -6.9837
10.4405    11.5021    -6.8966
10.38      11.5029    -6.7737
10.3121    11.5163    -6.622
10.2687    11.5294    -6.532
10.2099    11.5412    -6.3728
10.1536    11.5386    -6.2836
10.0627    11.5305    -6.0935
9.9579     11.5316    -5.9028
9.8974     11.5523    -5.775
9.8076     11.5761    -5.5834
9.7411     11.6081    -5.4578
9.6593     11.6612    -5.2879
9.591      11.6745    -5.1202
9.5022     11.6912    -4.9192
9.4676     11.6969    -4.7542
9.5599     11.7113    -4.5376

















































































































































































12.546     10.1519    -4.7722    ROSTRUM
12.4918    10.1141    -5.0289
12.4098    10.1445    -5.2419
12.3314    10.2249    -5.4097
12.2744    10.3192    -5.5604
12.2023    10.3692    -5.7275
12.1114    10.4465    -5.8704
12.0174    10.5156    -6.1073
11.9385    10.5708    -6.3262
11.8226    10.6752    -6.5197
11.7417    10.7376    -6.6374
11.6579    10.8478    -6.8222
11.5504    10.9718    -7.0342
11.488     11.04      -7.2046
11.3879    11.1048    -7.3759
11.308     11.1623    -7.569
11.2156    11.194     -7.7247
11.1645    11.2409    -7.8366
11.0891    11.3526    -7.8862
11.0765    11.3945    -7.9206
11.0328    11.3999    -7.9368
10.9689    11.5204    -7.7617
10.9714    11.6283    -7.5265
10.9289    11.6726    -7.3408
10.8884    11.8124    -7.1152
10.8249    11.9288    -6.887
10.7101    12.11      -6.627
10.6101    12.2846    -6.306
10.5828    12.4471    -6.034
10.4888    12.5769    -5.7425
10.464     12.7191    -5.5301
10.4242    12.8307    -5.3273
10.4143    12.9206    -5.1861
10.412     12.968     -5.0333
