AMNH       52620      laj19ms.xls
17.5581    17.1088    -8.4179    IN
14.8865    14.2693    -11.1219   BR
11.586     11.1156    -9.3852    GL
11.4826    11.0477    -8.9131    NA
10.5063    10.031     -6.724     RH
10.1634    9.6101     -4.8718    NS
9.9436     9.4455     -4.1594    PR
10.6264    9.0346     -4.2431    R_PR2
11.366     10.5667    -7.5929    R_PMS
14.0867    9.6967     -5.5871    R_ZMI
12.8457    9.9668     -7.1865    R_ZMU
11.7135    11.0192    -8.3012    R_DA
12.8357    10.432     -9.4594    R_MTI
13.1515    10.8351    -9.9604    R_MTS
13.9786    9.8705     -7.9817    R_FMO
14.6553    9.987      -7.935     R_FMT
17.8234    12.705     -7.1396    R_PO
15.2583    9.7529     -6.1141    R_ZTS
9.5904     10.1383    -4.1745    L_PR2
11.1492    10.9658    -7.8516    L_PMS
10.3312    13.1928    -5.6367    L_ZMI
10.403     12.4229    -7.0593    L_ZMU
11.4628    11.2563    -8.3208    L_DA
10.917     12.2976    -9.431     L_MTI
11.2929    12.6633    -9.9227    L_MTS
10.3211    13.5477    -7.9238    L_FMO
10.4181    14.0536    -7.8622    L_FMT
13.1014    17.1044    -7.0374    L_PO
10.3208    14.6742    -5.9314    L_ZTS
9.4792     9.5528     -3.8523    O1
9.87       13.3807    -6.0206    O2
13.5745    17.4509    -7.7321    O3
16.7747    17.6723    -8.6742    O4







































































































































































11.6354    11.1288    -9.5482    GLRH
11.5835    11.0811    -9.3511
11.5378    11.0452    -9.1534
11.5086    11.0009    -8.9565
11.4598    10.9722    -8.7058
11.3904    10.9035    -8.4075
11.3144    10.8589    -8.1305
11.2275    10.7741    -7.8723
11.1431    10.6914    -7.6638
11.0806    10.5967    -7.5304
10.9996    10.5205    -7.3757
10.8812    10.4148    -7.2466
10.7762    10.3126    -7.1484
10.7016    10.2025    -7.0519
10.6405    10.1505    -6.9696
10.5965    10.1006    -6.9057
10.5412    10.0547    -6.8423
10.5083    10.0198    -6.7772






















































































































































































10.5175    10.006     -6.7965    NOSE
10.5964    9.9512     -6.7785
10.6823    9.8678     -6.7432
10.7362    9.8659     -6.6764
10.7973    9.8711     -6.6124
10.8866    9.9104     -6.6898
10.9432    9.9335     -6.6823
10.9858    9.9202     -6.5145
11.0159    9.865      -6.3527
11.0297    9.8302     -6.1903
11.0333    9.7925     -6.0347
11.0092    9.7362     -5.9029
10.9536    9.6555     -5.7637
10.9034    9.6373     -5.6646
10.8088    9.5817     -5.5426
10.6312    9.5687     -5.4277
10.4961    9.5012     -5.3015
10.37      9.4942     -5.1568
10.2552    9.4812     -5.0383
10.1972    9.5678     -4.9349
10.1802    9.6002     -4.912
10.0667    9.6978     -4.9115
10.0076    9.785      -5.0324
9.982      9.8716     -5.1248
10.0138    9.9577     -5.1996
10.042     10.0535    -5.279
10.06      10.1282    -5.3394
10.0836    10.2117    -5.4262
10.1184    10.3132    -5.511
10.1648    10.4147    -5.6331
10.2051    10.5093    -5.7674
10.2488    10.5545    -5.8931
10.2873    10.5943    -6.0345
10.3476    10.5866    -6.1535
10.4014    10.5804    -6.3162
10.4344    10.5417    -6.4675
10.4603    10.5079    -6.7024
10.3971    10.4675    -6.6935
10.3553    10.4105    -6.651
10.3356    10.3179    -6.6182
10.4206    10.1725    -6.7386
10.4841    10.1283    -6.7713
10.4969    10.0799    -6.7511
10.5328    10.0235    -6.7406














