AMNH       52579      laj15ms.xls
16.1842    15.9532    -8.7829    IN
13.1271    13.1374    -11.0497   BR
9.8076     10.0454    -9.6062    GL
9.4187     9.6662     -8.7492    NA
8.1895     8.461      -7.0936    RH
7.3582     7.6742     -4.9795    NS
7.1896     7.5116     -4.3763    PR
7.9184     7.1626     -4.3989    R_PR2
8.8893     8.7343     -7.4911    R_PMS
11.7448    8.133      -5.9269    R_ZMI
10.7134    8.6148     -7.6655    R_ZMU
9.8243     9.6825     -8.6636    R_DA
11.2278    9.3016     -9.5604    R_MTI
11.5783    9.4823     -10.0373   R_MTS
12.1757    8.5984     -8.3025    R_FMO
12.8591    8.591      -8.3395    R_FMT
15.9769    11.3873    -7.252     R_PO
13.2986    8.1046     -6.3467    R_ZTS
6.8782     8.1865     -4.35      L_PR2
8.3284     9.1044     -7.4005    L_PMS
8.2411     12.1525    -5.8261    L_ZMI
8.5524     11.0065    -7.5902    L_ZMU
9.4292     9.9992     -8.5288    L_DA
9.2329     11.4963    -9.5837    L_MTI
9.639      11.7797    -10.0657   L_MTS
8.619      12.6201    -8.0582    L_FMO
8.7285     13.1503    -7.9941    L_FMT
11.6586    16.0057    -7.1335    L_PO
8.3781     13.5912    -6.1825    L_ZTS
7.4107     6.9801     -4.4903    O1
7.8273     12.4953    -6.0325    O2
12.4845    16.3644    -7.9642    O3
15.5879    15.8258    -9.5554    O4







































































































































































9.8949     10.1182    -9.7746    GLRH
9.8311     10.0508    -9.6322
9.7631     10.0025    -9.4725
9.7036     9.9187     -9.3087
9.6074     9.8443     -9.1464
9.5054     9.7455     -8.9743
9.434      9.661      -8.7646
9.3375     9.5395     -8.5752
9.2278     9.4545     -8.3645
9.0748     9.3403     -8.137
8.9478     9.2059     -7.9303
8.8197     9.0744     -7.7281
8.6534     8.8955     -7.5668
8.5217     8.7711     -7.473
8.4165     8.6743     -7.3869
8.3132     8.5556     -7.3048
8.2464     8.4867     -7.1966
8.2224     8.4354     -7.1165






















































































































































































8.1953     8.4646     -7.1217    NOSE
8.259      8.3612     -7.0727
8.2795     8.2688     -7.0003
8.292      8.2777     -7.013
8.2628     8.2327     -6.8953
8.2599     8.162      -6.7853
8.3289     8.1234     -6.7455
8.413      8.1078     -6.7067
8.4931     8.0554     -6.6065
8.5447     7.974      -6.4835
8.5302     7.901      -6.324
8.4781     7.81       -6.1973
8.4062     7.7887     -6.0339
8.3284     7.7348     -5.8828
8.2207     7.6821     -5.7705
8.133      7.6691     -5.6697
8.0027     7.645      -5.5708
7.8425     7.5785     -5.4042
7.7395     7.5978     -5.2947
7.6111     7.5588     -5.1959
7.535      7.591      -5.1301
7.4325     7.6462     -5.0347
7.3659     7.6706     -5.0026
7.2769     7.8266     -5.1136
7.2609     7.9997     -5.2528
7.2461     8.1202     -5.3512
7.2672     8.2844     -5.4939
7.2888     8.4516     -5.597
7.3328     8.5581     -5.778
7.3631     8.6368     -5.9011
7.432      8.7181     -6.0561
7.5503     8.8077     -6.2061
7.6656     8.8171     -6.345
7.7396     8.7909     -6.4585
7.8196     8.7351     -6.6123
7.8375     8.6062     -6.7189
8.0837     8.5547     -7.0009
8.2005     8.4754     -7.1218


































































































































































7.3546     7.7049     -5.002     NASP-PR
7.2759     7.6062     -4.9214
7.2247     7.5424     -4.727
7.1933     7.5116     -4.621
7.165      7.4763     -4.5017
7.1593     7.4891     -4.4228
7.1601     7.5112     -4.384































































































































































