AMNH       52590      laj29ms.xls
16.1115    14.6736    -8.6643    IN
13.5868    11.2899    -11.3121   BR
10.5746    7.8679     -9.0627    GL
10.479     7.7785     -8.5976    NA
9.6136     6.6863     -6.2026    RH
9.1331     6.0346     -4.2532    NS
9.0819     5.9393     -3.7663    PR
9.7792     5.6821     -3.7717    R_PR2
10.3984    7.1248     -6.8416    R_PMS
13.3315    6.9688     -5.237     R_ZMI
12.2404    6.9983     -6.8287    R_ZMU
10.8491    7.8296     -7.9542    R_DA
12.149     7.3661     -9.1031    R_MTI
12.3251    7.5844     -9.6525    R_MTS
13.4416    7.0044     -7.7866    R_FMO
13.9873    6.9766     -7.719     R_FMT
16.9113    10.4315    -7.2788    R_PO
14.7314    7.111      -5.9946    R_ZTS
8.6307     6.5693     -3.8154    L_PR2
9.8528     7.5333     -6.7492    L_PMS
9.2592     10.1943    -5.3576    L_ZMI
9.4025     9.2984     -6.8336    L_ZMU
10.4777    8.0727     -7.8801    L_DA
9.7469     9.2228     -9.0365    L_MTI
9.9899     9.4251     -9.6402    L_MTS
9.2056     10.4502    -7.7372    L_FMO
9.104      10.8666    -7.6865    L_FMT
11.5797    14.3539    -7.3133    L_PO
9999       9999       9999       L_ZTS
9.391      5.4394     -3.4362    O1
13.6383    6.5005     -5.6273    O2
17.1816    10.9485    -7.7651    O3
15.6776    14.6323    -9.1779    O4







































































































































































10.5987    7.8766     -9.0551    GLRH
10.5655    7.8285     -8.9536
10.5128    7.8018     -8.7572
10.4795    7.7749     -8.5473
10.4819    7.7173     -8.3122
10.4565    7.6556     -8.044
10.4038    7.5994     -7.8288
10.3867    7.564      -7.6793
10.3114    7.4756     -7.4281
10.2606    7.4008     -7.2556
10.1604    7.3195     -7.0795
10.0895    7.2343     -6.9534
9.9746     7.0709     -6.8094
9.8621     6.9276     -6.6975
9.7699     6.8253     -6.5907
9.7184     6.7748     -6.4409
9.6764     6.7198     -6.3362
9.6279     6.6794     -6.2769
9.6015     6.6495     -6.2133





















































































































































































9.6157     6.6678     -6.252     NOSE
9.7099     6.5764     -6.2098
9.8057     6.4716     -6.0131
9.8366     6.458      -5.8941
9.9189     6.4743     -5.8777
10.0237    6.5326     -5.9319
10.0888    6.6053     -5.9776
