AMNH       52635      ca1ms.xls
18.3137    19.6865    -11.5599   IN
16.774     16.4901    -14.9208   BR
15.0651    12.551     -12.9075   GL
14.9775    12.4583    -12.4978   NA
14.6622    11.494     -10.5869   RH
14.4124    10.7299    -8.9631    NS
14.2923    10.4784    -8.2932    PR
15.4205    10.203     -8.3404    R_PR2
15.2913    11.8011    -11.2094   R_PMS
17.8204    12.0219    -9.2603    R_ZMI
16.584     11.967     -10.6286   R_ZMU
15.6069    12.4054    -11.9752   R_DA
16.635     12.314     -12.8668   R_MTI
16.7635    12.5203    -13.2972   R_MTS
17.8455    12.1877    -11.635    R_FMO
18.2567    12.435     -11.8045   R_FMT
20.1233    15.8991    -10.7169   R_PO
19.0207    12.7653    -9.8745    R_ZTS
13.8357    11.0447    -8.2124    L_PR2
14.7059    12.1373    -11.1484   L_PMS
13.2799    14.1214    -9.0347    L_ZMI
14.0355    13.1642    -10.5265   L_ZMU
14.8797    12.8607    -11.9529   L_DA
14.1237    13.4775    -12.7615   L_MTI
14.2566    13.5704    -13.1415   L_MTS
13.2904    14.0933    -11.4227   L_FMO
13.3093    14.5177    -11.5564   L_FMT
14.6498    18.2635    -10.5274   L_PO
13.0926    15.2029    -9.6291    L_ZTS
14.8756    9.8919     -8.0328    O1
17.6905    11.855     -10.5152   O2
20.2508    16.5795    -11.2052   O3
19.1639    19.2522    -12.0382   O4







































































































































































15.2703    12.4339    -12.9205   GLRH
15.2502    12.3884    -12.7665
15.2487    12.3284    -12.6269
15.2381    12.298     -12.4559
15.2268    12.236     -12.3163
15.207     12.1926    -12.1138
15.2127    12.1583    -12.0096
15.1939    12.1103    -11.87
15.1701    12.046     -11.6827
15.1676    11.9778    -11.5212
15.1511    11.8993    -11.4078
15.1153    11.8336    -11.3057
15.0964    11.7688    -11.2009
15.0637    11.6821    -11.0815
15.055     11.5728    -10.9392
15.001     11.4982    -10.8311
14.9945    11.4044    -10.718
14.9485    11.335     -10.6093






















































































































































































14.9801    11.2972    -10.5542   NOSE
15.1631    11.3177    -10.4863
15.2596    11.213     -10.4008
15.3342    11.2113    -10.2029
15.3759    11.137     -10.0216
15.4237    11.0476    -9.8795
15.4238    11.0245    -9.7651
15.4001    10.9171    -9.5918
15.3322    10.8703    -9.4935
15.2523    10.7924    -9.4075
15.1976    10.6692    -9.3634
15.0587    10.5617    -9.2402
14.9765    10.5204    -9.1363
14.9201    10.4967    -9.0554
14.8903    10.5005    -9.0181
14.8266    10.4992    -8.9493
14.696     10.5479    -8.9283
14.6283    10.6244    -8.994
14.5818    10.6866    -9.062
14.5158    10.7852    -9.1611
14.5187    10.8434    -9.2063
14.5207    10.9075    -9.2533
14.5213    10.9976    -9.3151
14.5061    11.1003    -9.3825
14.5028    11.2214    -9.4752
14.5086    11.2944    -9.5875
14.5266    11.3636    -9.7378
14.5325    11.395     -9.8286
14.5851    11.4199    -10.0077
14.5983    11.4242    -10.1141
14.6448    11.4663    -10.1932
14.652     11.4494    -10.3318
14.7759    11.3994    -10.4149
14.8137    11.4066    -10.4782
14.89      11.3215    -10.5438
14.9685    11.301     -10.5525


















































