AMNH       52623      laj32ms.xls
16.3403    15.0532    -9.0174    IN
12.8468    12.0123    -11.4867   BR
9.6445     9.0819     -8.9106    GL
9.5469     8.9633     -8.3949    NA
8.778      8.252      -6.2272    RH
8.3724     7.6861     -4.3412    NS
8.2214     7.5118     -3.8513    PR
8.9035     7.1192     -3.8254    R_PR2
9.6187     8.6176     -7.011     R_PMS
12.419     7.6292     -5.3446    R_ZMI
11.0425    8.0639     -6.8034    R_ZMU
10.0843    9.0459     -7.8542    R_DA
11.0234    8.3025     -9.0726    R_MTI
11.3856    8.5545     -9.6831    R_MTS
12.3811    7.7526     -7.9306    R_FMO
12.8506    7.6938     -7.864     R_FMT
16.4794    10.4567    -7.3979    R_PO
13.7766    7.6205     -6.2197    R_ZTS
7.9107     8.1982     -3.8182    L_PR2
9.2933     9.0048     -7.072     L_PMS
8.7866     11.7523    -5.0546    L_ZMI
8.98       10.4084    -6.6332    L_ZMU
9.6269     9.3878     -7.9512    L_DA
8.9859     10.582     -8.8562    L_MTI
9.2843     10.8133    -9.5305    L_MTS
8.7221     11.8453    -7.6091    L_FMO
8.7263     12.309     -7.5525    L_FMT
11.8906    15.3865    -7.0964    L_PO
9.0278     13.2455    -5.8146    L_ZTS
8.4514     6.8823     -3.5407    O1
8.3726     12.0862    -5.4993    O2
12.4862    15.7815    -7.687     O3
15.8642    15.4159    -8.9479    O4







































































































































































9.7252     9.1019     -9.0721    GLRH
9.6739     9.0462     -8.8467
9.6267     8.9545     -8.577
9.5992     8.9152     -8.2687
9.5895     8.8798     -7.9525
9.5859     8.8189     -7.5583
9.473      8.7582     -7.1783
9.3483     8.6789     -6.945
9.2205     8.5578     -6.727
9.0957     8.4025     -6.6162
8.9815     8.31       -6.5003
8.8683     8.2573     -6.3585
8.8342     8.227      -6.2018



























































































































































































8.8168     8.1848     -6.2589    NOSE
8.8792     8.0595     -6.1587
8.9692     8.0079     -6.0179
9.0299     8.0066     -6.0225
9.0508     8.0406     -5.9918
9.1292     8.0506     -6.038
9.2021     8.1032     -6.049
9.2806     8.1217     -6.0239
9.3143     8.0022     -5.8931
9.345      7.9089     -5.6648
9.2846     7.8158     -5.4016
9.1298     7.7369     -5.1702
8.9197     7.6988     -4.998
8.7462     7.711      -4.7538
8.585      7.689      -4.5253
8.3982     7.6737     -4.3645
8.3604     7.6495     -4.3362
8.3311     7.7628     -4.3951
8.3458     7.9064     -4.5341
8.4006     8.0942     -4.7133
8.4226     8.2136     -4.8131
8.4357     8.3854     -4.9256
8.4503     8.5291     -5.0293
8.4926     8.6739     -5.1662
8.5866     8.789      -5.395
8.6837     8.8284     -5.624
