NMNH       220371     ctt31ms.xls
9.9186     9.1997     8.7131
9.8593     9.1382     8.6489
9.7902     9.1018     8.5767
9.7555     9.0158     8.5406
9.6987     8.9773     8.4974
9.6323     8.9441     8.4544
9.6142     8.913      8.4111
9.4963     8.8305     8.3047
9.479      8.7993     8.2621
9.4849     8.7696     8.1949
9.4749     8.7562     8.101











































































































































































9.4565     8.7828     8.1999     NOSE
9.4099     8.8537     8.1967
9.3462     8.899      8.1359
9.309      8.9135     8.0658
9.2715     8.9278     7.9958
9.2456     8.9447     7.9658
9.2323     8.9856     7.936
9.2384     9.0129     7.9433
9.2476     9.0636     7.9682
9.2615     9.1147     7.9625
9.2645     9.1643     7.9468
9.2422     9.165      7.9163
9.159      9.1873     7.7663
9.0962     9.1909     7.6477
9.0738     9.1995     7.5666
8.9849     9.1896     7.3684
8.9546     9.1682     7.2795
8.9296     9.0998     7.1718
8.8862     9.0565     7.0968
8.8906     8.9715     6.9793
8.8246     8.9095     6.9199
8.7841     8.8266     6.8703
8.7332     8.7268     6.7943
8.7172     8.6417     6.7235
8.6614     8.4952     6.6322
8.6113     8.3992     6.5459
8.6088     8.3582     6.5187
8.593      8.2748     6.4775
8.606      8.2185     6.4298
8.6097     8.1868     6.4113
8.6339     8.1648     6.3904
8.6748     8.1329     6.3764
8.7113     8.0246     6.3947
8.7366     8.0038     6.4407
8.7626     8.004      6.4701
8.8333     8.0125     6.5278
8.9384     7.9706     6.5611
8.9757     8.0057     6.6022
9.0875     8.0182     6.6466
9.1264     8.0396     6.6781
9.2277     8.042      6.7371
9.283      8.0253     6.7827
9.3752     8.0555     6.8476
9.5355     8.0944     6.9429
9.6128     8.1207     7.0312
9.6948     8.1751     7.0984
9.7224     8.2245     7.1761
9.7723     8.2672     7.3236
9.8183     8.2788     7.3699
9.8181     8.321      7.4768
9.8129     8.3756     7.548
9.8137     8.3979     7.6014
9.8124     8.4374     7.6637
9.7979     8.453      7.8228
9.7932     8.4879     7.848
9.7895     8.5243     7.9111
9.7893     8.5234     7.9588
9.7177     8.5493     7.9702
9.6212     8.5979     8.0571
9.5945     8.638      8.0861
9.5845     8.7073     8.1191
9.5181     8.7213     8.1576
9.4503     8.7763     8.1926
9.4628     8.7797     8.0836








































































































































8.6103     8.0843     6.3557     NASP-PR
8.5599     8.0267     6.2918
8.4915     8.0032     6.2074
8.4512     7.9637     6.1208
8.4126     7.9242     6.0262
8.3891     7.8888     5.909
8.3666     7.8761     5.8271
8.3507     7.8523     5.7564
8.3198     7.8671     5.7113
8.3457     7.8662     5.6234
8.3652     7.8555     5.536
8.3789     7.9053     5.4837




























































































































































































9.921      9.6215     8.7551     R-PM/MAX
9.8647     9.6068     8.6494
9.7922     9.5897     8.5563
9.7308     9.5856     8.4697
9.6446     9.5869     8.3656
9.5668     9.5649     8.3007
9.4875     9.5419     8.1913
9.3938     9.4859     8.1162
9.2947     9.4904     8.0319
9.267      9.4449     7.9167
9.2013     9.4043     7.8568
9.153      9.4001     7.8069
9.0993     9.3908     7.7232
9.0313     9.3992     7.6295
8.9682     9.3628     7.5528
8.9023     9.3588     7.4189
8.8264     9.3415     7.3314
8.7933     9.3403     7.2386
8.7307     9.3386     7.1483
8.6929     9.3315     7.0746
8.6193     9.3523     6.9573
8.5628     9.3228     6.9066
8.5028     9.3396     6.83
8.4591     9.3581     6.7331
8.4182     9.3792     6.7071
8.3649     9.3403     6.6097
8.3374     9.3124     6.55
8.2666     9.3249     6.4129
8.2327     9.3085     6.3363
8.2001     9.277      6.2419
8.1799     9.2732     6.1837
8.1861     9.2522     6.1421
8.1521     9.2352     6.0049
8.1468     9.2671     5.9049
8.1441     9.2819     5.8386
8.1511     9.2932     5.7943




































































































































































10.4234    9.1464     8.6046     L-PM/MAX
10.3885    9.0747     8.5523
10.3508    8.9995     8.4774
10.3433    8.9492     8.3943
10.3096    8.8664     8.2918
10.2574    8.7936     8.2327
10.2266    8.736      8.1564
10.1965    8.6667     8.0629
10.1842    8.6306     7.9975
10.1578    8.5408     7.8931
10.1425    8.4952     7.7737
10.0737    8.4143     7.7087
10.0532    8.3656     7.6372
10.0502    8.328      7.559
10.0181    8.2566     7.4644
10.0087    8.2199     7.3833
9.9642     8.1685     7.3101
9.9381     8.1299     7.2705
9.9175     8.0805     7.1643
9.9017     8.0337     7.0851
9.9201     7.9481     6.9605
9.9179     7.8729     6.8727
9.8865     7.7872     6.7666
9.8951     7.7229     6.6862
9.901      7.6718     6.5866
9.8835     7.6154     6.481
9.8552     7.5866     6.4198
9.837      7.5568     6.3333
9.8103     7.5232     6.2695
9.7969     7.5185     6.2176
9.7968     7.5241     6.199
9.7971     7.4647     6.0459
9.7701     7.4599     5.9741
9.7497     7.4503     5.8976
9.7435     7.4431     5.8397
9.759      7.451      5.7542
9.7501     7.4863     5.6623



































































































































































9.3738     11.4431    5.6612     ROSTRUM
9.3357     11.4263    5.7783
9.3061     11.4472    5.9346
9.31       11.4409    6.0607
9.3048     11.4131    6.1597
9.3188     11.4011    6.2345
9.3434     11.3867    6.3378
9.3662     11.3425    6.4356
9.4123     11.3049    6.5326
9.4319     11.2854    6.5951
9.4865     11.2289    6.6968
9.525      11.1741    6.7964
9.5598     11.1276    6.8854
9.5904     11.094     6.9943
9.6006     11.0807    7.0573
9.6035     11.0661    7.1823
9.5421     11.0814    7.345
9.4813     11.1073    7.438
9.3604     11.067     7.7008
9.3583     11.0044    7.925
9.3731     10.955     8.0243
9.448      10.8522    8.1485
9.5441     10.7348    8.2235
9.5791     10.675     8.2686
9.7442     10.4849    8.3792
9.8104     10.3812    8.4338
9.9149     10.2603    8.5118
10.0682    10.0953    8.6845
10.1829    9.9666     8.8172
10.1981    9.9249     8.9061
10.2471    9.8911     9.0135
10.2697    9.8457     9.1191
10.3041    9.8061     9.203
10.3562    9.7492     9.2698
10.3824    9.7011     9.3007
10.4357    9.6481     9.3326
10.5088    9.5857     9.2944
10.6294    9.5488     9.2438
10.668     9.5138     9.1263
10.755     9.472      8.9649
10.8066    9.4324     8.8946
10.8522    9.3804     8.8306
10.9354    9.3209     8.7223
10.9897    9.2782     8.6826
11.048     9.2225     8.6401
11.1434    9.1364     8.5416
11.2151    9.0338     8.4798
11.2754    8.9704     8.4336
11.3405    8.8733     8.364
11.4057    8.7935     8.317
11.4585    8.7388     8.2615
11.5144    8.6636     8.2073
11.6173    8.533      8.0836
11.6483    8.4769     8.0421
11.719     8.4588     7.918
11.7503    8.4416     7.8419
11.8026    8.4439     7.7368
11.821     8.5072     7.6287
11.8183    8.559      7.4942
11.799     8.6378     7.3878
11.7913    8.6515     7.2915
11.7924    8.6677     7.1786
11.8443    8.6839     7.0533
11.8827    8.6697     6.9438
11.945     8.6574     6.8562
11.9792    8.6227     6.7989
11.9862    8.5823     6.6997
12.0148    8.5535     6.6334
12.0328    8.4827     6.5375
12.0901    8.4686     6.4804
12.0893    8.4437     6.4118
12.1196    8.4182     6.3585
12.0702    8.3646     6.1909
12.0715    8.3808     6.0245
12.0884    8.3969     5.8979
12.086     8.4085     5.857
12.0911    8.4268     5.7754
12.1001    8.4467     5.714


























































































































9.6931     12.9906    9.5228     SUPORB
9.7248     12.9765    9.6675
9.7894     12.9549    9.7833
9.816      12.9124    9.9104
9.8909     12.8642    10.0723
9.9506     12.7933    10.2301
9.9849     12.7138    10.3627
10.0448    12.5802    10.5296
10.1446    12.4585    10.5833
10.2127    12.35      10.6654
10.2817    12.2198    10.7287
10.3958    12.0704    10.8226
10.4557    11.9694    10.8757
10.5036    11.8813    10.9044
10.5701    11.799     10.9416
10.6709    11.6574    11.0132
10.8097    11.466     11.0801
10.8627    11.3659    11.1129
10.8942    11.2937    11.119
10.9498    11.228     11.157
10.9903    11.0269    11.1386
11.0373    10.8502    11.1064
11.0841    10.7113    11.0842
11.1387    10.5632    11.0308
11.1983    10.4429    11.005
11.2134    10.318     10.9719
11.2377    10.2611    10.9678
11.3524    10.1697    10.9817
11.4499    10.1007    11.0014
11.5915    10.0383    11.0358
11.6839    9.9827     11.0359
11.8352    9.9356     11.0688
11.9726    9.8663     11.0768
12.2231    9.7309     11.0355
12.4344    9.6557     11.0033
12.5518    9.5976     10.975
12.7224    9.4834     10.9053
12.8294    9.4049     10.8704
12.9811    9.2963     10.8078
13.312     9.0967     10.6948
13.4489    9.0503     10.5973
13.5195    8.9988     10.5431
13.5409    8.9717     10.4904
13.6758    8.8772     10.297
13.7588    8.8042     10.1002
13.7912    8.7178     10.0034
13.7832    8.6743     9.8848
13.7486    8.6858     9.9139
13.7728    8.6449     9.7806
13.7633    8.6013     9.6551
13.7474    8.5332     9.5433
13.7182    8.4852     9.4942
13.7048    8.4812     9.46
13.6865    8.4401     9.3578
13.6748    8.4087     9.2826
13.7089    8.4214     9.1836
















































































































































9.6254     11.1144    8.4113     RORBIT
9.5687     11.3036    8.366
9.5177     11.4476    8.3516
9.4758     11.5335    8.3433
9.4776     11.627     8.3663
9.4526     11.7561    8.3988
9.4751     11.8641    8.4665
9.5171     11.9812    8.5397
9.5068     12.082     8.6139
9.5313     12.1382    8.6753
9.5378     12.2068    8.7374
9.5642     12.3262    8.8729
9.5747     12.3449    8.9323
9.5876     12.3863    8.9903
9.5833     12.4206    9.0773
9.6006     12.4308    9.1392
9.598      12.4316    9.2037
9.6194     12.4467    9.249
9.6321     12.4889    9.3088
9.6864     12.4778    9.3926
9.7073     12.4891    9.4652
9.714      12.5182    9.5212
9.7283     12.5032    9.6062
9.769      12.484     9.6704
9.7742     12.4731    9.7574
9.7981     12.4508    9.8432
9.8277     12.4192    9.9385
9.8491     12.3938    9.9955
9.8542     12.3657    10.0741
9.8883     12.3378    10.1209
9.9467     12.254     10.2362
9.9404     12.2273    10.2875
9.9631     12.1837    10.3364
10.0094    12.1209    10.3785
10.0597    12.0476    10.4072
10.0834    11.9916    10.4676
10.1118    11.9415    10.4859
10.1468    11.8649    10.5358
10.195     11.8056    10.5447
10.2038    11.765     10.566
10.2649    11.6877    10.5863
10.3016    11.6491    10.6064
10.3629    11.5534    10.6189
10.3994    11.4794    10.661
10.404     11.4151    10.6862
10.4424    11.3776    10.6974
10.4683    11.3062    10.7114
10.5638    11.1831    10.6639
10.6325    11.1128    10.6259
10.6564    11.0534    10.5891
10.6839    10.9996    10.572
10.8359    10.8634    10.4765
10.8572    10.7979    10.4467
10.8934    10.7281    10.3927
10.8889    10.6841    10.2735
10.874     10.635     10.2041
10.8543    10.6021    10.1536
10.8459    10.5614    10.0726
10.8478    10.5573    9.9502
10.8546    10.5007    9.8273
10.8383    10.4715    9.7596
10.8187    10.446     9.6348
10.7967    10.435     9.5569
10.7659    10.4194    9.4922
10.7726    10.4158    9.4207
10.7484    10.4212    9.38






































































































































11.8691    8.766      8.3437     LORBIT
11.9839    8.7071     8.3128
12.0521    8.6754     8.2957
12.0956    8.6138     8.3212
12.208     8.5488     8.317
12.2933    8.5295     8.3136
12.4925    8.4741     8.3768
12.5824    8.4641     8.4373
12.699     8.4604     8.5121
12.7555    8.4815     8.5666
12.796     8.4922     8.6147
12.929     8.4962     8.7463
13.0241    8.5186     8.9106
13.0947    8.5408     8.9939
13.102     8.5283     9.0223
13.1212    8.5425     9.1059
13.1541    8.5579     9.1864
13.1762    8.5856     9.2722
13.2188    8.6031     9.3721
13.2566    8.662      9.5705
13.2455    8.6934     9.6913
13.2117    8.7283     9.8239
13.1847    8.7759     9.9576
13.0951    8.8661     10.1944
13.0594    8.9114     10.2443
12.9773    8.9593     10.3354
12.899     9.0129     10.4079
12.7623    9.0676     10.4951
12.6992    9.1247     10.5155
12.5892    9.182      10.5412
12.4779    9.2365     10.6067
12.3601    9.2989     10.6326
12.199     9.433      10.6439
12.1895    9.5001     10.6914
12.1635    9.5385     10.6807
12.0893    9.5595     10.7314
12.0448    9.5921     10.6975
11.9469    9.6301     10.7117
11.9145    9.6649     10.6964
11.8053    9.7475     10.6039
11.6794    9.7873     10.5795
11.6177    9.8608     10.4794
11.5685    9.8619     10.4465
11.5094    9.8834     10.3469
11.4647    9.9416     10.227
11.4817    9.9633     10.1683
11.463     9.9675     10.0363
11.402     9.9615     9.8656
11.3682    9.9617     9.7078
11.3169    9.9413     9.6458
11.3075    9.9158     9.5761
11.2877    9.9025     9.5414
11.2396    9.8694     9.5221



















































































































































9.7996     13.0226    9.7254     RTEMFOS
9.7673     13.0379    9.6329
9.7514     13.0538    9.5602
9.7009     13.0412    9.4546
9.6751     13.0499    9.3645
9.6296     13.0418    9.2851
9.5885     13.0257    9.1723
9.5603     13.0178    9.095
9.5331     12.9991    8.9931
9.5003     12.9723    8.8952
9.462      12.9556    8.804
9.4443     12.9443    8.7199
9.3909     12.9429    8.6195
9.3959     12.9224    8.5308
9.3839     12.9114    8.4127
9.3419     12.8774    8.3198
9.3127     12.8715    8.2222
9.3254     12.8714    8.1331
9.3024     12.8836    8.0577
9.2976     12.8853    7.9448
9.2818     12.9057    7.8149
9.2613     12.9376    7.7057
9.2687     12.9788    7.6092
9.26       13.0759    7.5146
9.2888     13.1883    7.415
9.2715     13.2619    7.3455
9.295      13.293     7.346
9.3592     13.3771    7.3202
9.4155     13.4595    7.3109
9.4263     13.5094    7.2954
9.4683     13.595     7.3101
9.4881     13.6359    7.3219
9.5086     13.6499    7.3204
9.5359     13.685     7.3324






































































































































































13.7361    8.5283     9.3618     LTEMFOS
13.7181    8.4821     9.2552
13.7091    8.4439     9.153
13.653     8.3617     9.0518
13.6675    8.3543     8.9715
13.6398    8.3193     8.8142
13.5788    8.2989     8.4528
13.5564    8.2535     8.1615
13.5303    8.2355     8.0038
13.5469    8.2081     7.8853
13.5979    8.1512     7.7001
13.6691    8.1376     7.5933
13.7717    8.1438     7.4886
13.8524    8.1401     7.4295
14.1218    8.189      7.3078
14.2399    8.2191     7.2835
14.343     8.2736     7.3247
14.4058    8.2789     7.3455
14.4402    8.2823     7.3794





















































































































































































8.4248     7.0486     8.2888     OP
9.6271     8.2268     8.3987     BA
12.4149    10.741     7.6924     ST
14.8484    12.9819    7.2668     IV
7.4836     10.5814    7.6926     R_PG
8.5735     12.7176    7.3707     R_ZTI
11.467     12.1277    8.4321     R_M3D
12.4214    13.491     8.2395     R_M12
14.0539    14.4577    7.8152     R_MP3
14.6239    14.4418    7.5324     R_PMI
11.8132    6.0234     7.9502     L_PG
14.0357    6.8207     7.6151     L_ZTI
13.6967    9.8372     8.553      L_M3D
15.0319    10.713     8.3584     L_M12
16.0912    12.2188    8.0429     L_MP3
16.2007    12.7734    7.6915     L_PMI
16.1122    13.1399    6.8987     O1
15.0485    8.3186     7.3477     O2
10.0193    4.7967     6.6933     O3
7.4373     5.3643     5.9013     O4




















































































































































































11.0781    13.574     7.2165     RZYGINF
11.0221    13.5635    7.2039
10.9143    13.568     7.1767
10.8384    13.5725    7.2028
10.7746    13.5907    7.2024
10.7116    13.5755    7.2521
10.6208    13.5546    7.3207
10.5614    13.5532    7.378
10.4567    13.5248    7.4618
10.4227    13.5055    7.4644
10.3417    13.4664    7.5218
10.2171    13.4337    7.5574
10.0566    13.3796    7.593
9.9936     13.3613    7.6082
9.9304     13.3509    7.6071
9.821      13.3042    7.6184
9.7246     13.2788    7.6118
9.6115     13.2536    7.6154
9.4686     13.1621    7.5944
9.3324     13.0846    7.5918
9.1943     13.05      7.52
8.9992     12.9637    7.487
8.9187     12.9505    7.4587
8.7814     12.8471    7.4327
8.7585     12.8097    7.4233
8.7069     12.7553    7.4231
8.6958     12.7194    7.4113
8.6957     12.6193    7.355












































































































































































15.0478    9.0915     7.5109     LZYGINF
15.043     9.0107     7.481
15.026     8.9792     7.5099
15.0239    8.9087     7.5189
15.0099    8.8667     7.541
15.0015    8.8142     7.5559
14.9906    8.7957     7.5745
14.9539    8.7483     7.6224
14.9084    8.6938     7.6881
14.8977    8.5986     7.7249
14.8683    8.5394     7.7495
14.9201    8.5268     7.739
14.8432    8.4424     7.7816
14.8225    8.3497     7.7971
14.7382    8.2757     7.8322
14.7151    8.1841     7.8252
14.6879    8.0767     7.8391
14.6246    8.0144     7.8399
14.5986    7.8368     7.8432
14.5689    7.7962     7.8214
14.5714    7.7194     7.8343
14.4976    7.5958     7.8345
14.4371    7.4882     7.8223
14.3927    7.4541     7.8055
14.3684    7.3924     7.8079
14.3184    7.3361     7.7991
14.2632    7.2564     7.7721
14.1984    7.0918     7.7273
14.1574    7.0615     7.7245
14.1277    6.9941     7.7086
14.0825    6.9516     7.6943
14.081     6.914      7.6672
14.0529    6.9006     7.6515
14.0436    6.839      7.6042






































































































































































11.4291    12.2046    8.4336     R-ALV
11.455     12.3258    8.4338
11.4617    12.4126    8.4114
11.4806    12.466     8.4417
11.5317    12.569     8.3727
11.5415    12.6139    8.3623
11.615     12.7433    8.3201
11.6596    12.793     8.2949
11.7355    12.9315    8.2519
11.7853    12.9604    8.2947
11.8538    13.0588    8.2633
11.9094    13.1079    8.2408
11.9601    13.1585    8.2395
12.0204    13.214     8.2356
12.0852    13.28      8.2283
12.1177    13.3401    8.1989
12.2965    13.4215    8.1834
12.4374    13.4975    8.2261
12.5374    13.6201    8.1874
12.5767    13.6428    8.1887
12.6196    13.7025    8.1777
12.6582    13.776     8.156
12.7142    13.8257    8.137
12.7437    13.8675    8.1198
12.9182    13.9271    8.1197
13.0208    13.984     8.1025
13.0611    13.9682    8.1354
13.1547    14.033     8.0671
13.2201    14.0741    8.0533
13.2829    14.1343    8.051
13.3402    14.1651    8.0276
13.4168    14.196     8.0343
13.4758    14.2255    7.9955
13.5115    14.206     8.0047
13.7149    14.3727    7.8936
13.8749    14.4278    7.8651
14.0292    14.4634    7.8654



































































































































































13.6161    9.8307     8.5697     L-ALV
13.6486    9.7859     8.5919
13.7755    9.7884     8.5544
13.8854    9.8104     8.5373
14.0305    9.8084     8.4789
14.0664    9.8197     8.4688
14.2277    9.9009     8.4586
14.3008    9.927      8.39
14.4132    10.0367    8.3692
14.4692    10.0839    8.3522
14.5876    10.1376    8.3463
14.648     10.2055    8.3281
14.7573    10.2761    8.3522
14.8189    10.3108    8.3674
14.9912    10.4404    8.3639
15.0289    10.5551    8.3517
15.1631    10.705     8.3406
15.21      10.7627    8.3284
15.2335    10.7915    8.3223
15.3243    10.8433    8.2944
15.3467    10.8445    8.3133
15.4398    10.9014    8.2884
15.5312    11.0886    8.2295
15.5885    11.2081    8.2224
15.6415    11.3021    8.2063
15.7235    11.4156    8.1671
15.811     11.5355    8.1478
15.9708    11.8015    8.0432
16.0258    11.936     8.0209
16.0978    12.0433    7.992
16.137     12.1343    7.9565
16.1295    12.2747    7.9973








































































































































































9.5631     11.7353    7.0358     R_FOS
12.3901    8.5819     7.0554     L_FOS
