AMNH       52644      ca6ms.xls
14.3011    14.1496    -10.1937   IN
11.9759    11.4088    -12.534    BR
8.8881     8.6311     -10.0519   GL
8.8019     8.6224     -9.586     NA
8.286      8.1331     -7.5309    RH
7.9127     7.7303     -5.7549    NS
7.7205     7.5508     -4.9673    PR
8.3712     7.1768     -5.0681    R_PR2
8.7838     8.1605     -7.7521    R_PMS
11.2251    7.6059     -6.286     R_ZMI
10.2096    7.9808     -7.7306    R_ZMU
9.1574     8.6135     -9.0825    R_DA
10.1797    7.9935     -10.0654   R_MTI
10.249     8.0878     -10.5189   R_MTS
11.1938    7.5389     -8.6947    R_FMO
11.7881    7.6766     -9.1588    R_FMT
14.6037    10.6514    -8.156     R_PO
12.5599    7.8383     -7.0321    R_ZTS
7.2642     8.2123     -5.0295    L_PR2
8.2319     8.6429     -7.7332    L_PMS
7.6337     11.0304    -6.3662    L_ZMI
8.2065     9.8387     -7.8112    L_ZMU
8.7396     8.9474     -9.0865    L_DA
8.1058     9.985      -10.0906   L_MTI
8.2089     10.1081    -10.5757   L_MTS
7.6954     11.0547    -8.8924    L_FMO
7.8489     11.6205    -9.2141    L_FMT
10.4331    14.4773    -8.3319    L_PO
7.8918     12.3626    -7.0945    L_ZTS
7.9049     7.0729     -4.9045    O1
11.0796    7.4872     -7.6096    O2
15.0927    10.8648    -9.1209    O3
15.1801    13.1167    -10.5838   O4







































































































































































8.8775     8.6535     -10.1489   GLRH
8.8547     8.6237     -9.9618
8.8337     8.6103     -9.7666
8.787      8.5738     -9.5257
8.7697     8.5311     -9.1602
8.7364     8.5082     -8.7818
8.6976     8.4525     -8.4006
8.5971     8.3681     -8.1022
8.483      8.244      -7.8646
8.3404     8.1289     -7.635
8.2916     8.1146     -7.5103





























































































































































































8.3224     8.167      -7.449     NOSE
8.4515     8.074      -7.4926
8.5598     8.0179     -7.4027
8.6876     7.9432     -7.1562
8.6868     7.8317     -6.9271
8.6861     7.7403     -6.6886
8.5912     7.622      -6.4479
8.4283     7.5812     -6.2501
8.1643     7.6159     -6.0166
8.0214     7.7005     -5.8494
7.9586     7.7409     -5.7764
7.9439     7.7624     -5.7668
7.8652     7.84       -5.8395
7.8072     7.9575     -5.9812
7.8065     8.1372     -6.1371
7.8475     8.3272     -6.3246
7.9003     8.4774     -6.5691
7.9174     8.5413     -6.7806
7.9745     8.5573     -6.975
8.0173     8.5336     -7.114
8.052      8.5117     -7.2479
8.143      8.4511     -7.4063
8.2118     8.3092     -7.5024
8.256      8.1971     -7.5029
8.3028     8.137      -7.4938

















































































































