AMNH       52641      ca5ms.xls
14.039     13.6625    -10.6292   IN
10.9206    10.8917    -12.9397   BR
7.3531     7.6808     -10.1159   GL
7.3211     7.6643     -10.0775   NA
6.5601     6.8404     -7.0951    RH
5.9757     6.1825     -5.1071    NS
5.731      5.9945     -4.6521    PR
6.3734     5.6499     -4.4738    R_PR2
7.2428     7.2528     -8.0546    R_PMS
10.5654    6.2171     -6.2155    R_ZMI
9.0337     6.6567     -7.8617    R_ZMU
8.0309     7.742      -9.221     R_DA
8.8709     6.7315     -10.0964   R_MTI
9.1124     7.0142     -10.7065   R_MTS
10.0722    6.1916     -8.8532    R_FMO
10.8068    6.2916     -9.0763    R_FMT
14.3792    9.567      -8.3799    R_PO
11.8446    6.3651     -6.9051    R_ZTS
5.4649     6.6456     -4.4313    L_PR2
6.8892     7.5526     -8.0472    L_PMS
6.3796     10.9553    -6.0512    L_ZMI
6.5774     9.3746     -7.786     L_ZMU
7.3054     8.2298     -9.2521    L_DA
6.6071     9.3137     -10.0008   L_MTI
6.7415     9.3917     -10.5739   L_MTS
6.1199     10.4872    -8.8257    L_FMO
6.3055     11.2075    -9.1495    L_FMT
9.9091     14.3747    -8.2034    L_PO
6.4654     12.1347    -6.8324    L_ZTS
6.7626     5.9198     -5.4717    O1
10.0293    6.1234     -7.8146    O2
14.4805    9.8446     -9.6991    O3
14.0917    12.8823    -11.4576   O4







































































































































































7.3528     7.7108     -10.1926   GLRH
7.3316     7.6577     -10.0626
7.3121     7.6206     -9.8192
7.2597     7.5782     -9.5754
7.2232     7.5259     -9.2907
7.2033     7.4819     -8.9969
7.1377     7.4284     -8.7261
7.0486     7.3416     -8.4093
6.9732     7.2883     -8.1929
6.8807     7.2047     -7.9816
6.8011     7.1172     -7.8012
6.7626     7.0048     -7.6382
6.6638     6.9106     -7.464
6.6224     6.8509     -7.3354
6.5812     6.8103     -7.1919
6.5531     6.817      -7.1017
























































































































































































6.6162     6.747      -7.0365    NOSE
6.7061     6.6976     -6.9794
6.7511     6.5712     -6.8413
6.886      6.4767     -6.6534
6.9903     6.335      -6.4241
6.9282     6.4491     -6.5679
6.9145     6.3947     -6.2559
6.7534     6.2883     -5.8454
6.4959     6.1755     -5.642
6.2926     6.1814     -5.437
6.1183     6.193      -5.2011
5.99       6.2867     -5.1417
5.9433     6.4007     -5.2731
5.9352     6.543      -5.4388
5.9647     6.8496     -5.6835
6.0387     7.1317     -5.9815
6.1249     7.1932     -6.1955
6.1999     7.2154     -6.5263
6.2723     7.1591     -6.7146
6.331      7.0827     -6.8154
6.3789     7.0076     -6.8864
6.4643     7.0138     -7.0042
6.5251     6.961      -7.02
6.5877     6.8697     -7.0773
















































































































































































6.0197     6.2198     -5.1231    NASP-PR
5.9275     6.1612     -5.0796
5.8568     6.0848     -5.0176
5.7979     6.0357     -4.8948
5.7709     6.0112     -4.7499
5.7529     5.999      -4.663
5.7477     6.0131     -4.6341

































































































































































































7.2462     7.1715     -7.9332    R-PM/MAX
7.2265     7.0321     -7.6795
7.1976     6.8984     -7.4789
7.183      6.7902     -7.2992
7.1769     6.6624     -7.0686
7.1561     6.5642     -6.8435
7.1896     6.435      -6.5423
7.2035     6.3185     -6.3328
7.2369     6.184      -6.1268
7.2174     6.1005     -5.9616
7.2981     6.0066     -5.7022
7.2861     5.9343     -5.4953
7.3276     5.8481     -5.3208
7.362      5.8271     -5.0843
7.4272     5.8278     -4.9029
7.4471     5.8693     -4.8467
























































































































































































6.8774     7.5228     -8.0458    L-PM/MAX
6.8077     7.502      -7.8559
6.6629     7.4465     -7.585
6.5232     7.4005     -7.2902
6.3944     7.3774     -7.0041
6.3019     7.3827     -6.729
6.208      7.3975     -6.5118
6.1041     7.3983     -6.329
5.9822     7.3812     -6.0933
5.8561     7.482      -5.7864
5.7899     7.5375     -5.5392
5.731      7.5658     -5.3285
5.6708     7.5594     -5.2069
5.7046     7.6181     -5.0169
5.7274     7.617      -4.8991
