NMNH       481748     cta6ms.xls






































8.3959     7.4374     6.5246     NASP-PR
8.3325     7.3928     6.4591
8.2756     7.3599     6.3804
8.2458     7.3536     6.2936
8.2107     7.3384     6.2703
8.1999     7.3231     6.1723
8.1627     7.2655     6.0343
8.1601     7.2623     5.9542
8.1408     7.2555     5.8968
8.1388     7.2541     5.7866
8.1237     7.2535     5.7581
8.1476     7.2337     5.7367
8.1534     7.2251     5.6957



























































































































































































9.3819     8.9489     8.6991     R-PM/MAX
9.2756     8.9719     8.5967
9.1665     8.8858     8.461
9.0788     8.8446     8.3527
8.9915     8.8054     8.218
8.9218     8.7876     8.0769
8.8656     8.7705     7.9929
8.8257     8.7575     7.9167
8.7493     8.7347     7.7799
8.674      8.6951     7.6833
8.5907     8.6813     7.5458
8.5264     8.6732     7.4156
8.4481     8.632      7.267
8.3819     8.6065     7.1535
8.3527     8.6115     7.0658
8.2796     8.6135     6.9723
8.2117     8.6019     6.8237
8.1652     8.6007     6.7397
8.1108     8.626      6.668
8.0447     8.6167     6.5954
7.9945     8.6441     6.5303
7.9326     8.6452     6.4185
7.8913     8.6677     6.3447
7.8886     8.6371     6.281
7.8827     8.6319     6.195
7.9594     8.6438     5.9981














































































































































































10.1841    8.2748     8.9124     L-PM/MAX
10.1407    8.2032     8.8369
10.0902    8.0859     8.7092
10.0756    8.0243     8.6203
10.0801    7.9739     8.5287
10.0429    7.8919     8.4245
9.9658     7.7765     8.2437
9.9092     7.6564     8.033
9.8687     7.5815     7.8894
9.8502     7.5186     7.7824
9.8199     7.4552     7.6868
9.7835     7.4086     7.5992
9.7282     7.3184     7.4428
9.7111     7.2542     7.3187
9.6802     7.2155     7.241
9.6523     7.1322     7.0896
9.6285     7.0765     6.9382
9.6265     6.9622     6.7712
9.651      6.9155     6.7023
9.6236     6.7783     6.5478
9.6121     6.742      6.4989
9.6261     6.7065     6.4664
9.6346     6.6846     6.4136
9.6394     6.6803     6.3591
9.6502     6.6854     6.2254
9.6627     6.7776     6.1129














































































































































































9.6456     11.199     5.884      ROSTRUM
9.5172     11.2348    6.0715
9.4876     11.2618    6.2353
9.4329     11.2386    6.4013
9.422      11.245     6.5618
9.4642     11.2154    6.6447
9.5198     11.1637    6.7418
9.5664     11.0857    6.8048
9.6132     11.0107    6.8946
9.6429     10.9434    6.9571
9.6925     10.7983    7.1264
9.7504     10.7595    7.2342
9.7841     10.7144    7.3563
9.7942     10.6877    7.4552
9.7747     10.6253    7.5768
9.7714     10.6132    7.7005
9.7635     10.5729    7.8082
9.721      10.5628    7.9607
9.7094     10.543     8.0128
9.6722     10.5292    8.1556
9.6461     10.5174    8.2157
9.6039     10.5374    8.3033
9.5704     10.5267    8.4087
9.5391     10.5205    8.4607
9.4728     10.4748    8.6146
9.5467     10.3884    8.7111
9.5763     10.3171    8.7271
9.577      10.2616    8.8391
9.6127     10.2114    8.896
9.6621     10.1424    8.9855
9.753      10.0711    8.986
9.7706     10.0258    9.0858
9.8101     9.9132     9.14
9.875      9.8268     9.247
9.9608     9.747      9.2826
10.0203    9.6764     9.3372
10.0682    9.6121     9.4191
10.1079    9.5233     9.4497
10.1638    9.4579     9.5006
10.1897    9.3938     9.5857
10.227     9.3255     9.697
10.2368    9.3032     9.6983
10.2558    9.2583     9.7446
10.283     9.2163     9.7333
10.4271    9.0642     9.7745
10.5333    8.9824     9.7553
10.6638    8.9108     9.6193
10.7901    8.8452     9.4822
10.9135    8.7228     9.3439
11.0514    8.6048     9.2137
11.1238    8.5259     9.1574
11.2345    8.4153     9.0207
11.3235    8.3165     8.9559
11.4354    8.2111     8.8812
11.512     8.1418     8.8257
11.5576    8.0874     8.7574
11.6214    8.0486     8.6979
11.6552    8.0754     8.4458
11.7518    8.0978     8.3005
11.79      8.2212     8.1179
11.8221    8.2378     8.0064
11.9242    8.3231     7.6442
11.9835    8.3132     7.4873
11.999     8.3008     7.4017
12.1293    8.2195     7.1439
12.1244    8.1971     7.0821
12.1749    8.1749     7.0436
12.2251    8.1103     6.9449
12.2813    8.0755     6.8671
12.3299    8.0212     6.7715
12.3903    7.9952     6.703
12.3952    7.9431     6.6311
12.4502    7.9101     6.4661
12.4224    7.9268     6.2618
12.3802    7.9952     6.1134
12.3356    8.0422     5.979
12.3439    8.0973     5.8996
12.348     8.1288     5.8473


























































































































9.5169     13.0702    9.9307     SUPORB
9.4774     13.0452    10.0674
9.4792     12.9754    10.2206
9.5212     12.9165    10.3714
9.5705     12.8225    10.519
9.6725     12.7343    10.6397
9.7599     12.6332    10.8063
9.8446     12.5358    10.8935
9.8676     12.4411    10.9999
9.9101     12.3658    11.0862
10.0025    12.2124    11.1578
10.0938    12.0695    11.237
10.1825    11.8822    11.3241
10.2518    11.7679    11.3896
10.3088    11.6293    11.4529
10.4003    11.4616    11.5221
10.5057    11.3105    11.6067
10.6106    11.1736    11.6862
10.7492    10.9942    11.7806
10.8647    10.7987    11.8342
10.9929    10.6152    11.8697
11.0675    10.4644    11.8484
11.1229    10.2237    11.8084
11.1216    10.0615    11.7443
11.1797    9.9379     11.7302
11.1934    9.8757     11.7191
11.3044    9.7392     11.709
11.4507    9.651      11.7368
11.6086    9.5765     11.7684
11.7355    9.5317     11.7943
11.9181    9.4527     11.8134
12.0656    9.3333     11.7643
12.1824    9.2482     11.7234
12.2673    9.1994     11.7173
12.3988    9.0978     11.6514
12.4802    9.0181     11.6031
12.5698    8.9521     11.5583
12.6293    8.8621     11.505
12.8287    8.7262     11.4385
13.0385    8.6045     11.3388
13.1226    8.5492     11.312
13.2794    8.4597     11.2257
13.3539    8.4107     11.1912
13.4891    8.3283     11.07
13.5652    8.2831     11.0355
13.579     8.2376     10.9934
13.7037    8.1584     10.8744
13.7895    8.0549     10.7485
13.8412    7.9811     10.6398
13.9318    7.9084     10.4897
13.9731    7.8394     10.4301
13.9725    7.8356     10.4007
14.1551    7.843      10.1629
14.1811    7.8123     9.9566
14.1742    7.7578     9.7652
14.1188    7.7017     9.7183
















































































































































9.4217     10.9086    8.8882     RORBIT
9.387      11.0284    8.8464
9.32       11.1775    8.7946
9.2814     11.2912    8.7728
9.2413     11.4056    8.753
9.2194     11.5252    8.7481
9.2246     11.6822    8.7721
9.2684     11.7993    8.8244
9.2346     11.9609    8.9433
9.2552     12.0471    9.0395
9.2949     12.1596    9.1508
9.355      12.2251    9.2753
9.3855     12.2676    9.388
9.3916     12.3141    9.4763
9.3999     12.3285    9.5783
9.423      12.3609    9.6726
9.4169     12.3905    9.7575
9.4638     12.398     9.8884
9.503      12.3813    10.021
9.4872     12.3598    10.1859
9.5173     12.3305    10.2567
9.5401     12.2918    10.3493
9.5441     12.2447    10.4431
9.5754     12.1655    10.5497
9.6556     12.1014    10.6202
9.6729     12.0384    10.6942
9.7083     11.9481    10.7595
9.7249     11.8507    10.8487
9.7747     11.7639    10.8932
9.79       11.6812    10.9399
9.8532     11.5952    10.9732
9.8943     11.5134    10.9892
9.9191     11.3763    11.0113
9.9672     11.3047    11.0362
9.9988     11.213     11.0746
10.0845    11.1258    11.0789
10.1274    11.0303    11.0862
10.1935    10.9148    11.0647
10.2981    10.7857    11.0831
10.3795    10.692     11.0701
10.4466    10.6205    11.1197
10.4846    10.5763    11.1659
10.5148    10.5173    11.1915
10.5711    10.4748    11.1942
10.6366    10.3542    11.2062
10.7659    10.2064    11.151
10.7858    10.163     11.088
10.7915    10.1241    10.9864
10.8051    10.0888    10.8979
10.7977    10.0587    10.7155
10.8103    10.0163    10.577
10.8394    9.9942     10.4464
10.8341    9.9861     10.3596
10.8428    9.9924     10.2781
10.8417    10.0006    10.225

















































































































































12.0852    7.9429     8.9092     LORBIT
12.2096    7.8775     8.8657
12.2874    7.7802     8.828
12.4725    7.748      8.7986
12.5902    7.7216     8.7996
12.7809    7.7004     8.8356
12.9622    7.7498     8.8833
13.1215    7.7615     9.0491
13.2915    7.8206     9.2386
13.3941    7.8354     9.4398
13.4354    7.8258     9.5852
13.4506    7.8684     9.7706
13.4631    7.9237     9.9478
13.4381    7.913      10.1395
13.3792    7.9253     10.3034
13.3191    7.9893     10.3963
13.2929    8.0527     10.4959
13.1968    8.1136     10.6223
13.1142    8.1757     10.7292
13.006     8.2291     10.8396
12.9086    8.2834     10.899
12.818     8.3517     10.9566
12.6876    8.4554     11.0052
12.5931    8.4922     11.0343
12.4787    8.5819     11.0631
12.3638    8.6517     11.0714
12.2123    8.7127     11.0873
12.1085    8.7825     11.0852
11.9934    8.9268     11.066
11.9048    8.9752     11.096
11.8125    9.0504     11.1191
11.7693    9.1222     11.1704
11.7172    9.2061     11.2096
11.6062    9.2815     11.2316
11.5222    9.3499     11.2181
11.4096    9.4301     11.1986
11.3494    9.4709     11.1452
11.2909    9.4732     11.043
11.2866    9.4794     10.935
11.2528    9.4977     10.7892
11.242     9.4894     10.6437
11.1848    9.519      10.4803
11.1828    9.497      10.3702
11.2029    9.5108     10.2975
11.1777    9.4726     10.2308



























































































































































9.5053     13.0909    9.9304     RTEMFOS
9.4744     13.1064    9.7942
9.4142     13.1222    9.6512
9.3838     13.119     9.5331
9.339      13.0917    9.3711
9.3062     13.0899    9.2698
9.2773     13.0762    9.1267
9.246      13.0474    9.012
9.2189     13.0364    8.8619
9.2055     12.9961    8.7676
9.1266     12.9117    8.5808
9.1242     12.8821    8.4359
9.0959     12.8292    8.2615
9.0991     12.8468    8.1495
9.0685     12.839     8.0125
9.1063     12.8932    7.8757
9.1304     12.9649    7.7605
9.1722     13.0785    7.6579
9.2283     13.1755    7.6085
9.2481     13.2984    7.5312
9.3        13.3889    7.52
9.3948     13.4199    7.5089
9.4115     13.5206    7.4969
9.4398     13.5854    7.5001
9.4734     13.6019    7.5157
9.5025     13.6274    7.5226














































































































































































14.1711    7.8286     9.6929     LTEMFOS
14.1486    7.7511     9.4537
14.1228    7.7289     9.2703
14.1227    7.6771     9.0835
14.1022    7.6246     8.8117
14.018     7.5661     8.6187
13.9088    7.4961     8.3664
13.8768    7.4535     8.1792
13.9199    7.4684     7.9238
14.0377    7.4561     7.7546
14.155     7.4506     7.6845
14.33      7.5276     7.6228
14.4814    7.5905     7.601
14.6319    7.6562     7.587
14.7014    7.6867     7.5834
14.7224    7.7116     7.6118
14.795     7.741      7.6311
14.8407    7.7685     7.6678






















































































































































































6.555      6.8865     9.286      OP
7.7642     8.0692     9.1532     BA
10.5162    10.5137    8.0734     ST
13.3964    13.0011    7.329      IV
5.681      10.5947    8.7334     R_PG
6.6585     12.6778    8.0556     R_ZTI
9.5236     11.8629    8.6407     R_M3D
10.6578    13.2291    8.5537     R_M12
12.2852    14.1595    7.9162     R_MP3
13.2522    14.4663    7.5938     R_PMI
10.2473    5.7186     8.989      L_PG
12.2575    6.4788     8.3728     L_ZTI
11.8225    9.4587     8.7704     L_M3D
13.2769    10.3973    8.6905     L_M12
14.3956    11.9964    7.9783     L_MP3
14.7997    12.7643    7.5506     L_PMI
14.7123    12.1001    7.1537     O1
13.7467    8.7022     7.1047     O2
9.3078     4.5746     7.8849     O3
5.4479     4.7008     7.2029     O4




















































































































































































9.084      13.2853    7.6485     RZYGINF
8.987      13.3553    7.6586
8.8726     13.3474    7.6685
8.7436     13.3631    7.6871
8.6551     13.3312    7.6868
8.5737     13.3619    7.7359
8.4306     13.3896    7.7889
8.3644     13.3933    7.8315
8.2602     13.3946    7.8917
8.2023     13.4112    7.9168
8.0265     13.3575    7.9449
7.8571     13.3008    7.9688
7.7052     13.2292    7.9938
7.5092     13.1672    8.0232
7.3901     13.0949    8.056
7.2733     13.0116    8.0614
7.1652     12.9498    8.0657
7.071      12.8927    8.0617
6.9604     12.8342    8.0627
6.8508     12.7596    8.0804
6.7502     12.707     8.0776
6.6834     12.6697    8.0609
6.6553     12.6719    8.0368

















































































































































































13.383     9.0413     7.8114     LZYGINF
13.3583    8.9209     7.8155
13.3693    8.797      7.8337
13.4061    8.6847     7.8524
13.4237    8.5391     7.8931
13.4129    8.4108     7.9595
13.4222    8.2883     8.0415
13.4003    8.1532     8.1251
13.3493    8.0108     8.1824
13.2469    7.8418     8.2174
13.1469    7.6902     8.2395
13.0555    7.5764     8.2784
12.9559    7.4176     8.3449
12.8728    7.2937     8.3766
12.7985    7.1587     8.3829
12.7461    7.0519     8.3776
12.6717    6.9588     8.3993
12.5822    6.8506     8.3855
12.5016    6.7702     8.4102
12.4054    6.6527     8.4053
12.3705    6.58       8.4085
12.3216    6.538      8.3974
12.3229    6.5256     8.3945
12.3128    6.4496     8.3882
















































































































































































9.5041     11.8738    8.648      R-ALV
9.5145     12.0113    8.6668
9.5616     12.074     8.6442
9.594      12.2403    8.7273
9.6756     12.3586    8.6976
9.7066     12.493     8.7559
9.7998     12.5429    8.7123
9.8923     12.6254    8.7241
9.9618     12.6728    8.684
10.0104    12.7456    8.6599
10.0481    12.7999    8.6661
10.138     12.8733    8.6352
10.2321    12.9126    8.6203
10.2738    13.0806    8.6126
10.3745    13.1759    8.5996
10.49      13.2039    8.5908
10.6205    13.2883    8.5449
10.6799    13.3939    8.5039
10.7895    13.4405    8.4774
10.8789    13.4719    8.513
10.9307    13.557     8.4319
11.0199    13.6644    8.3737
11.1388    13.7037    8.3758
11.2491    13.703     8.3
11.5003    13.8118    8.2565
11.5795    13.89      8.1917
11.7269    13.9277    8.2139
11.8373    13.9883    8.1801
11.8818    13.9978    8.1587
11.9758    14.0473    8.1335
12.0543    14.128     8.0708
12.1229    14.1787    8.0513
12.3366    14.1526    8.0055







































































































































































11.9173    9.4087     8.7882     L-ALV
12.0538    9.4336     8.7885
12.1406    9.4687     8.8058
12.209     9.5129     8.8222
12.3127    9.5711     8.875
12.4117    9.6086     8.8754
12.4807    9.654      8.8867
12.6336    9.7594     8.8198
12.7444    9.8272     8.8065
12.8897    9.9403     8.769
13.0359    10.052     8.7327
13.0977    10.083     8.7869
13.2259    10.2309    8.7588
13.3142    10.3581    8.715
13.4746    10.4678    8.6809
13.5819    10.6065    8.65
13.7411    10.7105    8.6139
13.8318    10.901     8.5301
13.9336    11.1027    8.4795
13.9973    11.1921    8.4312
14.1595    11.4089    8.3618
14.2452    11.5681    8.3101
14.3186    11.657     8.2576
14.396     11.7154    8.2381
14.4678    11.9028    8.131















































































































































































9.8063     11.4843    7.5258     R_FOS
12.5927    8.2645     7.604      L_FOS
