AMNH       52599      laj10ms.xls
16.0449    17.8602    -9.0318    IN
13.3812    14.782     -11.2607   BR
10.2304    11.5173    -9.1261    GL
10.1392    11.4412    -8.8596    NA
9.0708     10.244     -6.91      RH
8.3769     9.4566     -4.7573    NS
8.297      9.3478     -4.1586    PR
8.9699     9.0251     -4.1446    R_PR2
10.0342    10.5582    -7.1775    R_PMS
12.7667    10.1554    -5.2533    R_ZMI
11.5221    10.3517    -7.1177    R_ZMU
10.6026    11.4087    -8.2702    R_DA
11.8446    10.925     -9.0409    R_MTI
12.221     11.3415    -9.5639    R_MTS
9999       9999       9999       R_FMO
9999       9999       9999       R_FMT
16.3754    13.523     -7.0483    R_PO
14.1892    10.3048    -5.9889    R_ZTS
7.939      10.0123    -4.0597    L_PR2
9.3733     11.1202    -7.2409    L_PMS
8.7094     13.9828    -5.3632    L_ZMI
8.97       12.7242    -7.1478    L_ZMU
10.1973    11.8868    -8.2164    L_DA
9.5831     12.8454    -9.1052    L_MTI
9.8939     13.2537    -9.6759    L_MTS
8.8187     14.1356    -7.9524    L_FMO
8.7946     14.6311    -7.8752    L_FMT
11.3645    17.7583    -7.1479    L_PO
8.4799     15.2613    -6.0858    L_ZTS
8.4531     8.8255     -3.7167    O1
8.0716     14.1897    -5.8021    O2
12.3998    18.4375    -7.9217    O3
15.6955    18.0698    -8.4561    O4







































































































































































10.2826    11.4632    -9.1333    GLRH
10.2189    11.406     -8.8999
10.1756    11.3239    -8.6638
10.0866    11.244     -8.3938
10.0054    11.1702    -8.1665
9.9446     11.0798    -7.9626
9.8704     10.9637    -7.6986
9.7758     10.8482    -7.5204
9.639      10.7319    -7.3656
9.4477     10.5518    -7.2364
9.3047     10.3946    -7.1268
9.194      10.2495    -7.0398
9.1457     10.1711    -6.9651
9.1547     10.1937    -6.8653


























































































































































































9.1562     10.1621    -6.893     NOSE
