AMNH       52480      ca18ms.xls
10.8517    8.8155     -4.6417    ROSTRUM
10.8056    8.771      -4.8015
10.7833    8.7696     -4.9277
10.7275    8.7526     -5.1289
10.6445    8.7672     -5.3024
10.5582    8.7815     -5.4778
10.4825    8.8099     -5.7046
10.4156    8.7912     -5.8356
10.3041    8.8035     -6.0588
10.1933    8.8595     -6.1857
10.0913    8.8411     -6.2874
9.9764     8.8695     -6.4115
9.921      8.8849     -6.422
9.747      8.9489     -6.5575
9.6272     8.9826     -6.6488
9.4628     9.0142     -6.7196
9.357      9.0471     -6.8498
9.2864     9.0103     -6.892
9.183      9.0559     -6.9504
9.0404     9.1153     -7.0163
8.9985     9.1722     -6.9762
8.9937     9.1044     -7.0266
8.9214     9.1933     -6.963
8.9081     9.3372     -6.8157
8.8047     9.4511     -6.6337
8.6929     9.6192     -6.4518
8.5801     9.7998     -6.2248
8.465      9.9601     -5.9486
8.4039     10.0999    -5.7039
8.4056     10.212     -5.5322
8.4547     10.2832    -5.6068
8.4315     10.358     -5.4317
8.3735     10.4301    -5.2476
8.3415     10.4783    -5.0525
8.3212     10.5092    -4.919
8.3249     10.5467    -4.8074
8.3354     10.5686    -4.7307
8.3746     10.6261    -4.598


































































































































































12.2528    8.748      -7.6038    SUPORB
12.2335    8.7985     -7.8093
12.1569    8.8426     -8.1101
12.0101    8.9001     -8.383
11.8643    8.961      -8.6166
11.6097    9.0412     -8.8531
11.3434    9.0974     -9.0464
11.0582    9.1419     -9.1647
10.7528    9.201      -9.2572
10.4821    9.2248     -9.2671
10.1076    9.287      -9.2015
9.8451     9.3739     -9.1619
9.5687     9.4808     -9.089
9.3815     9.5859     -9.0381
9.3026     9.6312     -8.994
9.1184     9.855      -9.0935
8.9724     10.0552    -9.1505
8.9204     10.1999    -9.2192
8.7857     10.4382    -9.2466
8.6324     10.8146    -9.2464
8.5019     11.1896    -9.1591
8.396      11.4681    -9.0257
8.2991     11.6703    -8.8664
8.2457     11.7518    -8.7453
8.09       11.985     -8.4236
8.0123     12.0813    -8.1517
7.9867     12.2024    -7.8766
7.961      12.2287    -7.7101
7.9478     12.2215    -7.618
7.9374     12.2039    -7.5325










































































































































































10.6872    8.7236     -6.5014    RORBIT
10.8234    8.667      -6.4946
11.0124    8.6549     -6.5297
11.1363    8.6119     -6.5829
11.2233    8.6452     -6.6428
11.341     8.6409     -6.7377
11.4159    8.5711     -6.8734
11.4752    8.6042     -6.9676
11.5454    8.6186     -7.0403
11.5938    8.6061     -7.1536
11.6456    8.6319     -7.2543
11.6765    8.6156     -7.3449
11.6978    8.6177     -7.4069
11.7134    8.624      -7.5043
11.7408    8.6394     -7.574
11.7465    8.6427     -7.639
11.7386    8.6421     -7.724
11.7196    8.6382     -7.8773
11.6301    8.6684     -8.0499
11.5554    8.694      -8.2608
11.3863    8.7778     -8.4666
11.2014    8.8103     -8.6523
11.0103    8.9159     -8.6893
10.7644    8.9862     -8.7089
10.4704    9.085      -8.7388
10.3264    9.184      -8.6587
10.1358    9.2979     -8.6595
9.9971     9.4072     -8.6437
9.8736     9.4665     -8.5701
9.7865     9.483      -8.4681
9.6936     9.492      -8.198
9.6437     9.4914     -8.0571
9.6273     9.4665     -7.7852
9.6473     9.4693     -7.5958
9.6524     9.4571     -7.5187
9.6767     9.4734     -7.4218




































































































































































8.309      10.5985    -6.449     LORBIT
8.18       10.785     -6.4422
8.0989     10.9085    -6.4666
7.9947     11.0948    -6.5669
7.9581     11.2748    -6.7205
7.9346     11.3698    -6.8534
7.945      11.4857    -7.0389
7.932      11.5753    -7.2409
7.9595     11.6753    -7.4097
7.9854     11.692     -7.6065
8.0479     11.6823    -7.8159
8.072      11.6028    -8.0093
8.138      11.5399    -8.1884
8.2053     11.4207    -8.3685
8.2396     11.2827    -8.5174
8.2631     11.1526    -8.6023
8.3698     11.0171    -8.6458
8.4573     10.8738    -8.6818
8.5909     10.6424    -8.7014
8.6959     10.503     -8.702
8.7702     10.4329    -8.6627
8.8119     10.3619    -8.7239
8.9516     10.2741    -8.6953
9.0487     10.0698    -8.6508
9.0992     9.9636     -8.5903
9.1586     9.8091     -8.3631
9.175      9.7989     -8.2384
9.1917     9.778      -8.0408
9.1835     9.7378     -7.9294
9.1863     9.738      -7.7986
9.1743     9.7481     -7.6591









































































































































































12.3052    8.8386     -7.6625    RTEMFOS
12.2865    8.7907     -7.4585
12.2408    8.7618     -7.2788
12.1958    8.6962     -6.9705
12.1649    8.6425     -6.7485
12.1382    8.5603     -6.484
12.1848    8.5754     -6.1279
12.3913    8.6907     -5.9064
12.6024    8.8403     -5.8121
12.7277    8.9318     -5.8067
12.8242    8.9589     -5.8083
12.9104    9.0365     -5.8718




























































































































































































7.9353     12.2455    -7.5782    LTEMFOS
7.9328     12.2006    -7.4254
7.8749     12.0959    -7.2752
7.8378     12.0384    -7.0985
7.7846     11.997     -6.9543
7.7577     11.947     -6.7939
7.7267     11.8963    -6.6553
7.7529     11.8909    -6.4297
7.7623     11.9239    -6.2644
7.8059     11.9865    -6.0015
7.8452     12.1308    -5.8241
7.9456     12.3691    -5.7207
7.9876     12.4562    -5.7323
8.0406     12.5989    -5.7507
8.0647     12.6661    -5.7384
8.0821     12.7422    -5.7506
8.1345     12.8352    -5.7876























































































































































































7.6708     8.9253     -6.3317    OP
8.7835     9.7936     -6.5946    BA
11.0557    11.6001    -6.4078    ST
13.4115    13.2958    -6.6405    IV
10.6581    8.0341     -5.9231    R_PG
12.4566    8.5329     -6.0157    R_ZTI
11.8843    10.4176    -6.7965    R_M3D
13.0777    11.106     -6.9609    R_M12
14.1939    12.2717    -7.0845    R_MP3
14.4551    12.7764    -7         R_PMI
7.4615     12.1404    -6.1737    L_PG
8.3239     13.6293    -6.2548    L_ZTI
10.1369    12.7247    -6.9262    L_M3D
11.131     13.7044    -7.1055    L_M12
12.5058    14.3789    -7.0417    L_MP3
13.0598    14.4584    -7.0396    L_PMI
14.9102    13.7386    -7.1307    O1
10.1263    14.5891    -6.2457    O2
6.2295     11.6485    -5.2838    O3
5.6312     8.7125     -4.1783    O4




















































































































































































13.4824    10.5517    -6.5242    RZYGINF
13.4845    10.4468    -6.6077
13.5004    10.25      -6.6467
13.511     9.9965     -6.6557
13.3914    9.8165     -6.6677
13.2619    9.5893     -6.6432
13.1389    9.3555     -6.5985
12.9837    9.1646     -6.5862
12.8403    8.9688     -6.5352
12.7683    8.866      -6.3788
12.7098    8.7848     -6.2427
12.647     8.6992     -6.1624
12.5652    8.6149     -6.0776
12.5009    8.5197     -5.9849


























































































































































































10.3737    14.2416    -6.812     LZYGINF
10.2342    14.2481    -6.8434
10.0359    14.2625    -6.8704
9.8512     14.2702    -6.8884
9.784      14.2674    -6.8877
9.6277     14.2005    -6.8773
9.4724     14.1113    -6.852
9.3113     14.0067    -6.8556
9.1063     13.9045    -6.8437
8.8897     13.8425    -6.7774
8.7696     13.8093    -6.664
8.6393     13.7981    -6.5489
8.562      13.7632    -6.5025
8.4474     13.6767    -6.3986
8.3823     13.643     -6.3376
8.2733     13.5816    -6.2995
8.196      13.544     -6.2277























































































































































































11.7246    10.4511    -6.7767    R-ALV
11.94      10.4458    -6.7695
12.0757    10.5033    -6.8025
12.2673    10.583     -6.8087
12.4281    10.7055    -6.8695
12.674     10.8311    -6.9065
12.8753    10.9609    -6.8926
13.011     11.1072    -6.9523
13.1424    11.1994    -6.9587
13.2555    11.2599    -6.9517
13.4266    11.4334    -6.9614
13.5035    11.5562    -6.9581
13.6283    11.6782    -6.9478
13.7804    11.8045    -6.9292
13.8094    11.9163    -6.9985
13.8967    11.9728    -7.0116
13.9762    12.0323    -7.0168
14.066     12.1045    -7.0033
14.1278    12.1681    -7.0212
14.1634    12.2417    -7.0441




















































































































































































10.0497    12.7002    -6.9511    L-ALV
10.0926    12.8563    -6.9786
10.1606    13.0025    -6.9556
10.2777    13.1165    -6.9775
10.3459    13.1908    -7.0114
10.4725    13.3065    -7.0195
10.5239    13.398     -7.0418
10.6433    13.4836    -7.0491
10.7855    13.6413    -6.9853
10.9992    13.7646    -7.0735
11.1624    13.8727    -7.0501
11.2982    13.9536    -7.0404
11.5237    13.9944    -7.017
11.6976    14.0807    -6.9938
11.9493    14.2       -6.9744
12.0684    14.2698    -6.958
12.2326    14.3234    -7.0012
12.4558    14.4476    -6.9733






















































































































































































11.2864    8.8853     -5.6252    R_FOS
8.3756     11.0718    -5.6134    L_FOS
