AMNH       52586      laj25ms.xls
17.2705    17.2658    -8.4745    IN
14.2641    14.2657    -10.926    BR
10.679     11.0187    -9.2137    GL
10.5998    10.9617    -8.9098    NA
9.3297     9.7215     -6.7281    RH
8.7031     9.0741     -4.7746    NS
8.5572     8.9577     -4.0186    PR
9.2217     8.5923     -4.06      R_PR2
10.3956    10.3686    -7.6458    R_PMS
13.4431    9.511      -5.1847    R_ZMI
12.1529    9.7248     -7.2009    R_ZMU
11.0237    10.9088    -8.257     R_DA
12.2843    10.2643    -9.2499    R_MTI
12.5917    10.5945    -9.9364    R_MTS
13.4162    9.6844     -7.902     R_FMO
14.0346    9.6694     -7.8569    R_FMT
17.4394    12.5149    -6.9456    R_PO
14.8095    9.5633     -5.9012    R_ZTS
8.2265     9.6828     -4.0159    L_PR2
9.985      10.679     -7.6062    L_PMS
9.3169     13.4998    -5.1556    L_ZMI
9.5651     12.4763    -7.0848    L_ZMU
10.5245    11.2548    -8.1726    L_DA
10.0985    12.5324    -9.1543    L_MTI
10.4803    12.8188    -9.8897    L_MTS
9.5662     13.7611    -7.7819    L_FMO
9.5609     14.3703    -7.642     L_FMT
12.6301    17.4164    -6.6411    L_PO
9.4623     14.9792    -5.5935    L_ZTS
8.6044     8.3971     -3.7649    O1
8.9548     14.0785    -5.4283    O2
13.2041    17.6736    -7.283     O3
16.6411    17.6495    -8.5398    O4







































































































































































10.6573    11.0503    -9.2498    GLRH
10.6051    11.0193    -9.0557
10.5582    10.9392    -8.85
10.505     10.8622    -8.638
10.4408    10.8397    -8.462
10.3702    10.7548    -8.2457
10.2531    10.6332    -7.9825
10.1768    10.5802    -7.842
10.1056    10.4984    -7.6825
10.0155    10.4123    -7.5449
9.9206     10.3156    -7.4283
9.7997     10.1966    -7.2709
9.7128     10.1207    -7.2263
9.6161     10.0269    -7.1486
9.5115     9.9317     -7.0322
9.4319     9.8431     -6.9281
9.4048     9.7777     -6.8906
9.3543     9.7249     -6.8396
9.3127     9.7169     -6.7548





















































































































































































9.3069     9.7223     -6.734     NOSE
9.4011     9.6706     -6.7
9.4611     9.6317     -6.6162
9.5017     9.5398     -6.5606
9.552      9.5416     -6.5508
9.6466     9.5405     -6.567
9.7196     9.5793     -6.4851
9.8224     9.495      -6.3198
9.8501     9.4428     -6.1638
9.8467     9.3942     -5.9955
9.8347     9.3063     -5.8485
9.7901     9.2436     -5.7346
9.7055     9.2081     -5.5847
9.5975     9.1532     -5.4354
9.4336     9.0867     -5.3364
9.2828     9.0312     -5.2398
9.1486     9.0316     -5.128
9.0393     9.038      -5.0535
8.9021     9.0002     -5.0108
8.8138     9.0059     -4.8646
8.7873     9.0549     -4.8226
8.7126     9.1146     -4.7943
8.628      9.3477     -4.9217
8.6178     9.472      -5.0593
8.635      9.6215     -5.1573
8.7163     9.8518     -5.3112
8.7673     10.0183    -5.4225
8.8047     10.1494    -5.5626
8.8542     10.1806    -5.6424
8.9038     10.2209    -5.755
9.0066     10.3219    -5.8643
9.0208     10.3013    -5.9919
9.0983     10.2912    -6.1663
9.1728     10.2583    -6.2937
9.1978     10.2506    -6.4072
9.1972     10.1967    -6.553
9.1671     10.0843    -6.556
9.1239     9.9953     -6.5375
9.1363     9.9058     -6.6019
9.1811     9.8405     -6.6228
9.2255     9.8241     -6.6899
9.2936     9.7325     -6.6944
9.3159     9.7343     -6.7266





























































































































































8.7423     9.139      -4.7757    NASP-PR
8.6349     9.0078     -4.7158
8.5811     8.9747     -4.5536
8.5251     8.9845     -4.3296
8.5055     8.9871     -4.2234
8.4808     8.9817     -4.1082
8.5192     8.9723     -4.0498

































































































































































































10.372     10.3467    -7.5944    R-PM/MAX
10.374     10.2558    -7.47
10.3544    10.1913    -7.3364
10.3458    10.1256    -7.2322
10.3613    10.0424    -7.075
10.3403    9.9704     -6.9343
10.3152    9.8868     -6.8024
10.3006    9.8379     -6.6894
10.3632    9.8041     -6.6317
10.3696    9.7505     -6.5403
10.3648    9.6728     -6.4258
10.3637    9.5752     -6.3143
10.3323    9.4606     -6.2251
10.287     9.3679     -6.0855
10.2368    9.2929     -5.9615
10.2279    9.1988     -5.8312
10.1572    9.1577     -5.73
10.0969    9.1141     -5.6033
10.0451    9.0525     -5.4848
10.0697    8.9811     -5.3604
10.0786    8.9365     -5.2504
10.1444    8.8714     -5.0923
10.1557    8.7717     -4.9564
10.1756    8.687      -4.817
10.2288    8.6159     -4.598
10.2319    8.6213     -4.4719
10.1965    8.6884     -4.3123













































































































































































9.8884     10.7261    -7.6038    L-PM/MAX
9.8089     10.7639    -7.466
9.7485     10.7574    -7.379
9.6729     10.7376    -7.2719
9.6084     10.7291    -7.1439
9.5467     10.7033    -7.0292
9.4623     10.6735    -6.8923
9.4007     10.678     -6.781
9.3494     10.6854    -6.6729
9.2802     10.6991    -6.5523
9.2262     10.7059    -6.4395
9.1507     10.6788    -6.3721
9.0824     10.6946    -6.272
8.9924     10.6475    -6.1583
8.9042     10.6363    -5.9885
8.8446     10.6176    -5.8801
8.7566     10.5543    -5.7589
8.7096     10.5185    -5.6414
8.675      10.5008    -5.5219
8.623      10.4977    -5.3928
8.5581     10.5187    -5.2713
8.507      10.5212    -5.1615
8.4523     10.5343    -5.0417
8.4637     10.5952    -5.057
8.4624     10.7111    -4.9978
8.4215     10.7897    -4.9123
8.3543     10.8037    -4.7529
8.3001     10.837     -4.6197
8.2616     10.8279    -4.5203
8.241      10.8463    -4.4077
8.289      10.7929    -4.2889









































































































































































11.8795    9.7283     -4.3201    ROSTRUM
11.874     9.6863     -4.5894
11.8386    9.687      -4.8331
11.7857    9.7027     -5.0352
11.7041    9.773      -5.3369
11.6328    9.7974     -5.5392
11.5741    9.8107     -5.7563
11.5357    9.7821     -6.0273
11.477     9.712      -6.2787
11.4529    9.7226     -6.4181
11.3946    9.7915     -6.4513
11.3094    9.8959     -6.6503
11.1762    9.9903     -6.8461
11.0568    10.1573    -6.9776
10.9412    10.2963    -7.1207
10.8285    10.3948    -7.2645
10.7157    10.5051    -7.4419
10.6706    10.5585    -7.5993
10.6104    10.5877    -7.7742
10.5032    10.599     -7.9843
10.389     10.6351    -8.0295
10.3356    10.6876    -8.0667
10.2695    10.7614    -8.11
10.1359    10.9259    -7.9387
10.1074    10.9902    -7.59
9.9492     11.2003    -7.1515
9.7905     11.3331    -6.9622
9.6387     11.5197    -6.7986
9.5673     11.5771    -6.7256
9.4304     11.7526    -6.6644
9.3651     11.8205    -6.5699
9.4246     11.8547    -6.2823
9.5143     11.8534    -6.0223
9.5565     11.9071    -5.8561
9.5635     11.9899    -5.5454
9.4953     12.0422    -5.315
9.4651     12.1667    -4.9767
9.4158     12.2154    -4.7052
9.4199     12.2594    -4.5717
9.4308     12.2762    -4.4402
9.4806     12.2632    -4.3073































































































































































13.9817    9.7143     -7.8733    SUPORB
13.9592    9.7298     -8.0434
13.9522    9.8052     -8.3339
13.8988    9.9174     -8.6435
13.7906    9.9726     -8.9817
13.5793    10.1062    -9.3002
13.2723    10.3444    -9.6227
12.9294    10.4722    -9.803
12.5991    10.6244    -9.9409
12.3221    10.7989    -10.0105
11.9749    11.0096    -10.0428
11.6359    11.1404    -9.9841
11.2934    11.2304    -9.8467
11.0738    11.3172    -9.7511
10.889     11.407     -9.6785
10.8468    11.5619    -9.7557
10.688     11.8888    -9.8303
10.5952    12.3246    -9.9081
10.3863    12.7951    -9.863
10.2965    13.1455    -9.7809
10.2246    13.2813    -9.7262
10.1215    13.5429    -9.599
10.0135    13.7553    -9.4467
9.9106     13.9885    -9.2277
9.7931     14.1384    -8.9747
9.7037     14.2784    -8.6632
9.6426     14.3262    -8.3854
9.6019     14.3666    -8.1358
9.5863     14.4407    -7.9732
9.5323     14.4129    -7.8718
9.5103     14.3792    -7.7117
9.5054     14.4232    -7.5702




























































































































