NMNH       220092     ctt25ms.xls
8.1056     8.96       9.8133
8.0425     8.9056     9.7276
7.9908     8.8521     9.6205
7.9171     8.802      9.5358
7.8546     8.7393     9.4464
7.8134     8.689      9.3828
7.7827     8.6378     9.3249
7.7018     8.567      9.2297
7.7005     8.4884     9.176
7.6353     8.4305     9.0834
7.591      8.3991     9.0178
7.5807     8.3547     8.9393
7.526      8.3288     8.8741
7.5023     8.293      8.8035
7.4829     8.2685     8.7667
7.4549     8.2448     8.7246
7.4288     8.2277     8.6609
7.4251     8.2349     8.616







































































































































































7.4119     8.2488     8.6364     NOSE
7.3706     8.3227     8.6554
7.35       8.3821     8.6509
7.346      8.4651     8.672
7.3264     8.508      8.6386
7.3022     8.5341     8.5857
7.2804     8.5641     8.5218
7.2906     8.6046     8.493
7.2774     8.6308     8.4588
7.2782     8.678      8.4242
7.3103     8.7645     8.4655
7.2184     8.8172     8.3553
7.138      8.8206     8.2217
7.0588     8.7678     8.042
7.0312     8.756      7.9404
6.965      8.7439     7.8397
6.928      8.7155     7.7115
6.9053     8.685      7.5676
6.9032     8.6481     7.4757
6.8855     8.5735     7.3478
6.8589     8.5166     7.2217
6.839      8.4429     7.1492
6.8077     8.3491     7.0613
6.7759     8.2536     6.9743
6.7704     8.1562     6.9034
6.8234     8.055      6.7845
6.78       7.958      6.7109
6.7938     7.9117     6.6502
6.7885     7.8385     6.586
6.7942     7.7828     6.5073
6.8497     7.7474     6.4556
6.8998     7.7049     6.416
6.9534     7.6891     6.392
6.9863     7.6234     6.4431
7.0632     7.553      6.5129
7.1122     7.542      6.5767
7.1694     7.4816     6.6584
7.2178     7.4474     6.7372
7.3341     7.4535     6.8679
7.4285     7.4551     6.9323
7.4871     7.4649     7.0211
7.5664     7.4837     7.0556
7.6043     7.5017     7.1163
7.6534     7.5144     7.1671
7.6975     7.5251     7.2381
7.7619     7.5615     7.3129
7.7768     7.5842     7.3876
7.8279     7.6228     7.4644
7.8618     7.6356     7.5384
7.876      7.6739     7.5917
7.885      7.6766     7.6436
7.8888     7.7316     7.759
7.9087     7.7718     7.8749
7.9432     7.8018     7.9377
7.9367     7.8238     8.0291
7.9409     7.8619     8.106
7.9488     7.8993     8.1434
7.9346     7.9447     8.2454
7.9203     7.9914     8.2837
7.9136     8.0102     8.3774
7.9266     8.0427     8.4559
7.9269     8.0478     8.5267
7.8275     8.0216     8.5286
7.7587     8.0056     8.5028
7.6873     8.0405     8.605
7.6083     8.0771     8.7098
7.5448     8.1298     8.6713
7.4939     8.1489     8.6558
7.434      8.1925     8.5971



































































































































6.9268     7.6794     6.3917     NASP-PR
6.8698     7.62       6.2784
6.8154     7.5807     6.1562
6.8037     7.555      6.0584
6.8005     7.5541     5.9419
6.8055     7.5684     5.8661
6.8243     7.5727     5.7184
6.8305     7.5784     5.6426
6.8216     7.5936     5.6194
6.834      7.58       5.5686
6.8195     7.5872     5.518
6.8268     7.5938     5.4232




























































































































































































8.09       9.2416     9.7891     R-PM/MAX
8.012      9.2205     9.6468
7.9379     9.2223     9.5694
7.886      9.1966     9.4648
7.839      9.199      9.3763
7.7701     9.1706     9.2544
7.6761     9.148      9.1244
7.6422     9.1327     9.0388
7.5633     9.1293     8.9244
7.5141     9.1119     8.8305
7.4543     9.1006     8.7371
7.3586     9.0724     8.5695
7.2986     9.0803     8.4736
7.195      9.0479     8.31
7.1375     9.0417     8.1974
7.0566     9.0063     8.0831
6.9965     8.997      7.9722
6.957      8.9787     7.8814
6.8893     8.996      7.8162
6.8534     8.9652     7.7475
6.7812     8.9601     7.6576
6.7522     8.8868     7.5187
6.735      8.8688     7.4853
6.7035     8.861      7.3542
6.6646     8.8437     7.2738
6.5754     8.8598     7.1937
6.5667     8.8814     7.0736
6.5491     8.8777     7.0088
6.5185     8.9084     6.9486
6.5066     8.9107     6.8539
6.4669     8.9428     6.7765
6.4359     8.965      6.6439
6.3799     8.9833     6.4749
6.3902     9.0616     6.3819
6.4087     9.0997     6.2968
6.4357     9.1558     6.209
6.466      9.2348     6.1299



































































































































































8.4084     8.752      9.5661     L-PM/MAX
8.3842     8.4026     9.0261
8.3573     8.3125     8.8869
8.3152     8.2659     8.7969
8.3134     8.1937     8.6873
8.3123     8.1504     8.5933
8.2953     8.0835     8.4998
8.3025     8.0099     8.3697
8.2852     7.9036     8.2178
8.2652     7.7791     8.0703
8.225      7.6951     7.9285
8.2084     7.6145     7.8401
8.1667     7.5237     7.6847
8.1288     7.4995     7.5424
8.1055     7.4585     7.4722
8.104      7.4202     7.3645
8.0931     7.3707     7.2649
8.1148     7.3214     7.1674
8.1044     7.2707     7.0685
8.1219     7.253      6.9665
8.1173     7.2284     6.907
8.1319     7.2162     6.8098
8.1308     7.1662     6.7256
8.1197     7.1417     6.6525
8.164      7.1188     6.5409
8.2393     7.0585     6.4773
8.2972     7.0516     6.4167
8.2892     7.0666     6.3131
8.3387     7.0708     6.2719
8.3881     7.1361     6.1343
8.4153     7.2009     6.0807









































































































































































7.985      11.8645    6.7339     ROSTRUM
7.9058     11.8314    6.8367
7.8706     11.8364    6.9732
7.8097     11.7858    7.0845
7.7519     11.7718    7.2129
7.7163     11.7422    7.3112
7.7035     11.7489    7.4346
7.7002     11.6917    7.5104
7.6793     11.631     7.5645
7.6975     11.5766    7.6272
7.7122     11.523     7.6912
7.7159     11.4687    7.7567
7.7376     11.3977    7.8312
7.744      11.335     7.8633
7.7325     11.2593    7.9347
7.7378     11.1876    8.0282
7.7379     11.1234    8.0993
7.7297     11.0554    8.2032
7.6968     11.0187    8.2977
7.6782     10.9977    8.3484
7.6298     10.9778    8.4371
7.5449     10.9957    8.4963
7.4683     10.9507    8.5866
7.4059     10.9755    8.6593
7.3635     10.9879    8.7149
7.325      10.9734    8.7355
7.2919     10.9382    8.8139
7.2961     10.8951    8.9469
7.247      10.7913    9.0523
7.3219     10.7058    9.0496
7.3713     10.6273    9.0684
7.4298     10.5453    9.1519
7.4644     10.4846    9.1901
7.5431     10.3728    9.2749
7.6165     10.2971    9.3446
7.6838     10.1948    9.3773
7.7729     10.0857    9.3814
7.8304     9.9896     9.415
7.8912     9.9071     9.4696
7.9025     9.8677     9.5071
7.9965     9.7712     9.5861
8.0788     9.6638     9.6628
8.1058     9.5918     9.7134
8.1496     9.531      9.8177
8.1429     9.4825     9.8898
8.2027     9.4391     9.9753
8.2064     9.3964     10.0342
8.2249     9.352      10.1209
8.2352     9.3034     10.1762
8.2468     9.251      10.2547
8.2855     9.1481     10.2972
8.3804     9.0729     10.2998
8.4799     9.0559     10.2216
8.5199     9.0323     10.1308
8.6153     9.0044     10.008
8.7134     8.954      9.9269
8.775      8.9342     9.8407
8.8421     8.8795     9.757
8.9361     8.7973     9.6798
9.035      8.7315     9.614
9.1086     8.6606     9.5532
9.1584     8.6516     9.5254
9.2043     8.5908     9.4684
9.2852     8.5082     9.4186
9.3886     8.4281     9.3749
9.5734     8.3146     9.3223
9.6479     8.236      9.2659
9.7478     8.1549     9.2184
9.8362     8.1012     9.1582
9.8913     8.0636     9.0925
9.9977     8.0179     9.0605
10.053     7.9977     9.0238
10.1024    7.9967     8.9786
10.1495    8.0061     8.91
10.1592    8.0447     8.7966
10.1796    8.1397     8.6438
10.1928    8.194      8.5947
10.21      8.2654     8.5429
10.2091    8.3623     8.5056
10.1948    8.3732     8.4886
10.2604    8.3504     8.357
10.2749    8.4365     8.218
10.3119    8.4464     8.1572
10.3805    8.4526     8.0673
10.4635    8.4588     7.995
10.5653    8.4494     7.9336
10.6308    8.4368     7.8473
10.715     8.4131     7.7988
10.7874    8.3848     7.734
10.859     8.3697     7.6247
10.8833    8.3728     7.631
10.9423    8.3741     7.5988
11.0097    8.3823     7.494
11.0914    8.4536     7.2616
11.1092    8.5111     7.0874
11.1356    8.5643     6.9991
11.1566    8.6133     6.8705
11.1449    8.6224     6.8196
11.1208    8.6725     6.7161





































































































7.2524     12.7028    11.107     SUPORB
7.2555     12.6419    11.177
7.2738     12.6026    11.3054
7.2621     12.5495    11.4358
7.2993     12.507     11.5475
7.296      12.4248    11.6467
7.3385     12.3195    11.7897
7.403      12.2253    11.8881
7.4723     12.1434    11.897
7.5176     12.097     11.9466
7.57       12.0794    11.9761
7.655      11.9831    12.0414
7.7265     11.876     12.0855
7.7742     11.7858    12.1234
7.8233     11.6699    12.1554
7.8627     11.6041    12.1814
7.8952     11.5247    12.1897
7.988      11.3304    12.2463
8.0356     11.2142    12.2669
8.0671     11.0958    12.2884
8.1349     10.9715    12.31
8.1821     10.8537    12.3207
8.253      10.7138    12.3341
8.3107     10.6056    12.3424
8.3581     10.4508    12.2924
8.4182     10.3369    12.269
8.5428     10.1787    12.2465
8.574      10.0484    12.1724
8.6517     9.9096     12.1751
8.6855     9.8009     12.0368
8.7649     9.6904     11.9974
8.8104     9.6013     11.9763
8.9006     9.5027     11.9858
9.0063     9.4348     12.0498
9.0947     9.4097     12.0954
9.1711     9.333      12.1284
9.3405     9.2961     12.2314
9.5198     9.2323     12.2929
9.6272     9.1851     12.3296
9.7201     9.1253     12.3476
9.8816     9.0429     12.3349
10.0096    8.9799     12.3434
10.0572    8.946      12.3288
10.2094    8.8789     12.3141
10.3278    8.8361     12.2984
10.4105    8.7995     12.2717
10.5245    8.7544     12.2587
10.5952    8.7198     12.2477
10.6462    8.6886     12.2219
10.6499    8.6536     12.2072
10.8247    8.5588     12.1696
10.9829    8.477      12.1221
11.0656    8.4175     12.0693
11.1474    8.3327     12.0404
11.2532    8.2438     11.9413
11.2948    8.1829     11.8664
11.4048    8.0872     11.7538
11.5428    8.0746     11.7188
11.6252    8.024      11.5859
11.6488    7.9957     11.4416
11.7152    7.954      11.3172
11.7404    7.9082     11.1548
11.8527    7.9019     11.0506









































































































































7.6728     10.925     9.5759     RORBIT
7.6653     11.0092    9.586
7.601      11.1087    9.5938
7.555      11.1954    9.6101
7.5201     11.2977    9.6232
7.4782     11.4089    9.6737
7.441      11.5262    9.7046
7.4059     11.646     9.7653
7.3702     11.7457    9.8282
7.3695     11.8372    9.9141
7.3591     11.9148    9.9939
7.3571     11.9661    10.0756
7.3482     12.0261    10.1871
7.3068     12.0763    10.3165
7.3064     12.1275    10.4302
7.2818     12.1434    10.555
7.2869     12.1464    10.6338
7.3155     12.1457    10.6893
7.3051     12.1463    10.7428
7.3009     12.1372    10.8136
7.273      12.1309    10.9084
7.3381     12.0604    11.0906
7.2884     12.028     11.2071
7.3345     11.9693    11.247
7.338      11.9086    11.3577
7.3437     11.8587    11.424
7.3838     11.7692    11.5108
7.4161     11.7269    11.5413
7.4607     11.6679    11.5821
7.4858     11.6162    11.6045
7.5189     11.5407    11.6497
7.5758     11.5008    11.677
7.6266     11.4184    11.7108
7.6262     11.3058    11.7273
7.6918     11.2294    11.7167
7.6898     11.1373    11.791
7.741      11.0755    11.7498
7.806      11.004     11.7589
7.8227     10.9417    11.7665
7.8257     10.8928    11.804
7.9306     10.8155    11.787
7.9433     10.7338    11.9105
8.0563     10.6696    11.8702
8.1173     10.6019    11.8706
8.2027     10.5047    11.8593
8.3086     10.3707    11.8112
8.3792     10.2737    11.7719
8.4373     10.204     11.7267
8.483      10.1531    11.6933
8.5668     10.0799    11.6258
8.6293     10.0702    11.5083
8.6367     10.05      11.3843
8.6146     10.0426    11.3358
8.6348     10.0214    11.1786
8.6167     10.0178    11.18
8.6502     9.9891     10.994
8.6306     9.9703     10.8594
8.643      9.9603     10.7307
8.6208     9.9393     10.6708
8.5864     9.9337     10.5688
8.5625     9.9323     10.4808











































































































































10.0751    8.4182     9.617      LORBIT
10.1631    8.3726     9.6176
10.2569    8.3431     9.6221
10.3315    8.2969     9.6343
10.3988    8.2344     9.6509
10.5348    8.1615     9.6869
10.7315    8.1132     9.7852
10.809     8.089      9.8483
10.8717    8.0831     9.9612
10.9582    8.0512     10.1054
11.012     8.0866     10.1021
11.0977    8.0812     10.2237
11.1744    8.0579     10.3407
11.2066    8.0419     10.4327
11.2338    8.0639     10.5213
11.2322    8.0547     10.5862
11.2677    8.0217     10.7115
11.2586    8.0254     10.795
11.2667    8.0098     10.8608
11.2684    8.0071     10.9446
11.2555    8.0006     11.0108
11.2274    7.9891     11.1017
11.2062    8.1164     10.9658
11.1735    8.1713     11.0894
11.1299    8.212      11.161
11.041     8.2362     11.3473
10.9584    8.2464     11.4295
10.7978    8.2642     11.5608
10.7213    8.3109     11.6247
10.617     8.3429     11.6629
10.5231    8.3916     11.7185
10.4436    8.429      11.7327
10.3601    8.4716     11.7377
10.2818    8.511      11.7424
10.2047    8.587      11.763
10.1353    8.6421     11.7646
10.002     8.6908     11.7769
9.9369     8.7177     11.7928
9.8962     8.7517     11.7949
9.8593     8.7575     11.7895
9.8288     8.7729     11.8132
9.7825     8.7954     11.8385
9.7466     8.9363     11.8465
9.6522     8.9823     11.8658
9.5244     9.0924     11.8589
9.4142     9.1764     11.8188
9.3177     9.2373     11.7331
9.2581     9.301      11.709
9.2092     9.369      11.6593
9.1785     9.446      11.5436
9.171      9.4944     11.4128
9.1765     9.5025     11.3359
9.1788     9.4857     11.2706
9.1755     9.475      11.1837
9.184      9.5102     11.0642
9.1605     9.53       10.9485
9.1707     9.5223     10.8184
9.1661     9.5237     10.7533
9.1625     9.5088     10.6595
9.1678     9.5037     10.5945
9.1345     9.4708     10.5352











































































































































9999       9999       9999       RTEMFOS
9999       9999       9999






































































































































































































11.7768    8.0677     11.2646    LTEMFOS
11.8397    8.0182     11.1438
11.9017    7.9856     11.0262
11.8841    7.9465     10.9429
11.8861    7.9063     10.7964
11.891     7.9022     10.6761
11.9037    7.8804     10.5929
11.9036    7.8616     10.4737
11.9145    7.8373     10.3547
11.9148    7.8091     10.2209
11.914     7.7898     10.101
11.9103    7.7752     9.9767
11.8769    7.7196     9.8235
11.9039    7.7543     9.6996
11.9031    7.7233     9.5545
11.9513    7.742      9.4309
12.0155    7.7243     9.2915
12.1106    7.7379     9.2022
12.16      7.7365     9.1742
12.3249    7.7547     9.1219
12.4227    7.8201     9.1376
12.4626    7.8327     9.1348
12.5614    7.8907     9.1542
12.6079    7.9159     9.1721
12.6846    7.9423     9.2189
12.7595    7.9691     9.2649
12.8349    7.9949     9.3112
12.9454    8.0293     9.3787
13.0284    8.076      9.4433
13.0981    8.0892     9.4879










































































































































































8.0138     7.6956     9.2826     OP
9.0402     8.8712     9.4003     BA
11.8595    11.6937    8.1439     ST
14.6281    14.4898    7.3998     IV
6.8063     11.2168    8.6547     R_PG
9999       9999       9999       R_ZTI
10.8281    12.9816    8.9532     R_M3D
11.57      14.58      8.5476     R_M12
13.2838    15.6974    8.0001     R_MP3
14.1402    15.982     7.4191     R_PMI
11.6293    6.6026     8.6922     L_PG
13.6767    7.5793     7.7887     L_ZTI
13.2639    10.7577    8.9941     L_M3D
14.7515    11.6445    8.6177     L_M12
15.7201    13.2794    8.0838     L_MP3
16.1061    14.1621    7.4491     L_PMI
16.0302    14.6911    6.8266     O1
15.0056    9.98       6.5688     O2
10.572     5.57       7.3465     O3
7.2427     5.4831     6.7109     O4




















































































































































































9999       9999       9999       RZYGINF
9999       9999       9999






































































































































































































14.8522    10.2543    7.7429     LZYGINF
14.8258    10.0936    7.7512
14.7996    9.9554     7.7281
14.7661    9.8462     7.6924
14.7571    9.7382     7.6625
14.729     9.6157     7.6799
14.7393    9.5021     7.6469
14.7097    9.4363     7.6669
14.6496    9.2721     7.7282
14.6093    9.1935     7.756
14.5161    9.0837     7.8072
14.469     8.9862     7.8079
14.445     8.9191     7.8147
14.3881    8.7896     7.8418
14.3212    8.691      7.8754
14.2899    8.5787     7.8271
14.2359    8.4849     7.8344
14.1977    8.3785     7.8118
14.1823    8.3106     7.818
14.1457    8.2082     7.8102
14.09      8.1375     7.8154
13.9913    8.0254     7.8077
13.866     7.8156     7.8132
13.8134    7.7887     7.8094
13.7304    7.6539     7.8204
13.6908    7.5406     7.7667














































































































































































10.78      13.0563    8.942      R-ALV
10.7738    13.1628    8.9268
10.7896    13.2585    8.9451
10.8137    13.3489    8.8797
10.8229    13.4342    8.8618
10.8369    13.5639    8.8413
10.8788    13.6389    8.8938
10.9411    13.7426    8.7888
10.9749    13.7963    8.7654
11.0198    13.9059    8.7261
11.0638    14.0088    8.708
11.1026    14.1069    8.7268
11.1858    14.1823    8.6939
11.2485    14.2622    8.6625
11.2674    14.3242    8.6425
11.3063    14.4001    8.6154
11.4129    14.5454    8.5739
11.4939    14.5812    8.5775
11.5668    14.6147    8.5298
11.6743    14.6911    8.488
11.7516    14.7555    8.483
11.8144    14.8214    8.4495
11.9102    14.9188    8.4254
11.9833    15.027     8.4219
12.1237    15.0688    8.4089
12.2344    15.0734    8.3346
12.3333    15.143     8.3012
12.4077    15.1977    8.2799
12.4992    15.251     8.2763
12.5737    15.3002    8.2802
12.7046    15.4257    8.241
12.7641    15.4186    8.2495
12.8801    15.494     8.2193
12.9725    15.5281    8.2028
13.0314    15.59      8.1503
13.1317    15.64      8.0798
13.2815    15.6476    8.0259



































































































































































13.2827    10.7627    9.0068     L-ALV
13.365     10.742     8.989
13.4665    10.7288    8.9668
13.6254    10.7613    8.9263
13.7239    10.7788    8.9005
13.844     10.8259    8.8907
13.9472    10.8759    8.8663
14.0747    10.9611    8.8199
14.1801    11.0312    8.8182
14.2648    11.0816    8.7831
14.3661    11.1254    8.7934
14.4999    11.2471    8.7408
14.6514    11.3578    8.6929
14.7534    11.4557    8.6257
14.8317    11.5856    8.5932
14.9211    11.7236    8.5382
15.0047    11.8261    8.5113
15.0523    11.8827    8.4958
15.1212    11.9484    8.5296
15.2122    12.0647    8.4257
15.2423    12.2272    8.4315
15.2792    12.3524    8.3943
15.3621    12.4743    8.3807
15.4321    12.5429    8.3714
15.5178    12.672     8.3485
15.5624    12.8014    8.3216
15.6198    12.9071    8.2417
15.701     12.9997    8.1873
15.7664    13.0525    8.1474
15.8343    13.1326    8.0725
15.8136    13.2642    8.0513









































































































































































7.7021     11.7999    8.1875     R_FOS
10.8847    8.3557     8.2855     L_FOS
