AMNH       52628      laj36ms.xls
17.8831    16.4138    -9.2638    IN
15.1481    13.5315    -11.4384   BR
11.6593    10.2323    -9.2027    GL
11.5693    10.2163    -8.8832    NA
10.5474    9.2483     -6.8548    RH
9.854      8.4032     -4.7903    NS
9.5845     8.1285     -4.0371    PR
10.1148    7.8059     -3.9775    R_PR2
11.4111    9.6865     -7.66      R_PMS
14.4607    8.5123     -5.6496    R_ZMI
12.8921    8.9586     -7.41      R_ZMU
11.968     10.1937    -8.3176    R_DA
13.1017    9.4205     -9.4143    R_MTI
13.3953    9.7526     -10.0475   R_MTS
14.2126    8.7242     -8.2112    R_FMO
14.9001    8.8093     -8.1798    R_FMT
17.9929    11.5192    -7.4177    R_PO
15.4185    8.6556     -6.4577    R_ZTS
9.2108     8.7178     -4.0288    L_PR2
11.0352    10.0206    -7.5214    L_PMS
10.1017    12.5826    -5.4785    L_ZMI
10.5152    11.341     -7.3572    L_ZMU
11.5337    10.5612    -8.4633    L_DA
10.9222    11.6352    -9.338     L_MTI
11.2817    11.9493    -10.0169   L_MTS
10.3098    12.8586    -8.0404    L_FMO
10.2663    13.5136    -7.9783    L_FMT
13.2027    16.4096    -7.3877    L_PO
10.2393    14.0532    -6.2317    L_ZTS
9.7405     7.594      -3.8166    O1
9.6668     12.9981    -6.0431    O2
13.9105    16.8247    -8.0744    O3
17.3134    16.6701    -9.0926    O4







































































































































































11.7166    10.3046    -9.4057    GLRH
11.6421    10.2518    -9.2358
11.6185    10.2195    -9.0801
11.5764    10.2112    -8.908
11.5565    10.1416    -8.7042
11.5168    10.0932    -8.5145
11.4971    10.0511    -8.3791
11.4262    9.9831     -8.1538
11.3651    9.9254     -7.9836
11.2794    9.8546     -7.8163
11.2043    9.7366     -7.6592
11.0906    9.6364     -7.4801
10.9699    9.5473     -7.3593
10.8858    9.4647     -7.3037
10.7486    9.3458     -7.1863
10.6555    9.2903     -7.0592
10.6404    9.2697     -6.9745
10.5893    9.2481     -6.9067
10.5817    9.225      -6.8737





















































































































































































10.5848    9.1466     -6.8357    NOSE
10.6631    8.9223     -6.6072
10.6983    8.9224     -6.5411
10.7465    8.9265     -6.5436
10.8607    8.9726     -6.5203
10.9224    8.9736     -6.5844
10.9607    8.9874     -6.561
10.984     8.8624     -6.4958
11.0058    8.7691     -6.3518
11.0194    8.6798     -6.1621
11.0076    8.5657     -6.0535
10.9815    8.483      -5.9515
10.9736    8.4557     -5.7721
10.9122    8.4221     -5.6802
10.8507    8.339      -5.6067
10.7726    8.3288     -5.485
10.7185    8.3381     -5.4102
10.5616    8.317      -5.3
10.368     8.2885     -5.2291
10.2628    8.3224     -5.1417
10.1168    8.3341     -5.0416
9.9763     8.3153     -4.9145
9.9021     8.3339     -4.8409
9.8648     8.352      -4.807
9.7826     8.4496     -4.8365
9.7468     8.6129     -4.9975
9.7121     8.8006     -5.0916
9.709      8.9254     -5.1442
9.7262     9.0924     -5.2166
9.7797     9.2638     -5.345
9.8082     9.3686     -5.4663
9.849      9.4611     -5.614
9.9058     9.509      -5.7252
9.9767     9.5867     -5.9047
10.0976    9.6374     -6.0869
10.2389    9.6241     -6.2151
10.3115    9.6093     -6.3429
10.3388    9.5924     -6.464
10.3826    9.5537     -6.5457
10.3839    9.536      -6.5812
10.3453    9.4561     -6.6597
10.2983    9.4164     -6.5919
