AMNH       52640      ca2ms.xls
20.4186    19.1399    -9.7106    IN
18.8023    16.3675    -13.3163   BR
16.0796    12.4829    -11.7043   GL
16.0137    12.3491    -11.3075   NA
15.2925    11.3883    -9.4346    RH
14.7002    10.5601    -7.7243    NS
14.3574    10.0895    -7.0629    PR
15.1322    9.877      -7.0187    R_PR2
15.8392    11.3875    -9.5268    R_PMS
18.2302    11.1756    -7.6823    R_ZMI
17.115     11.6078    -9.3266    R_ZMU
16.1972    12.1668    -10.7707   R_DA
17.1703    12.0939    -11.5242   R_MTI
17.2558    12.2599    -12.0001   R_MTS
18.5695    11.4865    -10.2506   R_FMO
19.2098    11.7818    -10.4333   R_FMT
21.5358    14.8282    -8.3281    R_PO
19.6187    11.6146    -8.0653    R_ZTS
13.8696    10.726     -6.9896    L_PR2
15.3744    11.9808    -9.815     L_PMS
13.9261    14.1375    -7.8786    L_ZMI
14.8268    13.1061    -9.4131    L_ZMU
15.8008    12.4882    -10.8184   L_DA
15.1724    13.5358    -11.6576   L_MTI
15.3341    13.7361    -12.0753   L_MTS
14.2552    14.4887    -10.5453   L_FMO
14.341     15.1578    -10.7406   L_FMT
16.0818    18.2945    -8.6372    L_PO
13.7928    15.4481    -8.303     L_ZTS
14.595     9.6127     -6.9585    O1
18.6123    11.2493    -9.6259    O2
21.9301    15.3224    -8.9496    O3
21.5436    18.1429    -10.0082   O4







































































































































































16.0798    12.4897    -11.7299   GLRH
16.0723    12.4461    -11.607
16.0022    12.4492    -11.5219
15.9924    12.391     -11.3832
15.9489    12.3254    -11.2166
15.9307    12.2568    -11.07
15.8654    12.2386    -10.9047
15.8157    12.1629    -10.7193
15.7914    12.0916    -10.5096
15.7397    12.0462    -10.3884
15.6622    11.9505    -10.183
15.5598    11.869     -10.0172
15.5047    11.7678    -9.8956
15.4533    11.6536    -9.804
15.3892    11.5548    -9.7106
15.313     11.4696    -9.6152
15.2979    11.4099    -9.5392
15.298     11.3923    -9.4825






















































































































































































15.3506    11.3321    -9.4874    NOSE
15.4439    11.3081    -9.4728
15.565     11.2176    -9.4079
15.5803    11.1302    -9.2022
15.6422    11.0359    -9.013
15.6325    10.9675    -8.7701
15.65      10.8173    -8.5663
15.5641    10.7149    -8.3416
15.4076    10.6395    -8.1883
15.2617    10.5658    -8.0888
15.0411    10.5186    -7.9668
14.9275    10.5193    -7.8681
14.8311    10.62      -7.8043
14.7345    10.7157    -7.7873
14.5815    10.8838    -7.9565
14.4985    11.0455    -8.0827
14.5392    11.2836    -8.275
14.5559    11.4529    -8.5194
14.5938    11.4483    -8.5001
14.6586    11.502     -8.6733
14.7462    11.5282    -8.8336
14.8151    11.5498    -8.9972
14.9252    11.5394    -9.1347
15.0779    11.5778    -9.2485
15.2065    11.4693    -9.4269
15.2773    11.366     -9.4353
15.3423    11.3469    -9.4462













































































































































































14.7547    10.6442    -7.7499    NASP-PR
14.6744    10.4912    -7.7276
14.5847    10.3378    -7.6318
14.4822    10.1951    -7.475
14.4134    10.1077    -7.3018
14.366     10.0461    -7.1851
14.34      10.0579    -7.1046
14.343     10.1085    -6.9815
































































































































































































15.8123    11.3188    -9.4139    R-PM/MAX
15.835     11.2077    -9.244
15.8498    11.1132    -9.0671
15.785     10.9585    -8.9007
15.7501    10.8319    -8.7103
