AMNH       52582      laj22ms.xls
16.5499    16.0613    -9.2199    IN
13.6113    13.3503    -10.9563   BR
10.4135    10.8042    -8.7008    GL
10.2887    10.7224    -8.1687    NA
9.3927     9.8723     -6.3611    RH
9.0326     9.4547     -4.691     NS
8.8766     9.3028     -4.1962    PR
9.5483     8.9291     -4.1159    R_PR2
10.138     10.1359    -6.8192    R_PMS
12.6712    9.1724     -5.3627    R_ZMI
11.5921    9.5758     -6.7597    R_ZMU
10.6043    10.6653    -7.7188    R_DA
11.5439    10.1457    -8.7744    R_MTI
11.7411    10.3638    -9.3057    R_MTS
12.6473    9.4451     -7.6328    R_FMO
13.1549    9.4726     -7.6985    R_FMT
16.5222    11.6966    -7.1708    R_PO
13.8581    9.2956     -5.9475    R_ZTS
8.5993     10.0288    -4.0737    L_PR2
9.7315     10.5831    -6.7921    L_PMS
9.4019     13.1112    -5.2029    L_ZMI
9.4874     12.0438    -6.6488    L_ZMU
10.2605    10.9413    -7.7507    L_DA
9.9932     11.9613    -8.6433    L_MTI
10.2161    12.1571    -9.2727    L_MTS
9.4712     13.2796    -7.5539    L_FMO
9.5565     13.7021    -7.45      L_FMT
12.4512    16.4468    -6.8553    L_PO
9.6        14.2082    -5.7278    L_ZTS
8.745      8.9457     -3.7903    O1
9.0424     13.4636    -5.6569    O2
12.8083    16.7438    -7.5066    O3
16.3897    16.4945    -8.533     O4







































































































































































10.4231    10.7983    -8.7882    GLRH
10.3657    10.75      -8.6025
10.3642    10.7001    -8.4493
10.3381    10.6763    -8.2959
10.2809    10.6442    -8.142
10.2451    10.6225    -7.9469
10.2349    10.5764    -7.8333
10.1816    10.5393    -7.6576
10.1358    10.5119    -7.5189
10.0838    10.4954    -7.4007
10.0583    10.4477    -7.2958
10.0228    10.4226    -7.1785
9.975      10.3678    -7.0707
9.928      10.2964    -6.9943
9.8565     10.2642    -6.8867
9.784      10.1958    -6.7796
9.709      10.131     -6.6969
9.663      10.0909    -6.6575
9.5883     10.0321    -6.6084
9.5155     9.9674     -6.542
9.4425     9.9273     -6.4546
9.3926     9.8844     -6.3767


















































































































































































9.3756     9.8834     -6.3143    NOSE
9.4506     9.8333     -6.3161
9.443      9.7761     -6.2672
9.4698     9.7356     -6.1853
9.4997     9.6914     -6.1436
9.5581     9.7194     -6.1368
9.6444     9.7539     -6.1273
9.7034     9.7597     -6.1327
9.7765     9.7458     -6.1776
9.8136     9.6822     -6.1024
9.8474     9.6431     -5.9634
9.8374     9.5645     -5.8061
9.8289     9.5294     -5.6997
9.7924     9.4759     -5.6216
9.715      9.4465     -5.4663
9.6426     9.3896     -5.375
9.5428     9.3434     -5.2789
9.479      9.3203     -5.2138
9.3917     9.2827     -5.1374
9.3231     9.2819     -5.0653
9.2759     9.261      -4.9956
9.2008     9.2523     -4.9054
9.1541     9.2699     -4.8611
9.1142     9.3094     -4.7936
9.0189     9.3971     -4.683
8.924      9.5178     -4.6897
8.8913     9.599      -4.7494
8.9126     9.705      -4.8328
8.8958     9.79       -4.9021
8.9142     9.8577     -4.9961
8.9616     9.9945     -5.1447
8.9853     10.1104    -5.2388
9.023      10.1998    -5.326
9.06       10.2522    -5.4174
9.1034     10.3304    -5.5113
9.1571     10.3608    -5.6101
9.1863     10.3614    -5.7236
9.2305     10.356     -5.801
9.271      10.3544    -5.8544
9.2865     10.3316    -5.9457
9.291      10.3135    -6.0371
9.3134     10.2906    -6.129
9.2674     10.2119    -6.1397
9.233      10.1551    -6.152
9.224      10.0997    -6.1489
9.239      10.0385    -6.1062
9.2532     9.9999     -6.1203
9.2932     9.9858     -6.1706
9.3434     9.9801     -6.2695
9.3772     9.9345     -6.2839






















































































































































9.0266     9.4423     -4.6898    NASP-PR
8.9559     9.3709     -4.6252
8.9129     9.3309     -4.5605
8.891      9.3014     -4.4933
8.8718     9.2848     -4.3717
8.8693     9.2864     -4.2911
8.8802     9.3069     -4.1891

































































































































































































10.1689    10.1295    -6.8282    R-PM/MAX
10.1324    10.0137    -6.701
