AMNH       52648      ca9ms.xls
20.2257    18.8265    -8.9057    IN
17.4969    16.4449    -12.1072   BR
13.6418    12.6409    -10.149    GL
13.6061    12.6177    -10.0495   NA
12.445     11.3699    -7.4729    RH
11.5285    10.5113    -5.2202    NS
11.1727    10.2296    -4.458     PR
11.654     9.826      -4.3432    R_PR2
13.1144    11.5506    -7.8209    R_PMS
15.9968    10.7062    -5.8791    R_ZMI
14.7348    11.5708    -8.041     R_ZMU
13.9095    12.365     -9.1112    R_DA
15.1365    11.8241    -10.1875   R_MTI
15.3718    12.1377    -10.8854   R_MTS
16.1148    11.0863    -9.0246    R_FMO
16.9657    11.143     -9.126     R_FMT
20.649     14.4387    -7.4439    R_PO
17.7772    10.8427    -6.7124    R_ZTS
10.8102    10.7029    -4.4027    L_PR2
12.7569    12.1224    -7.8584    L_PMS
11.9948    15.0017    -5.8218    L_ZMI
12.7283    13.7362    -7.9681    L_ZMU
13.4563    12.9155    -8.9301    L_DA
12.901     14.2068    -10.053    L_MTI
13.2612    14.4603    -10.8141   L_MTS
12.3038    15.179     -8.8608    L_FMO
12.4251    16.0626    -8.947     L_FMT
15.7425    19.3232    -7.2281    L_PO
12.1708    16.7207    -6.5214    L_ZTS
10.7263    10.2814    -4.3094    O1
17.2467    10.5267    -6.0148    O2
20.9846    14.9468    -7.8354    O3
20.2001    17.7681    -9.9486    O4







































































































































































13.6884    12.6088    -10.1886   GLRH
13.6455    12.566     -10.0214
13.6054    12.4961    -9.8077
13.5739    12.4428    -9.676
13.5282    12.3844    -9.4398
13.4592    12.3057    -9.1799
13.4236    12.2667    -9.018
13.336     12.1897    -8.831
13.232     12.1137    -8.6126
13.1216    12.0174    -8.4064
13.0119    11.8516    -8.2165
12.9003    11.7556    -8.0994
12.7673    11.6409    -7.9346
12.684     11.5223    -7.8421
12.6166    11.4428    -7.7702
12.5362    11.3275    -7.6537
12.5015    11.3081    -7.6046
12.4808    11.2894    -7.4923






















































































































































































12.4802    11.309     -7.4946    NOSE
12.5296    11.1764    -7.4123
12.588     11.0719    -7.3062
12.6472    10.953     -7.1056
12.6385    10.831     -6.885
12.6424    10.7467    -6.7207
12.6301    10.6114    -6.4499
12.5802    10.5981    -6.3378
12.5089    10.5207    -6.139
12.3901    10.4342    -5.9166
12.2218    10.4034    -5.6796
12.0598    10.3475    -5.5312
11.8399    10.3288    -5.3734
11.702     10.3442    -5.304
11.5089    10.3926    -5.216
11.4184    10.7198    -5.3074
11.4207    10.8747    -5.3956
12.2161    11.545     -7.2831
12.415     11.4247    -7.4879
12.4396    11.3782    -7.4714




















































































































































































11.497     10.4705    -5.2147    NASP-PR
11.3473    10.3427    -5.1125
11.253     10.2622    -5.004
11.1988    10.1933    -4.8545
11.1333    10.1566    -4.7182
11.1089    10.1704    -4.555
11.1596    10.1948    -4.4634

































































































































































































13.13      11.5075    -7.8079    R-PM/MAX
13.0423    11.3555    -7.611
12.9568    11.2191    -7.4393
12.9674    11.0671    -7.2087
12.9462    10.9225    -6.9927
12.9142    10.8361    -6.8213
12.8595    10.6955    -6.5726
12.8153    10.6171    -6.4379
12.8094    10.4854    -6.1943
12.7727    10.394     -5.9529
12.7831    10.2765    -5.7024
12.7856    10.1415    -5.384
12.7355    10.0243    -5.194
12.7552    9.8765     -4.8509
12.7678    9.8508     -4.644
12.7981    9.8966     -4.5247
























































































































































































12.6665    12.0176    -7.8313    L-PM/MAX
11.7517    11.6991    -6.3787
11.3825    11.6529    -5.6566
11.2762    11.6799    -5.4441
11.1538    11.6967    -5.2054
11.0226    11.7052    -4.9365
10.9885    11.7464    -4.7638
11.0109    11.7644    -4.6064
11.0369    11.7056    -4.5501































































































































































































14.4919    10.7562    -4.5409    ROSTRUM
14.4961    10.6994    -4.7827
14.4111    10.7465    -5.1711
14.3487    10.8404    -5.4178
14.295     10.8873    -5.6493
14.2639    10.932     -5.7836
14.2308    11.0128    -6.016
14.1957    11.0583    -6.233
14.144     11.0956    -6.4121
14.086     11.1168    -6.6349
14.0322    11.1521    -6.8492
13.9387    11.2561    -7.0174
13.8497    11.3462    -7.2052
13.7723    11.435     -7.3336
13.6951    11.5595    -7.5284
13.6037    11.6511    -7.7456
13.4678    11.7895    -7.9868
13.386     11.8987    -8.2031
13.2789    11.9734    -8.3483
13.2263    12.0404    -8.454
13.1498    12.0939    -8.4653
13.1229    12.0923    -8.4978
13.0209    12.2224    -8.289
12.9466    12.3095    -8.0754
12.8128    12.4254    -7.8366
12.6966    12.5079    -7.5544
12.6323    12.5988    -7.3631
12.5138    12.6959    -7.1861
12.4119    12.7722    -6.9819
12.3101    12.9042    -6.6889
12.2801    12.9849    -6.3654
12.2243    13.0728    -6.0473
12.137     13.1137    -5.8039
12.0757    13.198     -5.5166
11.9953    13.2564    -5.2567
11.9763    13.3429    -5.0404
11.9701    13.3897    -4.7901
11.9916    13.4124    -4.5879
12.0404    13.4204    -4.5321











































































































































