AMNH       52588      laj27ms.xls
15.0998    17.6702    -8.8426    IN
9999       9999       9999       BR
9.1028     11.4052    -9.3391    GL
9.0666     11.3161    -8.9074    NA
7.899      10.2319    -6.7978    RH
7.2721     9.4429     -4.7569    NS
7.1779     9.374      -4.233     PR
7.789      9.0532     -4.1434    R_PR2
8.9319     10.8764    -7.4855    R_PMS
11.6049    9.7769     -5.4284    R_ZMI
10.3356    10.1099    -7.279     R_ZMU
9.5233     11.417     -8.4373    R_DA
10.631     10.6545    -9.4694    R_MTI
10.9498    10.9993    -9.9834    R_MTS
11.7386    10.0305    -8.1179    R_FMO
12.4009    10.1227    -8.2387    R_FMT
15.6283    13.0273    -7.406     R_PO
13.1084    10.1074    -6.3237    R_ZTS
6.8494     9.991      -4.1797    L_PR2
8.5403     11.2027    -7.4294    L_PMS
7.6118     13.8717    -5.306     L_ZMI
7.8985     12.6187    -7.1285    L_ZMU
9.1002     11.8024    -8.391     L_DA
8.3084     12.8151    -9.3649    L_MTI
8.7162     13.1886    -9.9448    L_MTS
7.6866     13.9788    -7.8847    L_FMO
7.7617     14.548     -7.8898    L_FMT
10.587     17.6254    -7.2185    L_PO
7.9686     15.5906    -6.1496    L_ZTS
7.3596     8.8685     -3.6961    O1
7.1691     14.1121    -5.5156    O2
11.7372    18.2895    -8.0857    O3
14.3147    17.7148    -9.454     O4







































































































































































9.1348     11.4007    -9.393     GLRH
9.1        11.3827    -9.2238
9.0658     11.3272    -9.0553
9.0752     11.3079    -8.7975
9.0373     11.3123    -8.6098
8.979      11.2996    -8.3889
8.9405     11.2177    -8.1602
8.8786     11.1706    -7.9333
8.7988     11.1074    -7.7103
8.6985     11.01      -7.5217
8.5957     10.895     -7.3623
8.4657     10.7897    -7.2037
8.3473     10.6459    -7.1027
8.2491     10.5722    -7.0256
8.1484     10.4618    -6.9869
8.0587     10.3743    -6.9216
7.9977     10.2769    -6.8929
7.9147     10.2146    -6.7767






















































































































































































7.9208     10.2104    -6.7549    NOSE
8.0032     10.1517    -6.6967
