AMNH       52663      ca13ms.xls
17.8531    17.1894    -9.9625    IN
14.8433    14.6807    -12.3767   BR
11.2383    11.6012    -9.8249    GL
11.1546    11.5699    -9.6394    NA
10.2398    10.7049    -7.2404    RH
9.3342     9.9262     -5.1143    NS
8.9386     9.6844     -4.3865    PR
9.6349     9.2417     -4.4386    R_PR2
10.9757    10.9018    -7.7187    R_PMS
13.7979    9.6694     -6.0348    R_ZMI
12.6913    10.329     -7.7295    R_ZMU
11.5657    11.4171    -8.8632    R_DA
12.6846    10.6177    -9.9795    R_MTI
12.9317    10.8358    -10.3739   R_MTS
13.727     9.9228     -8.7247    R_FMO
14.4519    10.0023    -8.9436    R_FMT
18.4336    13.2636    -7.9275    R_PO
15.3257    9.9697     -6.8274    R_ZTS
8.7152     10.3872    -4.3527    L_PR2
10.4102    11.4022    -7.5767    L_PMS
10.0807    14.307     -5.8278    L_ZMI
10.3337    13.0737    -7.6908    L_ZMU
11.0011    11.8946    -8.9335    L_DA
10.4978    13.1008    -9.9428    L_MTI
10.8865    13.4208    -10.3907   L_MTS
10.0048    14.3251    -8.7407    L_FMO
10.1832    14.9062    -8.9514    L_FMT
13.882     18.1226    -7.7384    L_PO
10.4091    15.8084    -6.8157    L_ZTS
8.3546     9.9454     -3.9383    O1
9.8709     15.0605    -6.088     O2
14.503     18.4737    -8.4865    O3
17.3826    17.6556    -9.2708    O4







































































































































































11.2493    11.6024    -9.8853    GLRH
11.1976    11.5474    -9.755
11.1475    11.4868    -9.5647
11.1123    11.4317    -9.3837
11.0412    11.3801    -8.9989
10.984     11.3682    -8.8009
10.8806    11.3077    -8.5361
10.7342    11.1464    -8.0685
10.6746    11.1048    -7.9567
10.3837    10.8724    -7.5474
10.2557    10.7487    -7.3628
10.2409    10.7017    -7.268




























































































































































































10.2377    10.7129    -7.2235    NOSE
10.3385    10.6704    -7.2042
10.383     10.5523    -7.1616
10.4051    10.4888    -7.0011
10.4486    10.3784    -6.8683
10.4778    10.3076    -6.7295
10.4512    10.2209    -6.5533
10.4484    10.1268    -6.3577
10.4124    10.07      -6.122
10.3753    10.0108    -5.9566
10.2583    9.9807     -5.7675
10.0678    9.9551     -5.6039
9.7719     9.9248     -5.3585
9.6056     9.9172     -5.2689
9.4292     9.9605     -5.1733
9.4004     9.9864     -5.1455
9.3039     10.0532    -5.1639
9.3098     10.1507    -5.2459
9.3335     10.3137    -5.3172
9.3611     10.4378    -5.4067
9.4091     10.5975    -5.5408
9.5033     10.7387    -5.6589
9.572      10.8859    -5.7799
9.6551     11.0067    -5.9184
9.6922     11.0675    -6.0317
9.7397     11.0733    -6.246
9.7968     11.1106    -6.3963
9.8811     11.1153    -6.5907
9.9518     11.0857    -6.8218
10.0213    11.0282    -7.0139
10.152     10.9138    -7.1532
10.245     10.7692    -7.1665
10.2641    10.7491    -7.2017







































































































































































9.341      9.9736     -5.1319    NASP-PR
9.2453     9.9082     -5.0751
9.0994     9.8311     -4.9495
9.015      9.7457     -4.7596
8.987      9.7366     -4.6082
8.946      9.7291     -4.5216
8.9524     9.6651     -4.4176
8.9733     9.7025     -4.2958
































































































































































































10.9683    10.9124    -7.7143    R-PM/MAX
10.9465    10.7828    -7.5169
10.9102    10.6543    -7.3442
10.8925    10.5435    -7.1745
10.8701    10.4805    -7.0751
10.8459    10.4127    -6.9551
10.8075    10.3722    -6.8799
10.7653    10.2425    -6.6839
10.7668    10.1445    -6.5461
10.7414    10.0668    -6.412
10.7119    9.9957     -6.2636
10.7108    9.8829     -6.014
10.6955    9.7999     -5.8875
10.7153    9.6835     -5.6004
10.7257    9.6018     -5.4133
10.7283    9.4828     -5.1408
10.7374    9.3924     -4.9458
10.7635    9.3223     -4.8303
10.6975    9.2985     -4.678
10.7027    9.3364     -4.5572




















































































































































































10.3857    11.4018    -7.6265    L-PM/MAX
10.2683    11.3912    -7.4161
10.2006    11.3868    -7.302
10.1106    11.4021    -7.1453
10.0612    11.4139    -7.0531
9.9678     11.3642    -6.9356
9.8872     11.3277    -6.783
9.8131     11.3301    -6.633
9.7037     11.3019    -6.4679
9.6128     11.305     -6.2959
9.5471     11.274     -6.0954
9.4734     11.2996    -5.9248
9.4117     11.288     -5.7426
9.3772     11.3751    -5.5624
9.2416     11.3182    -5.3375
9.1875     11.3708    -5.1549
9.1235     11.4011    -5.0489
9.0433     11.447     -4.8623
8.9869     11.4498    -4.6731
9.08       11.3559    -4.5295
9.1186     11.3174    -4.472



















































































































































































12.5881    10.0298    -4.6249    ROSTRUM
12.5983    9.9575     -4.8453
12.5574    9.9587     -5.0773
12.508     9.9866     -5.2823
12.4345    10.0301    -5.439
12.3351    10.1037    -5.6319
12.2506    10.1521    -5.8111
12.1689    10.2038    -5.9731
12.0799    10.2928    -6.2257
12.0252    10.3064    -6.3572
11.9504    10.338     -6.5288
11.8673    10.3484    -6.6819
11.7859    10.4153    -6.8592
11.7286    10.4774    -6.9507
11.6608    10.5412    -7.0212
11.6196    10.5944    -7.1073
11.5294    10.6696    -7.2283
11.4376    10.7572    -7.3357
11.3096    10.8484    -7.4621
11.2183    10.9448    -7.6008
11.1399    10.9981    -7.7653
11.0185    11.0651    -7.9314
10.9285    11.1286    -8.0336
10.8597    11.171     -8.1513
10.7467    11.2764    -8.1734
10.7222    11.2285    -8.2265
10.6477    11.4134    -7.9889
10.576     11.441     -7.8546
10.514     11.6265    -7.6209
10.4318    11.7616    -7.3651
10.1548    12.2386    -6.7117
10.1152    12.5626    -5.9611
10.0335    12.6722    -5.5687
10.0072    12.7376    -5.3975
9.9934     12.7997    -5.2077
9.9605     12.8151    -5.0849
9.979      12.8663    -4.9086
10.0159    12.9008    -4.7701
10.0181    12.9124    -4.5973
10.1245    12.9129    -4.4927
































































































































































14.4746    10.0269    -8.9638    SUPORB
14.442     10.0491    -9.0892
14.3995    10.0942    -9.3137
14.3181    10.2094    -9.5217
14.2065    10.2814    -9.7123
14.0259    10.3207    -9.8768
13.8552    10.399     -10.0103
13.6337    10.4624    -10.1072
13.3953    10.5844    -10.1986
13.1863    10.6909    -10.2785
12.9925    10.8323    -10.3617
12.8168    10.9806    -10.4227
12.6958    11.1202    -10.4782
12.5516    11.2615    -10.5152
12.3301    11.378     -10.5111
12.1264    11.5269    -10.486
11.8948    11.6649    -10.4485
11.7031    11.7911    -10.3741
11.5212    11.8373    -10.2986
11.4368    11.8488    -10.254
11.4367    11.8802    -10.2814
11.3296    12.0886    -10.3327
11.2833    12.1911    -10.3562
11.2328    12.3828    -10.4324
11.1557    12.5956    -10.4873
11.0556    12.914     -10.4965
10.8999    13.2604    -10.4201
10.8009    13.4682    -10.3659
10.6928    13.7544    -10.2682
10.6158    13.8979    -10.1985
10.5391    14.1343    -10.0697
10.474     14.3151    -9.9599
10.4234    14.52      -9.8186
10.3823    14.7153    -9.5979
10.2995    14.842     -9.457
10.2893    14.8878    -9.2452
10.2784    14.9295    -9.1014
10.2549    14.9254    -9.0277


































































































































































12.7181    10.3815    -7.7359    RORBIT
12.9053    10.3088    -7.7666
13.1075    10.208     -7.8373
13.3436    10.071     -8.0104
13.4968    10.0395    -8.1876
13.645     10.0024    -8.3758
13.696     9.9588     -8.5312
13.7112    9.9724     -8.6601
13.7549    9.9909     -8.8899
13.7001    9.9563     -9.2101
13.6023    10.0801    -9.4219
13.4545    10.1375    -9.6356
13.3025    10.2721    -9.7849
13.1166    10.3708    -9.9111
12.9139    10.4439    -10.0074
12.7373    10.6563    -9.9559
12.4697    10.8237    -9.9666
12.2269    10.938     -9.9332
12.0807    11.0803    -9.8561
11.9368    11.3261    -9.7936
11.8616    11.4809    -9.6837
11.7859    11.5189    -9.4476
11.6888    11.4781    -9.2037
11.6524    11.4564    -8.9678
11.6593    11.4595    -8.8419















































































































































































10.3513    13.1127    -7.7105    LORBIT
10.2759    13.2605    -7.709
10.2364    13.4856    -7.7458
10.1736    13.5926    -7.7925
10.0943    13.74      -7.88
10.0339    13.9834    -8.0714
10.0759    14.1161    -8.263
10.0787    14.238     -8.4681
10.0922    14.2935    -8.7558
10.1485    14.2572    -9.0898
10.2191    14.1231    -9.3981
10.2942    13.8898    -9.6213
10.3412    13.6752    -9.7788
10.4178    13.4223    -9.8705
10.4952    13.2137    -9.9238
10.5747    12.9894    -9.931
10.6467    12.7993    -9.9274
10.722     12.6276    -9.8703
11.1007    12.184     -9.6529
11.2146    12.1274    -9.4127
11.212     12.0767    -9.254
11.1871    12.0459    -9.0196
11.1287    12.0009    -8.868

















































































































































































14.4681    10.0561    -9.1254    RTEMFOS
14.466     10.0234    -8.9651
14.4633    9.9699     -8.7126
14.4199    9.9008     -8.5031
14.4037    9.8512     -8.2579
14.3633    9.7981     -7.9941
14.2624    9.7993     -7.6639
14.1598    9.768      -7.37
14.2131    9.7374     -7.0747
14.368     9.6623     -6.8159
14.5904    9.6698     -6.6501
14.824     9.7636     -6.5889
15.0203    9.8579     -6.6233
15.1821    9.9511     -6.7104
15.3005    9.9713     -6.8043
15.3707    10.0211    -6.8793
























































































































































































10.1746    14.904     -8.9959    LTEMFOS
10.1654    14.9362    -8.7975
10.1047    14.9144    -8.5785
10.0706    14.8694    -8.4196
9.9703     14.8277    -8.2752
9.9466     14.8032    -8.0148
9.9362     14.7523    -7.8093
9.9601     14.5534    -7.3573
9.8404     14.54      -7.1575
9.8543     14.6364    -6.8877
9.9034     14.7775    -6.6882
9.9673     14.9228    -6.5868
10.0531    15.0861    -6.5117
10.1449    15.2385    -6.5279
10.2528    15.4357    -6.5963
10.3181    15.5827    -6.6907
10.358     15.7033    -6.8292
10.3906    15.7106    -6.8567






















































































































































































8.3332     9.5437     -7.8415    OP
9.7513     10.3799    -8.1017    BA
13.1081    12.721     -8.3236    ST
16.1586    14.7577    -8.6269    IV
11.8518    7.7759     -8.1011    R_PG
13.9135    8.6436     -7.6675    R_ZTI
13.9035    11.2176    -8.9729    R_M3D
15.4999    11.8851    -8.993     R_M12
16.8675    13.4102    -8.861     R_MP3
17.2468    14.1216    -8.9146    R_PMI
8.0489     13.266     -8.1954    L_PG
9.5847     14.9947    -7.6211    L_ZTI
11.8474    14.0313    -8.7783    L_M3D
12.9717    15.1568    -9.0494    L_M12
14.8461    15.9196    -8.8832    L_MP3
15.7692    16.019     -8.7623    L_PMI
17.3832    16.4173    -9.063     O1
11.5821    16.238     -7.6989    O2
6.7302     12.4056    -6.563     O3
6.6996     9.5251     -6.0901    O4




















































































































































































15.7637    10.8907    -7.9634    RZYGINF
15.7122    10.813     -7.9655
15.6737    10.6806    -8.0137
15.5905    10.4487    -8.1955
15.5455    10.2716    -8.1977
15.4779    10.0933    -8.1993
15.3476    9.8605     -8.2495
15.1479    9.6025     -8.1907
14.9612    9.4798     -8.1091
14.7534    9.3531     -8.0756
14.6395    9.2157     -8.0058
14.3802    9.0767     -7.8808
14.1637    8.9772     -7.809
14.0278    8.8924     -7.8087
13.9391    8.785      -7.748
13.8343    8.7177     -7.6447
13.8454    8.6746     -7.6195























































































































































































12.078     15.9049    -7.9192    LZYGINF
11.9768    15.944     -7.9341
11.8449    15.9839    -8.0134
11.693     16.0371    -8.1163
11.516     15.9379    -8.1996
11.3461    15.9228    -8.2394
11.1399    15.8575    -8.2821
10.9397    15.8148    -8.2413
10.7127    15.7336    -8.2093
10.6298    15.6499    -8.0809
10.4615    15.4853    -7.9965
10.2705    15.355     -7.8863
10.0903    15.2272    -7.7894
9.9016     15.1337    -7.7168
9.7425     15.0564    -7.6772
9.6181     15.0454    -7.5696
























































































































































































13.8807    11.2376    -8.9462    R-ALV
14.1852    11.298     -8.9324
14.3792    11.3419    -8.9857
14.5538    11.4205    -8.9533
14.8438    11.4771    -8.9771
15.1994    11.6377    -9.0023
15.3623    11.7948    -9.0263
15.6064    12.0258    -8.9868
15.7634    12.0938    -9.0243
15.9384    12.2327    -9.0344
16.0775    12.4328    -8.9925
16.3007    12.6127    -8.9923
16.4279    12.7786    -9.0445
16.6725    12.9884    -8.9604
16.7563    13.1146    -8.945
16.7219    13.3923    -8.9531
























































































































































































11.8062    14.0201    -8.8249    L-ALV
11.8632    14.1189    -8.8189
11.9555    14.2266    -8.8281
12.0992    14.4217    -8.8722
12.2435    14.5945    -8.8807
12.4275    14.8159    -8.9191
12.6132    14.9926    -8.9229
12.955     15.1802    -9.0175
13.2031    15.3553    -9.0079
13.4177    15.5127    -9.0424
13.791     15.6342    -8.9368
14.0503    15.772     -8.9036
14.275     15.8389    -8.9153
14.5354    15.9685    -8.8942
14.7508    15.9667    -8.8395
14.8861    15.9485    -8.8194
























































































































































































13.3894    10.5455    -6.3365    R_FOS
10.8327    13.7785    -6.1775    L_FOS
