AMNH       52627      laj35ms.xls
16.2167    16.4494    -9.394     IN
12.9422    13.5729    -11.2622   BR
9.6886     10.8575    -9.3938    GL
9.6108     10.793     -9.0728    NA
8.4333     9.7916     -6.6423    RH
7.8772     9.2612     -4.7118    NS
7.6433     8.9959     -4.1317    PR
8.3257     8.6348     -4.0288    R_PR2
9.3333     10.2708    -7.4473    R_PMS
12.416     9.3552     -5.3818    R_ZMI
11.0353    9.6904     -7.0973    R_ZMU
10.059     10.9034    -8.3217    R_DA
11.0906    10.1104    -9.4713    R_MTI
11.3956    10.3612    -9.9615    R_MTS
12.1774    9.5673     -8.149     R_FMO
12.6352    9.5903     -8.2018    R_FMT
16.197     12.3024    -7.4167    R_PO
13.2227    9.2751     -6.1403    R_ZTS
7.3762     9.8157     -4.092     L_PR2
8.9951     10.5913    -7.381     L_PMS
8.3684     13.4278    -5.3351    L_ZMI
8.6803     12.2555    -7.014     L_ZMU
9.6299     11.1452    -8.4356    L_DA
9.0943     12.3302    -9.3756    L_MTI
9.3469     12.5641    -9.9735    L_MTS
8.6812     13.4876    -8.0793    L_FMO
8.5484     13.8261    -7.9887    L_FMT
11.6286    16.9356    -7.287     L_PO
8.4036     14.5386    -5.9462    L_ZTS
7.9056     8.3959     -3.7958    O1
7.9884     13.7895    -5.7753    O2
12.2874    17.4876    -7.8738    O3
15.1219    16.8684    -9.4988    O4







































































































































































9.7184     10.8173    -9.4513    GLRH
9.6654     10.8264    -9.2882
9.6273     10.7748    -9.1195
9.5838     10.7225    -8.9153
9.5345     10.6857    -8.7206
9.4731     10.6256    -8.4478
9.4079     10.5898    -8.2225
9.2849     10.5385    -7.897
9.1957     10.4424    -7.7094
9.1004     10.3293    -7.4884
9.0179     10.2707    -7.3672
8.9223     10.1663    -7.2457
8.822      10.083     -7.1565
8.7415     10.0435    -7.0797
8.6518     9.9123     -6.9723
8.5788     9.8334     -6.885
8.4907     9.7966     -6.738
8.4875     9.782      -6.6257






















































































































































































8.4093     9.8122     -6.6267    NOSE
8.4619     9.6931     -6.6019
8.4912     9.6081     -6.5054
8.5478     9.5736     -6.4156
8.6107     9.5221     -6.3279
8.6282     9.5239     -6.3279
8.7296     9.5535     -6.307
8.7947     9.5822     -6.3562
8.8213     9.6023     -6.406
8.8668     9.6548     -6.3957
8.9398     9.6394     -6.2416
8.95       9.604      -6.0971
8.9799     9.5848     -6.0052
9.0302     9.4538     -6.0327
9.0016     9.3841     -5.8797
8.9359     9.3315     -5.7158
8.8394     9.254      -5.5512
8.7562     9.2309     -5.4244
8.6275     9.2085     -5.3118
8.4674     9.2102     -5.2188
8.3785     9.1684     -5.1583
8.2418     9.1564     -5.0265
8.1589     9.1655     -4.944
8.054      9.1766     -4.8775
7.9561     9.2026     -4.8039
7.8812     9.2427     -4.7413
7.8447     9.3726     -4.8123
7.8158     9.5227     -4.9406
7.8188     9.7028     -5.0578
7.8257     9.8433     -5.1511
7.8557     10.0063    -5.214
7.9112     10.113     -5.3056
7.9374     10.181     -5.372
7.9437     10.2422    -5.4857
8.0078     10.2814    -5.5818
8.0581     10.3543    -5.6804
8.1317     10.3752    -5.7971
8.1838     10.4075    -5.8923
8.2385     10.4378    -5.9876
8.2774     10.4092    -6.0683
8.3054     10.3611    -6.1614
8.3431     10.3418    -6.2538
8.3591     10.308     -6.3027
8.3562     10.2507    -6.4431
