AMNH       52652      ca3ms.xls
16.2976    17.6795    -9.9654    IN
14.6439    15.1947    -13.1281   BR
12.2884    11.0615    -11.4591   GL
12.2215    10.9182    -11.0237   NA
11.6704    9.796      -9.207     RH
11.0004    8.6386     -7.2388    NS
10.8043    8.24       -6.5592    PR
11.5834    8.0081     -6.5237    R_PR2
12.1168    10.1391    -9.6289    R_PMS
14.9123    9.7284     -7.664     R_ZMI
13.5461    10.1534    -9.2083    R_ZMU
12.5577    10.8396    -10.3286   R_DA
13.6149    10.7342    -11.4776   R_MTI
13.7129    10.9076    -11.8532   R_MTS
14.881     10.1267    -10.2309   R_FMO
15.3925    10.5397    -10.6636   R_FMT
17.6719    13.6534    -8.7766    R_PO
15.9783    10.1831    -7.9972    R_ZTS
10.2638    8.9202     -6.4918    L_PR2
11.6855    10.433     -9.5037    L_PMS
10.1845    12.8126    -7.305     L_ZMI
11.1175    11.685     -9.0811    L_ZMU
12.1013    11.2347    -10.4337   L_DA
11.3348    12.3519    -11.3446   L_MTI
11.427     12.4239    -11.719    L_MTS
10.3585    12.958     -10.0374   L_FMO
10.6098    13.6556    -10.3412   L_FMT
12.4408    17.0012    -8.5174    L_PO
10.0843    13.9045    -7.6652    L_ZTS
11.0516    7.7496     -6.4267    O1
14.5557    9.7133     -8.9244    O2
17.9259    14.1313    -9.3596    O3
17.0244    17.0661    -10.3218   O4







































































































































































12.1798    11.152     -11.4234   GLRH
12.1638    11.1122    -11.297
12.1416    11.0369    -11.1166
12.0902    11.0115    -11.041
12.0615    10.921     -10.8668
12.0227    10.8572    -10.6876
11.9872    10.8324    -10.5189
11.9642    10.7403    -10.3411
11.9512    10.6736    -10.1983
11.8825    10.6141    -10.0446
11.8576    10.5053    -9.8936
11.8032    10.3613    -9.7078
11.7196    10.2672    -9.6165
11.6997    10.1461    -9.5157
11.636     10.0525    -9.4195
11.6232    9.9553     -9.3448
11.5747    9.9003     -9.2686
11.5385    9.8851     -9.2076



































































































