NMNH       220366     ctt28ms.xls
8.8167     8.7846     8.0068
8.7697     8.8246     7.9141
8.7169     8.8324     7.7846
8.702      8.8189     7.7054
8.6462     8.8175     7.5861
8.5919     8.8357     7.486
8.5456     8.8089     7.3912
8.5311     8.7536     7.2757
8.5113     8.7177     7.158
8.493      8.6335     7.0651
8.4676     8.5696     7.0036
8.4184     8.469      6.8985
8.3958     8.3696     6.832
8.3614     8.2892     6.776
8.3223     8.2002     6.7426
8.2798     8.0836     6.6938
8.263      8.0159     6.5826
8.2846     7.9299     6.499
8.2975     7.8736     6.4425
8.3131     7.8213     6.3753
8.3532     7.8074     6.3506
8.4157     7.7718     6.3151
8.4296     7.7042     6.3513
8.4719     7.6735     6.4231
8.5429     7.6641     6.4888
8.613      7.6627     6.5422
8.6626     7.6654     6.6182
8.749      7.6726     6.7084
8.8336     7.6893     6.7384
8.8945     7.7103     6.8009
8.9359     7.7092     6.8376
8.9925     7.7318     6.8489
9.0536     7.7397     6.8824
9.1151     7.7536     6.9447
9.1894     7.7659     6.9964
9.2393     7.8024     7.0673
9.3288     7.8169     7.1275
9.3602     7.8648     7.1995
9.4104     7.9171     7.3213
9.4315     7.9622     7.4474
9.4313     7.9897     7.5593
9.4241     8.0456     7.7725
9.4546     8.1028     7.8465
9.4718     8.1429     7.8919
9.4739     8.1585     7.9323
9.4517     8.202      8.0097
9.4437     8.1763     8.1072
9.308      8.1789     8.1207
9.2665     8.2489     8.1515
9.2689     8.2908     8.1987
9.24       8.3825     8.3727
9.1971     8.4115     8.3865
9.1535     8.4446     8.3585
9.1132     8.4398     8.2646










































































































































8.3691     7.7516     6.2947     NASP-PR
8.3169     7.7253     6.2557
8.2692     7.6668     6.2003
8.253      7.6414     6.1554
8.1932     7.6093     6.097
8.1932     7.587      6.0299
8.1465     7.5363     5.9216
8.1254     7.5262     5.8546
8.1188     7.5167     5.7658
8.1031     7.4926     5.7108
8.0807     7.4814     5.6342
8.0889     7.4784     5.5823
8.1013     7.4981     5.5249



























































































































































































9.5319     9.2322     8.6967     R-PM/MAX
9.4319     9.2279     8.6208
9.3492     9.174      8.5163
9.2692     9.1607     8.4784
9.1731     9.1078     8.3942
9.1289     9.1039     8.3332
9.0499     9.1097     8.2552
8.9756     9.0857     8.1741
8.8661     9.0526     8.0157
8.8035     9.008      7.9102
8.737      9.0138     7.797
8.6156     8.9842     7.6428
8.6002     8.9464     7.5426
8.5509     8.9562     7.4464
8.5028     8.9318     7.3585
8.455      8.8894     7.2567
8.4057     8.8443     7.1723
8.3493     8.8287     7.0757
8.2899     8.7909     6.9763
8.242      8.7863     6.8952
8.2        8.8058     6.8168
8.1356     8.798      6.7137
8.0835     8.7877     6.6526
8.0245     8.8076     6.5408
7.9718     8.8052     6.4431
7.9355     8.8376     6.3635
7.8921     8.8306     6.2517
7.8855     8.8426     6.226
7.8622     8.8342     6.1702
7.8355     8.839      6.1459
7.8349     8.8454     6.1117
7.7779     8.8583     6.0114
7.7676     8.8951     5.9152
7.7863     8.8974     5.7374






































































































































































9.8841     8.7212     8.5729     L-PM/MAX
9.7845     8.3846     8.2801
9.7482     8.2294     8.0574
9.7343     8.182      7.9673
9.7362     8.1411     7.88
9.6906     8.0683     7.8019
9.6967     8.0291     7.7054
9.6414     7.9622     7.5946
9.5944     7.9243     7.5433
9.593      7.8688     7.4883
9.572      7.818      7.3731
9.5419     7.754      7.3031
9.5005     7.7251     7.1857
9.4839     7.6964     7.1046
9.4508     7.6606     7.0544
9.4078     7.6136     6.9652
9.3886     7.5502     6.8732
9.3701     7.4861     6.7818
9.3917     7.4291     6.696
9.3963     7.3613     6.6181
9.386      7.2926     6.516
9.4311     7.2648     6.4201
9.4315     7.2413     6.3437
9.426      7.2298     6.2917
9.4281     7.1641     6.1836
9.4428     7.143      6.1069
9.4456     7.1343     6.0811
9.4406     7.103      6.0253
9.4092     7.0742     5.9404
9.4733     7.0829     5.7722










































































































































































9.0422     11.1706    5.8628     ROSTRUM
8.9243     11.1491    6.5209
8.913      11.1121    6.6208
8.9471     11.0873    6.7326
8.9861     11.0186    6.7995
9.0183     10.9873    6.8785
9.0423     10.921     6.943
9.0517     10.9228    6.9922
9.0716     10.8857    7.0762
9.0789     10.8496    7.1567
9.0768     10.8067    7.2413
9.0748     10.7386    7.3691
9.0682     10.7104    7.4228
9.0474     10.6455    7.5911
9.0044     10.6079    7.6805
8.9586     10.5824    7.8276
9.0069     10.5038    7.9362
9.0381     10.4294    7.9954
9.1394     10.2892    8.1224
9.1999     10.2292    8.1902
9.2637     10.1255    8.253
9.3058     10.0643    8.268
9.3626     9.9586     8.3421
9.3974     9.9141     8.3805
9.4566     9.8252     8.4375
9.5279     9.722      8.4893
9.6018     9.6062     8.6056
9.6493     9.5502     8.6843
9.6825     9.5152     8.7178
9.713      9.4418     8.8069
9.755      9.4143     8.8966
9.772      9.386      8.942
9.7968     9.36       8.9766
9.8156     9.3229     9.0274
9.897      9.2208     9.0971
9.9874     9.1553     9.0903
10.0889    9.1073     9.0478
10.1144    9.0317     8.9568
10.175     8.9931     8.8358
10.2405    8.9777     8.7551
10.3027    8.9119     8.6483
10.3889    8.8279     8.5586
10.4634    8.7632     8.4702
10.5316    8.7283     8.3912
10.5852    8.6779     8.3482
10.6177    8.6297     8.3182
10.6838    8.5644     8.2333
10.7734    8.5175     8.1857
10.8237    8.4638     8.1224
10.8926    8.4426     8.1059
10.9393    8.4077     8.0106
10.9951    8.3617     7.9574
11.077     8.2769     7.9246
11.1493    8.22       7.8796
11.2055    8.2272     7.7279
11.2693    8.2251     7.6176
11.32      8.2159     7.5302
11.3467    8.2534     7.4429
11.3821    8.2521     7.3033
11.4405    8.2468     7.1828
11.5336    8.2157     7.0509
11.5936    8.1844     6.9433
11.6671    8.1276     6.8377
11.6979    8.0972     6.7762
11.7071    8.076      6.6844
11.7514    8.0506     6.6009
11.7689    8.0661     6.5571
11.7682    8.0734     6.3852
11.7951    8.1193     6.1642
11.767     8.1333     6.0107
11.7777    8.179      5.9249
11.783     8.2353     5.7958
































































































































9.2979     12.608     9.4548     SUPORB
9.3336     12.6171    9.6174
9.3633     12.6077    9.7006
9.387      12.5747    9.8224
9.438      12.5741    9.9016
9.4679     12.5477    9.9588
9.5051     12.515     10.0623
9.5455     12.4833    10.1483
9.6018     12.4038    10.2406
9.6778     12.2819    10.3677
9.7649     12.177     10.472
9.8323     12.0781    10.5776
9.9018     11.987     10.6462
9.9684     11.8573    10.6994
10.0055    11.7581    10.7414
10.0642    11.6486    10.795
10.1245    11.5759    10.8417
10.1711    11.4692    10.876
10.2503    11.3547    10.9298
10.3647    11.2012    10.9923
10.4586    11.0513    11.0331
10.5126    10.9681    11.0551
10.593     10.8354    11.0639
10.6386    10.69      11.0403
10.6479    10.5861    11.0191
10.6861    10.4805    10.9955
10.6736    10.3985    10.9703
10.7416    10.298     10.95
10.8368    10.1491    10.9229
11.1108    10.0007    10.974
11.1702    9.9553     11.0052
11.3002    9.921      11.0417
11.3716    9.8538     11.0556
11.5866    9.773      11.0832
11.7256    9.7306     11.08
11.8005    9.6647     11.0526
12.0028    9.5581     11.0239
12.133     9.4342     10.9532
12.1889    9.3991     10.9246
12.3559    9.2293     10.8275
12.5236    9.131      10.7394
12.6705    9.0385     10.664
12.8789    8.9466     10.5516
12.9742    8.8696     10.4573
13.0819    8.7918     10.3413
13.115     8.7601     10.2945
13.1093    8.718      10.2352
13.2053    8.672      10.1312
13.2643    8.621      10.032
13.2859    8.5908     9.9622
13.2911    8.5757     9.8736
13.3382    8.5441     9.7427
13.2881    8.5107     9.6642
13.2825    8.441      9.5821
13.3078    8.3897     9.4713

















































































































































9.2398     10.6931    8.3106     RORBIT
9.1928     10.8009    8.294
9.1495     10.8945    8.3051
9.0949     11.0309    8.3399
9.1035     11.122     8.3368
9.064      11.2212    8.3753
9.0715     11.3313    8.4256
9.0829     11.5062    8.5317
9.0903     11.5958    8.5762
9.1204     11.7212    8.7068
9.1376     11.8874    8.9022
9.177      12.0056    9.0733
9.2018     12.0627    9.243
9.1886     12.0637    9.3016
9.178      12.0886    9.3976
9.1865     12.1006    9.4532
9.2575     12.1182    9.6011
9.3267     12.1047    9.6936
9.351      12.062     9.8817
9.3997     12.0189    9.9395
9.4671     11.9636    10.0666
9.536      11.8543    10.1788
9.5478     11.8324    10.2387
9.6337     11.7119    10.3197
9.7159     11.6067    10.349
9.7577     11.4974    10.3929
9.8104     11.3664    10.4284
9.8749     11.2527    10.454
9.9179     11.1453    10.4278
9.9728     11.113     10.426
9.9997     11.077     10.4262
10.0485    11.0161    10.4478
10.0831    10.9723    10.4887
10.1274    10.963     10.5259
10.1628    10.9204    10.5599
10.3124    10.8212    10.5421
10.3806    10.6985    10.4919
10.428     10.6419    10.4476
10.4762    10.5476    10.3687
10.5257    10.4703    10.3356
10.5584    10.3907    10.2525
10.5747    10.3479    10.1121
10.5404    10.2978    10.0535
10.5045    10.2519    9.9956
10.4862    10.1989    9.8581
10.4795    10.1456    9.7236
10.4678    10.1174    9.6499
10.4107    10.0915    9.5246
10.3994    10.0804    9.4288
10.3641    10.0773    9.3813
10.3528    10.0743    9.3443
10.3285    10.052     9.2682
10.284     10.029     9.1831



















































































































































11.5712    8.3626     8.3472     LORBIT
11.6631    8.325      8.3675
11.771     8.2968     8.3932
11.8856    8.2826     8.4264
11.9819    8.2805     8.4898
12.0768    8.2758     8.516
12.1536    8.2835     8.5723
12.2226    8.2741     8.6324
12.3234    8.2806     8.7161
12.3774    8.2906     8.7867
12.4528    8.2941     8.895
12.5502    8.293      8.9932
12.6038    8.3029     9.0557
12.6346    8.3154     9.1305
12.6551    8.3304     9.2078
12.7042    8.3285     9.2952
12.7259    8.3417     9.4953
12.7346    8.4231     9.5726
12.7407    8.4821     9.6181
12.7479    8.5015     9.7375
12.7277    8.5918     9.797
12.7125    8.6318     9.8968
12.6496    8.647      9.9907
12.6059    8.699      10.0912
12.5232    8.7441     10.2361
12.396     8.8122     10.3423
12.3234    8.8703     10.3626
12.2495    8.9023     10.4051
12.1701    8.9664     10.4249
12.0972    8.9997     10.4362
12.0482    9.0355     10.4469
11.9608    9.0842     10.4697
11.8506    9.1328     10.484
11.8246    9.1697     10.4725
11.7966    9.203      10.4711
11.7686    9.2363     10.4698
11.719     9.2709     10.4817
11.7006    9.2992     10.4806
11.6716    9.3926     10.5287
11.6104    9.4644     10.5567
11.5072    9.5679     10.5549
11.4835    9.6423     10.4968
11.4059    9.7024     10.4686
11.3072    9.7282     10.4552
11.237     9.7655     10.4277
11.144     9.7828     10.3638
11.11      9.8028     10.3265
11.0601    9.7963     10.2609
10.9372    9.7663     10.0876
10.9175    9.7478     10.0025
10.9269    9.7635     9.8855
10.8977    9.7546     9.8513
10.8792    9.7382     9.7724
10.8705    9.7483     9.7005
10.8269    9.7187     9.5109
10.8233    9.6774     9.3783
10.8081    9.6587     9.3296
10.7932    9.633      9.2921
10.705     9.5468     9.2566













































































































































9.4102     12.6422    9.6134     RTEMFOS
9.35       12.6751    9.5084
9.2995     12.6582    9.4475
9.267      12.6731    9.3469
9.2339     12.6719    9.2597
9.2026     12.6582    9.1317
9.1422     12.6188    8.9996
9.0889     12.6149    8.8975
9.0426     12.5867    8.7779
9.0025     12.5407    8.6733
8.9714     12.5295    8.5828
8.9252     12.4943    8.4461
8.9002     12.4803    8.2896
8.8646     12.4591    8.1335
8.8725     12.4475    8.0191
8.8409     12.4523    7.8267
8.8147     12.4711    7.7077
8.8079     12.5008    7.6365
8.8168     12.5615    7.5516
8.8221     12.6271    7.5079
8.836      12.6868    7.4644
8.8678     12.7778    7.4066
8.9145     12.884     7.3624
8.9589     12.9359    7.3691
9.0155     12.9915    7.3513
8.9943     13.0557    7.358
9.0769     13.1398    7.3933
9.1015     13.2163    7.4129












































































































































































9999       9999       9999       LTEMFOS
9999       9999       9999






































































































































































































9.1076     8.0242     8.6111     OP
10.0948    9.2074     8.6502     BA
12.3787    11.774     7.8465     ST
14.5495    14.2413    7.2549     IV
7.8738     11.2509    7.6174     R_PG
8.8626     13.2693    7.4345     R_ZTI
11.137     12.8726    8.3271     R_M3D
11.9586    14.2965    8.1399     R_M12
13.4669    15.4067    7.8525     R_MP3
14.1349    15.6424    7.5655     R_PMI
12.4396    7.2903     7.7949     L_PG
9999       9999       9999       L_ZTI
13.6802    10.8115    8.476      L_M3D
15.024     11.92      8.2398     L_M12
15.8416    13.487     7.8743     L_MP3
15.91      14.1346    7.6014     L_PMI
15.702     14.5182    6.9414     O1
10.8665    14.0424    5.8595     O2
6.5822     9.0785     6.8905     O3
7.1587     6.7112     6.1654     O4




















































































































































































11.0029    14.4016    7.6691     RZYGINF
10.9191    14.3803    7.6498
10.8259    14.3175    7.5778
10.7206    14.3135    7.541
10.6306    14.2914    7.4763
10.5419    14.3001    7.4877
10.4574    14.2555    7.4979
10.3003    14.2311    7.5414
10.1776    14.1625    7.6398
10.004     14.0427    7.5953
9.8124     13.9644    7.6342
9.7704     13.8876    7.5826
9.6002     13.8022    7.6082
9.4847     13.7381    7.5905
9.2944     13.6042    7.5719
9.1851     13.5171    7.5332
9.047      13.4405    7.5042
8.9118     13.3459    7.4631
8.7653     13.2794    7.3639





















































































































































































9999       9999       9999       LZYGINF
9999       9999       9999






































































































































































































11.1392    12.8862    8.3336     R-ALV
11.1017    12.9694    8.3012
11.0796    13.0178    8.3022
11.1041    13.1231    8.2912
11.1066    13.2076    8.2912
11.1194    13.2812    8.2845
11.1565    13.3225    8.3117
11.1831    13.3931    8.3026
11.1987    13.475     8.2727
11.2602    13.5583    8.3092
11.3218    13.5953    8.2639
11.401     13.7415    8.232
11.4425    13.7895    8.1908
11.4905    13.88      8.1692
11.5192    13.9509    8.1405
11.6048    14.0436    8.153
11.6469    14.1305    8.1385
11.6941    14.1954    8.1166
11.855     14.2845    8.1443
11.891     14.328     8.1288
11.9693    14.3818    8.1368
12.0671    14.5295    8.0784
12.0991    14.5648    8.0667
12.1665    14.7047    8.001
12.2191    14.7767    7.9658
12.495     14.8281    8.0499
12.5872    14.9002    8.0754
12.6609    14.9676    8.08
12.7409    15.0422    8.0457
12.7399    15.0604    8.0089
12.8618    15.1356    7.9899
12.9608    15.1422    7.9607
13.0307    15.196     7.9668
13.0974    15.2556    7.9393
13.14      15.2943    7.8932
13.143     15.3036    7.8916
13.1969    15.4055    7.8601
13.2619    15.4781    7.8671
13.3852    15.4923    7.8768
13.4733    15.4673    7.8536
































































































































































13.6032    10.778     8.4493     L-ALV
13.7255    10.8027    8.4739
13.8251    10.8259    8.4693
13.9361    10.8617    8.4611
14.016     10.9138    8.4264
14.1458    10.9723    8.4104
14.3339    11.132     8.381
14.4572    11.2057    8.3673
14.5042    11.272     8.3728
14.5818    11.3355    8.3229
14.6746    11.4466    8.312
14.7405    11.4909    8.2805
14.9119    11.6118    8.2153
14.9942    11.717     8.2235
15.0021    11.7853    8.2371
15.0616    11.8881    8.2171
15.214     12.0838    8.1833
15.3412    12.1637    8.2147
15.4539    12.4667    8.0672
15.4863    12.5507    8.0655
15.5702    12.6642    8.0402
15.6222    12.7439    8.0372
15.7118    13.0453    8.067
15.7691    13.1196    8.0045
15.8673    13.1914    7.9146
15.9338    13.3645    7.9234
15.8909    13.5019    7.8817













































































































































































9.0622     11.2589    7.1561     R_FOS
11.9371    8.181      7.2428     L_FOS
