AMNH       52600      laj5ms.xls
14.3308    14.1156    -8.6755    IN
10.9967    11.4337    -11.1427   BR
7.9561     8.9824     -8.8077    GL
7.9077     8.944      -8.4307    NA
7.1922     8.1275     -6.3575    RH
6.899      7.7558     -4.694     NS
6.7958     7.6399     -4.0706    PR
7.9233     8.5637     -7.202     R_PR2
7.4944     7.2383     -4.1418    R_PMS
10.3573    7.3306     -5.5307    R_ZMI
9.0592     7.8918     -6.7178    R_ZMU
8.3501     8.938      -7.9627    R_DA
9.2064     8.1993     -8.8412    R_MTI
9.3335     8.3684     -9.3632    R_MTS
10.2704    7.611      -7.8435    R_FMO
10.824     7.5573     -7.8076    R_FMT
14.094     9.8313     -7.4543    R_PO
11.5369    7.417      -6.1537    R_ZTS
6.5555     8.413      -4.1813    L_PR2
7.6476     8.9794     -7.0391    L_PMS
7.3858     11.2391    -5.2569    L_ZMI
7.3808     10.0824    -6.6042    L_ZMU
8.0429     9.2769     -7.9095    L_DA
7.4306     10.378     -8.7347    L_MTI
7.6391     10.5831    -9.2793    L_MTS
7.2324     11.4379    -7.5508    L_FMO
7.3678     11.9216    -7.6965    L_FMT
10.1076    14.4941    -7.2348    L_PO
7.4539     12.5979    -5.822     L_ZTS
6.8919     7.1733     -3.9938    O1
10.2768    7.0933     -5.855     O2
14.7867    10.7071    -7.8013    O3
14.7648    13.3602    -9.0622    O4







































































































































































7.9701     8.9587     -8.7149    GLRH
7.9544     8.9602     -8.6368
7.9385     8.9541     -8.4994
7.9259     8.916      -8.3155
7.917      8.8944     -8.1592
7.9046     8.8974     -8.0139
7.8897     8.8573     -7.8612
7.8815     8.8244     -7.7225
7.848      8.7764     -7.528
7.7986     8.724      -7.3749
7.7746     8.7065     -7.2462
7.724      8.6337     -7.1243
7.6818     8.5811     -7.0137
7.6147     8.5207     -6.8913
7.5359     8.4243     -6.7776
7.4394     8.3422     -6.6732
7.3423     8.2638     -6.599
7.2531     8.187      -6.5095
7.2383     8.1417     -6.4339
7.2126     8.1186     -6.3703




















































































































































































7.1887     8.107      -6.3297    NOSE
7.2712     8.0665     -6.3925
7.3094     8.0347     -6.4214
7.3393     8.0443     -6.47
7.3802     7.9761     -6.3319
7.4192     7.9778     -6.2399
7.4855     7.9326     -6.2479
7.5791     7.9664     -6.2547
7.584      7.9861     -6.22
7.6561     7.9829     -6.0462
7.6765     7.963      -5.883
7.6539     7.915      -5.753
7.6597     7.8875     -5.6022
7.566      7.8111     -5.4715
7.4947     7.7959     -5.3452
7.3897     7.761      -5.2301
7.2827     7.7111     -5.1487
7.2092     7.7158     -5.0607
7.1298     7.7312     -4.9916
7.0865     7.7713     -4.8901
6.9851     7.7592     -4.7665
6.9173     7.7908     -4.7296
6.8522     7.8299     -4.7753
6.8673     7.9745     -4.92
6.8947     8.1101     -5.027
6.928      8.2171     -5.1587
6.953      8.2891     -5.2235
7.0153     8.4163     -5.3209
7.0502     8.4817     -5.4519
7.1143     8.553      -5.5798
7.1209     8.5626     -5.7331
7.1234     8.5796     -5.8608
7.1279     8.5832     -5.9306
7.1397     8.5759     -6.0069
7.1581     8.5655     -6.0885
7.1308     8.5849     -6.1226
7.1171     8.551      -6.2109
7.1336     8.5436     -6.2135
7.0923     8.4598     -6.2085
7.0457     8.4022     -6.1491
7.03       8.3642     -6.1298
7.0441     8.2976     -6.1863
7.0843     8.3067     -6.2784
7.0735     8.3302     -6.3667
7.1027     8.3052     -6.3789
7.1277     8.2223     -6.3512
7.1672     8.1351     -6.3849
7.1901     8.1275     -6.333
























































































































































6.8851     7.7636     -4.7232    NASP-PR
6.8512     7.7333     -4.6813
6.7756     7.7063     -4.5797
6.7604     7.6795     -4.4827
6.7514     7.6422     -4.377
6.7423     7.6296     -4.288
6.7538     7.6067     -4.2482
6.7533     7.6065     -4.1883
6.7645     7.642      -4.0832































































































































































































7.9397     8.5363     -7.1587    R-PM/MAX
7.9737     8.4431     -7.0385
7.9862     8.3759     -6.9084
7.9963     8.3114     -6.7833
8.0099     8.239      -6.6447
8.016      8.1501     -6.4985
8.0615     8.1008     -6.3872
8.0825     8.0116     -6.2509
8.0772     7.8985     -6.0945
8.095      7.815      -5.9629
8.0899     7.7469     -5.8244
8.0803     7.6913     -5.6798
8.031      7.6214     -5.5097
8.032      7.5623     -5.3262
8.0269     7.5107     -5.1697
8.0732     7.4606     -5.0683
8.0713     7.4188     -4.9362
8.0736     7.3363     -4.7687
8.0779     7.2863     -4.6926
8.1127     7.2873     -4.6568
8.1377     7.2955     -4.4205




















































































































































