AMNH       52637      ca4ms.xls
18.1878    16.3107    -8.9017    IN
15.3793    14.137     -11.6619   BR
11.2234    11.0354    -9.7771    GL
11.1646    10.9904    -9.5746    NA
10.0513    10.0662    -7.2683    RH
9.1036     9.2476     -5.0501    NS
8.7715     9.008      -4.1597    PR
9.3789     8.5066     -4.4939    R_PR2
10.826     10.1614    -7.6555    R_PMS
13.8036    8.7623     -5.3638    R_ZMI
12.4303    9.6124     -7.5433    R_ZMU
11.6488    10.6877    -9.0213    R_DA
12.7161    9.9597     -9.7834    R_MTI
12.969     10.1855    -10.3141   R_MTS
13.6668    9.1038     -8.5588    R_FMO
14.5576    9.0739     -8.6435    R_FMT
18.3964    11.9741    -7.1099    R_PO
15.3628    8.7644     -6.3923    R_ZTS
8.5076     9.7326     -4.2381    L_PR2
10.4873    10.7905    -7.731     L_PMS
9.8519     13.697     -5.323     L_ZMI
10.325     12.4016    -7.4583    L_ZMU
11.0328    11.3346    -8.9402    L_DA
10.5693    12.7729    -9.7285    L_MTI
10.8296    12.9739    -10.2286   L_MTS
10.018     13.8699    -8.4399    L_FMO
10.2389    14.6572    -8.3842    L_FMT
14.0954    17.4664    -7.0079    L_PO
9999       9999       9999       L_ZTS
8.2865     9.1836     -3.9165    O1
9.7345     14.4287    -5.8397    O2
14.6252    17.6856    -7.3994    O3
17.8115    16.5761    -9.267     O4







































































































































































11.2177    11.0451    -9.7183    GLRH
11.1709    10.9911    -9.5766
11.132     10.9587    -9.4556
11.105     10.9106    -9.3183
11.0711    10.8999    -9.1748
11.0408    10.8429    -8.9761
10.9857    10.8179    -8.7499
10.8993    10.7494    -8.517
10.8239    10.6769    -8.3202
10.7398    10.6314    -8.1433
10.6633    10.5618    -8.0182
10.5714    10.5035    -7.8705
10.4598    10.4011    -7.7589
10.3585    10.3064    -7.6526
10.266     10.2537    -7.5703
10.1955    10.1762    -7.5004
10.157     10.1219    -7.4315
10.1082    10.0935    -7.346
10.0713    10.0855    -7.2987





















































































































































































10.0509    10.085     -7.2688    NOSE
10.1145    10.0243    -7.2687
10.161     10.0001    -7.2653
10.2231    9.9771     -7.2944
10.2595    9.919      -7.2637
10.266     9.8813     -7.1366
10.2912    9.8087     -7.0735
10.32      9.748      -6.9945
10.3721    9.6839     -6.9056
10.4121    9.6744     -6.8005
10.4351    9.5752     -6.6422
10.418     9.5366     -6.4782
10.3863    9.4542     -6.2999
10.3424    9.3746     -6.1848
10.2722    9.3012     -6.04
10.2198    9.2422     -5.9522
10.1338    9.1997     -5.8239
