AMNH       52587      laj26ms.xls
16.9384    16.8028    -8.5663    IN
14.174     13.9557    -11.0745   BR
10.8716    10.7939    -9.0377    GL
10.7904    10.6807    -8.695     NA
9.8176     9.6549     -6.6178    RH
9.1965     8.936      -4.8128    NS
8.9432     8.7273     -4.1119    PR
9.6611     8.3296     -4.0534    R_PR2
10.6112    10.0315    -7.1487    R_PMS
13.5038    9.3563     -5.3604    R_ZMI
11.911     9.7016     -7.0597    R_ZMU
11.1195    10.6517    -8.0787    R_DA
12.2373    10.0818    -9.0388    R_MTI
12.5164    10.4068    -9.6559    R_MTS
13.3862    9.4836     -7.9866    R_FMO
13.9138    9.4732     -7.8858    R_FMT
17.2489    12.4222    -6.857     R_PO
14.9206    9.4412     -6.2491    R_ZTS
8.613      9.3688     -4.0345    L_PR2
10.0614    10.3661    -6.9441    L_PMS
9.4073     13.046     -5.4161    L_ZMI
9.8389     11.7728    -6.9304    L_ZMU
10.7237    10.9173    -7.9872    L_DA
10.2317    12.1658    -8.9573    L_MTI
10.5031    12.4287    -9.6073    L_MTS
9.7516     13.3003    -7.862     L_FMO
9.6703     13.7922    -7.852     L_FMT
12.7517    17.0119    -6.6709    L_PO
9.6922     14.5819    -5.9781    L_ZTS
9.0877     8.0754     -3.7138    O1
9.1456     13.2666    -5.8852    O2
13.3196    17.4336    -7.24      O3
16.5852    17.0538    -8.8375    O4







































































































































































10.9171    10.7471    -9.0839    GLRH
10.86      10.7138    -8.9368
10.8425    10.6765    -8.7489
10.7978    10.6202    -8.5992
10.7564    10.5464    -8.4106
10.7186    10.5111    -8.2816
10.6771    10.4764    -8.1182
10.6231    10.4651    -7.9431
