AMNH       52622      laj30ms.xls
18.5834    17.3984    -9.3379    IN
15.7086    14.4653    -11.0135   BR
12.3568    11.4697    -8.7603    GL
12.2767    11.4167    -8.3739    NA
11.4043    10.4569    -6.3568    RH
10.8118    9.9391     -4.423     NS
10.5935    9.7905     -3.7045    PR
11.256     9.4588     -3.7425    R_PR2
12.2025    10.7715    -6.7845    R_PMS
15.0652    9.9924     -4.9472    R_ZMI
13.8501    10.3295    -6.7612    R_ZMU
12.6862    11.36      -7.7845    R_DA
13.8376    10.6376    -8.7701    R_MTI
14.1976    10.9874    -9.3526    R_MTS
15.0432    10.1326    -7.5724    R_FMO
15.5704    10.1351    -7.4817    R_FMT
19.0054    13.1936    -7.0503    R_PO
16.1437    10.0488    -5.6373    R_ZTS
10.3354    10.4435    -3.8257    L_PR2
11.8156    11.3303    -6.9629    L_PMS
11.3448    14.1655    -4.8053    L_ZMI
11.3948    13.0484    -6.6318    L_ZMU
12.2309    11.7375    -7.7325    L_DA
11.6743    12.8862    -8.6371    L_MTI
12.0042    13.1441    -9.2442    L_MTS
11.3912    14.2452    -7.4558    L_FMO
11.3753    14.775     -7.3722    L_FMT
14.4343    17.8271    -6.9929    L_PO
11.3877    15.3479    -5.3014    L_ZTS
10.816     9.2499     -3.3705    O1
10.9619    14.5487    -5.117     O2
15.1421    18.2711    -7.6836    O3
18.23      17.7975    -8.7974    O4







































































































































































12.3986    11.4305    -8.7657    GLRH
12.3534    11.3634    -8.5348
12.3033    11.3232    -8.2734
12.2813    11.2945    -7.9677
12.2658    11.2393    -7.7086
12.1918    11.2028    -7.4481
12.1115    11.1261    -7.2586
12.0676    11.0508    -7.1131
11.9756    10.9687    -7.0035
11.8826    10.892     -6.8291
11.7806    10.7633    -6.7266
11.6707    10.641     -6.6528
11.5724    10.5654    -6.5618
11.5105    10.4603    -6.4787
11.4812    10.4457    -6.4541
11.4294    10.4129    -6.3643
























































































































































































11.3965    10.4321    -6.3232    NOSE
11.4452    10.3373    -6.2879
11.5073    10.2974    -6.183
11.5076    10.2363    -6.1078
11.5639    10.1574    -6.0923
11.6267    10.1909    -6.047
11.7017    10.2415    -6.0066
11.7634    10.2591    -5.9936
11.8199    10.2262    -5.822
11.8251    10.1288    -5.5953
11.7907    10.0537    -5.4202
11.7553    9.9843     -5.2653
11.673     9.8787     -5.1156
11.5041    9.8126     -4.9694
11.2831    9.8597     -4.8361
11.1239    9.8673     -4.7056
10.9946    9.8536     -4.5911
10.9048    9.8654     -4.4981
10.8319    9.8668     -4.455
10.7683    10.0058    -4.5051
10.7268    10.1286    -4.6194
10.7502    10.2426    -4.7278
10.7791    10.3561    -4.8218
10.7697    10.496     -4.9057
10.776     10.6313    -4.9751
10.8143    10.8161    -5.1114
10.9003    10.9526    -5.3207
11.0199    10.9916    -5.5047
11.1037    10.9755    -5.6523
11.1515    10.9358    -5.8604
11.2025    10.9551    -5.9471
11.2105    10.949     -6.0283
11.2215    10.874     -6.0523
11.1919    10.7985    -6.0803
11.1459    10.7164    -6.0777
11.1502    10.6341    -6.1247
11.1497    10.5674    -6.1355
11.1903    10.5415    -6.2068
